DT,dwpt,prcp,pres,temp,wdir,rhum,wspd
2022-05-30 00:00:00,16.9,0.0,1002.0,32.7,150.0,39.0,33.5
2022-05-30 01:00:00,19.8,0.0,1003.5,28.0,150.0,61.0,37.1
2022-05-30 02:00:00,19.8,0.0,1003.5,28.0,150.0,61.0,29.5
2022-05-30 03:00:00,21.5,0.0,1004.5,26.1,140.0,76.0,29.5
2022-05-30 04:00:00,22.0,0.0,1005.2,24.9,150.0,84.0,22.3
2022-05-30 05:00:00,21.9,0.0,1005.5,24.8,150.0,84.0,31.7
2022-05-30 06:00:00,21.5,0.0,1005.4,24.8,150.0,82.0,29.5
2022-05-30 07:00:00,21.3,0.0,1005.4,24.8,160.0,81.0,25.9
2022-05-30 08:00:00,21.3,0.0,1005.4,24.8,160.0,81.0,20.5
2022-05-30 09:00:00,21.1,0.0,1005.0,25.0,170.0,79.0,25.9
2022-05-30 10:00:00,21.1,0.0,1004.7,24.8,170.0,80.0,27.7
2022-05-30 11:00:00,21.1,0.0,1004.7,24.8,170.0,80.0,22.3
2022-05-30 12:00:00,21.5,0.0,1005.8,25.4,170.0,79.0,24.1
2022-05-30 13:00:00,21.5,0.2,1005.8,25.4,170.0,79.0,24.1
2022-05-30 14:00:00,21.4,0.2,1006.5,26.2,170.0,75.0,31.7
2022-05-30 15:00:00,21.3,0.1,1006.5,27.7,180.0,68.0,27.7
2022-05-30 16:00:00,20.7,0.0,1006.6,28.4,180.0,63.0,25.9
2022-05-30 17:00:00,20.0,0.0,1006.5,30.0,190.0,55.0,22.3
2022-05-30 18:00:00,19.1,0.0,1005.8,32.2,150.0,46.0,33.5
2022-05-30 19:00:00,17.9,0.0,1004.7,34.3,160.0,38.0,20.5
2022-05-30 20:00:00,17.9,0.0,1004.7,34.3,160.0,38.0,20.5
2022-05-30 21:00:00,18.1,0.0,1004.4,33.6,140.0,40.0,33.5
2022-05-30 22:00:00,17.2,0.0,1004.4,33.4,140.0,38.0,29.5
2022-05-30 23:00:00,17.2,0.0,1004.4,33.4,140.0,38.0,29.5
2022-05-31 00:00:00,18.3,0.0,1004.4,32.1,140.0,44.0,33.5
2022-05-31 01:00:00,20.4,0.0,1006.2,28.1,140.0,63.0,25.9
2022-05-31 02:00:00,21.2,0.0,1007.2,26.9,140.0,71.0,25.9
2022-05-31 03:00:00,21.2,0.0,1007.2,26.9,150.0,71.0,27.7
2022-05-31 04:00:00,22.8,0.0,1008.5,25.3,150.0,86.0,18.4
2022-05-31 05:00:00,22.9,0.0,1008.8,25.4,150.0,86.0,22.3
2022-05-31 06:00:00,22.9,0.0,1008.8,24.7,160.0,90.0,22.3
2022-05-31 07:00:00,22.9,0.0,1008.8,24.7,160.0,90.0,22.3
2022-05-31 08:00:00,22.7,0.0,1008.5,24.1,150.0,92.0,14.8
2022-05-31 09:00:00,23.2,0.1,1008.8,24.4,150.0,93.0,16.6
2022-05-31 10:00:00,23.4,0.0,1008.8,24.1,170.0,96.0,9.4
2022-05-31 11:00:00,23.4,0.0,1008.8,24.1,170.0,96.0,9.4
2022-05-31 12:00:00,23.6,0.0,1009.2,23.8,150.0,99.0,9.4
2022-05-31 13:00:00,23.7,0.2,1009.6,25.1,160.0,92.0,14.8
2022-05-31 14:00:00,23.4,0.1,1009.9,26.1,160.0,85.0,24.1
2022-05-31 15:00:00,22.0,0.1,1009.9,29.8,160.0,63.0,24.1
2022-05-31 16:00:00,20.6,0.0,1009.9,31.0,170.0,54.0,20.5
2022-05-31 17:00:00,20.6,0.0,1009.9,31.0,170.0,54.0,20.5
2022-05-31 18:00:00,20.4,0.0,1009.5,31.8,170.0,51.0,14.8
2022-05-31 19:00:00,20.2,0.0,1008.8,34.2,140.0,44.0,24.1
2022-05-31 20:00:00,18.2,0.0,1008.4,34.6,150.0,38.0,25.9
2022-05-31 21:00:00,18.0,0.0,1008.1,35.3,150.0,36.0,24.1
2022-05-31 22:00:00,17.6,0.0,1007.5,34.3,140.0,35.0,27.7
2022-05-31 23:00:00,17.1,0.0,1007.5,34.3,140.0,36.0,27.7
2022-06-01 00:00:00,18.3,0.0,1007.9,32.9,130.0,42.0,31.7
2022-06-01 01:00:00,19.4,0.0,1008.5,30.7,140.0,51.0,25.9
2022-06-01 02:00:00,21.0,0.0,1010.2,27.4,140.0,68.0,18.4
2022-06-01 03:00:00,21.0,0.0,1010.2,27.4,140.0,68.0,18.4
2022-06-01 04:00:00,22.7,0.0,1011.3,25.2,140.0,86.0,14.8
2022-06-01 05:00:00,23.1,0.0,1011.3,25.0,140.0,89.0,20.5
2022-06-01 06:00:00,23.4,0.0,1010.8,24.8,140.0,92.0,22.3
2022-06-01 07:00:00,23.8,0.0,1011.2,24.5,140.0,96.0,22.3
2022-06-01 08:00:00,23.8,0.0,1011.2,24.5,160.0,96.0,20.5
2022-06-01 09:00:00,23.6,0.0,1011.2,24.6,160.0,94.0,13.0
2022-06-01 10:00:00,23.6,0.0,1011.2,24.6,160.0,94.0,13.0
2022-06-01 11:00:00,23.9,0.0,1011.2,24.6,150.0,96.0,11.2
2022-06-01 12:00:00,24.4,0.0,1011.5,24.6,160.0,99.0,11.2
2022-06-01 13:00:00,24.7,0.1,1011.9,25.0,150.0,98.0,13.0
2022-06-01 14:00:00,23.1,0.0,1012.7,27.3,160.0,78.0,13.0
2022-06-01 15:00:00,23.1,0.2,1012.7,27.3,160.0,78.0,13.0
2022-06-01 16:00:00,21.7,0.0,1011.9,31.5,160.0,56.0,18.4
2022-06-01 17:00:00,21.7,0.0,1011.9,31.5,160.0,56.0,18.4
2022-06-01 18:00:00,21.0,0.2,1011.2,31.8,140.0,53.0,14.8
2022-06-01 19:00:00,19.0,0.1,1009.8,34.6,170.0,40.0,16.6
2022-06-01 20:00:00,20.9,1.5,1010.2,33.0,170.0,49.0,16.6
2022-06-01 21:00:00,22.0,1.1,1009.9,31.9,110.0,56.0,27.7
2022-06-01 22:00:00,22.0,0.1,1009.9,31.9,110.0,56.0,27.7
2022-06-01 23:00:00,21.3,0.0,1008.5,31.4,120.0,55.0,27.7
2022-06-02 00:00:00,20.6,0.0,1008.2,29.7,120.0,58.0,20.5
2022-06-02 01:00:00,20.6,0.0,1011.0,29.7,120.0,58.0,20.5
2022-06-02 02:00:00,20.4,0.0,1013.0,27.6,130.0,65.0,20.5
2022-06-02 03:00:00,20.4,0.0,1014.0,27.6,130.0,65.0,20.5
2022-06-02 04:00:00,21.0,0.0,1012.6,23.7,170.0,85.0,13.0
2022-06-02 05:00:00,21.0,0.0,1012.6,23.7,170.0,85.0,13.0
2022-06-02 06:00:00,22.1,0.0,1012.6,25.0,180.0,84.0,16.6
2022-06-02 07:00:00,22.5,0.0,1012.9,24.1,180.0,91.0,5.4
2022-06-02 08:00:00,22.2,0.0,1012.3,22.9,180.0,96.0,11.2
2022-06-02 09:00:00,22.2,0.0,1012.3,22.9,180.0,96.0,11.2
2022-06-02 10:00:00,22.5,0.0,1012.0,22.7,200.0,99.0,7.6
2022-06-02 11:00:00,22.5,0.0,1012.0,22.7,200.0,99.0,7.6
2022-06-02 12:00:00,22.9,0.0,1012.3,23.2,0.0,98.0,0.0
2022-06-02 13:00:00,23.1,0.0,1013.7,23.3,60.0,99.0,7.6
2022-06-02 14:00:00,21.5,0.0,1014.0,26.5,130.0,74.0,5.4
2022-06-02 15:00:00,20.9,0.0,1014.4,28.9,120.0,62.0,11.2
2022-06-02 16:00:00,20.9,0.0,1014.4,28.9,120.0,62.0,11.2
2022-06-02 17:00:00,18.8,0.0,1013.5,31.5,218.0,47.0,6.8
2022-06-02 18:00:00,20.8,0.0,1014.0,30.0,350.0,58.0,20.0
2022-06-02 19:00:00,20.3,0.0,1011.6,31.3,50.0,52.0,5.4
2022-06-02 20:00:00,20.3,0.0,1011.6,31.3,50.0,52.0,5.4
2022-06-02 21:00:00,18.8,0.0,1010.3,33.3,40.0,44.0,9.4
2022-06-02 22:00:00,17.5,0.0,1009.9,33.4,70.0,39.0,7.6
2022-06-02 23:00:00,16.7,0.0,1009.9,33.4,70.0,37.0,7.6
2022-06-03 00:00:00,17.3,0.0,1009.6,32.6,50.0,40.0,13.0
2022-06-03 01:00:00,18.5,0.0,1009.3,29.0,50.0,53.0,11.2
2022-06-03 02:00:00,19.0,0.0,1010.6,27.7,40.0,59.0,13.0
2022-06-03 03:00:00,19.2,0.0,1011.3,26.6,50.0,64.0,13.0
2022-06-03 04:00:00,19.2,0.0,1011.3,26.6,50.0,64.0,13.0
2022-06-03 05:00:00,18.7,0.0,1012.0,26.3,70.0,63.0,13.0
2022-06-03 06:00:00,19.2,0.0,1012.7,25.3,50.0,69.0,7.6
2022-06-03 07:00:00,19.6,0.0,1013.0,24.3,70.0,75.0,5.4
2022-06-03 08:00:00,19.9,0.0,1012.0,24.0,30.0,78.0,5.4
2022-06-03 09:00:00,19.7,0.0,1013.0,24.4,40.0,75.0,9.4
2022-06-03 10:00:00,19.7,0.3,1013.0,24.4,40.0,75.0,9.4
2022-06-03 11:00:00,19.9,0.4,1013.0,24.0,40.0,78.0,9.4
2022-06-03 12:00:00,20.1,0.0,1013.0,23.5,60.0,81.0,9.4
2022-06-03 13:00:00,19.9,0.0,1014.0,24.4,70.0,76.0,9.4
2022-06-03 14:00:00,20.0,0.0,1014.0,25.9,60.0,70.0,11.2
2022-06-03 15:00:00,20.4,0.0,1014.0,27.3,80.0,66.0,11.2
2022-06-03 16:00:00,20.0,0.0,1014.0,29.7,0.0,56.0,0.0
2022-06-03 17:00:00,20.0,0.0,1013.0,29.7,0.0,56.0,0.0
2022-06-03 18:00:00,20.0,0.0,1012.0,31.0,360.0,52.0,11.2
2022-06-03 19:00:00,20.0,0.0,1010.9,32.0,360.0,49.0,20.5
2022-06-03 20:00:00,18.7,0.0,1009.9,32.9,40.0,43.0,14.8
2022-06-03 21:00:00,18.7,0.0,1009.9,32.9,40.0,43.0,14.8
2022-06-03 22:00:00,17.6,0.0,1008.5,33.0,50.0,40.0,22.3
2022-06-03 23:00:00,17.6,0.0,1008.5,33.0,50.0,40.0,22.3
2022-06-04 00:00:00,15.9,0.4,1008.2,32.0,80.0,38.0,18.4
2022-06-04 01:00:00,15.8,0.0,1008.6,30.5,70.0,41.0,16.6
2022-06-04 02:00:00,16.2,0.0,1008.9,28.3,70.0,48.0,7.6
2022-06-04 03:00:00,16.1,0.0,1009.3,26.8,0.0,52.0,0.0
2022-06-04 04:00:00,18.9,0.0,1010.0,24.3,160.0,72.0,7.6
2022-06-04 05:00:00,18.3,0.0,1010.6,25.6,180.0,64.0,7.6
2022-06-04 06:00:00,18.5,0.0,1010.6,23.6,0.0,73.0,0.0
2022-06-04 07:00:00,19.2,0.0,1010.3,22.0,0.0,84.0,0.0
2022-06-04 08:00:00,19.4,0.0,1010.3,22.0,80.0,85.0,5.4
2022-06-04 09:00:00,19.4,0.0,1010.0,22.0,0.0,85.0,0.0
2022-06-04 10:00:00,19.2,0.0,1010.3,22.2,0.0,83.0,0.0
2022-06-04 11:00:00,19.4,0.0,1010.6,21.8,180.0,86.0,5.4
2022-06-04 12:00:00,19.4,0.0,1011.4,21.1,30.0,90.0,9.4
2022-06-04 13:00:00,19.7,0.3,1011.4,22.0,120.0,87.0,5.4
2022-06-04 14:00:00,19.7,0.0,1011.4,22.0,120.0,87.0,5.4
2022-06-04 15:00:00,17.7,0.2,1010.4,23.5,0.0,70.0,0.0
2022-06-04 16:00:00,15.8,0.0,1010.3,29.7,0.0,43.0,0.0
2022-06-04 17:00:00,15.8,0.0,1010.3,29.7,0.0,43.0,0.0
2022-06-04 18:00:00,16.2,0.0,1009.2,31.9,190.0,39.0,13.0
2022-06-04 19:00:00,15.0,0.0,1008.6,32.9,200.0,34.0,16.6
2022-06-04 20:00:00,15.1,0.0,1007.2,33.6,110.0,33.0,7.6
2022-06-04 21:00:00,14.8,0.0,1005.8,34.8,20.0,31.0,7.6
2022-06-04 22:00:00,14.7,0.0,1005.8,34.8,20.0,30.0,7.6
2022-06-04 23:00:00,14.7,0.0,1005.1,35.5,0.0,29.0,0.0
2022-06-05 00:00:00,16.8,0.0,1004.9,33.0,100.0,38.0,7.6
2022-06-05 01:00:00,16.8,0.0,1004.9,33.0,100.0,38.0,7.6
2022-06-05 02:00:00,21.0,0.0,1007.0,26.9,140.0,70.0,22.3
2022-06-05 03:00:00,21.0,0.0,1007.0,26.9,140.0,70.0,22.3
2022-06-05 04:00:00,19.8,0.0,1007.6,25.0,170.0,73.0,13.0
2022-06-05 05:00:00,19.8,0.0,1007.6,25.0,170.0,73.0,13.0
2022-06-05 06:00:00,20.1,0.0,1007.5,24.8,180.0,75.0,5.4
2022-06-05 07:00:00,20.3,0.0,1006.9,22.4,0.0,88.0,0.0
2022-06-05 08:00:00,20.2,0.0,1006.2,21.6,0.0,92.0,0.0
2022-06-05 09:00:00,19.6,0.0,1005.8,20.8,80.0,93.0,7.6
2022-06-05 10:00:00,19.7,0.0,1006.2,20.4,70.0,96.0,5.4
2022-06-05 11:00:00,20.0,0.0,1006.5,20.7,0.0,96.0,0.0
2022-06-05 12:00:00,20.3,0.0,1006.9,20.8,0.0,97.0,0.0
2022-06-05 13:00:00,21.3,0.0,1007.2,21.6,0.0,98.0,0.0
2022-06-05 14:00:00,22.0,0.0,1007.5,25.1,170.0,83.0,9.4
2022-06-05 15:00:00,19.6,0.0,1006.9,29.6,180.0,55.0,18.4
2022-06-05 16:00:00,18.1,0.0,1006.5,31.5,170.0,45.0,22.3
2022-06-05 17:00:00,18.1,0.0,1006.5,31.5,170.0,45.0,22.3
2022-06-05 18:00:00,16.8,0.0,1005.8,33.5,180.0,37.0,24.1
2022-06-05 19:00:00,15.0,0.0,1004.1,36.1,170.0,31.0,18.4
2022-06-05 20:00:00,14.7,0.0,1004.1,36.1,170.0,28.0,18.4
2022-06-05 21:00:00,13.7,0.0,1003.4,37.0,190.0,25.0,24.1
2022-06-05 22:00:00,14.9,0.0,1002.4,37.0,150.0,27.0,27.7
2022-06-05 23:00:00,15.6,0.0,1002.1,35.9,160.0,30.0,27.7
2022-06-06 00:00:00,16.0,0.5,1002.8,33.6,130.0,35.0,24.1
2022-06-06 01:00:00,14.5,0.0,1003.5,31.4,140.0,36.0,22.3
2022-06-06 02:00:00,19.7,0.0,1003.5,29.1,130.0,57.0,24.1
2022-06-06 03:00:00,19.7,0.0,1003.5,29.1,130.0,57.0,24.1
2022-06-06 04:00:00,20.5,0.0,1004.8,26.9,140.0,68.0,27.7
2022-06-06 05:00:00,22.1,0.0,1005.5,25.2,130.0,83.0,22.3
2022-06-06 06:00:00,22.6,0.0,1005.1,24.0,140.0,92.0,18.4
2022-06-06 07:00:00,22.6,0.0,1005.1,24.0,140.0,92.0,18.4
2022-06-06 08:00:00,23.3,0.0,1005.1,23.8,150.0,97.0,13.0
2022-06-06 09:00:00,23.1,0.0,1005.4,24.1,160.0,94.0,13.0
2022-06-06 10:00:00,22.1,0.0,1004.7,24.4,160.0,87.0,20.5
2022-06-06 11:00:00,22.6,0.0,1005.0,23.8,170.0,93.0,11.2
2022-06-06 12:00:00,22.6,0.0,1005.0,23.8,170.0,93.0,11.2
2022-06-06 13:00:00,22.5,0.0,1005.4,24.4,180.0,89.0,16.6
2022-06-06 14:00:00,21.8,0.0,1005.8,25.7,180.0,79.0,18.4
2022-06-06 15:00:00,20.9,0.0,1005.8,29.8,180.0,59.0,22.3
2022-06-06 16:00:00,20.9,0.0,1005.8,29.8,180.0,59.0,22.3
2022-06-06 17:00:00,19.5,0.0,1005.4,31.9,180.0,48.0,24.1
2022-06-06 18:00:00,18.7,0.0,1004.7,33.8,200.0,41.0,16.6
2022-06-06 19:00:00,18.1,0.0,1003.0,37.0,170.0,36.0,24.1
2022-06-06 20:00:00,17.4,0.0,1002.3,38.0,200.0,30.0,25.9
2022-06-06 21:00:00,17.4,0.0,1002.3,38.0,160.0,30.0,25.9
2022-06-06 22:00:00,17.4,0.0,1001.6,38.6,160.0,29.0,22.3
2022-06-06 23:00:00,17.4,0.0,1001.6,38.6,160.0,29.0,22.3
2022-06-07 00:00:00,20.2,0.0,1002.0,36.8,140.0,38.0,29.5
2022-06-07 01:00:00,21.7,0.0,1003.8,30.3,130.0,60.0,31.7
2022-06-07 02:00:00,21.7,0.0,1003.8,30.3,140.0,60.0,31.7
2022-06-07 03:00:00,22.4,0.0,1005.5,26.3,150.0,79.0,24.1
2022-06-07 04:00:00,22.5,0.0,1005.8,24.8,160.0,87.0,16.6
2022-06-07 05:00:00,23.0,0.0,1006.1,25.1,160.0,88.0,16.6
2022-06-07 06:00:00,23.0,0.0,1006.1,25.1,170.0,88.0,20.5
2022-06-07 07:00:00,22.1,0.0,1006.0,25.0,170.0,84.0,22.3
2022-06-07 08:00:00,22.4,0.0,1006.0,24.5,170.0,88.0,20.5
2022-06-07 09:00:00,22.4,0.0,1006.3,24.7,180.0,87.0,22.3
2022-06-07 10:00:00,22.3,0.0,1007.1,24.4,170.0,88.0,13.0
2022-06-07 11:00:00,22.3,0.0,1007.1,24.4,170.0,88.0,13.0
2022-06-07 12:00:00,22.0,0.0,1007.8,24.3,180.0,87.0,11.2
2022-06-07 13:00:00,21.6,0.0,1008.2,26.4,180.0,75.0,14.8
2022-06-07 14:00:00,21.6,0.0,1008.2,26.4,180.0,75.0,22.3
2022-06-07 15:00:00,20.4,0.0,1008.8,30.5,180.0,55.0,16.6
2022-06-07 16:00:00,20.4,0.0,1008.8,30.5,180.0,55.0,16.6
2022-06-07 17:00:00,18.2,0.0,1008.1,34.1,170.0,39.0,9.4
2022-06-07 18:00:00,18.2,0.0,1008.1,34.1,170.0,39.0,9.4
2022-06-07 19:00:00,16.9,0.0,1007.4,35.7,160.0,33.0,20.5
2022-06-07 20:00:00,15.6,0.0,1006.7,37.1,160.0,28.0,27.7
2022-06-07 21:00:00,16.7,0.0,1006.4,38.4,140.0,28.0,27.7
2022-06-07 22:00:00,15.8,0.0,1006.0,38.7,140.0,26.0,24.1
2022-06-07 23:00:00,17.1,0.0,1005.7,37.6,140.0,30.0,22.3
2022-06-08 00:00:00,18.9,0.0,1007.1,32.7,150.0,44.0,22.3
2022-06-08 01:00:00,18.9,0.0,1007.1,32.7,150.0,44.0,22.3
2022-06-08 02:00:00,20.5,0.0,1008.9,28.2,140.0,63.0,24.1
2022-06-08 03:00:00,21.9,0.0,1009.8,26.5,160.0,76.0,22.3
2022-06-08 04:00:00,23.0,0.0,1010.2,25.5,160.0,86.0,16.6
2022-06-08 05:00:00,23.0,0.0,1010.2,25.5,160.0,86.0,16.6
2022-06-08 06:00:00,23.2,0.0,1009.8,25.3,160.0,88.0,24.1
2022-06-08 07:00:00,23.0,0.0,1009.8,25.1,180.0,88.0,22.3
2022-06-08 08:00:00,22.4,0.0,1009.8,25.3,170.0,84.0,22.3
2022-06-08 09:00:00,22.3,0.0,1010.1,25.0,180.0,85.0,13.0
2022-06-08 10:00:00,22.3,0.0,1010.1,25.0,180.0,85.0,13.0
2022-06-08 11:00:00,22.1,0.0,1010.5,24.8,190.0,85.0,16.6
2022-06-08 12:00:00,22.2,0.0,1010.8,24.5,180.0,87.0,14.8
2022-06-08 13:00:00,21.8,0.0,1011.5,27.3,190.0,72.0,16.6
2022-06-08 14:00:00,21.8,0.0,1011.5,27.3,210.0,72.0,22.3
2022-06-08 15:00:00,20.4,0.0,1010.6,29.5,210.0,58.0,18.4
2022-06-08 16:00:00,20.0,0.0,1011.3,31.0,170.0,52.0,20.5
2022-06-08 17:00:00,20.0,0.0,1011.3,31.0,170.0,52.0,20.5
2022-06-08 18:00:00,19.0,0.0,1010.8,33.7,0.0,45.0,0.0
2022-06-08 19:00:00,17.2,0.0,1009.8,35.4,170.0,34.0,11.2
2022-06-08 20:00:00,17.2,0.0,1010.1,36.2,120.0,34.0,7.6
2022-06-08 21:00:00,15.3,0.0,1010.1,36.2,120.0,29.0,7.6
2022-06-08 22:00:00,15.5,0.0,1009.1,37.0,100.0,28.0,20.5
2022-06-08 23:00:00,15.8,0.0,1008.8,35.8,80.0,29.0,16.6
2022-06-09 00:00:00,16.9,0.0,1009.5,34.1,110.0,36.0,14.8
2022-06-09 01:00:00,20.5,0.0,1010.1,31.5,110.0,52.0,14.8
2022-06-09 02:00:00,20.5,0.0,1010.1,31.5,140.0,52.0,25.9
2022-06-09 03:00:00,20.8,0.0,1010.9,29.4,150.0,60.0,29.5
2022-06-09 04:00:00,22.4,0.0,1012.2,26.6,160.0,78.0,24.1
2022-06-09 05:00:00,22.4,0.0,1012.2,26.6,160.0,78.0,20.5
2022-06-09 06:00:00,23.1,0.0,1012.6,25.0,160.0,89.0,7.6
2022-06-09 07:00:00,23.5,0.0,1012.6,25.3,170.0,90.0,11.2
2022-06-09 08:00:00,23.1,0.0,1012.5,26.0,180.0,84.0,14.8
2022-06-09 09:00:00,22.9,0.0,1012.8,26.0,200.0,83.0,13.0
2022-06-09 10:00:00,23.0,0.0,1012.8,25.1,210.0,88.0,9.4
2022-06-09 11:00:00,23.0,0.0,1014.2,24.0,70.0,94.0,5.4
2022-06-09 12:00:00,22.9,0.0,1014.6,23.1,70.0,99.0,7.6
2022-06-09 13:00:00,23.7,0.0,1015.2,24.9,120.0,93.0,7.6
2022-06-09 14:00:00,23.1,0.0,1016.0,26.6,140.0,81.0,7.6
2022-06-09 15:00:00,20.7,0.0,1015.7,29.3,160.0,60.0,7.6
2022-06-09 16:00:00,20.7,0.0,1015.7,29.3,160.0,60.0,7.6
2022-06-09 17:00:00,21.2,0.0,1015.7,30.1,170.0,59.0,11.2
2022-06-09 18:00:00,18.9,0.0,1013.9,33.6,160.0,42.0,13.0
2022-06-09 19:00:00,17.7,0.0,1013.2,35.0,180.0,36.0,9.4
2022-06-09 20:00:00,17.7,0.0,1013.2,35.0,180.0,36.0,9.4
2022-06-09 21:00:00,16.0,0.0,1012.2,35.2,160.0,32.0,18.4
2022-06-09 22:00:00,15.7,0.0,1010.5,36.6,130.0,29.0,14.8
2022-06-09 23:00:00,16.1,0.0,1010.1,35.9,140.0,31.0,18.4
2022-06-10 00:00:00,17.1,0.0,1010.5,34.3,150.0,36.0,14.8
2022-06-10 01:00:00,17.1,0.0,1010.5,34.3,150.0,36.0,14.8
2022-06-10 02:00:00,20.9,0.0,1011.5,30.1,160.0,58.0,24.1
2022-06-10 03:00:00,21.3,0.0,1011.9,28.8,160.0,64.0,22.3
2022-06-10 04:00:00,21.3,0.0,1011.9,28.8,160.0,64.0,22.3
2022-06-10 05:00:00,22.9,0.0,1012.2,26.4,170.0,81.0,13.0
2022-06-10 06:00:00,22.9,0.0,1012.2,26.4,170.0,81.0,13.0
2022-06-10 07:00:00,23.6,0.0,1012.2,25.0,180.0,92.0,7.6
2022-06-10 08:00:00,23.5,0.0,1012.9,24.2,0.0,96.0,0.0
2022-06-10 09:00:00,24.2,0.0,1013.2,24.5,200.0,98.0,11.2
2022-06-10 10:00:00,24.2,0.0,1013.2,24.5,200.0,98.0,11.2
2022-06-10 11:00:00,23.7,0.0,1012.5,24.6,210.0,95.0,18.4
2022-06-10 12:00:00,23.7,0.0,1012.5,24.6,210.0,95.0,18.4
2022-06-10 13:00:00,23.5,0.0,1012.2,25.4,210.0,89.0,13.0
2022-06-10 14:00:00,22.8,0.0,1012.6,27.0,200.0,78.0,13.0
2022-06-10 15:00:00,21.8,0.0,1013.2,28.5,250.0,67.0,18.4
2022-06-10 16:00:00,21.6,0.0,1012.9,31.7,200.0,55.0,9.4
2022-06-10 17:00:00,21.6,0.0,1012.9,31.7,200.0,55.0,9.4
2022-06-10 18:00:00,20.8,0.0,1012.2,32.6,160.0,50.0,9.4
2022-06-10 19:00:00,19.7,0.0,1011.5,34.0,220.0,43.0,9.4
2022-06-10 20:00:00,18.4,0.0,1009.1,36.0,110.0,37.0,16.6
2022-06-10 21:00:00,17.3,0.0,1008.8,36.7,170.0,32.0,22.3
2022-06-10 22:00:00,15.3,0.0,1007.7,37.5,210.0,27.0,14.8
2022-06-10 23:00:00,14.8,0.0,1007.7,37.5,210.0,26.0,14.8
2022-06-11 00:00:00,14.5,0.0,1007.4,37.2,160.0,26.0,11.2
2022-06-11 01:00:00,15.3,0.0,1007.4,35.5,170.0,30.0,13.0
2022-06-11 02:00:00,21.6,0.0,1009.1,31.4,150.0,56.0,24.1
2022-06-11 03:00:00,21.6,0.0,1009.1,31.4,150.0,56.0,24.1
2022-06-11 04:00:00,21.7,0.0,1010.1,29.5,160.0,63.0,20.5
2022-06-11 05:00:00,22.8,0.0,1010.1,28.3,160.0,72.0,14.8
2022-06-11 06:00:00,22.8,0.0,1010.5,26.7,180.0,79.0,13.0
2022-06-11 07:00:00,22.8,0.0,1010.1,26.5,180.0,80.0,14.8
2022-06-11 08:00:00,22.4,0.0,1009.8,26.1,190.0,80.0,11.2
2022-06-11 09:00:00,22.4,0.0,1009.8,25.5,200.0,83.0,9.4
2022-06-11 10:00:00,22.5,0.0,1010.1,24.1,190.0,91.0,7.6
2022-06-11 11:00:00,22.5,0.0,1010.1,24.1,190.0,91.0,7.6
2022-06-11 12:00:00,23.3,0.0,1010.8,25.2,220.0,89.0,9.4
2022-06-11 13:00:00,23.3,0.0,1010.8,25.2,220.0,89.0,9.4
2022-06-11 14:00:00,22.4,0.0,1010.9,27.4,230.0,74.0,16.6
2022-06-11 15:00:00,22.0,0.0,1011.2,29.0,220.0,66.0,18.4
2022-06-11 16:00:00,21.3,0.0,1010.8,30.8,190.0,57.0,18.4
2022-06-11 17:00:00,20.1,0.0,1010.1,34.3,180.0,48.0,13.0
2022-06-11 18:00:00,18.8,0.0,1010.1,34.3,180.0,40.0,13.0
2022-06-11 19:00:00,17.1,0.0,1008.0,37.4,170.0,33.0,5.4
2022-06-11 20:00:00,15.8,0.0,1008.0,37.4,170.0,28.0,5.4
2022-06-11 21:00:00,14.4,0.0,1006.7,39.1,230.0,25.0,7.6
2022-06-11 22:00:00,14.2,0.0,1006.7,39.1,230.0,23.0,7.6
2022-06-11 23:00:00,14.4,0.0,1006.0,37.8,160.0,23.0,16.6
2022-06-12 00:00:00,15.0,0.0,1006.0,36.2,140.0,26.0,13.0
2022-06-12 01:00:00,15.9,0.0,1006.0,36.2,140.0,30.0,13.0
2022-06-12 02:00:00,23.5,0.0,1007.4,32.0,140.0,61.0,13.0
2022-06-12 03:00:00,23.5,0.0,1007.4,32.0,160.0,61.0,31.7
2022-06-12 04:00:00,23.1,0.0,1008.8,28.2,180.0,74.0,14.8
2022-06-12 05:00:00,23.1,0.0,1008.8,28.2,180.0,74.0,14.8
2022-06-12 06:00:00,24.1,0.0,1008.8,27.0,160.0,84.0,14.8
2022-06-12 07:00:00,23.6,0.0,1009.1,25.5,180.0,89.0,14.8
2022-06-12 08:00:00,23.4,0.0,1009.1,25.3,190.0,89.0,11.2
2022-06-12 09:00:00,23.5,0.0,1009.4,24.5,200.0,94.0,7.6
2022-06-12 10:00:00,23.5,0.0,1009.4,24.5,200.0,94.0,7.6
2022-06-12 11:00:00,22.8,0.0,1009.8,24.2,210.0,92.0,13.0
2022-06-12 12:00:00,22.6,0.0,1010.5,24.5,210.0,89.0,18.4
2022-06-12 13:00:00,22.6,0.0,1010.5,24.5,210.0,89.0,18.4
2022-06-12 14:00:00,22.2,0.0,1011.2,25.7,210.0,81.0,20.5
2022-06-12 15:00:00,21.8,0.0,1011.1,28.8,220.0,66.0,18.4
2022-06-12 16:00:00,21.4,0.0,1011.2,30.6,200.0,58.0,22.3
2022-06-12 17:00:00,20.8,0.0,1010.5,34.9,170.0,50.0,14.8
2022-06-12 18:00:00,19.7,0.0,1009.4,36.7,200.0,41.0,20.5
2022-06-12 19:00:00,16.4,0.0,1008.4,38.1,190.0,28.0,7.6
