DT,prcp,pres,wdir,wspd,dwpt,rhum,temp
2022-05-30 00:00:00,0.0,1002.0,150.0,33.5,16.9,39.0,32.7
2022-05-30 01:00:00,0.0,1003.5,150.0,37.1,19.8,61.0,28.0
2022-05-30 02:00:00,0.0,1003.5,150.0,29.5,19.8,61.0,28.0
2022-05-30 03:00:00,0.0,1004.5,140.0,29.5,21.5,76.0,26.1
2022-05-30 04:00:00,0.0,1005.2,150.0,22.3,22.0,84.0,24.9
2022-05-30 05:00:00,0.0,1005.5,150.0,31.7,21.9,84.0,24.8
2022-05-30 06:00:00,0.0,1005.4,150.0,29.5,21.5,82.0,24.8
2022-05-30 07:00:00,0.0,1005.4,160.0,25.9,21.3,81.0,24.8
2022-05-30 08:00:00,0.0,1005.4,160.0,20.5,21.3,81.0,24.8
2022-05-30 09:00:00,0.0,1005.0,170.0,25.9,21.1,79.0,25.0
2022-05-30 10:00:00,0.0,1004.7,170.0,27.7,21.1,80.0,24.8
2022-05-30 11:00:00,0.0,1004.7,170.0,22.3,21.1,80.0,24.8
2022-05-30 12:00:00,0.0,1005.8,170.0,24.1,21.5,79.0,25.4
2022-05-30 13:00:00,0.2,1005.8,170.0,24.1,21.5,79.0,25.4
2022-05-30 14:00:00,0.2,1006.5,170.0,31.7,21.4,75.0,26.2
2022-05-30 15:00:00,0.1,1006.5,180.0,27.7,21.3,68.0,27.7
2022-05-30 16:00:00,0.0,1006.6,180.0,25.9,20.7,63.0,28.4
2022-05-30 17:00:00,0.0,1006.5,190.0,22.3,20.0,55.0,30.0
2022-05-30 18:00:00,0.0,1005.8,150.0,33.5,19.1,46.0,32.2
2022-05-30 19:00:00,0.0,1004.7,160.0,20.5,17.9,38.0,34.3
2022-05-30 20:00:00,0.0,1004.7,160.0,20.5,17.9,38.0,34.3
2022-05-30 21:00:00,0.0,1004.4,140.0,33.5,18.1,40.0,33.6
2022-05-30 22:00:00,0.0,1004.4,140.0,29.5,17.2,38.0,33.4
2022-05-30 23:00:00,0.0,1004.4,140.0,29.5,17.2,38.0,33.4
2022-05-31 00:00:00,0.0,1004.4,140.0,33.5,18.3,44.0,32.1
2022-05-31 01:00:00,0.0,1006.2,140.0,25.9,20.4,63.0,28.1
2022-05-31 02:00:00,0.0,1007.2,140.0,25.9,21.2,71.0,26.9
2022-05-31 03:00:00,0.0,1007.2,150.0,27.7,21.2,71.0,26.9
2022-05-31 04:00:00,0.0,1008.5,150.0,18.4,22.8,86.0,25.3
2022-05-31 05:00:00,0.0,1008.8,150.0,22.3,22.9,86.0,25.4
2022-05-31 06:00:00,0.0,1008.8,160.0,22.3,22.9,90.0,24.7
2022-05-31 07:00:00,0.0,1008.8,160.0,22.3,22.9,90.0,24.7
2022-05-31 08:00:00,0.0,1008.5,150.0,14.8,22.7,92.0,24.1
2022-05-31 09:00:00,0.1,1008.8,150.0,16.6,23.2,93.0,24.4
2022-05-31 10:00:00,0.0,1008.8,170.0,9.4,23.4,96.0,24.1
2022-05-31 11:00:00,0.0,1008.8,170.0,9.4,23.4,96.0,24.1
2022-05-31 12:00:00,0.0,1009.2,150.0,9.4,23.6,99.0,23.8
2022-05-31 13:00:00,0.2,1009.6,160.0,14.8,23.7,92.0,25.1
2022-05-31 14:00:00,0.1,1009.9,160.0,24.1,23.4,85.0,26.1
2022-05-31 15:00:00,0.1,1009.9,160.0,24.1,22.0,63.0,29.8
2022-05-31 16:00:00,0.0,1009.9,170.0,20.5,20.6,54.0,31.0
2022-05-31 17:00:00,0.0,1009.9,170.0,20.5,20.6,54.0,31.0
2022-05-31 18:00:00,0.0,1009.5,170.0,14.8,20.4,51.0,31.8
2022-05-31 19:00:00,0.0,1008.8,140.0,24.1,20.2,44.0,34.2
2022-05-31 20:00:00,0.0,1008.4,150.0,25.9,18.2,38.0,34.6
2022-05-31 21:00:00,0.0,1008.1,150.0,24.1,18.0,36.0,35.3
2022-05-31 22:00:00,0.0,1007.5,140.0,27.7,17.6,35.0,34.3
2022-05-31 23:00:00,0.0,1007.5,140.0,27.7,17.1,36.0,34.3
2022-06-01 00:00:00,0.0,1007.9,130.0,31.7,18.3,42.0,32.9
2022-06-01 01:00:00,0.0,1008.5,140.0,25.9,19.4,51.0,30.7
2022-06-01 02:00:00,0.0,1010.2,140.0,18.4,21.0,68.0,27.4
2022-06-01 03:00:00,0.0,1010.2,140.0,18.4,21.0,68.0,27.4
2022-06-01 04:00:00,0.0,1011.3,140.0,14.8,22.7,86.0,25.2
2022-06-01 05:00:00,0.0,1011.3,140.0,20.5,23.1,89.0,25.0
2022-06-01 06:00:00,0.0,1010.8,140.0,22.3,23.4,92.0,24.8
2022-06-01 07:00:00,0.0,1011.2,140.0,22.3,23.8,96.0,24.5
2022-06-01 08:00:00,0.0,1011.2,160.0,20.5,23.8,96.0,24.5
2022-06-01 09:00:00,0.0,1011.2,160.0,13.0,23.6,94.0,24.6
2022-06-01 10:00:00,0.0,1011.2,160.0,13.0,23.6,94.0,24.6
2022-06-01 11:00:00,0.0,1011.2,150.0,11.2,23.9,96.0,24.6
2022-06-01 12:00:00,0.0,1011.5,160.0,11.2,24.4,99.0,24.6
2022-06-01 13:00:00,0.1,1011.9,150.0,13.0,24.7,98.0,25.0
2022-06-01 14:00:00,0.0,1012.7,160.0,13.0,23.1,78.0,27.3
2022-06-01 15:00:00,0.2,1012.7,160.0,13.0,23.1,78.0,27.3
2022-06-01 16:00:00,0.0,1011.9,160.0,18.4,21.7,56.0,31.5
2022-06-01 17:00:00,0.0,1011.9,160.0,18.4,21.7,56.0,31.5
2022-06-01 18:00:00,0.2,1011.2,140.0,14.8,21.0,53.0,31.8
2022-06-01 19:00:00,0.1,1009.8,170.0,16.6,19.0,40.0,34.6
2022-06-01 20:00:00,1.5,1010.2,170.0,16.6,20.9,49.0,33.0
2022-06-01 21:00:00,1.1,1009.9,110.0,27.7,22.0,56.0,31.9
2022-06-01 22:00:00,0.1,1009.9,110.0,27.7,22.0,56.0,31.9
2022-06-01 23:00:00,0.0,1008.5,120.0,27.7,21.3,55.0,31.4
2022-06-02 00:00:00,0.0,1008.2,120.0,20.5,20.6,58.0,29.7
2022-06-02 01:00:00,0.0,1011.0,120.0,20.5,20.6,58.0,29.7
2022-06-02 02:00:00,0.0,1013.0,130.0,20.5,20.4,65.0,27.6
2022-06-02 03:00:00,0.0,1014.0,130.0,20.5,20.4,65.0,27.6
2022-06-02 04:00:00,0.0,1012.6,170.0,13.0,21.0,85.0,23.7
2022-06-02 05:00:00,0.0,1012.6,170.0,13.0,21.0,85.0,23.7
2022-06-02 06:00:00,0.0,1012.6,180.0,16.6,22.1,84.0,25.0
2022-06-02 07:00:00,0.0,1012.9,180.0,5.4,22.5,91.0,24.1
2022-06-02 08:00:00,0.0,1012.3,180.0,11.2,22.2,96.0,22.9
2022-06-02 09:00:00,0.0,1012.3,180.0,11.2,22.2,96.0,22.9
2022-06-02 10:00:00,0.0,1012.0,200.0,7.6,22.5,99.0,22.7
2022-06-02 11:00:00,0.0,1012.0,200.0,7.6,22.5,99.0,22.7
2022-06-02 12:00:00,0.0,1012.3,0.0,0.0,22.9,98.0,23.2
2022-06-02 13:00:00,0.0,1013.7,60.0,7.6,23.1,99.0,23.3
2022-06-02 14:00:00,0.0,1014.0,130.0,5.4,21.5,74.0,26.5
2022-06-02 15:00:00,0.0,1014.4,120.0,11.2,20.9,62.0,28.9
2022-06-02 16:00:00,0.0,1014.4,120.0,11.2,20.9,62.0,28.9
2022-06-02 17:00:00,0.0,1013.5,218.0,6.8,18.8,47.0,31.5
2022-06-02 18:00:00,0.0,1014.0,350.0,20.0,20.8,58.0,30.0
2022-06-02 19:00:00,0.0,1011.6,50.0,5.4,20.3,52.0,31.3
2022-06-02 20:00:00,0.0,1011.6,50.0,5.4,20.3,52.0,31.3
2022-06-02 21:00:00,0.0,1010.3,40.0,9.4,18.8,44.0,33.3
2022-06-02 22:00:00,0.0,1009.9,70.0,7.6,17.5,39.0,33.4
2022-06-02 23:00:00,0.0,1009.9,70.0,7.6,16.7,37.0,33.4
2022-06-03 00:00:00,0.0,1009.6,50.0,13.0,17.3,40.0,32.6
2022-06-03 01:00:00,0.0,1009.3,50.0,11.2,18.5,53.0,29.0
2022-06-03 02:00:00,0.0,1010.6,40.0,13.0,19.0,59.0,27.7
2022-06-03 03:00:00,0.0,1011.3,50.0,13.0,19.2,64.0,26.6
2022-06-03 04:00:00,0.0,1011.3,50.0,13.0,19.2,64.0,26.6
2022-06-03 05:00:00,0.0,1012.0,70.0,13.0,18.7,63.0,26.3
2022-06-03 06:00:00,0.0,1012.7,50.0,7.6,19.2,69.0,25.3
2022-06-03 07:00:00,0.0,1013.0,70.0,5.4,19.6,75.0,24.3
2022-06-03 08:00:00,0.0,1012.0,30.0,5.4,19.9,78.0,24.0
2022-06-03 09:00:00,0.0,1013.0,40.0,9.4,19.7,75.0,24.4
2022-06-03 10:00:00,0.3,1013.0,40.0,9.4,19.7,75.0,24.4
2022-06-03 11:00:00,0.4,1013.0,40.0,9.4,19.9,78.0,24.0
2022-06-03 12:00:00,0.0,1013.0,60.0,9.4,20.1,81.0,23.5
2022-06-03 13:00:00,0.0,1014.0,70.0,9.4,19.9,76.0,24.4
2022-06-03 14:00:00,0.0,1014.0,60.0,11.2,20.0,70.0,25.9
2022-06-03 15:00:00,0.0,1014.0,80.0,11.2,20.4,66.0,27.3
2022-06-03 16:00:00,0.0,1014.0,0.0,0.0,20.0,56.0,29.7
2022-06-03 17:00:00,0.0,1013.0,0.0,0.0,20.0,56.0,29.7
2022-06-03 18:00:00,0.0,1012.0,360.0,11.2,20.0,52.0,31.0
2022-06-03 19:00:00,0.0,1010.9,360.0,20.5,20.0,49.0,32.0
2022-06-03 20:00:00,0.0,1009.9,40.0,14.8,18.7,43.0,32.9
2022-06-03 21:00:00,0.0,1009.9,40.0,14.8,18.7,43.0,32.9
2022-06-03 22:00:00,0.0,1008.5,50.0,22.3,17.6,40.0,33.0
2022-06-03 23:00:00,0.0,1008.5,50.0,22.3,17.6,40.0,33.0
2022-06-04 00:00:00,0.4,1008.2,80.0,18.4,15.9,38.0,32.0
2022-06-04 01:00:00,0.0,1008.6,70.0,16.6,15.8,41.0,30.5
2022-06-04 02:00:00,0.0,1008.9,70.0,7.6,16.2,48.0,28.3
2022-06-04 03:00:00,0.0,1009.3,0.0,0.0,16.1,52.0,26.8
2022-06-04 04:00:00,0.0,1010.0,160.0,7.6,18.9,72.0,24.3
2022-06-04 05:00:00,0.0,1010.6,180.0,7.6,18.3,64.0,25.6
2022-06-04 06:00:00,0.0,1010.6,0.0,0.0,18.5,73.0,23.6
2022-06-04 07:00:00,0.0,1010.3,0.0,0.0,19.2,84.0,22.0
2022-06-04 08:00:00,0.0,1010.3,80.0,5.4,19.4,85.0,22.0
2022-06-04 09:00:00,0.0,1010.0,0.0,0.0,19.4,85.0,22.0
2022-06-04 10:00:00,0.0,1010.3,0.0,0.0,19.2,83.0,22.2
2022-06-04 11:00:00,0.0,1010.6,180.0,5.4,19.4,86.0,21.8
2022-06-04 12:00:00,0.0,1011.4,30.0,9.4,19.4,90.0,21.1
2022-06-04 13:00:00,0.3,1011.4,120.0,5.4,19.7,87.0,22.0
2022-06-04 14:00:00,0.0,1011.4,120.0,5.4,19.7,87.0,22.0
2022-06-04 15:00:00,0.2,1010.4,0.0,0.0,17.7,70.0,23.5
2022-06-04 16:00:00,0.0,1010.3,0.0,0.0,15.8,43.0,29.7
2022-06-04 17:00:00,0.0,1010.3,0.0,0.0,15.8,43.0,29.7
2022-06-04 18:00:00,0.0,1009.2,190.0,13.0,16.2,39.0,31.9
2022-06-04 19:00:00,0.0,1008.6,200.0,16.6,15.0,34.0,32.9
2022-06-04 20:00:00,0.0,1007.2,110.0,7.6,15.1,33.0,33.6
2022-06-04 21:00:00,0.0,1005.8,20.0,7.6,14.8,31.0,34.8
2022-06-04 22:00:00,0.0,1005.8,20.0,7.6,14.7,30.0,34.8
2022-06-04 23:00:00,0.0,1005.1,0.0,0.0,14.7,29.0,35.5
2022-06-05 00:00:00,0.0,1004.9,100.0,7.6,16.8,38.0,33.0
2022-06-05 01:00:00,0.0,1004.9,100.0,7.6,16.8,38.0,33.0
2022-06-05 02:00:00,0.0,1007.0,140.0,22.3,21.0,70.0,26.9
2022-06-05 03:00:00,0.0,1007.0,140.0,22.3,21.0,70.0,26.9
2022-06-05 04:00:00,0.0,1007.6,170.0,13.0,19.8,73.0,25.0
2022-06-05 05:00:00,0.0,1007.6,170.0,13.0,19.8,73.0,25.0
2022-06-05 06:00:00,0.0,1007.5,180.0,5.4,20.1,75.0,24.8
2022-06-05 07:00:00,0.0,1006.9,0.0,0.0,20.3,88.0,22.4
2022-06-05 08:00:00,0.0,1006.2,0.0,0.0,20.2,92.0,21.6
2022-06-05 09:00:00,0.0,1005.8,80.0,7.6,19.6,93.0,20.8
2022-06-05 10:00:00,0.0,1006.2,70.0,5.4,19.7,96.0,20.4
2022-06-05 11:00:00,0.0,1006.5,0.0,0.0,20.0,96.0,20.7
2022-06-05 12:00:00,0.0,1006.9,0.0,0.0,20.3,97.0,20.8
2022-06-05 13:00:00,0.0,1007.2,0.0,0.0,21.3,98.0,21.6
2022-06-05 14:00:00,0.0,1007.5,170.0,9.4,22.0,83.0,25.1
2022-06-05 15:00:00,0.0,1006.9,180.0,18.4,19.6,55.0,29.6
2022-06-05 16:00:00,0.0,1006.5,170.0,22.3,18.1,45.0,31.5
2022-06-05 17:00:00,0.0,1006.5,170.0,22.3,18.1,45.0,31.5
2022-06-05 18:00:00,0.0,1005.8,180.0,24.1,16.8,37.0,33.5
2022-06-05 19:00:00,0.0,1004.1,170.0,18.4,15.0,31.0,36.1
2022-06-05 20:00:00,0.0,1004.1,170.0,18.4,14.7,28.0,36.1
2022-06-05 21:00:00,0.0,1003.4,190.0,24.1,13.7,25.0,37.0
2022-06-05 22:00:00,0.0,1002.4,150.0,27.7,14.9,27.0,37.0
2022-06-05 23:00:00,0.0,1002.1,160.0,27.7,15.6,30.0,35.9
2022-06-06 00:00:00,0.5,1002.8,130.0,24.1,16.0,35.0,33.6
2022-06-06 01:00:00,0.0,1003.5,140.0,22.3,14.5,36.0,31.4
2022-06-06 02:00:00,0.0,1003.5,130.0,24.1,19.7,57.0,29.1
2022-06-06 03:00:00,0.0,1003.5,130.0,24.1,19.7,57.0,29.1
2022-06-06 04:00:00,0.0,1004.8,140.0,27.7,20.5,68.0,26.9
2022-06-06 05:00:00,0.0,1005.5,130.0,22.3,22.1,83.0,25.2
2022-06-06 06:00:00,0.0,1005.1,140.0,18.4,22.6,92.0,24.0
2022-06-06 07:00:00,0.0,1005.1,140.0,18.4,22.6,92.0,24.0
2022-06-06 08:00:00,0.0,1005.1,150.0,13.0,23.3,97.0,23.8
2022-06-06 09:00:00,0.0,1005.4,160.0,13.0,23.1,94.0,24.1
2022-06-06 10:00:00,0.0,1004.7,160.0,20.5,22.1,87.0,24.4
2022-06-06 11:00:00,0.0,1005.0,170.0,11.2,22.6,93.0,23.8
2022-06-06 12:00:00,0.0,1005.0,170.0,11.2,22.6,93.0,23.8
2022-06-06 13:00:00,0.0,1005.4,180.0,16.6,22.5,89.0,24.4
2022-06-06 14:00:00,0.0,1005.8,180.0,18.4,21.8,79.0,25.7
2022-06-06 15:00:00,0.0,1005.8,180.0,22.3,20.9,59.0,29.8
2022-06-06 16:00:00,0.0,1005.8,180.0,22.3,20.9,59.0,29.8
2022-06-06 17:00:00,0.0,1005.4,180.0,24.1,19.5,48.0,31.9
2022-06-06 18:00:00,0.0,1004.7,200.0,16.6,18.7,41.0,33.8
2022-06-06 19:00:00,0.0,1003.0,170.0,24.1,18.1,36.0,37.0
2022-06-06 20:00:00,0.0,1002.3,200.0,25.9,17.4,30.0,38.0
2022-06-06 21:00:00,0.0,1002.3,160.0,25.9,17.4,30.0,38.0
2022-06-06 22:00:00,0.0,1001.6,160.0,22.3,17.4,29.0,38.6
2022-06-06 23:00:00,0.0,1001.6,160.0,22.3,17.4,29.0,38.6
2022-06-07 00:00:00,0.0,1002.0,140.0,29.5,20.2,38.0,36.8
2022-06-07 01:00:00,0.0,1003.8,130.0,31.7,21.7,60.0,30.3
2022-06-07 02:00:00,0.0,1003.8,140.0,31.7,21.7,60.0,30.3
2022-06-07 03:00:00,0.0,1005.5,150.0,24.1,22.4,79.0,26.3
2022-06-07 04:00:00,0.0,1005.8,160.0,16.6,22.5,87.0,24.8
2022-06-07 05:00:00,0.0,1006.1,160.0,16.6,23.0,88.0,25.1
2022-06-07 06:00:00,0.0,1006.1,170.0,20.5,23.0,88.0,25.1
2022-06-07 07:00:00,0.0,1006.0,170.0,22.3,22.1,84.0,25.0
2022-06-07 08:00:00,0.0,1006.0,170.0,20.5,22.4,88.0,24.5
2022-06-07 09:00:00,0.0,1006.3,180.0,22.3,22.4,87.0,24.7
2022-06-07 10:00:00,0.0,1007.1,170.0,13.0,22.3,88.0,24.4
2022-06-07 11:00:00,0.0,1007.1,170.0,13.0,22.3,88.0,24.4
2022-06-07 12:00:00,0.0,1007.8,180.0,11.2,22.0,87.0,24.3
2022-06-07 13:00:00,0.0,1008.2,180.0,14.8,21.6,75.0,26.4
2022-06-07 14:00:00,0.0,1008.2,180.0,22.3,21.6,75.0,26.4
2022-06-07 15:00:00,0.0,1008.8,180.0,16.6,20.4,55.0,30.5
2022-06-07 16:00:00,0.0,1008.8,180.0,16.6,20.4,55.0,30.5
2022-06-07 17:00:00,0.0,1008.1,170.0,9.4,18.2,39.0,34.1
2022-06-07 18:00:00,0.0,1008.1,170.0,9.4,18.2,39.0,34.1
2022-06-07 19:00:00,0.0,1007.4,160.0,20.5,16.9,33.0,35.7
2022-06-07 20:00:00,0.0,1006.7,160.0,27.7,15.6,28.0,37.1
2022-06-07 21:00:00,0.0,1006.4,140.0,27.7,16.7,28.0,38.4
2022-06-07 22:00:00,0.0,1006.0,140.0,24.1,15.8,26.0,38.7
2022-06-07 23:00:00,0.0,1005.7,140.0,22.3,17.1,30.0,37.6
2022-06-08 00:00:00,0.0,1007.1,150.0,22.3,18.9,44.0,32.7
2022-06-08 01:00:00,0.0,1007.1,150.0,22.3,18.9,44.0,32.7
2022-06-08 02:00:00,0.0,1008.9,140.0,24.1,20.5,63.0,28.2
2022-06-08 03:00:00,0.0,1009.8,160.0,22.3,21.9,76.0,26.5
2022-06-08 04:00:00,0.0,1010.2,160.0,16.6,23.0,86.0,25.5
2022-06-08 05:00:00,0.0,1010.2,160.0,16.6,23.0,86.0,25.5
2022-06-08 06:00:00,0.0,1009.8,160.0,24.1,23.2,88.0,25.3
2022-06-08 07:00:00,0.0,1009.8,180.0,22.3,23.0,88.0,25.1
2022-06-08 08:00:00,0.0,1009.8,170.0,22.3,22.4,84.0,25.3
2022-06-08 09:00:00,0.0,1010.1,180.0,13.0,22.3,85.0,25.0
2022-06-08 10:00:00,0.0,1010.1,180.0,13.0,22.3,85.0,25.0
2022-06-08 11:00:00,0.0,1010.5,190.0,16.6,22.1,85.0,24.8
2022-06-08 12:00:00,0.0,1010.8,180.0,14.8,22.2,87.0,24.5
2022-06-08 13:00:00,0.0,1011.5,190.0,16.6,21.8,72.0,27.3
2022-06-08 14:00:00,0.0,1011.5,210.0,22.3,21.8,72.0,27.3
2022-06-08 15:00:00,0.0,1010.6,210.0,18.4,20.4,58.0,29.5
2022-06-08 16:00:00,0.0,1011.3,170.0,20.5,20.0,52.0,31.0
2022-06-08 17:00:00,0.0,1011.3,170.0,20.5,20.0,52.0,31.0
2022-06-08 18:00:00,0.0,1010.8,0.0,0.0,19.0,45.0,33.7
2022-06-08 19:00:00,0.0,1009.8,170.0,11.2,17.2,34.0,35.4
2022-06-08 20:00:00,0.0,1010.1,120.0,7.6,17.2,34.0,36.2
2022-06-08 21:00:00,0.0,1010.1,120.0,7.6,15.3,29.0,36.2
2022-06-08 22:00:00,0.0,1009.1,100.0,20.5,15.5,28.0,37.0
2022-06-08 23:00:00,0.0,1008.8,80.0,16.6,15.8,29.0,35.8
2022-06-09 00:00:00,0.0,1009.5,110.0,14.8,16.9,36.0,34.1
2022-06-09 01:00:00,0.0,1010.1,110.0,14.8,20.5,52.0,31.5
2022-06-09 02:00:00,0.0,1010.1,140.0,25.9,20.5,52.0,31.5
2022-06-09 03:00:00,0.0,1010.9,150.0,29.5,20.8,60.0,29.4
2022-06-09 04:00:00,0.0,1012.2,160.0,24.1,22.4,78.0,26.6
2022-06-09 05:00:00,0.0,1012.2,160.0,20.5,22.4,78.0,26.6
2022-06-09 06:00:00,0.0,1012.6,160.0,7.6,23.1,89.0,25.0
2022-06-09 07:00:00,0.0,1012.6,170.0,11.2,23.5,90.0,25.3
2022-06-09 08:00:00,0.0,1012.5,180.0,14.8,23.1,84.0,26.0
2022-06-09 09:00:00,0.0,1012.8,200.0,13.0,22.9,83.0,26.0
2022-06-09 10:00:00,0.0,1012.8,210.0,9.4,23.0,88.0,25.1
2022-06-09 11:00:00,0.0,1014.2,70.0,5.4,23.0,94.0,24.0
2022-06-09 12:00:00,0.0,1014.6,70.0,7.6,22.9,99.0,23.1
2022-06-09 13:00:00,0.0,1015.2,120.0,7.6,23.7,93.0,24.9
2022-06-09 14:00:00,0.0,1016.0,140.0,7.6,23.1,81.0,26.6
2022-06-09 15:00:00,0.0,1015.7,160.0,7.6,20.7,60.0,29.3
2022-06-09 16:00:00,0.0,1015.7,160.0,7.6,20.7,60.0,29.3
2022-06-09 17:00:00,0.0,1015.7,170.0,11.2,21.2,59.0,30.1
2022-06-09 18:00:00,0.0,1013.9,160.0,13.0,18.9,42.0,33.6
2022-06-09 19:00:00,0.0,1013.2,180.0,9.4,17.7,36.0,35.0
2022-06-09 20:00:00,0.0,1013.2,180.0,9.4,17.7,36.0,35.0
2022-06-09 21:00:00,0.0,1012.2,160.0,18.4,16.0,32.0,35.2
2022-06-09 22:00:00,0.0,1010.5,130.0,14.8,15.7,29.0,36.6
2022-06-09 23:00:00,0.0,1010.1,140.0,18.4,16.1,31.0,35.9
2022-06-10 00:00:00,0.0,1010.5,150.0,14.8,17.1,36.0,34.3
2022-06-10 01:00:00,0.0,1010.5,150.0,14.8,17.1,36.0,34.3
2022-06-10 02:00:00,0.0,1011.5,160.0,24.1,20.9,58.0,30.1
2022-06-10 03:00:00,0.0,1011.9,160.0,22.3,21.3,64.0,28.8
2022-06-10 04:00:00,0.0,1011.9,160.0,22.3,21.3,64.0,28.8
2022-06-10 05:00:00,0.0,1012.2,170.0,13.0,22.9,81.0,26.4
2022-06-10 06:00:00,0.0,1012.2,170.0,13.0,22.9,81.0,26.4
2022-06-10 07:00:00,0.0,1012.2,180.0,7.6,23.6,92.0,25.0
2022-06-10 08:00:00,0.0,1012.9,0.0,0.0,23.5,96.0,24.2
2022-06-10 09:00:00,0.0,1013.2,200.0,11.2,24.2,98.0,24.5
2022-06-10 10:00:00,0.0,1013.2,200.0,11.2,24.2,98.0,24.5
2022-06-10 11:00:00,0.0,1012.5,210.0,18.4,23.7,95.0,24.6
2022-06-10 12:00:00,0.0,1012.5,210.0,18.4,23.7,95.0,24.6
2022-06-10 13:00:00,0.0,1012.2,210.0,13.0,23.5,89.0,25.4
2022-06-10 14:00:00,0.0,1012.6,200.0,13.0,22.8,78.0,27.0
2022-06-10 15:00:00,0.0,1013.2,250.0,18.4,21.8,67.0,28.5
2022-06-10 16:00:00,0.0,1012.9,200.0,9.4,21.6,55.0,31.7
2022-06-10 17:00:00,0.0,1012.9,200.0,9.4,21.6,55.0,31.7
2022-06-10 18:00:00,0.0,1012.2,160.0,9.4,20.8,50.0,32.6
2022-06-10 19:00:00,0.0,1011.5,220.0,9.4,19.7,43.0,34.0
2022-06-10 20:00:00,0.0,1009.1,110.0,16.6,18.4,37.0,36.0
2022-06-10 21:00:00,0.0,1008.8,170.0,22.3,17.3,32.0,36.7
2022-06-10 22:00:00,0.0,1007.7,210.0,14.8,15.3,27.0,37.5
2022-06-10 23:00:00,0.0,1007.7,210.0,14.8,14.8,26.0,37.5
2022-06-11 00:00:00,0.0,1007.4,160.0,11.2,14.5,26.0,37.2
2022-06-11 01:00:00,0.0,1007.4,170.0,13.0,15.3,30.0,35.5
2022-06-11 02:00:00,0.0,1009.1,150.0,24.1,21.6,56.0,31.4
2022-06-11 03:00:00,0.0,1009.1,150.0,24.1,21.6,56.0,31.4
2022-06-11 04:00:00,0.0,1010.1,160.0,20.5,21.7,63.0,29.5
2022-06-11 05:00:00,0.0,1010.1,160.0,14.8,22.8,72.0,28.3
2022-06-11 06:00:00,0.0,1010.5,180.0,13.0,22.8,79.0,26.7
2022-06-11 07:00:00,0.0,1010.1,180.0,14.8,22.8,80.0,26.5
2022-06-11 08:00:00,0.0,1009.8,190.0,11.2,22.4,80.0,26.1
2022-06-11 09:00:00,0.0,1009.8,200.0,9.4,22.4,83.0,25.5
2022-06-11 10:00:00,0.0,1010.1,190.0,7.6,22.5,91.0,24.1
2022-06-11 11:00:00,0.0,1010.1,190.0,7.6,22.5,91.0,24.1
2022-06-11 12:00:00,0.0,1010.8,220.0,9.4,23.3,89.0,25.2
2022-06-11 13:00:00,0.0,1010.8,220.0,9.4,23.3,89.0,25.2
2022-06-11 14:00:00,0.0,1010.9,230.0,16.6,22.4,74.0,27.4
2022-06-11 15:00:00,0.0,1011.2,220.0,18.4,22.0,66.0,29.0
2022-06-11 16:00:00,0.0,1010.8,190.0,18.4,21.3,57.0,30.8
2022-06-11 17:00:00,0.0,1010.1,180.0,13.0,20.1,48.0,34.3
2022-06-11 18:00:00,0.0,1010.1,180.0,13.0,18.8,40.0,34.3
2022-06-11 19:00:00,0.0,1008.0,170.0,5.4,17.1,33.0,37.4
2022-06-11 20:00:00,0.0,1008.0,170.0,5.4,15.8,28.0,37.4
2022-06-11 21:00:00,0.0,1006.7,230.0,7.6,14.4,25.0,39.1
2022-06-11 22:00:00,0.0,1006.7,230.0,7.6,14.2,23.0,39.1
2022-06-11 23:00:00,0.0,1006.0,160.0,16.6,14.4,23.0,37.8
2022-06-12 00:00:00,0.0,1006.0,140.0,13.0,15.0,26.0,36.2
2022-06-12 01:00:00,0.0,1006.0,140.0,13.0,15.9,30.0,36.2
2022-06-12 02:00:00,0.0,1007.4,140.0,13.0,23.5,61.0,32.0
2022-06-12 03:00:00,0.0,1007.4,160.0,31.7,23.5,61.0,32.0
2022-06-12 04:00:00,0.0,1008.8,180.0,14.8,23.1,74.0,28.2
2022-06-12 05:00:00,0.0,1008.8,180.0,14.8,23.1,74.0,28.2
2022-06-12 06:00:00,0.0,1008.8,160.0,14.8,24.1,84.0,27.0
2022-06-12 07:00:00,0.0,1009.1,180.0,14.8,23.6,89.0,25.5
2022-06-12 08:00:00,0.0,1009.1,190.0,11.2,23.4,89.0,25.3
2022-06-12 09:00:00,0.0,1009.4,200.0,7.6,23.5,94.0,24.5
2022-06-12 10:00:00,0.0,1009.4,200.0,7.6,23.5,94.0,24.5
2022-06-12 11:00:00,0.0,1009.8,210.0,13.0,22.8,92.0,24.2
2022-06-12 12:00:00,0.0,1010.5,210.0,18.4,22.6,89.0,24.5
2022-06-12 13:00:00,0.0,1010.5,210.0,18.4,22.6,89.0,24.5
2022-06-12 14:00:00,0.0,1011.2,210.0,20.5,22.2,81.0,25.7
2022-06-12 15:00:00,0.0,1011.1,220.0,18.4,21.8,66.0,28.8
2022-06-12 16:00:00,0.0,1011.2,200.0,22.3,21.4,58.0,30.6
2022-06-12 17:00:00,0.0,1010.5,170.0,14.8,20.8,50.0,34.9
2022-06-12 18:00:00,0.0,1009.4,200.0,20.5,19.7,41.0,36.7
2022-06-12 19:00:00,0.0,1008.4,190.0,7.6,16.4,28.0,38.1
