DT,prcp,dwpt,pres,temp,rhum,wdir,wspd
2022-05-30 00:00:00,0.0,21.0,1002.1,31.1,55.0,140.0,33.5
2022-05-30 01:00:00,0.0,21.7,1002.8,28.9,65.0,130.0,37.1
2022-05-30 02:00:00,0.0,21.7,1003.6,27.2,65.0,130.0,31.7
2022-05-30 03:00:00,0.0,16.2,1003.6,27.2,51.0,130.0,31.7
2022-05-30 04:00:00,0.0,21.7,1005.0,25.6,79.0,150.0,27.7
2022-05-30 05:00:00,0.0,21.1,1004.9,25.6,76.0,150.0,27.7
2022-05-30 06:00:00,0.0,21.1,1004.8,25.6,76.0,150.0,22.3
2022-05-30 07:00:00,0.0,21.1,1004.8,25.6,76.0,160.0,22.3
2022-05-30 08:00:00,0.0,21.1,1004.8,25.6,76.0,160.0,22.3
2022-05-30 09:00:00,0.0,21.1,1004.5,25.6,76.0,150.0,24.1
2022-05-30 10:00:00,0.0,21.1,1004.5,25.6,76.0,170.0,27.7
2022-05-30 11:00:00,0.0,21.1,1005.1,25.6,76.0,170.0,16.6
2022-05-30 12:00:00,0.0,21.8,1005.4,26.1,77.0,150.0,16.6
2022-05-30 13:00:00,0.0,21.8,1005.4,26.1,77.0,150.0,16.6
2022-05-30 14:00:00,0.0,21.1,1006.0,29.4,61.0,170.0,31.7
2022-05-30 15:00:00,0.0,20.7,1006.0,31.1,54.0,160.0,33.5
2022-05-30 16:00:00,0.0,20.1,1005.7,32.2,49.0,150.0,35.3
2022-05-30 17:00:00,0.0,20.1,1005.7,32.2,49.0,160.0,27.7
2022-05-30 18:00:00,0.0,20.2,1004.8,35.0,42.0,140.0,31.7
2022-05-30 19:00:00,0.0,19.1,1004.1,35.6,38.0,180.0,29.5
2022-05-30 20:00:00,0.0,16.8,1003.4,36.1,32.0,170.0,22.3
2022-05-30 21:00:00,0.0,19.0,1003.4,35.0,39.0,170.0,33.5
2022-05-30 22:00:00,0.0,19.0,1003.4,35.0,39.0,150.0,27.7
2022-05-30 23:00:00,0.0,19.4,1003.5,33.3,44.0,140.0,25.9
2022-05-31 00:00:00,0.0,20.1,1004.1,31.1,52.0,130.0,35.3
2022-05-31 01:00:00,0.0,20.6,1005.4,29.4,59.0,140.0,27.7
2022-05-31 02:00:00,0.0,21.8,1006.5,28.3,68.0,140.0,27.7
2022-05-31 03:00:00,0.0,21.8,1006.5,28.3,68.0,140.0,33.5
2022-05-31 04:00:00,0.0,22.1,1007.9,26.7,76.0,140.0,20.5
2022-05-31 05:00:00,0.0,22.2,1008.1,26.1,79.0,140.0,16.6
2022-05-31 06:00:00,0.0,22.2,1008.0,26.1,79.0,140.0,20.5
2022-05-31 07:00:00,0.0,22.2,1008.0,26.1,79.0,140.0,20.5
2022-05-31 08:00:00,0.0,22.3,1007.9,25.0,85.0,150.0,11.2
2022-05-31 09:00:00,0.0,22.3,1008.0,25.0,85.0,150.0,9.4
2022-05-31 10:00:00,0.0,22.3,1008.0,25.0,85.0,150.0,9.4
2022-05-31 11:00:00,0.0,22.3,1008.7,25.0,85.0,140.0,11.2
2022-05-31 12:00:00,0.0,22.3,1008.7,25.0,85.0,140.0,11.2
2022-05-31 13:00:00,0.0,22.2,1009.3,27.2,74.0,150.0,13.0
2022-05-31 14:00:00,0.0,22.7,1009.3,30.0,65.0,140.0,22.3
2022-05-31 15:00:00,0.0,22.7,1009.3,30.0,65.0,140.0,22.3
2022-05-31 16:00:00,0.0,21.0,1008.9,32.8,50.0,170.0,22.3
2022-05-31 17:00:00,0.0,21.0,1008.9,32.8,50.0,170.0,22.3
2022-05-31 18:00:00,0.0,20.2,1007.9,35.0,42.0,150.0,20.5
2022-05-31 19:00:00,0.0,19.9,1007.2,35.6,40.0,150.0,25.9
2022-05-31 20:00:00,0.0,17.8,1006.8,36.1,34.0,140.0,25.9
2022-05-31 21:00:00,0.0,17.8,1006.5,36.1,34.0,140.0,25.9
2022-05-31 22:00:00,0.0,19.0,1006.5,36.1,37.0,130.0,33.5
2022-05-31 23:00:00,0.0,19.3,1006.8,34.4,41.0,130.0,25.9
2022-06-01 00:00:00,0.0,20.6,1007.6,31.7,52.0,130.0,27.7
2022-06-01 01:00:00,0.0,20.6,1008.2,30.0,57.0,130.0,27.7
2022-06-01 02:00:00,0.0,21.8,1009.5,28.3,68.0,130.0,27.7
2022-06-01 03:00:00,0.0,21.8,1009.5,28.3,68.0,130.0,27.7
2022-06-01 04:00:00,0.0,22.1,1010.6,26.7,76.0,130.0,20.5
2022-06-01 05:00:00,0.0,22.3,1010.5,25.6,82.0,130.0,14.8
2022-06-01 06:00:00,0.0,22.8,1010.3,26.1,82.0,140.0,24.1
2022-06-01 07:00:00,0.0,22.8,1010.3,26.1,82.0,140.0,24.1
2022-06-01 08:00:00,0.0,22.9,1010.4,25.6,85.0,160.0,11.2
2022-06-01 09:00:00,0.0,22.9,1010.5,25.6,85.0,130.0,9.4
2022-06-01 10:00:00,0.0,22.9,1010.7,25.0,88.0,120.0,9.4
2022-06-01 11:00:00,0.0,22.9,1010.7,25.6,85.0,130.0,7.6
2022-06-01 12:00:00,0.0,22.9,1013.0,25.6,85.0,130.0,7.6
2022-06-01 13:00:00,0.0,23.2,1011.5,27.2,79.0,140.0,14.8
2022-06-01 14:00:00,0.0,22.7,1011.5,27.8,74.0,140.0,14.8
2022-06-01 15:00:00,0.0,21.6,1011.5,31.1,57.0,130.0,18.4
2022-06-01 16:00:00,0.0,21.6,1011.5,31.1,57.0,130.0,18.4
2022-06-01 17:00:00,0.0,21.8,1012.0,33.3,51.0,130.0,24.1
2022-06-01 18:00:00,0.0,20.2,1009.5,35.0,42.0,140.0,11.2
2022-06-01 19:00:00,0.0,17.8,1008.7,36.7,33.0,170.0,14.8
2022-06-01 20:00:00,0.0,18.2,1008.2,36.1,35.0,150.0,16.6
2022-06-01 21:00:00,0.0,18.2,1008.2,36.1,35.0,150.0,16.6
2022-06-01 22:00:00,0.0,20.6,1008.2,35.0,43.0,110.0,18.4
2022-06-01 23:00:00,0.0,21.7,1006.6,32.8,52.0,110.0,27.7
2022-06-02 00:00:00,0.0,20.6,1007.3,31.7,52.0,120.0,22.3
2022-06-02 01:00:00,0.0,20.6,1009.2,30.0,57.0,130.0,27.7
2022-06-02 02:00:00,0.0,20.6,1009.2,30.0,57.0,130.0,27.7
2022-06-02 03:00:00,0.0,20.5,1012.4,27.2,67.0,130.0,18.4
2022-06-02 04:00:00,0.0,21.8,1012.0,26.1,77.0,140.0,16.6
2022-06-02 05:00:00,0.0,21.8,1012.0,26.1,77.0,140.0,16.6
2022-06-02 06:00:00,0.0,21.1,1012.3,26.1,74.0,170.0,13.0
2022-06-02 07:00:00,0.0,21.1,1012.5,26.1,74.0,160.0,13.0
2022-06-02 08:00:00,0.0,21.7,1011.7,24.4,85.0,130.0,11.2
2022-06-02 09:00:00,0.0,21.0,1011.4,23.9,84.0,160.0,9.4
2022-06-02 10:00:00,0.0,21.8,1011.7,23.9,88.0,0.0,0.0
2022-06-02 11:00:00,0.0,21.1,1011.8,22.8,90.0,160.0,5.4
2022-06-02 12:00:00,0.0,22.3,1012.5,25.0,85.0,120.0,7.6
2022-06-02 13:00:00,0.0,22.3,1012.5,25.0,85.0,120.0,7.6
2022-06-02 14:00:00,0.0,22.1,1013.4,26.7,76.0,0.0,0.0
2022-06-02 15:00:00,0.0,21.8,1013.6,29.4,68.0,30.0,5.4
2022-06-02 16:00:00,0.0,20.0,1013.1,31.7,50.0,30.0,9.4
2022-06-02 17:00:00,0.0,20.1,1012.5,32.2,49.0,0.0,0.0
2022-06-02 18:00:00,0.0,20.1,1012.5,32.2,49.0,0.0,0.0
2022-06-02 19:00:00,0.0,17.6,1010.6,34.4,37.0,60.0,18.4
2022-06-02 20:00:00,0.0,18.9,1009.8,34.4,40.0,90.0,13.0
2022-06-02 21:00:00,0.0,17.6,1009.2,34.4,37.0,90.0,13.0
2022-06-02 22:00:00,0.0,17.6,1009.2,34.4,37.0,90.0,13.0
2022-06-02 23:00:00,0.0,18.4,1008.4,33.9,40.0,90.0,11.2
2022-06-03 00:00:00,0.0,18.3,1008.2,33.3,41.0,70.0,16.6
2022-06-03 01:00:00,0.0,18.0,1008.4,31.7,44.0,80.0,14.8
2022-06-03 02:00:00,0.0,19.4,1009.8,30.0,53.0,80.0,11.2
2022-06-03 03:00:00,0.0,19.4,1009.8,30.0,53.0,80.0,11.2
2022-06-03 04:00:00,0.0,19.5,1011.4,28.3,59.0,100.0,14.8
2022-06-03 05:00:00,0.0,19.3,1011.9,27.8,60.0,90.0,13.0
2022-06-03 06:00:00,0.0,19.3,1011.9,27.2,62.0,90.0,7.6
2022-06-03 07:00:00,0.0,19.3,1011.9,27.2,62.0,90.0,7.6
2022-06-03 08:00:00,0.0,19.3,1010.6,26.7,64.0,90.0,5.4
2022-06-03 09:00:00,0.0,20.7,1010.7,26.1,72.0,0.0,0.0
2022-06-03 10:00:00,0.0,20.6,1011.2,25.6,74.0,60.0,5.4
2022-06-03 11:00:00,0.0,20.0,1011.3,25.6,71.0,80.0,7.6
2022-06-03 12:00:00,0.0,20.0,1011.3,25.6,71.0,80.0,7.6
2022-06-03 13:00:00,0.0,20.5,1011.9,26.7,69.0,100.0,11.2
2022-06-03 14:00:00,0.0,21.2,1011.9,28.9,63.0,100.0,5.4
2022-06-03 15:00:00,0.0,20.0,1011.9,30.0,55.0,30.0,11.2
2022-06-03 16:00:00,0.0,20.5,1011.7,32.2,50.0,30.0,11.2
2022-06-03 17:00:00,0.0,20.7,1011.1,32.8,49.0,92.0,11.2
2022-06-03 18:00:00,0.0,20.7,1011.1,32.8,49.0,10.0,11.2
2022-06-03 19:00:00,0.0,20.0,1009.2,34.4,43.0,60.0,14.8
2022-06-03 20:00:00,0.0,19.3,1008.7,34.4,41.0,40.0,16.6
2022-06-03 21:00:00,0.0,19.0,1008.3,35.0,39.0,70.0,13.0
2022-06-03 22:00:00,0.0,19.0,1008.3,35.0,39.0,70.0,13.0
2022-06-03 23:00:00,0.0,18.8,1007.3,33.9,41.0,90.0,22.3
2022-06-04 00:00:00,0.0,17.3,1007.7,32.2,41.0,90.0,14.8
2022-06-04 01:00:00,0.0,16.7,1008.2,31.1,42.0,100.0,13.0
2022-06-04 02:00:00,0.0,16.7,1008.2,31.1,42.0,100.0,13.0
2022-06-04 03:00:00,0.0,18.3,1009.7,26.7,60.0,160.0,5.4
2022-06-04 04:00:00,0.0,17.3,1009.9,25.6,60.0,150.0,9.4
2022-06-04 05:00:00,0.0,17.3,1010.2,25.6,60.0,0.0,0.0
2022-06-04 06:00:00,0.0,18.3,1009.9,25.6,64.0,110.0,7.6
2022-06-04 07:00:00,0.0,18.3,1009.9,25.6,64.0,110.0,7.6
2022-06-04 08:00:00,0.0,19.0,1009.4,23.9,74.0,0.0,0.0
2022-06-04 09:00:00,0.0,19.4,1010.2,22.8,81.0,0.0,0.0
2022-06-04 10:00:00,0.0,19.4,1010.3,23.9,76.0,0.0,0.0
2022-06-04 11:00:00,0.0,19.4,1011.3,23.9,76.0,350.0,16.6
2022-06-04 12:00:00,0.0,19.4,1011.3,23.9,76.0,350.0,16.6
2022-06-04 13:00:00,0.0,17.8,1011.1,25.6,62.0,60.0,11.2
2022-06-04 14:00:00,0.0,17.2,1010.0,26.1,58.0,30.0,7.6
2022-06-04 15:00:00,0.0,17.2,1009.7,28.3,58.0,30.0,5.4
2022-06-04 16:00:00,0.0,17.1,1009.7,31.1,43.0,0.0,0.0
2022-06-04 17:00:00,0.0,17.1,1009.7,31.1,43.0,0.0,0.0
2022-06-04 18:00:00,0.0,16.2,1007.6,32.8,37.0,120.0,5.4
2022-06-04 19:00:00,0.0,16.3,1006.6,34.4,34.0,180.0,9.4
2022-06-04 20:00:00,0.0,17.3,1005.8,35.6,34.0,180.0,9.4
2022-06-04 21:00:00,0.0,17.3,1005.8,35.6,34.0,249.0,9.4
2022-06-04 22:00:00,0.0,16.7,1004.0,37.2,30.0,246.0,9.4
2022-06-04 23:00:00,0.0,16.8,1003.8,36.1,32.0,150.0,14.8
2022-06-05 00:00:00,0.0,17.3,1004.0,35.0,35.0,120.0,14.8
2022-06-05 01:00:00,0.0,17.9,1004.6,33.3,40.0,110.0,13.0
2022-06-05 02:00:00,0.0,21.2,1005.8,28.9,63.0,130.0,25.9
2022-06-05 03:00:00,0.0,21.2,1005.8,28.9,63.0,130.0,25.9
2022-06-05 04:00:00,0.0,20.7,1007.0,26.1,72.0,150.0,11.2
2022-06-05 05:00:00,0.0,20.7,1006.8,25.0,77.0,140.0,9.4
2022-06-05 06:00:00,0.0,21.1,1006.2,24.4,82.0,130.0,7.6
2022-06-05 07:00:00,0.0,21.1,1006.2,24.4,82.0,130.0,7.6
2022-06-05 08:00:00,0.0,19.4,1005.2,23.3,76.0,120.0,7.6
2022-06-05 09:00:00,0.0,15.8,1005.7,22.8,64.0,180.0,5.4
2022-06-05 10:00:00,0.0,20.5,1006.1,22.8,87.0,0.0,0.0
2022-06-05 11:00:00,0.0,20.7,1006.5,22.2,91.0,0.0,0.0
2022-06-05 12:00:00,0.0,20.7,1006.5,22.2,91.0,0.0,0.0
2022-06-05 13:00:00,0.0,20.0,1006.8,26.1,69.0,160.0,7.6
2022-06-05 14:00:00,0.0,19.5,1006.6,28.9,57.0,160.0,16.6
2022-06-05 15:00:00,0.0,17.1,1006.4,31.1,43.0,150.0,20.5
2022-06-05 16:00:00,0.0,19.4,1006.0,33.3,44.0,160.0,20.5
2022-06-05 17:00:00,0.0,19.4,1006.0,33.3,44.0,160.0,20.5
2022-06-05 18:00:00,0.0,16.3,1004.4,35.0,33.0,150.0,9.4
2022-06-05 19:00:00,0.0,16.3,1003.2,36.7,30.0,150.0,11.2
2022-06-05 20:00:00,0.0,14.7,1002.6,38.9,24.0,160.0,24.1
2022-06-05 21:00:00,0.0,14.7,1002.6,38.9,24.0,160.0,24.1
2022-06-05 22:00:00,0.0,14.2,1001.2,38.3,24.0,130.0,27.7
2022-06-05 23:00:00,0.0,15.1,1001.4,37.2,27.0,170.0,24.1
2022-06-06 00:00:00,0.0,19.0,1001.8,35.0,39.0,150.0,24.1
2022-06-06 01:00:00,0.0,16.6,1002.6,32.8,38.0,140.0,25.9
2022-06-06 02:00:00,0.0,16.6,1002.6,32.8,38.0,140.0,25.9
2022-06-06 03:00:00,0.0,18.4,1003.9,28.9,53.0,140.0,27.7
2022-06-06 04:00:00,0.0,18.8,1004.7,26.7,62.0,150.0,24.1
2022-06-06 05:00:00,0.0,21.1,1004.9,25.6,76.0,140.0,14.8
2022-06-06 06:00:00,0.0,21.1,1004.9,25.6,76.0,140.0,14.8
2022-06-06 07:00:00,0.0,21.1,1004.7,25.0,79.0,140.0,11.2
2022-06-06 08:00:00,0.0,21.7,1004.6,25.0,82.0,150.0,13.0
2022-06-06 09:00:00,0.0,21.7,1004.6,25.0,82.0,150.0,13.0
2022-06-06 10:00:00,0.0,21.7,1004.3,25.0,82.0,160.0,14.8
2022-06-06 11:00:00,0.0,21.1,1004.4,24.4,82.0,150.0,11.2
2022-06-06 12:00:00,0.0,21.7,1004.8,25.0,82.0,170.0,20.5
2022-06-06 13:00:00,0.0,21.7,1005.5,26.7,82.0,170.0,20.5
2022-06-06 14:00:00,0.0,21.2,1005.5,26.7,72.0,170.0,27.7
2022-06-06 15:00:00,0.0,20.7,1005.5,31.1,54.0,160.0,22.3
2022-06-06 16:00:00,0.0,20.7,1005.5,31.1,54.0,160.0,22.3
2022-06-06 17:00:00,0.0,19.0,1004.1,35.0,39.0,170.0,25.9
2022-06-06 18:00:00,0.0,20.5,1003.3,37.2,38.0,170.0,25.9
2022-06-06 19:00:00,0.0,19.2,1002.3,38.3,33.0,160.0,24.1
2022-06-06 20:00:00,0.0,17.5,1001.5,40.0,27.0,210.0,20.5
2022-06-06 21:00:00,0.0,17.5,1001.5,40.0,27.0,210.0,20.5
2022-06-06 22:00:00,0.0,18.0,1000.6,40.6,27.0,180.0,16.6
2022-06-06 23:00:00,0.0,19.2,1000.8,38.9,32.0,160.0,25.9
2022-06-07 00:00:00,0.0,22.8,1001.9,34.4,51.0,150.0,27.7
2022-06-07 01:00:00,0.0,22.1,1002.8,31.7,57.0,150.0,27.7
2022-06-07 02:00:00,0.0,22.1,1002.8,31.7,57.0,150.0,31.7
2022-06-07 03:00:00,0.0,21.8,1004.8,27.8,70.0,130.0,27.7
2022-06-07 04:00:00,0.0,21.7,1005.3,26.7,74.0,150.0,20.5
2022-06-07 05:00:00,0.0,21.7,1005.3,26.7,74.0,150.0,20.5
2022-06-07 06:00:00,0.0,21.7,1005.4,25.6,79.0,150.0,16.6
2022-06-07 07:00:00,0.0,21.7,1005.8,25.0,82.0,140.0,14.8
2022-06-07 08:00:00,0.0,21.1,1005.9,25.0,79.0,140.0,11.2
2022-06-07 09:00:00,0.0,21.1,1006.1,25.0,79.0,130.0,9.4
2022-06-07 10:00:00,0.0,21.1,1006.6,24.4,82.0,160.0,7.6
2022-06-07 11:00:00,0.0,21.1,1006.6,24.4,82.0,160.0,7.6
2022-06-07 12:00:00,0.0,20.0,1007.4,25.6,71.0,150.0,14.8
2022-06-07 13:00:00,0.0,22.1,1007.9,26.7,76.0,150.0,14.8
2022-06-07 14:00:00,0.0,20.6,1007.9,29.4,59.0,150.0,20.5
2022-06-07 15:00:00,0.0,20.6,1008.1,31.7,59.0,190.0,18.4
2022-06-07 16:00:00,0.0,16.8,1008.1,31.7,38.0,190.0,18.4
2022-06-07 17:00:00,0.0,17.7,1007.3,35.0,36.0,150.0,18.4
2022-06-07 18:00:00,0.0,17.3,1006.8,37.2,31.0,160.0,22.3
2022-06-07 19:00:00,0.0,17.7,1005.9,38.9,29.0,170.0,11.2
2022-06-07 20:00:00,0.0,14.3,1005.4,40.0,22.0,170.0,11.2
2022-06-07 21:00:00,0.0,14.3,1005.4,40.0,22.0,160.0,22.3
2022-06-07 22:00:00,0.0,13.3,1004.7,39.4,20.0,140.0,27.7
2022-06-07 23:00:00,0.0,19.6,1005.0,37.2,36.0,140.0,22.3
2022-06-08 00:00:00,0.0,18.5,1006.0,34.4,39.0,140.0,25.9
2022-06-08 01:00:00,0.0,18.5,1006.0,34.4,39.0,140.0,25.9
2022-06-08 02:00:00,0.0,20.0,1007.8,29.4,57.0,140.0,20.5
2022-06-08 03:00:00,0.0,20.1,1009.1,27.8,63.0,140.0,24.1
2022-06-08 04:00:00,0.0,17.8,1009.5,26.7,58.0,140.0,22.3
2022-06-08 05:00:00,0.0,17.8,1009.5,26.7,58.0,140.0,22.3
2022-06-08 06:00:00,0.0,21.7,1009.5,25.6,79.0,150.0,14.8
2022-06-08 07:00:00,0.0,20.6,1009.2,25.6,74.0,170.0,18.4
2022-06-08 08:00:00,0.0,20.6,1009.3,25.6,74.0,170.0,16.6
2022-06-08 09:00:00,0.0,19.5,1009.6,25.6,69.0,180.0,14.8
2022-06-08 10:00:00,0.0,19.5,1009.9,26.1,69.0,190.0,13.0
2022-06-08 11:00:00,0.0,16.1,1009.9,26.1,54.0,190.0,13.0
2022-06-08 12:00:00,0.0,20.7,1012.0,25.0,77.0,160.0,9.4
2022-06-08 13:00:00,0.0,19.0,1010.6,25.6,67.0,160.0,11.2
2022-06-08 14:00:00,0.0,19.3,1011.3,26.7,64.0,190.0,18.4
2022-06-08 15:00:00,0.0,20.0,1010.5,29.4,57.0,200.0,20.5
2022-06-08 16:00:00,0.0,20.0,1010.4,32.0,57.0,230.0,18.4
2022-06-08 17:00:00,0.0,19.6,1010.4,32.2,47.0,230.0,18.4
2022-06-08 18:00:00,0.0,19.5,1009.8,35.6,39.0,161.0,7.6
2022-06-08 19:00:00,0.0,18.8,1009.2,36.7,35.0,180.0,7.6
2022-06-08 20:00:00,0.0,18.8,1009.2,36.7,35.0,180.0,7.6
2022-06-08 21:00:00,0.0,16.0,1008.0,38.3,27.0,60.0,14.8
2022-06-08 22:00:00,0.0,17.1,1007.5,38.3,29.0,120.0,24.1
2022-06-08 23:00:00,0.0,17.3,1007.5,37.2,31.0,90.0,20.5
2022-06-09 00:00:00,0.0,18.2,1008.1,36.1,35.0,120.0,25.9
2022-06-09 01:00:00,0.0,18.2,1008.1,36.1,35.0,120.0,25.9
2022-06-09 02:00:00,0.0,22.2,1010.4,30.6,61.0,130.0,20.5
2022-06-09 03:00:00,0.0,22.3,1011.4,28.3,70.0,150.0,20.5
2022-06-09 04:00:00,0.0,22.8,1011.4,27.2,77.0,150.0,16.6
2022-06-09 05:00:00,0.0,22.8,1014.0,27.2,77.0,150.0,16.6
2022-06-09 06:00:00,0.0,23.4,1014.0,26.7,82.0,160.0,14.8
2022-06-09 07:00:00,0.0,24.0,1012.2,26.7,85.0,180.0,5.4
2022-06-09 08:00:00,0.0,23.4,1012.3,26.7,82.0,180.0,11.2
2022-06-09 09:00:00,0.0,23.4,1012.3,26.7,82.0,180.0,11.2
2022-06-09 10:00:00,0.0,23.3,1012.9,25.6,87.0,0.0,0.0
2022-06-09 11:00:00,0.0,23.3,1012.9,25.6,87.0,0.0,0.0
2022-06-09 12:00:00,0.0,23.4,1014.5,26.1,85.0,90.0,7.6
2022-06-09 13:00:00,0.0,23.9,1015.3,27.2,82.0,70.0,7.6
2022-06-09 14:00:00,0.0,21.7,1015.3,28.9,65.0,70.0,5.4
2022-06-09 15:00:00,0.0,21.7,1015.3,28.9,65.0,120.0,5.4
2022-06-09 16:00:00,0.0,21.1,1014.9,32.2,52.0,80.0,5.4
2022-06-09 17:00:00,0.0,21.0,1014.1,33.9,47.0,80.0,5.4
2022-06-09 18:00:00,0.0,20.2,1013.1,35.0,42.0,100.0,5.4
2022-06-09 19:00:00,0.0,20.2,1013.1,35.0,42.0,100.0,5.4
2022-06-09 20:00:00,0.0,19.2,1012.1,36.7,36.0,150.0,14.8
2022-06-09 21:00:00,0.0,18.8,1010.3,37.8,33.0,200.0,5.4
2022-06-09 22:00:00,0.0,17.8,1009.6,37.2,32.0,150.0,16.6
2022-06-09 23:00:00,0.0,17.8,1009.2,37.2,32.0,150.0,18.4
2022-06-10 00:00:00,0.0,20.2,1009.5,35.0,42.0,140.0,24.1
2022-06-10 01:00:00,0.0,20.2,1009.5,35.0,42.0,140.0,24.1
2022-06-10 02:00:00,0.0,21.0,1010.9,31.1,55.0,160.0,20.5
2022-06-10 03:00:00,0.0,22.1,1011.3,29.4,65.0,150.0,11.2
2022-06-10 04:00:00,0.0,23.4,1011.5,27.8,77.0,160.0,14.8
2022-06-10 05:00:00,0.0,24.0,1011.6,26.7,85.0,170.0,13.0
2022-06-10 06:00:00,0.0,24.0,1011.6,26.7,85.0,170.0,13.0
2022-06-10 07:00:00,0.0,24.0,1011.7,25.0,94.0,160.0,7.6
2022-06-10 08:00:00,0.0,23.8,1012.3,25.6,90.0,100.0,5.4
2022-06-10 09:00:00,0.0,24.0,1012.7,25.0,94.0,160.0,11.2
2022-06-10 10:00:00,0.0,24.0,1012.7,25.0,94.0,160.0,11.2
2022-06-10 11:00:00,0.0,23.9,1012.4,24.4,97.0,150.0,5.4
2022-06-10 12:00:00,0.0,23.8,1011.9,25.6,90.0,190.0,13.0
2022-06-10 13:00:00,0.0,23.2,1012.4,27.2,79.0,190.0,18.4
2022-06-10 14:00:00,0.0,23.2,1012.4,27.2,79.0,190.0,18.4
2022-06-10 15:00:00,0.0,22.9,1012.6,28.9,70.0,200.0,13.0
2022-06-10 16:00:00,0.0,22.3,1011.8,32.8,54.0,270.0,13.0
2022-06-10 17:00:00,0.0,21.0,1011.4,33.9,47.0,270.0,9.4
2022-06-10 18:00:00,0.0,20.8,1010.6,34.4,45.0,0.0,0.0
2022-06-10 19:00:00,0.0,20.1,1009.4,36.7,38.0,100.0,18.4
2022-06-10 20:00:00,0.0,20.1,1009.4,36.7,38.0,100.0,18.4
2022-06-10 21:00:00,0.0,17.7,1007.3,38.9,29.0,140.0,20.5
2022-06-10 22:00:00,0.0,17.7,1006.7,38.9,29.0,120.0,13.0
2022-06-10 23:00:00,0.0,17.1,1006.6,38.3,29.0,160.0,14.8
2022-06-11 00:00:00,0.0,17.3,1006.7,37.2,31.0,170.0,11.2
2022-06-11 01:00:00,0.0,17.3,1006.7,37.2,31.0,170.0,11.2
2022-06-11 02:00:00,0.0,24.0,1008.1,32.2,62.0,140.0,25.9
2022-06-11 03:00:00,0.0,23.2,1009.4,31.1,63.0,160.0,18.4
2022-06-11 04:00:00,0.0,22.9,1009.9,29.4,68.0,150.0,16.6
2022-06-11 05:00:00,0.0,22.9,1009.9,29.4,68.0,150.0,16.6
2022-06-11 06:00:00,0.0,23.2,1009.9,27.2,79.0,120.0,5.4
2022-06-11 07:00:00,0.0,22.8,1009.5,26.1,82.0,150.0,5.4
2022-06-11 08:00:00,0.0,22.9,1009.4,25.6,85.0,0.0,0.0
2022-06-11 09:00:00,0.0,22.8,1009.6,24.4,91.0,130.0,5.4
2022-06-11 10:00:00,0.0,22.8,1009.6,24.4,91.0,130.0,5.4
2022-06-11 11:00:00,0.0,22.2,1010.0,23.9,90.0,120.0,5.4
2022-06-11 12:00:00,0.0,22.9,1010.2,25.6,85.0,140.0,9.4
2022-06-11 13:00:00,0.0,22.8,1010.7,27.2,77.0,180.0,13.0
2022-06-11 14:00:00,0.0,22.1,1010.6,29.4,65.0,170.0,16.6
2022-06-11 15:00:00,0.0,22.1,1010.6,29.4,65.0,170.0,16.6
2022-06-11 16:00:00,0.0,21.1,1009.8,34.4,46.0,250.0,11.2
2022-06-11 17:00:00,0.0,19.2,1009.1,36.7,36.0,250.0,9.4
2022-06-11 18:00:00,0.0,18.8,1008.2,37.8,33.0,184.0,7.6
2022-06-11 19:00:00,0.0,18.8,1008.2,37.8,33.0,180.0,7.6
2022-06-11 20:00:00,0.0,17.7,1007.0,38.9,29.0,180.0,11.2
2022-06-11 21:00:00,0.0,18.0,1005.7,40.0,28.0,161.0,9.4
2022-06-11 22:00:00,0.0,16.8,1005.2,40.6,25.0,150.0,11.2
2022-06-11 23:00:00,0.0,16.1,1005.0,40.6,24.0,130.0,13.0
2022-06-12 00:00:00,0.0,16.1,1005.0,40.6,24.0,130.0,13.0
2022-06-12 01:00:00,0.0,16.8,1005.6,35.0,34.0,140.0,9.4
2022-06-12 02:00:00,0.0,16.8,1006.7,33.3,34.0,140.0,9.4
2022-06-12 03:00:00,0.0,23.3,1007.9,30.6,65.0,150.0,25.9
2022-06-12 04:00:00,0.0,24.5,1008.2,28.9,77.0,150.0,18.4
2022-06-12 05:00:00,0.0,24.5,1008.2,28.9,77.0,150.0,18.4
2022-06-12 06:00:00,0.0,23.9,1008.4,27.2,82.0,160.0,16.6
2022-06-12 07:00:00,0.0,23.4,1008.7,26.1,85.0,150.0,9.4
2022-06-12 08:00:00,0.0,23.3,1008.6,25.6,87.0,170.0,5.4
2022-06-12 09:00:00,0.0,22.8,1008.6,24.4,91.0,150.0,9.4
2022-06-12 10:00:00,0.0,22.8,1008.6,24.4,91.0,150.0,9.4
2022-06-12 11:00:00,0.0,22.8,1009.3,24.4,91.0,150.0,7.6
2022-06-12 12:00:00,0.0,22.9,1010.0,25.6,85.0,190.0,13.0
2022-06-12 13:00:00,0.0,22.9,1010.0,25.6,85.0,190.0,13.0
2022-06-12 14:00:00,0.0,22.7,1010.7,27.8,74.0,200.0,11.2
2022-06-12 15:00:00,0.0,22.1,1010.5,29.4,65.0,190.0,18.4
2022-06-12 16:00:00,0.0,21.8,1010.3,33.3,51.0,170.0,14.8
2022-06-12 17:00:00,0.0,21.8,1010.3,33.3,51.0,170.0,14.8
2022-06-12 18:00:00,0.0,19.2,1008.4,37.8,34.0,180.0,11.2
2022-06-12 19:00:00,0.0,19.2,1008.4,37.8,34.0,210.0,11.2
