DT,pres,dwpt,prcp,rhum,wspd,wdir,temp
2022-05-30 00:00:00,1002.1,21.0,0.0,55.0,33.5,140.0,31.1
2022-05-30 01:00:00,1002.8,21.7,0.0,65.0,37.1,130.0,28.9
2022-05-30 02:00:00,1003.6,21.7,0.0,65.0,31.7,130.0,27.2
2022-05-30 03:00:00,1003.6,16.2,0.0,51.0,31.7,130.0,27.2
2022-05-30 04:00:00,1005.0,21.7,0.0,79.0,27.7,150.0,25.6
2022-05-30 05:00:00,1004.9,21.1,0.0,76.0,27.7,150.0,25.6
2022-05-30 06:00:00,1004.8,21.1,0.0,76.0,22.3,150.0,25.6
2022-05-30 07:00:00,1004.8,21.1,0.0,76.0,22.3,160.0,25.6
2022-05-30 08:00:00,1004.8,21.1,0.0,76.0,22.3,160.0,25.6
2022-05-30 09:00:00,1004.5,21.1,0.0,76.0,24.1,150.0,25.6
2022-05-30 10:00:00,1004.5,21.1,0.0,76.0,27.7,170.0,25.6
2022-05-30 11:00:00,1005.1,21.1,0.0,76.0,16.6,170.0,25.6
2022-05-30 12:00:00,1005.4,21.8,0.0,77.0,16.6,150.0,26.1
2022-05-30 13:00:00,1005.4,21.8,0.0,77.0,16.6,150.0,26.1
2022-05-30 14:00:00,1006.0,21.1,0.0,61.0,31.7,170.0,29.4
2022-05-30 15:00:00,1006.0,20.7,0.0,54.0,33.5,160.0,31.1
2022-05-30 16:00:00,1005.7,20.1,0.0,49.0,35.3,150.0,32.2
2022-05-30 17:00:00,1005.7,20.1,0.0,49.0,27.7,160.0,32.2
2022-05-30 18:00:00,1004.8,20.2,0.0,42.0,31.7,140.0,35.0
2022-05-30 19:00:00,1004.1,19.1,0.0,38.0,29.5,180.0,35.6
2022-05-30 20:00:00,1003.4,16.8,0.0,32.0,22.3,170.0,36.1
2022-05-30 21:00:00,1003.4,19.0,0.0,39.0,33.5,170.0,35.0
2022-05-30 22:00:00,1003.4,19.0,0.0,39.0,27.7,150.0,35.0
2022-05-30 23:00:00,1003.5,19.4,0.0,44.0,25.9,140.0,33.3
2022-05-31 00:00:00,1004.1,20.1,0.0,52.0,35.3,130.0,31.1
2022-05-31 01:00:00,1005.4,20.6,0.0,59.0,27.7,140.0,29.4
2022-05-31 02:00:00,1006.5,21.8,0.0,68.0,27.7,140.0,28.3
2022-05-31 03:00:00,1006.5,21.8,0.0,68.0,33.5,140.0,28.3
2022-05-31 04:00:00,1007.9,22.1,0.0,76.0,20.5,140.0,26.7
2022-05-31 05:00:00,1008.1,22.2,0.0,79.0,16.6,140.0,26.1
2022-05-31 06:00:00,1008.0,22.2,0.0,79.0,20.5,140.0,26.1
2022-05-31 07:00:00,1008.0,22.2,0.0,79.0,20.5,140.0,26.1
2022-05-31 08:00:00,1007.9,22.3,0.0,85.0,11.2,150.0,25.0
2022-05-31 09:00:00,1008.0,22.3,0.0,85.0,9.4,150.0,25.0
2022-05-31 10:00:00,1008.0,22.3,0.0,85.0,9.4,150.0,25.0
2022-05-31 11:00:00,1008.7,22.3,0.0,85.0,11.2,140.0,25.0
2022-05-31 12:00:00,1008.7,22.3,0.0,85.0,11.2,140.0,25.0
2022-05-31 13:00:00,1009.3,22.2,0.0,74.0,13.0,150.0,27.2
2022-05-31 14:00:00,1009.3,22.7,0.0,65.0,22.3,140.0,30.0
2022-05-31 15:00:00,1009.3,22.7,0.0,65.0,22.3,140.0,30.0
2022-05-31 16:00:00,1008.9,21.0,0.0,50.0,22.3,170.0,32.8
2022-05-31 17:00:00,1008.9,21.0,0.0,50.0,22.3,170.0,32.8
2022-05-31 18:00:00,1007.9,20.2,0.0,42.0,20.5,150.0,35.0
2022-05-31 19:00:00,1007.2,19.9,0.0,40.0,25.9,150.0,35.6
2022-05-31 20:00:00,1006.8,17.8,0.0,34.0,25.9,140.0,36.1
2022-05-31 21:00:00,1006.5,17.8,0.0,34.0,25.9,140.0,36.1
2022-05-31 22:00:00,1006.5,19.0,0.0,37.0,33.5,130.0,36.1
2022-05-31 23:00:00,1006.8,19.3,0.0,41.0,25.9,130.0,34.4
2022-06-01 00:00:00,1007.6,20.6,0.0,52.0,27.7,130.0,31.7
2022-06-01 01:00:00,1008.2,20.6,0.0,57.0,27.7,130.0,30.0
2022-06-01 02:00:00,1009.5,21.8,0.0,68.0,27.7,130.0,28.3
2022-06-01 03:00:00,1009.5,21.8,0.0,68.0,27.7,130.0,28.3
2022-06-01 04:00:00,1010.6,22.1,0.0,76.0,20.5,130.0,26.7
2022-06-01 05:00:00,1010.5,22.3,0.0,82.0,14.8,130.0,25.6
2022-06-01 06:00:00,1010.3,22.8,0.0,82.0,24.1,140.0,26.1
2022-06-01 07:00:00,1010.3,22.8,0.0,82.0,24.1,140.0,26.1
2022-06-01 08:00:00,1010.4,22.9,0.0,85.0,11.2,160.0,25.6
2022-06-01 09:00:00,1010.5,22.9,0.0,85.0,9.4,130.0,25.6
2022-06-01 10:00:00,1010.7,22.9,0.0,88.0,9.4,120.0,25.0
2022-06-01 11:00:00,1010.7,22.9,0.0,85.0,7.6,130.0,25.6
2022-06-01 12:00:00,1013.0,22.9,0.0,85.0,7.6,130.0,25.6
2022-06-01 13:00:00,1011.5,23.2,0.0,79.0,14.8,140.0,27.2
2022-06-01 14:00:00,1011.5,22.7,0.0,74.0,14.8,140.0,27.8
2022-06-01 15:00:00,1011.5,21.6,0.0,57.0,18.4,130.0,31.1
2022-06-01 16:00:00,1011.5,21.6,0.0,57.0,18.4,130.0,31.1
2022-06-01 17:00:00,1012.0,21.8,0.0,51.0,24.1,130.0,33.3
2022-06-01 18:00:00,1009.5,20.2,0.0,42.0,11.2,140.0,35.0
2022-06-01 19:00:00,1008.7,17.8,0.0,33.0,14.8,170.0,36.7
2022-06-01 20:00:00,1008.2,18.2,0.0,35.0,16.6,150.0,36.1
2022-06-01 21:00:00,1008.2,18.2,0.0,35.0,16.6,150.0,36.1
2022-06-01 22:00:00,1008.2,20.6,0.0,43.0,18.4,110.0,35.0
2022-06-01 23:00:00,1006.6,21.7,0.0,52.0,27.7,110.0,32.8
2022-06-02 00:00:00,1007.3,20.6,0.0,52.0,22.3,120.0,31.7
2022-06-02 01:00:00,1009.2,20.6,0.0,57.0,27.7,130.0,30.0
2022-06-02 02:00:00,1009.2,20.6,0.0,57.0,27.7,130.0,30.0
2022-06-02 03:00:00,1012.4,20.5,0.0,67.0,18.4,130.0,27.2
2022-06-02 04:00:00,1012.0,21.8,0.0,77.0,16.6,140.0,26.1
2022-06-02 05:00:00,1012.0,21.8,0.0,77.0,16.6,140.0,26.1
2022-06-02 06:00:00,1012.3,21.1,0.0,74.0,13.0,170.0,26.1
2022-06-02 07:00:00,1012.5,21.1,0.0,74.0,13.0,160.0,26.1
2022-06-02 08:00:00,1011.7,21.7,0.0,85.0,11.2,130.0,24.4
2022-06-02 09:00:00,1011.4,21.0,0.0,84.0,9.4,160.0,23.9
2022-06-02 10:00:00,1011.7,21.8,0.0,88.0,0.0,0.0,23.9
2022-06-02 11:00:00,1011.8,21.1,0.0,90.0,5.4,160.0,22.8
2022-06-02 12:00:00,1012.5,22.3,0.0,85.0,7.6,120.0,25.0
2022-06-02 13:00:00,1012.5,22.3,0.0,85.0,7.6,120.0,25.0
2022-06-02 14:00:00,1013.4,22.1,0.0,76.0,0.0,0.0,26.7
2022-06-02 15:00:00,1013.6,21.8,0.0,68.0,5.4,30.0,29.4
2022-06-02 16:00:00,1013.1,20.0,0.0,50.0,9.4,30.0,31.7
2022-06-02 17:00:00,1012.5,20.1,0.0,49.0,0.0,0.0,32.2
2022-06-02 18:00:00,1012.5,20.1,0.0,49.0,0.0,0.0,32.2
2022-06-02 19:00:00,1010.6,17.6,0.0,37.0,18.4,60.0,34.4
2022-06-02 20:00:00,1009.8,18.9,0.0,40.0,13.0,90.0,34.4
2022-06-02 21:00:00,1009.2,17.6,0.0,37.0,13.0,90.0,34.4
2022-06-02 22:00:00,1009.2,17.6,0.0,37.0,13.0,90.0,34.4
2022-06-02 23:00:00,1008.4,18.4,0.0,40.0,11.2,90.0,33.9
2022-06-03 00:00:00,1008.2,18.3,0.0,41.0,16.6,70.0,33.3
2022-06-03 01:00:00,1008.4,18.0,0.0,44.0,14.8,80.0,31.7
2022-06-03 02:00:00,1009.8,19.4,0.0,53.0,11.2,80.0,30.0
2022-06-03 03:00:00,1009.8,19.4,0.0,53.0,11.2,80.0,30.0
2022-06-03 04:00:00,1011.4,19.5,0.0,59.0,14.8,100.0,28.3
2022-06-03 05:00:00,1011.9,19.3,0.0,60.0,13.0,90.0,27.8
2022-06-03 06:00:00,1011.9,19.3,0.0,62.0,7.6,90.0,27.2
2022-06-03 07:00:00,1011.9,19.3,0.0,62.0,7.6,90.0,27.2
2022-06-03 08:00:00,1010.6,19.3,0.0,64.0,5.4,90.0,26.7
2022-06-03 09:00:00,1010.7,20.7,0.0,72.0,0.0,0.0,26.1
2022-06-03 10:00:00,1011.2,20.6,0.0,74.0,5.4,60.0,25.6
2022-06-03 11:00:00,1011.3,20.0,0.0,71.0,7.6,80.0,25.6
2022-06-03 12:00:00,1011.3,20.0,0.0,71.0,7.6,80.0,25.6
2022-06-03 13:00:00,1011.9,20.5,0.0,69.0,11.2,100.0,26.7
2022-06-03 14:00:00,1011.9,21.2,0.0,63.0,5.4,100.0,28.9
2022-06-03 15:00:00,1011.9,20.0,0.0,55.0,11.2,30.0,30.0
2022-06-03 16:00:00,1011.7,20.5,0.0,50.0,11.2,30.0,32.2
2022-06-03 17:00:00,1011.1,20.7,0.0,49.0,11.2,92.0,32.8
2022-06-03 18:00:00,1011.1,20.7,0.0,49.0,11.2,10.0,32.8
2022-06-03 19:00:00,1009.2,20.0,0.0,43.0,14.8,60.0,34.4
2022-06-03 20:00:00,1008.7,19.3,0.0,41.0,16.6,40.0,34.4
2022-06-03 21:00:00,1008.3,19.0,0.0,39.0,13.0,70.0,35.0
2022-06-03 22:00:00,1008.3,19.0,0.0,39.0,13.0,70.0,35.0
2022-06-03 23:00:00,1007.3,18.8,0.0,41.0,22.3,90.0,33.9
2022-06-04 00:00:00,1007.7,17.3,0.0,41.0,14.8,90.0,32.2
2022-06-04 01:00:00,1008.2,16.7,0.0,42.0,13.0,100.0,31.1
2022-06-04 02:00:00,1008.2,16.7,0.0,42.0,13.0,100.0,31.1
2022-06-04 03:00:00,1009.7,18.3,0.0,60.0,5.4,160.0,26.7
2022-06-04 04:00:00,1009.9,17.3,0.0,60.0,9.4,150.0,25.6
2022-06-04 05:00:00,1010.2,17.3,0.0,60.0,0.0,0.0,25.6
2022-06-04 06:00:00,1009.9,18.3,0.0,64.0,7.6,110.0,25.6
2022-06-04 07:00:00,1009.9,18.3,0.0,64.0,7.6,110.0,25.6
2022-06-04 08:00:00,1009.4,19.0,0.0,74.0,0.0,0.0,23.9
2022-06-04 09:00:00,1010.2,19.4,0.0,81.0,0.0,0.0,22.8
2022-06-04 10:00:00,1010.3,19.4,0.0,76.0,0.0,0.0,23.9
2022-06-04 11:00:00,1011.3,19.4,0.0,76.0,16.6,350.0,23.9
2022-06-04 12:00:00,1011.3,19.4,0.0,76.0,16.6,350.0,23.9
2022-06-04 13:00:00,1011.1,17.8,0.0,62.0,11.2,60.0,25.6
2022-06-04 14:00:00,1010.0,17.2,0.0,58.0,7.6,30.0,26.1
2022-06-04 15:00:00,1009.7,17.2,0.0,58.0,5.4,30.0,28.3
2022-06-04 16:00:00,1009.7,17.1,0.0,43.0,0.0,0.0,31.1
2022-06-04 17:00:00,1009.7,17.1,0.0,43.0,0.0,0.0,31.1
2022-06-04 18:00:00,1007.6,16.2,0.0,37.0,5.4,120.0,32.8
2022-06-04 19:00:00,1006.6,16.3,0.0,34.0,9.4,180.0,34.4
2022-06-04 20:00:00,1005.8,17.3,0.0,34.0,9.4,180.0,35.6
2022-06-04 21:00:00,1005.8,17.3,0.0,34.0,9.4,249.0,35.6
2022-06-04 22:00:00,1004.0,16.7,0.0,30.0,9.4,246.0,37.2
2022-06-04 23:00:00,1003.8,16.8,0.0,32.0,14.8,150.0,36.1
2022-06-05 00:00:00,1004.0,17.3,0.0,35.0,14.8,120.0,35.0
2022-06-05 01:00:00,1004.6,17.9,0.0,40.0,13.0,110.0,33.3
2022-06-05 02:00:00,1005.8,21.2,0.0,63.0,25.9,130.0,28.9
2022-06-05 03:00:00,1005.8,21.2,0.0,63.0,25.9,130.0,28.9
2022-06-05 04:00:00,1007.0,20.7,0.0,72.0,11.2,150.0,26.1
2022-06-05 05:00:00,1006.8,20.7,0.0,77.0,9.4,140.0,25.0
2022-06-05 06:00:00,1006.2,21.1,0.0,82.0,7.6,130.0,24.4
2022-06-05 07:00:00,1006.2,21.1,0.0,82.0,7.6,130.0,24.4
2022-06-05 08:00:00,1005.2,19.4,0.0,76.0,7.6,120.0,23.3
2022-06-05 09:00:00,1005.7,15.8,0.0,64.0,5.4,180.0,22.8
2022-06-05 10:00:00,1006.1,20.5,0.0,87.0,0.0,0.0,22.8
2022-06-05 11:00:00,1006.5,20.7,0.0,91.0,0.0,0.0,22.2
2022-06-05 12:00:00,1006.5,20.7,0.0,91.0,0.0,0.0,22.2
2022-06-05 13:00:00,1006.8,20.0,0.0,69.0,7.6,160.0,26.1
2022-06-05 14:00:00,1006.6,19.5,0.0,57.0,16.6,160.0,28.9
2022-06-05 15:00:00,1006.4,17.1,0.0,43.0,20.5,150.0,31.1
2022-06-05 16:00:00,1006.0,19.4,0.0,44.0,20.5,160.0,33.3
2022-06-05 17:00:00,1006.0,19.4,0.0,44.0,20.5,160.0,33.3
2022-06-05 18:00:00,1004.4,16.3,0.0,33.0,9.4,150.0,35.0
2022-06-05 19:00:00,1003.2,16.3,0.0,30.0,11.2,150.0,36.7
2022-06-05 20:00:00,1002.6,14.7,0.0,24.0,24.1,160.0,38.9
2022-06-05 21:00:00,1002.6,14.7,0.0,24.0,24.1,160.0,38.9
2022-06-05 22:00:00,1001.2,14.2,0.0,24.0,27.7,130.0,38.3
2022-06-05 23:00:00,1001.4,15.1,0.0,27.0,24.1,170.0,37.2
2022-06-06 00:00:00,1001.8,19.0,0.0,39.0,24.1,150.0,35.0
2022-06-06 01:00:00,1002.6,16.6,0.0,38.0,25.9,140.0,32.8
2022-06-06 02:00:00,1002.6,16.6,0.0,38.0,25.9,140.0,32.8
2022-06-06 03:00:00,1003.9,18.4,0.0,53.0,27.7,140.0,28.9
2022-06-06 04:00:00,1004.7,18.8,0.0,62.0,24.1,150.0,26.7
2022-06-06 05:00:00,1004.9,21.1,0.0,76.0,14.8,140.0,25.6
2022-06-06 06:00:00,1004.9,21.1,0.0,76.0,14.8,140.0,25.6
2022-06-06 07:00:00,1004.7,21.1,0.0,79.0,11.2,140.0,25.0
2022-06-06 08:00:00,1004.6,21.7,0.0,82.0,13.0,150.0,25.0
2022-06-06 09:00:00,1004.6,21.7,0.0,82.0,13.0,150.0,25.0
2022-06-06 10:00:00,1004.3,21.7,0.0,82.0,14.8,160.0,25.0
2022-06-06 11:00:00,1004.4,21.1,0.0,82.0,11.2,150.0,24.4
2022-06-06 12:00:00,1004.8,21.7,0.0,82.0,20.5,170.0,25.0
2022-06-06 13:00:00,1005.5,21.7,0.0,82.0,20.5,170.0,26.7
2022-06-06 14:00:00,1005.5,21.2,0.0,72.0,27.7,170.0,26.7
2022-06-06 15:00:00,1005.5,20.7,0.0,54.0,22.3,160.0,31.1
2022-06-06 16:00:00,1005.5,20.7,0.0,54.0,22.3,160.0,31.1
2022-06-06 17:00:00,1004.1,19.0,0.0,39.0,25.9,170.0,35.0
2022-06-06 18:00:00,1003.3,20.5,0.0,38.0,25.9,170.0,37.2
2022-06-06 19:00:00,1002.3,19.2,0.0,33.0,24.1,160.0,38.3
2022-06-06 20:00:00,1001.5,17.5,0.0,27.0,20.5,210.0,40.0
2022-06-06 21:00:00,1001.5,17.5,0.0,27.0,20.5,210.0,40.0
2022-06-06 22:00:00,1000.6,18.0,0.0,27.0,16.6,180.0,40.6
2022-06-06 23:00:00,1000.8,19.2,0.0,32.0,25.9,160.0,38.9
2022-06-07 00:00:00,1001.9,22.8,0.0,51.0,27.7,150.0,34.4
2022-06-07 01:00:00,1002.8,22.1,0.0,57.0,27.7,150.0,31.7
2022-06-07 02:00:00,1002.8,22.1,0.0,57.0,31.7,150.0,31.7
2022-06-07 03:00:00,1004.8,21.8,0.0,70.0,27.7,130.0,27.8
2022-06-07 04:00:00,1005.3,21.7,0.0,74.0,20.5,150.0,26.7
2022-06-07 05:00:00,1005.3,21.7,0.0,74.0,20.5,150.0,26.7
2022-06-07 06:00:00,1005.4,21.7,0.0,79.0,16.6,150.0,25.6
2022-06-07 07:00:00,1005.8,21.7,0.0,82.0,14.8,140.0,25.0
2022-06-07 08:00:00,1005.9,21.1,0.0,79.0,11.2,140.0,25.0
2022-06-07 09:00:00,1006.1,21.1,0.0,79.0,9.4,130.0,25.0
2022-06-07 10:00:00,1006.6,21.1,0.0,82.0,7.6,160.0,24.4
2022-06-07 11:00:00,1006.6,21.1,0.0,82.0,7.6,160.0,24.4
2022-06-07 12:00:00,1007.4,20.0,0.0,71.0,14.8,150.0,25.6
2022-06-07 13:00:00,1007.9,22.1,0.0,76.0,14.8,150.0,26.7
2022-06-07 14:00:00,1007.9,20.6,0.0,59.0,20.5,150.0,29.4
2022-06-07 15:00:00,1008.1,20.6,0.0,59.0,18.4,190.0,31.7
2022-06-07 16:00:00,1008.1,16.8,0.0,38.0,18.4,190.0,31.7
2022-06-07 17:00:00,1007.3,17.7,0.0,36.0,18.4,150.0,35.0
2022-06-07 18:00:00,1006.8,17.3,0.0,31.0,22.3,160.0,37.2
2022-06-07 19:00:00,1005.9,17.7,0.0,29.0,11.2,170.0,38.9
2022-06-07 20:00:00,1005.4,14.3,0.0,22.0,11.2,170.0,40.0
2022-06-07 21:00:00,1005.4,14.3,0.0,22.0,22.3,160.0,40.0
2022-06-07 22:00:00,1004.7,13.3,0.0,20.0,27.7,140.0,39.4
2022-06-07 23:00:00,1005.0,19.6,0.0,36.0,22.3,140.0,37.2
2022-06-08 00:00:00,1006.0,18.5,0.0,39.0,25.9,140.0,34.4
2022-06-08 01:00:00,1006.0,18.5,0.0,39.0,25.9,140.0,34.4
2022-06-08 02:00:00,1007.8,20.0,0.0,57.0,20.5,140.0,29.4
2022-06-08 03:00:00,1009.1,20.1,0.0,63.0,24.1,140.0,27.8
2022-06-08 04:00:00,1009.5,17.8,0.0,58.0,22.3,140.0,26.7
2022-06-08 05:00:00,1009.5,17.8,0.0,58.0,22.3,140.0,26.7
2022-06-08 06:00:00,1009.5,21.7,0.0,79.0,14.8,150.0,25.6
2022-06-08 07:00:00,1009.2,20.6,0.0,74.0,18.4,170.0,25.6
2022-06-08 08:00:00,1009.3,20.6,0.0,74.0,16.6,170.0,25.6
2022-06-08 09:00:00,1009.6,19.5,0.0,69.0,14.8,180.0,25.6
2022-06-08 10:00:00,1009.9,19.5,0.0,69.0,13.0,190.0,26.1
2022-06-08 11:00:00,1009.9,16.1,0.0,54.0,13.0,190.0,26.1
2022-06-08 12:00:00,1012.0,20.7,0.0,77.0,9.4,160.0,25.0
2022-06-08 13:00:00,1010.6,19.0,0.0,67.0,11.2,160.0,25.6
2022-06-08 14:00:00,1011.3,19.3,0.0,64.0,18.4,190.0,26.7
2022-06-08 15:00:00,1010.5,20.0,0.0,57.0,20.5,200.0,29.4
2022-06-08 16:00:00,1010.4,20.0,0.0,57.0,18.4,230.0,32.0
2022-06-08 17:00:00,1010.4,19.6,0.0,47.0,18.4,230.0,32.2
2022-06-08 18:00:00,1009.8,19.5,0.0,39.0,7.6,161.0,35.6
2022-06-08 19:00:00,1009.2,18.8,0.0,35.0,7.6,180.0,36.7
2022-06-08 20:00:00,1009.2,18.8,0.0,35.0,7.6,180.0,36.7
2022-06-08 21:00:00,1008.0,16.0,0.0,27.0,14.8,60.0,38.3
2022-06-08 22:00:00,1007.5,17.1,0.0,29.0,24.1,120.0,38.3
2022-06-08 23:00:00,1007.5,17.3,0.0,31.0,20.5,90.0,37.2
2022-06-09 00:00:00,1008.1,18.2,0.0,35.0,25.9,120.0,36.1
2022-06-09 01:00:00,1008.1,18.2,0.0,35.0,25.9,120.0,36.1
2022-06-09 02:00:00,1010.4,22.2,0.0,61.0,20.5,130.0,30.6
2022-06-09 03:00:00,1011.4,22.3,0.0,70.0,20.5,150.0,28.3
2022-06-09 04:00:00,1011.4,22.8,0.0,77.0,16.6,150.0,27.2
2022-06-09 05:00:00,1014.0,22.8,0.0,77.0,16.6,150.0,27.2
2022-06-09 06:00:00,1014.0,23.4,0.0,82.0,14.8,160.0,26.7
2022-06-09 07:00:00,1012.2,24.0,0.0,85.0,5.4,180.0,26.7
2022-06-09 08:00:00,1012.3,23.4,0.0,82.0,11.2,180.0,26.7
2022-06-09 09:00:00,1012.3,23.4,0.0,82.0,11.2,180.0,26.7
2022-06-09 10:00:00,1012.9,23.3,0.0,87.0,0.0,0.0,25.6
2022-06-09 11:00:00,1012.9,23.3,0.0,87.0,0.0,0.0,25.6
2022-06-09 12:00:00,1014.5,23.4,0.0,85.0,7.6,90.0,26.1
2022-06-09 13:00:00,1015.3,23.9,0.0,82.0,7.6,70.0,27.2
2022-06-09 14:00:00,1015.3,21.7,0.0,65.0,5.4,70.0,28.9
2022-06-09 15:00:00,1015.3,21.7,0.0,65.0,5.4,120.0,28.9
2022-06-09 16:00:00,1014.9,21.1,0.0,52.0,5.4,80.0,32.2
2022-06-09 17:00:00,1014.1,21.0,0.0,47.0,5.4,80.0,33.9
2022-06-09 18:00:00,1013.1,20.2,0.0,42.0,5.4,100.0,35.0
2022-06-09 19:00:00,1013.1,20.2,0.0,42.0,5.4,100.0,35.0
2022-06-09 20:00:00,1012.1,19.2,0.0,36.0,14.8,150.0,36.7
2022-06-09 21:00:00,1010.3,18.8,0.0,33.0,5.4,200.0,37.8
2022-06-09 22:00:00,1009.6,17.8,0.0,32.0,16.6,150.0,37.2
2022-06-09 23:00:00,1009.2,17.8,0.0,32.0,18.4,150.0,37.2
2022-06-10 00:00:00,1009.5,20.2,0.0,42.0,24.1,140.0,35.0
2022-06-10 01:00:00,1009.5,20.2,0.0,42.0,24.1,140.0,35.0
2022-06-10 02:00:00,1010.9,21.0,0.0,55.0,20.5,160.0,31.1
2022-06-10 03:00:00,1011.3,22.1,0.0,65.0,11.2,150.0,29.4
2022-06-10 04:00:00,1011.5,23.4,0.0,77.0,14.8,160.0,27.8
2022-06-10 05:00:00,1011.6,24.0,0.0,85.0,13.0,170.0,26.7
2022-06-10 06:00:00,1011.6,24.0,0.0,85.0,13.0,170.0,26.7
2022-06-10 07:00:00,1011.7,24.0,0.0,94.0,7.6,160.0,25.0
2022-06-10 08:00:00,1012.3,23.8,0.0,90.0,5.4,100.0,25.6
2022-06-10 09:00:00,1012.7,24.0,0.0,94.0,11.2,160.0,25.0
2022-06-10 10:00:00,1012.7,24.0,0.0,94.0,11.2,160.0,25.0
2022-06-10 11:00:00,1012.4,23.9,0.0,97.0,5.4,150.0,24.4
2022-06-10 12:00:00,1011.9,23.8,0.0,90.0,13.0,190.0,25.6
2022-06-10 13:00:00,1012.4,23.2,0.0,79.0,18.4,190.0,27.2
2022-06-10 14:00:00,1012.4,23.2,0.0,79.0,18.4,190.0,27.2
2022-06-10 15:00:00,1012.6,22.9,0.0,70.0,13.0,200.0,28.9
2022-06-10 16:00:00,1011.8,22.3,0.0,54.0,13.0,270.0,32.8
2022-06-10 17:00:00,1011.4,21.0,0.0,47.0,9.4,270.0,33.9
2022-06-10 18:00:00,1010.6,20.8,0.0,45.0,0.0,0.0,34.4
2022-06-10 19:00:00,1009.4,20.1,0.0,38.0,18.4,100.0,36.7
2022-06-10 20:00:00,1009.4,20.1,0.0,38.0,18.4,100.0,36.7
2022-06-10 21:00:00,1007.3,17.7,0.0,29.0,20.5,140.0,38.9
2022-06-10 22:00:00,1006.7,17.7,0.0,29.0,13.0,120.0,38.9
2022-06-10 23:00:00,1006.6,17.1,0.0,29.0,14.8,160.0,38.3
2022-06-11 00:00:00,1006.7,17.3,0.0,31.0,11.2,170.0,37.2
2022-06-11 01:00:00,1006.7,17.3,0.0,31.0,11.2,170.0,37.2
2022-06-11 02:00:00,1008.1,24.0,0.0,62.0,25.9,140.0,32.2
2022-06-11 03:00:00,1009.4,23.2,0.0,63.0,18.4,160.0,31.1
2022-06-11 04:00:00,1009.9,22.9,0.0,68.0,16.6,150.0,29.4
2022-06-11 05:00:00,1009.9,22.9,0.0,68.0,16.6,150.0,29.4
2022-06-11 06:00:00,1009.9,23.2,0.0,79.0,5.4,120.0,27.2
2022-06-11 07:00:00,1009.5,22.8,0.0,82.0,5.4,150.0,26.1
2022-06-11 08:00:00,1009.4,22.9,0.0,85.0,0.0,0.0,25.6
2022-06-11 09:00:00,1009.6,22.8,0.0,91.0,5.4,130.0,24.4
2022-06-11 10:00:00,1009.6,22.8,0.0,91.0,5.4,130.0,24.4
2022-06-11 11:00:00,1010.0,22.2,0.0,90.0,5.4,120.0,23.9
2022-06-11 12:00:00,1010.2,22.9,0.0,85.0,9.4,140.0,25.6
2022-06-11 13:00:00,1010.7,22.8,0.0,77.0,13.0,180.0,27.2
2022-06-11 14:00:00,1010.6,22.1,0.0,65.0,16.6,170.0,29.4
2022-06-11 15:00:00,1010.6,22.1,0.0,65.0,16.6,170.0,29.4
2022-06-11 16:00:00,1009.8,21.1,0.0,46.0,11.2,250.0,34.4
2022-06-11 17:00:00,1009.1,19.2,0.0,36.0,9.4,250.0,36.7
2022-06-11 18:00:00,1008.2,18.8,0.0,33.0,7.6,184.0,37.8
2022-06-11 19:00:00,1008.2,18.8,0.0,33.0,7.6,180.0,37.8
2022-06-11 20:00:00,1007.0,17.7,0.0,29.0,11.2,180.0,38.9
2022-06-11 21:00:00,1005.7,18.0,0.0,28.0,9.4,161.0,40.0
2022-06-11 22:00:00,1005.2,16.8,0.0,25.0,11.2,150.0,40.6
2022-06-11 23:00:00,1005.0,16.1,0.0,24.0,13.0,130.0,40.6
2022-06-12 00:00:00,1005.0,16.1,0.0,24.0,13.0,130.0,40.6
2022-06-12 01:00:00,1005.6,16.8,0.0,34.0,9.4,140.0,35.0
2022-06-12 02:00:00,1006.7,16.8,0.0,34.0,9.4,140.0,33.3
2022-06-12 03:00:00,1007.9,23.3,0.0,65.0,25.9,150.0,30.6
2022-06-12 04:00:00,1008.2,24.5,0.0,77.0,18.4,150.0,28.9
2022-06-12 05:00:00,1008.2,24.5,0.0,77.0,18.4,150.0,28.9
2022-06-12 06:00:00,1008.4,23.9,0.0,82.0,16.6,160.0,27.2
2022-06-12 07:00:00,1008.7,23.4,0.0,85.0,9.4,150.0,26.1
2022-06-12 08:00:00,1008.6,23.3,0.0,87.0,5.4,170.0,25.6
2022-06-12 09:00:00,1008.6,22.8,0.0,91.0,9.4,150.0,24.4
2022-06-12 10:00:00,1008.6,22.8,0.0,91.0,9.4,150.0,24.4
2022-06-12 11:00:00,1009.3,22.8,0.0,91.0,7.6,150.0,24.4
2022-06-12 12:00:00,1010.0,22.9,0.0,85.0,13.0,190.0,25.6
2022-06-12 13:00:00,1010.0,22.9,0.0,85.0,13.0,190.0,25.6
2022-06-12 14:00:00,1010.7,22.7,0.0,74.0,11.2,200.0,27.8
2022-06-12 15:00:00,1010.5,22.1,0.0,65.0,18.4,190.0,29.4
2022-06-12 16:00:00,1010.3,21.8,0.0,51.0,14.8,170.0,33.3
2022-06-12 17:00:00,1010.3,21.8,0.0,51.0,14.8,170.0,33.3
2022-06-12 18:00:00,1008.4,19.2,0.0,34.0,11.2,180.0,37.8
2022-06-12 19:00:00,1008.4,19.2,0.0,34.0,11.2,210.0,37.8
