DT,dwpt,prcp,wdir,pres,rhum,temp,wspd
2022-01-01 00:00:00,20.0,0.0,200.0,1016.0,83.0,23.0,7.0
2022-01-01 01:00:00,19.9,0.0,200.0,1016.0,88.0,22.0,9.4
2022-01-01 02:00:00,19.9,0.0,200.0,1016.0,88.0,22.0,7.6
2022-01-01 03:00:00,19.9,0.0,190.0,1016.0,88.0,22.0,7.6
2022-01-01 04:00:00,19.9,0.0,200.0,1016.0,88.0,22.0,7.6
2022-01-01 05:00:00,19.9,0.0,200.0,1016.0,88.0,22.0,5.4
2022-01-01 06:00:00,19.9,0.0,190.0,1016.0,88.0,22.0,7.6
2022-01-01 07:00:00,19.9,0.1,200.0,1016.0,88.0,22.0,5.4
2022-01-01 08:00:00,19.9,0.1,200.0,1016.0,88.0,22.0,7.6
2022-01-01 09:00:00,20.0,0.1,200.0,1015.0,94.0,21.0,7.6
2022-01-01 10:00:00,20.0,0.1,190.0,1015.0,94.0,21.0,9.4
2022-01-01 11:00:00,20.0,0.3,190.0,1015.0,94.0,21.0,9.4
2022-01-01 12:00:00,20.0,0.1,200.0,1016.0,94.0,21.0,9.4
2022-01-01 13:00:00,20.0,0.1,190.0,1016.0,94.0,21.0,7.6
2022-01-01 14:00:00,20.0,0.0,190.0,1016.0,94.0,21.0,11.2
2022-01-01 15:00:00,20.0,0.0,200.0,1016.0,83.0,23.0,11.2
2022-01-01 16:00:00,18.0,0.0,210.0,1016.0,65.0,25.0,20.5
2022-01-01 17:00:00,17.9,0.0,200.0,1014.0,61.0,26.0,16.6
2022-01-01 18:00:00,16.0,0.0,210.0,1013.0,51.0,27.0,27.7
2022-01-01 19:00:00,15.0,0.0,200.0,1013.0,45.0,28.0,22.3
2022-01-01 20:00:00,16.0,0.0,210.0,1013.0,51.0,27.0,25.9
2022-01-01 21:00:00,16.0,0.0,230.0,1013.0,51.0,27.0,18.4
2022-01-01 22:00:00,15.9,0.0,220.0,1013.0,57.0,25.0,20.5
2022-01-01 23:00:00,17.0,0.0,210.0,1013.0,65.0,24.0,18.4
2022-01-02 00:00:00,18.1,0.0,200.0,1013.0,74.0,23.0,13.0
2022-01-02 01:00:00,18.0,0.0,190.0,1013.0,78.0,22.0,11.2
2022-01-02 02:00:00,19.0,0.0,200.0,1013.0,83.0,22.0,11.2
2022-01-02 03:00:00,18.0,0.0,190.0,1013.0,78.0,22.0,9.4
2022-01-02 04:00:00,18.9,0.1,180.0,1013.0,88.0,21.0,11.2
2022-01-02 05:00:00,18.9,0.1,210.0,1013.0,88.0,21.0,11.2
2022-01-02 06:00:00,19.9,0.4,200.0,1012.0,88.0,22.0,11.2
2022-01-02 07:00:00,20.0,0.1,200.0,1012.0,94.0,21.0,7.6
2022-01-02 08:00:00,20.0,0.0,200.0,1012.0,94.0,21.0,7.6
2022-01-02 09:00:00,20.0,0.1,210.0,1011.0,94.0,21.0,11.2
2022-01-02 10:00:00,19.9,0.1,210.0,1011.0,88.0,22.0,11.2
2022-01-02 11:00:00,19.9,0.1,200.0,1012.0,88.0,22.0,13.0
2022-01-02 12:00:00,19.9,0.2,210.0,1012.0,88.0,22.0,13.0
2022-01-02 13:00:00,19.9,0.3,200.0,1013.0,88.0,22.0,9.4
2022-01-02 14:00:00,19.9,0.3,210.0,1013.0,88.0,22.0,9.4
2022-01-02 15:00:00,20.0,1.1,210.0,1013.0,83.0,23.0,11.2
2022-01-02 16:00:00,20.0,0.3,230.0,1013.0,83.0,23.0,18.4
2022-01-02 17:00:00,20.1,0.4,240.0,1012.0,70.0,26.0,25.9
2022-01-02 18:00:00,20.0,0.2,200.0,1010.0,83.0,23.0,18.4
2022-01-02 19:00:00,19.9,0.5,280.0,1010.0,78.0,24.0,9.4
2022-01-02 20:00:00,19.9,1.5,170.0,1010.0,88.0,22.0,5.4
2022-01-02 21:00:00,17.0,6.4,250.0,1010.0,88.0,19.0,18.4
2022-01-02 22:00:00,18.0,6.8,0.0,1009.0,94.0,19.0,0.0
2022-01-02 23:00:00,18.0,3.5,0.0,1009.0,94.0,19.0,0.0
2022-01-03 00:00:00,18.0,0.4,0.0,1009.0,94.0,19.0,0.0
2022-01-03 01:00:00,18.0,0.2,0.0,1008.0,100.0,18.0,0.0
2022-01-03 02:00:00,18.0,1.8,180.0,1008.0,94.0,19.0,5.4
2022-01-03 03:00:00,18.0,1.3,250.0,1010.0,88.0,20.0,13.0
2022-01-03 04:00:00,14.0,1.0,270.0,1011.0,88.0,16.0,27.7
2022-01-03 05:00:00,8.0,0.1,290.0,1015.0,82.0,11.0,18.4
2022-01-03 06:00:00,4.9,0.0,290.0,1016.0,81.0,8.0,25.9
2022-01-03 07:00:00,3.1,0.0,280.0,1017.0,76.0,7.0,13.0
2022-01-03 08:00:00,2.0,0.0,280.0,1018.0,81.0,5.0,20.5
2022-01-03 09:00:00,0.1,0.0,300.0,1019.0,81.0,3.0,22.3
2022-01-03 10:00:00,0.1,0.0,280.0,1020.0,87.0,2.0,14.8
2022-01-03 11:00:00,0.1,0.0,290.0,1021.0,87.0,2.0,16.6
2022-01-03 12:00:00,0.1,0.0,290.0,1022.0,87.0,2.0,16.6
2022-01-03 13:00:00,0.1,0.0,310.0,1023.0,87.0,2.0,14.8
2022-01-03 14:00:00,0.1,0.0,330.0,1025.0,87.0,2.0,14.8
2022-01-03 15:00:00,0.1,0.0,330.0,1026.0,81.0,3.0,14.8
2022-01-03 16:00:00,0.1,0.0,340.0,1026.0,81.0,3.0,13.0
2022-01-03 17:00:00,0.0,0.0,320.0,1025.0,75.0,4.0,13.0
2022-01-03 18:00:00,0.0,0.0,330.0,1025.0,70.0,5.0,13.0
2022-01-03 19:00:00,-0.1,0.0,320.0,1025.0,65.0,6.0,16.6
2022-01-03 20:00:00,0.0,0.0,330.0,1025.0,61.0,7.0,14.8
2022-01-03 21:00:00,0.0,0.0,330.0,1025.0,61.0,7.0,13.0
2022-01-03 22:00:00,-0.1,0.0,350.0,1026.0,65.0,6.0,11.2
2022-01-03 23:00:00,0.0,0.0,340.0,1026.0,70.0,5.0,7.6
2022-01-04 00:00:00,0.0,0.0,0.0,1027.0,75.0,4.0,0.0
2022-01-04 01:00:00,0.1,0.0,0.0,1027.0,81.0,3.0,0.0
2022-01-04 02:00:00,0.1,0.0,0.0,1027.0,81.0,3.0,0.0
2022-01-04 03:00:00,0.1,0.0,360.0,1027.0,87.0,2.0,7.6
2022-01-04 04:00:00,0.1,0.0,0.0,1028.0,87.0,2.0,0.0
2022-01-04 05:00:00,0.0,0.0,0.0,1028.0,93.0,1.0,0.0
2022-01-04 06:00:00,0.0,0.0,0.0,1027.0,93.0,1.0,0.0
2022-01-04 07:00:00,0.0,0.0,20.0,1027.0,100.0,0.0,5.4
2022-01-04 08:00:00,-1.0,0.0,0.0,1027.0,93.0,0.0,0.0
2022-01-04 09:00:00,-1.0,0.0,0.0,1027.0,93.0,0.0,0.0
2022-01-04 10:00:00,-1.0,0.0,0.0,1027.0,93.0,0.0,0.0
2022-01-04 11:00:00,-1.0,0.0,0.0,1027.0,93.0,0.0,0.0
2022-01-04 12:00:00,-1.0,0.0,0.0,1027.0,93.0,0.0,0.0
2022-01-04 13:00:00,-1.0,0.0,0.0,1028.0,93.0,0.0,0.0
2022-01-04 14:00:00,0.0,0.0,60.0,1028.0,93.0,1.0,5.4
2022-01-04 15:00:00,1.0,0.0,70.0,1028.0,81.0,4.0,13.0
2022-01-04 16:00:00,2.1,0.0,80.0,1027.0,71.0,7.0,13.0
2022-01-04 17:00:00,3.1,0.0,90.0,1026.0,62.0,10.0,7.6
2022-01-04 18:00:00,3.0,0.0,100.0,1025.0,58.0,11.0,7.6
2022-01-04 19:00:00,4.0,0.0,60.0,1024.0,62.0,11.0,7.6
2022-01-04 20:00:00,4.9,0.0,90.0,1023.0,62.0,12.0,7.6
2022-01-04 21:00:00,4.9,0.0,100.0,1023.0,58.0,13.0,7.6
2022-01-04 22:00:00,6.1,0.0,0.0,1023.0,63.0,13.0,0.0
2022-01-04 23:00:00,5.9,0.0,0.0,1023.0,71.0,11.0,0.0
2022-01-05 00:00:00,6.0,0.0,0.0,1023.0,87.0,8.0,0.0
2022-01-05 01:00:00,5.9,0.0,0.0,1022.0,93.0,7.0,0.0
2022-01-05 02:00:00,5.0,0.0,0.0,1022.0,93.0,6.0,0.0
2022-01-05 03:00:00,5.0,0.0,0.0,1022.0,100.0,5.0,0.0
2022-01-05 04:00:00,5.0,0.0,0.0,1021.0,93.0,6.0,0.0
2022-01-05 05:00:00,5.0,0.0,0.0,1021.0,93.0,6.0,0.0
2022-01-05 06:00:00,5.9,0.0,0.0,1021.0,93.0,7.0,0.0
2022-01-05 07:00:00,6.0,0.0,0.0,1021.0,87.0,8.0,0.0
2022-01-05 08:00:00,6.0,0.0,0.0,1020.0,87.0,8.0,0.0
2022-01-05 09:00:00,6.9,0.0,0.0,1020.0,93.0,8.0,0.0
2022-01-05 10:00:00,6.0,0.0,0.0,1020.0,87.0,8.0,0.0
2022-01-05 11:00:00,6.0,0.0,0.0,1020.0,87.0,8.0,0.0
2022-01-05 12:00:00,6.0,0.0,0.0,1020.0,87.0,8.0,0.0
2022-01-05 13:00:00,6.0,0.0,0.0,1020.0,87.0,8.0,0.0
2022-01-05 14:00:00,7.0,0.0,0.0,1020.0,87.0,9.0,0.0
2022-01-05 15:00:00,4.9,0.0,0.0,1020.0,62.0,12.0,0.0
2022-01-05 16:00:00,6.1,0.0,330.0,1019.0,59.0,14.0,9.4
2022-01-05 17:00:00,6.1,0.0,260.0,1018.0,52.0,16.0,9.4
2022-01-05 18:00:00,6.1,0.0,260.0,1017.0,52.0,16.0,13.0
2022-01-05 19:00:00,5.0,0.0,260.0,1016.0,48.0,16.0,13.0
2022-01-05 20:00:00,5.9,0.0,250.0,1016.0,48.0,17.0,11.2
2022-01-05 21:00:00,5.0,0.0,270.0,1016.0,45.0,17.0,9.4
2022-01-05 22:00:00,5.9,0.0,0.0,1016.0,48.0,17.0,0.0
2022-01-05 23:00:00,7.1,0.0,0.0,1016.0,63.0,14.0,0.0
2022-01-06 00:00:00,8.1,0.0,0.0,1017.0,77.0,12.0,0.0
2022-01-06 01:00:00,8.0,0.0,0.0,1017.0,82.0,11.0,0.0
2022-01-06 02:00:00,7.0,0.0,0.0,1017.0,87.0,9.0,0.0
2022-01-06 03:00:00,5.9,0.0,0.0,1017.0,93.0,7.0,0.0
2022-01-06 04:00:00,5.9,0.0,0.0,1017.0,93.0,7.0,0.0
2022-01-06 05:00:00,5.0,0.0,0.0,1017.0,93.0,6.0,0.0
2022-01-06 06:00:00,4.0,0.0,0.0,1016.0,93.0,5.0,0.0
2022-01-06 07:00:00,3.0,0.0,0.0,1017.0,93.0,4.0,0.0
2022-01-06 08:00:00,4.0,0.0,0.0,1017.0,93.0,5.0,0.0
2022-01-06 09:00:00,3.0,0.0,0.0,1017.0,87.0,5.0,0.0
2022-01-06 10:00:00,3.0,0.0,0.0,1017.0,93.0,4.0,0.0
2022-01-06 11:00:00,3.0,0.0,0.0,1016.0,93.0,4.0,0.0
2022-01-06 12:00:00,2.0,0.0,0.0,1016.0,93.0,3.0,0.0
2022-01-06 13:00:00,3.0,0.0,0.0,1016.0,100.0,3.0,0.0
2022-01-06 14:00:00,5.9,0.0,0.0,1016.0,93.0,7.0,0.0
2022-01-06 15:00:00,8.0,0.0,80.0,1017.0,82.0,11.0,5.4
2022-01-06 16:00:00,8.0,0.0,130.0,1015.0,63.0,15.0,7.6
2022-01-06 17:00:00,7.9,0.0,170.0,1014.0,55.0,17.0,7.6
2022-01-06 18:00:00,8.0,0.0,210.0,1013.0,52.0,18.0,16.6
2022-01-06 19:00:00,8.0,0.0,200.0,1013.0,52.0,18.0,11.2
2022-01-06 20:00:00,10.0,0.2,220.0,1012.0,56.0,19.0,20.5
2022-01-06 21:00:00,12.0,0.5,210.0,1013.0,68.0,18.0,27.7
2022-01-06 22:00:00,12.9,0.0,210.0,1012.0,82.0,16.0,18.4
2022-01-06 23:00:00,13.0,0.0,190.0,1013.0,88.0,15.0,7.6
2022-01-07 00:00:00,13.0,0.0,210.0,1014.0,88.0,15.0,7.6
2022-01-07 01:00:00,13.0,0.2,230.0,1014.0,88.0,15.0,7.6
2022-01-07 02:00:00,13.0,1.3,250.0,1014.0,88.0,15.0,5.4
2022-01-07 03:00:00,13.0,0.0,0.0,1016.0,88.0,15.0,0.0
2022-01-07 04:00:00,11.1,0.0,330.0,1017.0,88.0,13.0,11.2
2022-01-07 05:00:00,6.9,0.0,340.0,1018.0,76.0,11.0,16.6
2022-01-07 06:00:00,4.0,0.0,340.0,1018.0,76.0,8.0,18.4
2022-01-07 07:00:00,2.1,0.0,360.0,1020.0,76.0,6.0,7.6
2022-01-07 08:00:00,0.9,0.0,340.0,1020.0,75.0,5.0,13.0
2022-01-07 09:00:00,1.0,0.0,360.0,1021.0,87.0,3.0,7.6
2022-01-07 10:00:00,0.1,0.0,10.0,1022.0,81.0,3.0,7.6
2022-01-07 11:00:00,0.1,0.0,10.0,1023.0,87.0,2.0,7.6
2022-01-07 12:00:00,0.1,0.0,10.0,1024.0,87.0,2.0,7.6
2022-01-07 13:00:00,0.0,0.0,0.0,1024.0,93.0,1.0,0.0
2022-01-07 14:00:00,0.1,0.0,20.0,1026.0,87.0,2.0,7.6
2022-01-07 15:00:00,-1.0,0.0,30.0,1026.0,70.0,4.0,9.4
2022-01-07 16:00:00,-0.9,0.0,60.0,1026.0,57.0,7.0,11.2
2022-01-07 17:00:00,-2.1,0.0,50.0,1025.0,49.0,8.0,11.2
2022-01-07 18:00:00,-2.0,0.0,60.0,1024.0,43.0,10.0,11.2
2022-01-07 19:00:00,-2.1,0.0,20.0,1024.0,40.0,11.0,11.2
2022-01-07 20:00:00,-1.9,0.0,20.0,1023.0,38.0,12.0,9.4
2022-01-07 21:00:00,-1.9,0.0,30.0,1024.0,38.0,12.0,7.6
2022-01-07 22:00:00,-1.9,0.0,30.0,1024.0,38.0,12.0,5.4
2022-01-07 23:00:00,-1.1,0.0,0.0,1025.0,46.0,10.0,0.0
2022-01-08 00:00:00,2.1,0.0,0.0,1026.0,76.0,6.0,0.0
2022-01-08 01:00:00,2.0,0.0,0.0,1026.0,87.0,4.0,0.0
2022-01-08 02:00:00,1.0,0.0,0.0,1027.0,87.0,3.0,0.0
2022-01-08 03:00:00,1.0,0.0,0.0,1027.0,93.0,2.0,0.0
2022-01-08 04:00:00,1.0,0.0,0.0,1027.0,93.0,2.0,0.0
2022-01-08 05:00:00,0.0,0.0,0.0,1027.0,93.0,1.0,0.0
2022-01-08 06:00:00,0.0,0.0,0.0,1027.0,100.0,0.0,0.0
2022-01-08 07:00:00,0.1,0.0,40.0,1027.0,87.0,2.0,7.6
2022-01-08 08:00:00,0.1,0.0,40.0,1027.0,87.0,2.0,5.4
2022-01-08 09:00:00,-0.9,0.0,50.0,1028.0,87.0,1.0,7.6
2022-01-08 10:00:00,-0.9,0.0,50.0,1028.0,87.0,1.0,9.4
2022-01-08 11:00:00,-2.1,0.0,70.0,1030.0,80.0,1.0,5.4
2022-01-08 12:00:00,-2.1,0.0,50.0,1030.0,80.0,1.0,5.4
2022-01-08 13:00:00,-2.1,0.0,50.0,1031.0,86.0,0.0,5.4
2022-01-08 14:00:00,-1.9,0.0,60.0,1031.0,70.0,3.0,11.2
2022-01-08 15:00:00,-1.9,0.0,70.0,1032.0,53.0,7.0,11.2
2022-01-08 16:00:00,-3.1,0.0,70.0,1031.0,37.0,11.0,14.8
2022-01-08 17:00:00,-1.9,0.0,80.0,1030.0,38.0,12.0,13.0
2022-01-08 18:00:00,-0.1,0.0,80.0,1029.0,38.0,14.0,13.0
2022-01-08 19:00:00,0.9,0.0,90.0,1029.0,36.0,16.0,11.2
2022-01-08 20:00:00,2.0,0.0,80.0,1029.0,39.0,16.0,9.4
2022-01-08 21:00:00,3.1,0.0,70.0,1029.0,42.0,16.0,7.6
2022-01-08 22:00:00,6.1,0.0,130.0,1030.0,52.0,16.0,5.4
2022-01-08 23:00:00,6.0,0.0,100.0,1030.0,55.0,15.0,5.4
2022-01-09 00:00:00,6.9,0.0,0.0,1030.0,76.0,11.0,0.0
2022-01-09 01:00:00,6.0,0.0,60.0,1030.0,76.0,10.0,5.4
2022-01-09 02:00:00,7.1,0.0,60.0,1030.0,82.0,10.0,7.6
2022-01-09 03:00:00,6.9,0.0,90.0,1030.0,76.0,11.0,7.6
2022-01-09 04:00:00,8.0,0.0,80.0,1030.0,82.0,11.0,9.4
2022-01-09 05:00:00,7.9,0.0,50.0,1030.0,87.0,10.0,5.4
2022-01-09 06:00:00,7.9,0.0,60.0,1029.0,87.0,10.0,7.6
2022-01-09 07:00:00,9.1,0.0,90.0,1028.0,88.0,11.0,14.8
2022-01-09 08:00:00,10.1,0.0,0.0,1028.0,94.0,11.0,0.0
2022-01-09 09:00:00,10.1,0.0,0.0,1028.0,94.0,11.0,0.0
2022-01-09 10:00:00,10.1,0.0,80.0,1028.0,94.0,11.0,7.6
2022-01-09 11:00:00,10.1,0.0,0.0,1028.0,94.0,11.0,0.0
2022-01-09 12:00:00,10.1,0.0,100.0,1028.0,88.0,12.0,5.4
2022-01-09 13:00:00,10.1,0.0,0.0,1028.0,88.0,12.0,0.0
2022-01-09 14:00:00,10.1,0.0,100.0,1028.0,88.0,12.0,5.4
2022-01-09 15:00:00,11.1,0.0,0.0,1028.0,88.0,13.0,0.0
2022-01-09 16:00:00,12.0,0.0,160.0,1026.0,82.0,15.0,5.4
2022-01-09 17:00:00,13.0,0.0,190.0,1025.0,68.0,19.0,18.4
2022-01-09 18:00:00,15.1,0.0,210.0,1024.0,65.0,22.0,20.5
2022-01-09 19:00:00,15.1,0.0,190.0,1024.0,65.0,22.0,18.4
2022-01-09 20:00:00,16.1,0.1,200.0,1023.0,65.0,23.0,22.3
2022-01-09 21:00:00,16.1,0.2,210.0,1023.0,69.0,22.0,13.0
2022-01-09 22:00:00,16.1,0.0,190.0,1023.0,69.0,22.0,5.4
2022-01-09 23:00:00,17.0,0.0,190.0,1023.0,78.0,21.0,5.4
2022-01-10 00:00:00,17.0,0.0,0.0,1023.0,78.0,21.0,0.0
2022-01-10 01:00:00,17.0,0.9,0.0,1023.0,88.0,19.0,0.0
2022-01-10 02:00:00,17.0,0.3,200.0,1025.0,88.0,19.0,5.4
2022-01-10 03:00:00,16.0,0.1,290.0,1024.0,94.0,17.0,5.4
2022-01-10 04:00:00,16.0,0.0,220.0,1021.0,94.0,17.0,13.0
2022-01-10 05:00:00,15.0,0.0,90.0,1020.0,94.0,16.0,9.4
2022-01-10 06:00:00,15.0,0.0,230.0,1023.0,94.0,16.0,9.4
2022-01-10 07:00:00,15.0,0.1,240.0,1023.0,94.0,16.0,7.6
2022-01-10 08:00:00,15.0,0.1,0.0,1023.0,94.0,16.0,0.0
2022-01-10 09:00:00,15.0,0.0,0.0,1023.0,94.0,16.0,0.0
2022-01-10 10:00:00,13.0,0.0,340.0,1024.0,94.0,14.0,11.2
2022-01-10 11:00:00,11.1,0.0,360.0,1025.0,88.0,13.0,13.0
2022-01-10 12:00:00,9.1,0.0,350.0,1026.0,88.0,11.0,11.2
2022-01-10 13:00:00,7.1,0.0,350.0,1027.0,82.0,10.0,9.4
2022-01-10 14:00:00,0.9,0.0,360.0,1028.0,61.0,8.0,18.4
2022-01-10 15:00:00,-0.1,0.0,350.0,1029.0,53.0,9.0,7.6
2022-01-10 16:00:00,0.0,0.0,360.0,1029.0,50.0,10.0,13.0
2022-01-10 17:00:00,0.1,0.0,340.0,1028.0,47.0,11.0,14.8
2022-01-10 18:00:00,-1.1,0.0,10.0,1028.0,43.0,11.0,13.0
2022-01-10 19:00:00,-0.9,0.0,350.0,1027.0,41.0,12.0,14.8
2022-01-10 20:00:00,-2.1,0.0,360.0,1027.0,35.0,13.0,7.6
2022-01-10 21:00:00,-5.2,0.0,360.0,1027.0,26.0,14.0,11.2
2022-01-10 22:00:00,-6.1,0.0,360.0,1028.0,26.0,13.0,13.0
2022-01-10 23:00:00,-5.1,0.0,0.0,1028.0,32.0,11.0,0.0
2022-01-11 00:00:00,-2.1,0.0,0.0,1029.0,49.0,8.0,0.0
2022-01-11 01:00:00,-0.1,0.0,0.0,1030.0,65.0,6.0,0.0
2022-01-11 02:00:00,-5.1,0.0,10.0,1030.0,42.0,7.0,9.4
2022-01-11 03:00:00,-6.0,0.0,360.0,1031.0,39.0,7.0,11.2
2022-01-11 04:00:00,-7.1,0.0,10.0,1031.0,36.0,7.0,9.4
2022-01-11 05:00:00,-6.9,0.0,360.0,1031.0,39.0,6.0,5.4
2022-01-11 06:00:00,-6.0,0.0,360.0,1031.0,45.0,5.0,5.4
2022-01-11 07:00:00,-5.0,0.0,360.0,1031.0,52.0,4.0,7.6
2022-01-11 08:00:00,-5.9,0.0,360.0,1031.0,52.0,3.0,9.4
2022-01-11 09:00:00,-5.9,0.0,350.0,1032.0,52.0,3.0,11.2
2022-01-11 10:00:00,-6.1,0.0,320.0,1032.0,55.0,2.0,7.6
2022-01-11 11:00:00,-5.0,0.0,330.0,1032.0,60.0,2.0,7.6
2022-01-11 12:00:00,-5.1,0.0,340.0,1032.0,64.0,1.0,9.4
2022-01-11 13:00:00,-5.1,0.0,360.0,1033.0,64.0,1.0,7.6
2022-01-11 14:00:00,-5.9,0.0,10.0,1033.0,52.0,3.0,5.4
2022-01-11 15:00:00,-6.0,0.0,20.0,1033.0,45.0,5.0,14.8
2022-01-11 16:00:00,-7.1,0.0,40.0,1033.0,36.0,7.0,14.8
2022-01-11 17:00:00,-6.0,0.0,50.0,1032.0,34.0,9.0,13.0
2022-01-11 18:00:00,-6.0,0.0,50.0,1031.0,32.0,10.0,9.4
2022-01-11 19:00:00,-5.1,0.0,10.0,1030.0,32.0,11.0,9.4
2022-01-11 20:00:00,-5.1,0.0,30.0,1030.0,30.0,12.0,5.4
2022-01-11 21:00:00,-5.1,0.0,50.0,1030.0,30.0,12.0,11.2
2022-01-11 22:00:00,-5.1,0.0,40.0,1030.0,32.0,11.0,11.2
2022-01-11 23:00:00,-2.9,0.0,50.0,1031.0,46.0,8.0,5.4
2022-01-12 00:00:00,0.0,0.0,0.0,1031.0,70.0,5.0,0.0
2022-01-12 01:00:00,1.0,0.0,0.0,1031.0,87.0,3.0,0.0
2022-01-12 02:00:00,0.1,0.0,0.0,1031.0,87.0,2.0,0.0
2022-01-12 03:00:00,0.1,0.0,0.0,1031.0,87.0,2.0,0.0
2022-01-12 04:00:00,0.0,0.0,0.0,1031.0,93.0,1.0,0.0
2022-01-12 05:00:00,0.0,0.0,0.0,1030.0,93.0,1.0,0.0
2022-01-12 06:00:00,0.0,0.0,0.0,1029.0,100.0,0.0,0.0
2022-01-12 07:00:00,-0.9,0.0,0.0,1029.0,87.0,1.0,0.0
2022-01-12 08:00:00,0.0,0.0,0.0,1029.0,93.0,1.0,0.0
2022-01-12 09:00:00,0.0,0.0,0.0,1029.0,100.0,0.0,0.0
2022-01-12 10:00:00,0.0,0.0,0.0,1029.0,100.0,0.0,0.0
2022-01-12 11:00:00,-1.0,0.0,0.0,1029.0,93.0,0.0,0.0
2022-01-12 12:00:00,0.0,0.0,0.0,1029.0,100.0,0.0,0.0
2022-01-12 13:00:00,0.0,0.0,0.0,1029.0,93.0,1.0,0.0
2022-01-12 14:00:00,0.1,0.0,60.0,1029.0,81.0,3.0,7.6
2022-01-12 15:00:00,2.1,0.0,60.0,1028.0,76.0,6.0,9.4
2022-01-12 16:00:00,1.1,0.0,80.0,1027.0,54.0,10.0,9.4
2022-01-12 17:00:00,1.0,0.0,40.0,1026.0,47.0,12.0,7.6
2022-01-12 18:00:00,3.1,0.0,0.0,1025.0,51.0,13.0,0.0
2022-01-12 19:00:00,4.0,0.0,0.0,1024.0,51.0,14.0,0.0
2022-01-12 20:00:00,5.1,0.0,0.0,1023.0,55.0,14.0,0.0
2022-01-12 21:00:00,5.1,0.0,0.0,1023.0,55.0,14.0,0.0
2022-01-12 22:00:00,4.9,0.0,0.0,1023.0,58.0,13.0,0.0
2022-01-12 23:00:00,6.1,0.0,0.0,1023.0,67.0,12.0,0.0
2022-01-13 00:00:00,6.9,0.0,0.0,1023.0,76.0,11.0,0.0
2022-01-13 01:00:00,6.1,0.0,0.0,1023.0,82.0,9.0,0.0
2022-01-13 02:00:00,7.1,0.0,0.0,1023.0,82.0,10.0,0.0
2022-01-13 03:00:00,5.9,0.0,0.0,1022.0,93.0,7.0,0.0
2022-01-13 04:00:00,5.0,0.0,0.0,1022.0,93.0,6.0,0.0
2022-01-13 05:00:00,3.0,0.0,0.0,1022.0,87.0,5.0,0.0
2022-01-13 06:00:00,3.0,0.0,0.0,1021.0,93.0,4.0,0.0
2022-01-13 07:00:00,2.0,0.0,0.0,1021.0,93.0,3.0,0.0
2022-01-13 08:00:00,2.0,0.0,0.0,1021.0,100.0,2.0,0.0
2022-01-13 09:00:00,2.0,0.0,0.0,1020.0,93.0,3.0,0.0
2022-01-13 10:00:00,2.0,0.0,0.0,1020.0,100.0,2.0,0.0
2022-01-13 11:00:00,2.0,0.0,0.0,1020.0,93.0,3.0,0.0
2022-01-13 12:00:00,2.0,0.0,0.0,1020.0,93.0,3.0,0.0
2022-01-13 13:00:00,2.0,0.0,0.0,1020.0,100.0,2.0,0.0
2022-01-13 14:00:00,5.0,0.0,0.0,1020.0,100.0,5.0,0.0
2022-01-13 15:00:00,3.1,0.0,0.0,1019.0,62.0,10.0,0.0
2022-01-13 16:00:00,1.0,0.0,290.0,1019.0,47.0,12.0,9.4
2022-01-13 17:00:00,0.0,0.0,260.0,1016.0,41.0,13.0,7.6
2022-01-13 18:00:00,0.0,0.0,240.0,1015.0,36.0,15.0,11.2
2022-01-13 19:00:00,0.1,0.0,240.0,1014.0,34.0,16.0,18.4
2022-01-13 20:00:00,0.1,0.0,270.0,1013.0,34.0,16.0,14.8
2022-01-13 21:00:00,0.2,0.0,270.0,1013.0,32.0,17.0,11.2
2022-01-13 22:00:00,0.9,0.0,270.0,1013.0,36.0,16.0,11.2
2022-01-13 23:00:00,1.9,0.0,0.0,1013.0,44.0,14.0,0.0
2022-01-14 00:00:00,3.0,0.0,0.0,1013.0,58.0,11.0,0.0
2022-01-14 01:00:00,3.0,0.0,250.0,1013.0,58.0,11.0,5.4
2022-01-14 02:00:00,3.1,0.0,0.0,1014.0,62.0,10.0,0.0
2022-01-14 03:00:00,2.1,0.0,260.0,1014.0,62.0,9.0,5.4
2022-01-14 04:00:00,2.1,0.0,0.0,1014.0,71.0,7.0,0.0
2022-01-14 05:00:00,3.0,0.0,0.0,1014.0,87.0,5.0,0.0
2022-01-14 06:00:00,2.1,0.0,0.0,1014.0,76.0,6.0,0.0
2022-01-14 07:00:00,2.0,0.0,0.0,1014.0,87.0,4.0,0.0
2022-01-14 08:00:00,2.0,0.0,0.0,1014.0,93.0,3.0,0.0
2022-01-14 09:00:00,1.0,0.0,0.0,1015.0,87.0,3.0,0.0
2022-01-14 10:00:00,1.0,0.0,0.0,1015.0,87.0,3.0,0.0
2022-01-14 11:00:00,1.0,0.0,0.0,1016.0,100.0,1.0,0.0
2022-01-14 12:00:00,1.0,0.0,0.0,1016.0,100.0,1.0,0.0
2022-01-14 13:00:00,0.0,0.0,0.0,1016.0,93.0,1.0,0.0
2022-01-14 14:00:00,3.0,0.0,0.0,1017.0,87.0,5.0,0.0
2022-01-14 15:00:00,3.1,0.0,360.0,1018.0,62.0,10.0,7.6
2022-01-14 16:00:00,1.9,0.0,20.0,1017.0,50.0,12.0,7.6
2022-01-14 17:00:00,1.0,0.0,360.0,1017.0,44.0,13.0,5.4
2022-01-14 18:00:00,1.1,0.0,340.0,1015.0,39.0,15.0,5.4
