DT,pres,dwpt,prcp,rhum,wdir,temp,wspd
2022-03-21 23:00:00,1027.7,8.3,0.1,89.0,170.0,10.0,14.8
2022-03-22 00:00:00,1027.9,8.9,0.0,93.0,160.0,10.0,14.8
2022-03-22 01:00:00,1028.0,9.4,0.0,92.0,150.0,10.6,13.0
2022-03-22 02:00:00,1027.7,9.4,0.3,96.0,160.0,10.0,11.2
2022-03-22 03:00:00,1027.8,9.4,0.0,96.0,150.0,10.0,11.2
2022-03-22 04:00:00,1028.2,9.4,0.0,96.0,0.0,10.0,0.0
2022-03-22 05:00:00,1028.7,9.4,0.0,92.0,0.0,10.6,0.0
2022-03-22 06:00:00,1028.9,9.4,0.0,92.0,190.0,10.6,7.6
2022-03-22 07:00:00,1029.3,9.4,0.0,92.0,0.0,10.6,0.0
2022-03-22 08:00:00,1029.6,9.4,0.0,96.0,0.0,10.0,0.0
2022-03-22 09:00:00,1030.0,9.4,0.0,96.0,0.0,10.0,0.0
2022-03-22 10:00:00,1030.0,9.4,0.0,96.0,220.0,10.0,7.6
2022-03-22 11:00:00,1029.9,9.4,0.0,96.0,0.0,10.0,0.0
2022-03-22 12:00:00,1029.9,9.4,0.0,96.0,0.0,10.0,0.0
2022-03-22 13:00:00,1030.0,9.4,0.0,96.0,60.0,10.0,5.4
2022-03-22 14:00:00,1030.1,9.4,0.0,96.0,340.0,10.0,5.4
2022-03-22 15:00:00,1029.9,10.0,0.3,96.0,0.0,10.6,0.0
2022-03-22 16:00:00,1029.9,10.0,0.0,93.0,20.0,11.1,5.4
2022-03-22 17:00:00,1029.5,10.6,0.0,90.0,40.0,12.2,7.6
2022-03-22 18:00:00,1029.3,10.6,0.0,90.0,350.0,12.2,9.4
2022-03-22 19:00:00,1028.9,11.2,0.0,87.0,40.0,13.3,7.6
2022-03-22 20:00:00,1027.9,11.8,0.0,81.0,20.0,15.0,11.2
2022-03-22 21:00:00,1027.1,12.3,0.0,78.0,360.0,16.1,14.8
2022-03-22 22:00:00,1026.1,12.8,0.0,81.0,330.0,16.1,11.2
2022-03-22 23:00:00,1025.1,12.3,0.0,70.0,360.0,17.8,9.4
2022-03-23 00:00:00,1024.0,12.7,0.0,70.0,350.0,18.3,7.6
2022-03-23 01:00:00,1023.2,12.9,0.0,68.0,40.0,18.9,9.4
2022-03-23 02:00:00,1022.6,12.7,0.0,75.0,340.0,17.2,5.4
2022-03-23 03:00:00,1021.9,12.2,0.0,75.0,340.0,16.7,5.4
2022-03-23 04:00:00,1021.6,11.7,0.0,97.0,0.0,12.2,0.0
2022-03-23 05:00:00,1021.7,10.0,0.0,96.0,300.0,10.6,5.4
2022-03-23 06:00:00,1021.1,11.1,0.0,100.0,0.0,11.1,0.0
2022-03-23 07:00:00,1021.0,9.4,0.0,96.0,340.0,10.0,5.4
2022-03-23 08:00:00,1020.8,9.4,0.0,96.0,310.0,10.0,9.4
2022-03-23 09:00:00,1020.7,8.9,0.0,93.0,300.0,10.0,7.6
2022-03-23 10:00:00,1021.0,8.3,0.0,100.0,0.0,8.3,0.0
2022-03-23 11:00:00,1020.9,7.8,0.0,100.0,0.0,7.8,0.0
2022-03-23 12:00:00,1021.1,8.9,0.0,93.0,240.0,10.0,11.2
2022-03-23 13:00:00,1021.3,8.9,0.0,89.0,230.0,10.6,18.4
2022-03-23 14:00:00,1021.4,8.9,0.0,89.0,250.0,10.6,9.4
2022-03-23 15:00:00,1021.8,8.9,0.0,89.0,230.0,10.6,13.0
2022-03-23 16:00:00,1022.3,8.8,0.0,86.0,230.0,11.1,13.0
2022-03-23 17:00:00,1022.6,8.9,0.0,80.0,230.0,12.2,14.8
2022-03-23 18:00:00,1022.8,7.9,0.0,67.0,240.0,13.9,18.4
2022-03-23 19:00:00,1023.2,8.2,0.0,64.0,260.0,15.0,18.4
2022-03-23 20:00:00,1024.0,7.9,0.0,67.0,260.0,13.9,20.5
2022-03-23 21:00:00,1024.4,9.4,0.3,80.0,260.0,12.8,13.0
2022-03-23 22:00:00,1023.8,9.4,0.3,77.0,200.0,13.3,13.0
2022-03-23 23:00:00,1023.7,8.9,0.0,72.0,230.0,13.9,11.2
2022-03-24 00:00:00,1023.9,8.9,0.0,72.0,250.0,13.9,18.4
2022-03-24 01:00:00,1024.1,8.4,0.0,72.0,240.0,13.3,20.5
2022-03-24 02:00:00,1024.4,8.9,0.0,77.0,250.0,12.8,13.0
2022-03-24 03:00:00,1024.9,7.3,0.0,80.0,270.0,10.6,9.4
2022-03-24 04:00:00,1025.5,6.2,0.0,83.0,0.0,8.9,0.0
2022-03-24 05:00:00,1026.2,5.6,0.0,83.0,0.0,8.3,0.0
2022-03-24 06:00:00,1026.5,5.1,0.0,93.0,0.0,6.1,0.0
2022-03-24 07:00:00,1026.6,2.2,0.0,76.0,350.0,6.1,7.6
2022-03-24 08:00:00,1026.4,1.7,0.0,79.0,0.0,5.0,0.0
2022-03-24 09:00:00,1026.6,2.2,0.0,100.0,240.0,2.2,5.4
2022-03-24 10:00:00,1026.5,1.0,0.0,92.0,340.0,2.2,11.2
2022-03-24 11:00:00,1026.2,0.5,0.0,92.0,340.0,1.7,11.2
2022-03-24 12:00:00,1025.6,-0.1,0.0,92.0,360.0,1.1,7.6
2022-03-24 13:00:00,1025.4,-0.6,0.0,92.0,350.0,0.6,9.4
2022-03-24 14:00:00,1025.1,-0.7,0.0,88.0,340.0,1.1,11.2
2022-03-24 15:00:00,1024.5,-0.7,0.0,88.0,350.0,1.1,7.6
2022-03-24 16:00:00,1023.8,2.3,0.0,89.0,10.0,3.9,9.4
2022-03-24 17:00:00,1023.7,2.8,0.0,82.0,320.0,5.6,9.4
2022-03-24 18:00:00,1022.9,3.8,0.0,76.0,330.0,7.8,14.8
2022-03-24 19:00:00,1021.9,4.4,0.0,68.0,330.0,10.0,13.0
2022-03-24 20:00:00,1020.6,5.1,0.0,64.0,350.0,11.7,9.4
2022-03-24 21:00:00,1020.1,5.0,0.0,59.0,310.0,12.8,9.4
2022-03-24 22:00:00,1018.8,6.0,0.0,57.0,310.0,14.4,7.6
2022-03-24 23:00:00,1018.1,6.6,0.0,55.0,270.0,15.6,5.4
2022-03-25 00:00:00,1017.7,6.6,0.0,55.0,210.0,15.6,5.4
2022-03-25 01:00:00,1017.0,8.3,0.0,62.0,190.0,15.6,7.6
2022-03-25 02:00:00,1016.8,7.9,0.0,72.0,170.0,12.8,9.4
2022-03-25 03:00:00,1016.8,7.2,0.0,74.0,260.0,11.7,5.4
2022-03-25 04:00:00,1016.9,7.8,0.0,80.0,0.0,11.1,0.0
2022-03-25 05:00:00,1017.0,7.8,0.0,86.0,0.0,10.0,0.0
2022-03-25 06:00:00,1017.4,7.2,0.0,86.0,0.0,9.4,0.0
2022-03-25 07:00:00,1017.5,7.2,0.0,89.0,0.0,8.9,0.0
2022-03-25 08:00:00,1017.7,6.1,0.0,93.0,0.0,7.2,0.0
2022-03-25 09:00:00,1017.4,6.7,0.0,93.0,0.0,7.8,0.0
2022-03-25 10:00:00,1017.7,4.0,0.0,80.0,240.0,7.2,9.4
2022-03-25 11:00:00,1017.7,3.9,0.0,86.0,230.0,6.1,9.4
2022-03-25 12:00:00,1017.4,3.8,0.0,82.0,0.0,6.7,0.0
2022-03-25 13:00:00,1018.0,3.9,0.0,86.0,0.0,6.1,0.0
2022-03-25 14:00:00,1018.4,3.3,0.0,85.0,0.0,5.6,0.0
2022-03-25 15:00:00,1018.7,3.3,0.0,89.0,0.0,5.0,0.0
2022-03-25 16:00:00,1019.0,4.0,0.0,80.0,0.0,7.2,0.0
2022-03-25 17:00:00,1019.5,3.9,0.0,71.0,240.0,8.9,9.4
2022-03-25 18:00:00,1019.5,4.5,0.0,66.0,230.0,10.6,14.8
2022-03-25 19:00:00,1019.7,5.6,0.0,69.0,200.0,11.1,14.8
2022-03-25 20:00:00,1019.6,5.0,0.0,59.0,170.0,12.8,7.6
2022-03-25 21:00:00,1018.8,6.0,0.0,57.0,130.0,14.4,9.4
2022-03-25 22:00:00,1018.1,0.8,0.0,38.0,270.0,15.0,5.4
2022-03-25 23:00:00,1017.6,1.0,0.0,36.0,130.0,16.1,5.4
2022-03-26 00:00:00,1017.3,4.3,0.0,47.0,190.0,15.6,9.4
2022-03-26 01:00:00,1017.1,5.5,0.0,53.0,90.0,15.0,9.4
2022-03-26 02:00:00,1016.8,6.7,0.0,60.0,0.0,14.4,0.0
2022-03-26 03:00:00,1016.5,7.2,0.0,74.0,210.0,11.7,7.6
2022-03-26 04:00:00,1016.7,7.2,0.0,83.0,230.0,10.0,13.0
2022-03-26 05:00:00,1016.7,6.7,0.0,83.0,0.0,9.4,0.0
2022-03-26 06:00:00,1016.4,6.2,0.0,83.0,250.0,8.9,5.4
2022-03-26 07:00:00,1016.5,6.7,0.0,86.0,280.0,8.9,5.4
2022-03-26 08:00:00,1016.6,6.7,0.0,86.0,270.0,8.9,5.4
2022-03-26 09:00:00,1016.4,6.7,0.0,86.0,0.0,8.9,0.0
2022-03-26 10:00:00,1016.3,7.2,0.0,89.0,0.0,8.9,0.0
2022-03-26 11:00:00,1015.9,7.2,0.0,89.0,0.0,8.9,0.0
2022-03-26 12:00:00,1015.7,7.8,0.0,93.0,50.0,8.9,5.4
2022-03-26 13:00:00,1015.4,7.2,0.0,89.0,50.0,8.9,5.4
2022-03-26 14:00:00,1015.5,7.2,0.0,86.0,0.0,9.4,0.0
2022-03-26 15:00:00,1015.5,7.8,0.0,90.0,0.0,9.4,0.0
2022-03-26 16:00:00,1015.1,8.4,0.0,86.0,0.0,10.6,0.0
2022-03-26 17:00:00,1014.5,8.9,0.0,83.0,150.0,11.7,11.2
2022-03-26 18:00:00,1014.2,9.4,0.0,80.0,310.0,12.8,5.4
2022-03-26 19:00:00,1013.7,9.9,0.0,77.0,310.0,13.9,9.4
2022-03-26 20:00:00,1012.9,10.0,0.0,72.0,0.0,15.0,0.0
2022-03-26 21:00:00,1012.2,10.5,0.0,67.0,360.0,16.7,7.6
2022-03-26 22:00:00,1011.2,10.6,0.0,65.0,360.0,17.2,9.4
2022-03-26 23:00:00,1010.4,10.6,0.0,65.0,360.0,17.2,11.2
2022-03-27 00:00:00,1009.6,10.6,0.0,65.0,350.0,17.2,9.4
2022-03-27 01:00:00,1009.1,10.6,0.0,65.0,10.0,17.2,7.6
2022-03-27 02:00:00,1008.5,11.1,0.0,72.0,360.0,16.1,9.4
2022-03-27 03:00:00,1008.0,10.6,0.0,78.0,350.0,14.4,7.6
2022-03-27 04:00:00,1007.8,10.7,0.0,81.0,340.0,13.9,9.4
2022-03-27 05:00:00,1007.0,10.7,0.0,81.0,340.0,13.9,16.6
2022-03-27 06:00:00,1006.9,9.9,0.0,86.0,350.0,12.2,5.4
2022-03-27 07:00:00,1006.7,8.9,0.0,93.0,250.0,10.0,5.4
2022-03-27 08:00:00,1006.3,8.9,0.0,89.0,0.0,10.6,0.0
2022-03-27 09:00:00,1006.2,8.3,0.0,89.0,290.0,10.0,7.6
2022-03-27 10:00:00,1005.9,8.9,0.0,93.0,270.0,10.0,5.4
2022-03-27 11:00:00,1005.9,8.3,0.0,93.0,0.0,9.4,0.0
2022-03-27 12:00:00,1005.9,7.2,0.0,96.0,0.0,7.8,0.0
2022-03-27 13:00:00,1005.9,7.9,0.0,97.0,360.0,8.3,9.4
2022-03-27 14:00:00,1005.8,7.9,0.0,97.0,0.0,8.3,0.0
2022-03-27 15:00:00,1006.0,7.9,0.0,97.0,0.0,8.3,0.0
2022-03-27 16:00:00,1005.6,8.9,0.0,97.0,0.0,9.4,0.0
2022-03-27 17:00:00,1005.6,10.0,0.0,93.0,0.0,11.1,0.0
2022-03-27 18:00:00,1005.6,10.7,0.0,87.0,0.0,12.8,0.0
2022-03-27 19:00:00,1005.3,11.2,0.0,78.0,0.0,15.0,0.0
2022-03-27 20:00:00,1004.7,10.6,0.0,70.0,0.0,16.1,0.0
2022-03-27 21:00:00,1004.1,10.7,0.0,63.0,0.0,17.8,0.0
2022-03-27 22:00:00,1003.6,11.8,0.0,68.0,198.0,17.8,5.4
2022-03-27 23:00:00,1003.2,11.6,0.0,65.0,0.0,18.3,0.0
2022-03-28 00:00:00,1002.9,12.2,0.0,65.0,0.0,18.9,0.0
2022-03-28 01:00:00,1002.4,12.7,0.0,70.0,40.0,18.3,7.6
2022-03-28 02:00:00,1003.0,13.2,0.0,80.0,190.0,16.7,5.4
2022-03-28 03:00:00,1002.9,12.7,0.0,83.0,180.0,15.6,7.6
2022-03-28 04:00:00,1002.8,11.2,0.0,75.0,330.0,15.6,11.2
2022-03-28 05:00:00,1002.8,9.9,0.0,80.0,220.0,13.3,7.6
2022-03-28 06:00:00,1003.6,9.4,0.0,83.0,240.0,12.2,16.6
2022-03-28 07:00:00,1004.0,8.4,0.0,80.0,230.0,11.7,14.8
2022-03-28 08:00:00,1004.6,7.8,0.0,80.0,0.0,11.1,0.0
2022-03-28 09:00:00,1004.8,6.0,0.0,66.0,0.0,12.2,0.0
2022-03-28 10:00:00,1004.9,6.7,0.0,80.0,230.0,10.0,9.4
2022-03-28 11:00:00,1005.3,7.8,0.0,83.0,220.0,10.6,14.8
2022-03-28 12:00:00,1005.7,7.8,0.0,86.0,260.0,10.0,9.4
2022-03-28 13:00:00,1006.3,7.8,0.0,86.0,270.0,10.0,5.4
2022-03-28 14:00:00,1006.8,7.8,0.0,86.0,0.0,10.0,0.0
2022-03-28 15:00:00,1007.3,7.8,0.0,86.0,0.0,10.0,0.0
2022-03-28 16:00:00,1007.5,8.4,0.0,86.0,0.0,10.6,0.0
2022-03-28 17:00:00,1007.9,8.4,0.0,80.0,0.0,11.7,0.0
2022-03-28 18:00:00,1008.5,8.9,0.0,80.0,220.0,12.2,7.6
2022-03-28 19:00:00,1008.7,8.9,0.0,72.0,190.0,13.9,9.4
2022-03-28 20:00:00,1008.9,8.3,0.0,69.0,230.0,13.9,7.6
2022-03-28 21:00:00,1009.0,9.0,0.0,70.0,200.0,14.4,11.2
2022-03-28 22:00:00,1008.9,9.9,0.1,77.0,210.0,13.9,11.2
2022-03-28 23:00:00,1009.2,9.9,0.2,80.0,240.0,13.3,11.2
2022-03-29 00:00:00,1010.0,10.6,0.2,93.0,10.0,11.7,7.6
2022-03-29 01:00:00,1010.0,10.6,0.3,90.0,0.0,12.2,0.0
2022-03-29 02:00:00,1010.4,11.1,0.3,93.0,230.0,12.2,9.4
2022-03-29 03:00:00,1011.0,10.0,0.0,93.0,230.0,11.1,11.2
2022-03-29 04:00:00,1012.0,8.9,0.0,89.0,220.0,10.6,13.0
2022-03-29 05:00:00,1013.1,7.8,0.0,90.0,240.0,9.4,13.0
2022-03-29 06:00:00,1013.7,6.8,0.0,90.0,230.0,8.3,11.2
2022-03-29 07:00:00,1014.5,6.1,0.0,93.0,230.0,7.2,13.0
2022-03-29 08:00:00,1014.9,5.1,0.0,93.0,240.0,6.1,9.4
2022-03-29 09:00:00,1015.4,5.1,0.0,93.0,260.0,6.1,11.2
2022-03-29 10:00:00,1016.0,4.4,0.0,96.0,250.0,5.0,7.6
2022-03-29 11:00:00,1015.9,5.1,0.0,93.0,290.0,6.1,7.6
2022-03-29 12:00:00,1016.1,5.1,0.0,93.0,290.0,6.1,5.4
2022-03-29 13:00:00,1016.4,5.7,0.0,97.0,0.0,6.1,0.0
2022-03-29 14:00:00,1016.6,5.7,0.0,97.0,270.0,6.1,5.4
2022-03-29 15:00:00,1017.2,5.6,0.0,93.0,250.0,6.7,7.6
2022-03-29 16:00:00,1017.8,5.6,0.0,93.0,250.0,6.7,5.4
2022-03-29 17:00:00,1018.0,6.1,0.0,86.0,0.0,8.3,0.0
2022-03-29 18:00:00,1018.6,7.2,0.0,86.0,0.0,9.4,0.0
2022-03-29 19:00:00,1019.0,7.3,0.0,80.0,0.0,10.6,0.0
2022-03-29 20:00:00,1019.0,7.8,0.0,80.0,0.0,11.1,0.0
2022-03-29 21:00:00,1019.0,8.3,0.0,74.0,0.0,12.8,0.0
2022-03-29 22:00:00,1018.7,9.3,0.0,74.0,230.0,13.9,9.4
2022-03-29 23:00:00,1018.3,9.4,0.0,72.0,190.0,14.4,11.2
2022-03-30 00:00:00,1018.0,10.0,0.0,72.0,180.0,15.0,9.4
2022-03-30 01:00:00,1017.8,9.5,0.0,67.0,160.0,15.6,5.4
2022-03-30 02:00:00,1017.8,8.4,0.0,72.0,240.0,13.3,13.0
2022-03-30 03:00:00,1018.5,6.0,0.0,71.0,240.0,11.1,20.5
2022-03-30 04:00:00,1019.0,5.0,0.0,74.0,240.0,9.4,27.7
2022-03-30 05:00:00,1019.6,3.9,0.0,74.0,250.0,8.3,25.9
2022-03-30 06:00:00,1020.2,3.8,0.0,76.0,240.0,7.8,24.1
2022-03-30 07:00:00,1020.7,3.3,0.0,79.0,230.0,6.7,13.0
2022-03-30 08:00:00,1021.6,3.3,0.0,79.0,250.0,6.7,11.2
2022-03-30 09:00:00,1022.5,4.4,0.0,79.0,200.0,7.8,9.4
2022-03-30 10:00:00,1022.3,3.8,0.0,76.0,190.0,7.8,11.2
2022-03-30 11:00:00,1022.0,3.8,0.0,76.0,220.0,7.8,11.2
2022-03-30 12:00:00,1022.8,4.0,0.0,80.0,220.0,7.2,11.2
2022-03-30 13:00:00,1022.7,4.4,0.0,79.0,200.0,7.8,11.2
2022-03-30 14:00:00,1022.9,4.3,0.0,82.0,200.0,7.2,11.2
2022-03-30 15:00:00,1023.2,5.1,0.0,83.0,210.0,7.8,11.2
2022-03-30 16:00:00,1023.7,5.6,0.0,86.0,200.0,7.8,16.6
2022-03-30 17:00:00,1024.1,6.2,0.0,83.0,210.0,8.9,16.6
2022-03-30 18:00:00,1024.6,6.2,0.0,77.0,230.0,10.0,14.8
2022-03-30 19:00:00,1024.7,4.9,0.0,68.0,260.0,10.6,5.4
2022-03-30 20:00:00,1024.8,3.9,0.0,57.0,260.0,12.2,9.4
2022-03-30 21:00:00,1024.6,2.9,0.0,53.0,280.0,12.2,9.4
2022-03-30 22:00:00,1024.4,2.2,0.0,47.0,250.0,13.3,18.4
2022-03-30 23:00:00,1024.2,1.6,0.0,45.0,270.0,13.3,11.2
2022-03-31 00:00:00,1024.2,1.2,0.0,45.0,310.0,12.8,22.3
2022-03-31 01:00:00,1024.2,2.2,0.0,52.0,280.0,11.7,14.8
2022-03-31 02:00:00,1024.3,2.2,0.0,56.0,280.0,10.6,16.6
2022-03-31 03:00:00,1024.6,2.9,0.0,71.0,280.0,7.8,9.4
2022-03-31 04:00:00,1024.9,2.2,0.0,73.0,250.0,6.7,11.2
2022-03-31 05:00:00,1024.9,2.2,0.0,73.0,280.0,6.7,9.4
2022-03-31 06:00:00,1025.5,1.8,0.0,83.0,240.0,4.4,14.8
2022-03-31 07:00:00,1025.4,2.3,0.0,89.0,0.0,3.9,0.0
2022-03-31 08:00:00,1025.3,2.3,0.0,89.0,280.0,3.9,5.4
2022-03-31 09:00:00,1025.1,2.3,0.0,89.0,0.0,3.9,0.0
2022-03-31 10:00:00,1025.2,2.9,0.0,93.0,0.0,3.9,0.0
2022-03-31 11:00:00,1025.1,2.3,0.0,89.0,310.0,3.9,7.6
2022-03-31 12:00:00,1024.7,2.3,0.0,89.0,310.0,3.9,5.4
2022-03-31 13:00:00,1024.5,2.3,0.0,89.0,290.0,3.9,5.4
2022-03-31 14:00:00,1024.7,1.2,0.0,89.0,320.0,2.8,7.6
2022-03-31 15:00:00,1024.9,2.3,0.0,89.0,350.0,3.9,5.4
2022-03-31 16:00:00,1025.1,3.3,0.0,85.0,270.0,5.6,5.4
2022-03-31 17:00:00,1025.1,3.3,0.0,76.0,260.0,7.2,5.4
2022-03-31 18:00:00,1024.9,2.7,0.0,63.0,320.0,9.4,7.6
2022-03-31 19:00:00,1024.2,2.1,0.0,54.0,248.0,11.1,7.6
2022-03-31 20:00:00,1024.2,1.1,0.0,52.0,0.0,10.6,0.0
2022-03-31 21:00:00,1023.7,1.6,0.0,50.0,0.0,11.7,0.0
2022-03-31 22:00:00,1023.1,2.9,0.0,53.0,293.0,12.2,5.4
2022-03-31 23:00:00,1022.7,2.1,0.0,50.0,0.0,12.2,0.0
2022-04-01 00:00:00,1022.2,3.2,0.0,56.0,0.0,11.7,0.0
2022-04-01 01:00:00,1021.9,4.9,0.0,68.0,330.0,10.6,11.2
2022-04-01 02:00:00,1021.4,3.9,0.0,61.0,340.0,11.1,5.4
2022-04-01 03:00:00,1021.3,4.3,0.0,73.0,350.0,8.9,9.4
2022-04-01 04:00:00,1021.7,5.1,0.0,77.0,330.0,8.9,9.4
2022-04-01 05:00:00,1021.8,3.8,0.0,82.0,300.0,6.7,5.4
2022-04-01 06:00:00,1021.6,3.3,0.0,85.0,0.0,5.6,0.0
2022-04-01 07:00:00,1021.5,3.3,0.0,89.0,0.0,5.0,0.0
2022-04-01 08:00:00,1021.7,2.3,0.0,89.0,290.0,3.9,7.6
2022-04-01 09:00:00,1021.8,2.2,0.0,96.0,280.0,2.8,5.4
2022-04-01 10:00:00,1021.2,2.3,0.0,93.0,0.0,3.3,0.0
2022-04-01 11:00:00,1021.4,1.8,0.0,93.0,300.0,2.8,5.4
2022-04-01 12:00:00,1021.2,1.0,0.0,92.0,0.0,2.2,0.0
2022-04-01 13:00:00,1021.0,0.5,0.0,92.0,0.0,1.7,0.0
2022-04-01 14:00:00,1021.3,0.5,0.0,92.0,310.0,1.7,7.6
2022-04-01 15:00:00,1021.2,2.2,0.0,96.0,0.0,2.8,0.0
2022-04-01 16:00:00,1021.0,3.4,0.0,93.0,0.0,4.4,0.0
2022-04-01 17:00:00,1020.9,3.8,0.0,82.0,0.0,6.7,0.0
2022-04-01 18:00:00,1021.3,3.9,0.0,71.0,320.0,8.9,5.4
2022-04-01 19:00:00,1020.5,3.8,0.0,63.0,240.0,10.6,5.4
2022-04-01 20:00:00,1020.1,6.2,0.0,69.0,0.0,11.7,0.0
2022-04-01 21:00:00,1019.4,4.4,0.0,55.0,150.0,13.3,9.4
2022-04-01 22:00:00,1018.7,6.0,0.0,57.0,100.0,14.4,11.2
2022-04-01 23:00:00,1018.1,4.4,0.0,51.0,240.0,14.4,11.2
2022-04-02 00:00:00,1017.9,5.5,0.0,57.0,220.0,13.9,18.4
2022-04-02 01:00:00,1018.7,4.5,0.2,66.0,250.0,10.6,24.1
2022-04-02 02:00:00,1019.0,5.1,0.0,77.0,220.0,8.9,13.0
2022-04-02 03:00:00,1019.0,5.6,0.0,83.0,220.0,8.3,13.0
2022-04-02 04:00:00,1019.2,5.1,0.0,80.0,220.0,8.3,11.2
2022-04-02 05:00:00,1019.8,5.6,0.3,83.0,240.0,8.3,11.2
2022-04-02 06:00:00,1020.3,6.1,0.8,89.0,250.0,7.8,11.2
2022-04-02 07:00:00,1020.9,5.7,0.5,90.0,240.0,7.2,16.6
2022-04-02 08:00:00,1021.5,5.0,0.0,89.0,230.0,6.7,16.6
2022-04-02 09:00:00,1022.2,4.0,0.0,93.0,230.0,5.0,13.0
2022-04-02 10:00:00,1022.9,3.9,0.0,89.0,240.0,5.6,16.6
2022-04-02 11:00:00,1023.4,4.0,0.3,93.0,230.0,5.0,11.2
2022-04-02 12:00:00,1023.6,2.9,0.0,97.0,210.0,3.3,11.2
2022-04-02 13:00:00,1024.0,4.4,0.0,92.0,220.0,5.6,14.8
2022-04-02 14:00:00,1024.6,5.0,0.0,89.0,230.0,6.7,14.8
2022-04-02 15:00:00,1025.4,5.0,0.0,89.0,260.0,6.7,7.6
2022-04-02 16:00:00,1026.0,5.1,0.0,83.0,240.0,7.8,5.4
2022-04-02 17:00:00,1026.2,5.6,0.1,80.0,180.0,8.9,9.4
2022-04-02 18:00:00,1026.4,5.0,0.0,71.0,230.0,10.0,7.6
2022-04-02 19:00:00,1026.4,4.3,0.0,63.0,230.0,11.1,9.4
2022-04-02 20:00:00,1026.1,5.7,0.0,62.0,150.0,12.8,11.2
2022-04-02 21:00:00,1025.5,4.4,0.0,55.0,150.0,13.3,14.8
2022-04-02 22:00:00,1025.0,3.9,0.0,53.0,160.0,13.3,11.2
2022-04-02 23:00:00,1024.4,4.4,0.0,55.0,130.0,13.3,9.4
2022-04-03 00:00:00,1023.7,2.2,0.0,47.0,0.0,13.3,0.0
2022-04-03 01:00:00,1023.2,3.4,0.0,49.0,100.0,13.9,5.4
2022-04-03 02:00:00,1022.7,3.2,0.0,52.0,50.0,12.8,5.4
2022-04-03 03:00:00,1022.2,3.8,0.0,63.0,0.0,10.6,0.0
2022-04-03 04:00:00,1021.9,3.9,0.0,74.0,150.0,8.3,7.6
2022-04-03 05:00:00,1021.9,3.8,0.0,76.0,330.0,7.8,5.4
2022-04-03 06:00:00,1021.5,4.0,0.0,80.0,340.0,7.2,5.4
2022-04-03 07:00:00,1021.0,3.3,0.0,89.0,300.0,5.0,9.4
2022-04-03 08:00:00,1020.3,3.3,0.0,89.0,330.0,5.0,7.6
2022-04-03 09:00:00,1019.9,3.3,0.0,85.0,280.0,5.6,5.4
2022-04-03 10:00:00,1019.5,3.3,0.0,89.0,0.0,5.0,0.0
2022-04-03 11:00:00,1019.2,3.3,0.0,89.0,0.0,5.0,0.0
2022-04-03 12:00:00,1019.1,4.0,0.0,93.0,0.0,5.0,0.0
2022-04-03 13:00:00,1018.7,4.0,0.0,93.0,100.0,5.0,7.6
2022-04-03 14:00:00,1018.9,4.0,0.0,93.0,0.0,5.0,0.0
2022-04-03 15:00:00,1018.9,4.4,0.0,89.0,10.0,6.1,5.4
2022-04-03 16:00:00,1018.9,5.0,0.0,86.0,150.0,7.2,7.6
2022-04-03 17:00:00,1018.6,5.1,0.0,80.0,140.0,8.3,11.2
2022-04-03 18:00:00,1018.1,6.2,0.0,77.0,180.0,10.0,13.0
2022-04-03 19:00:00,1018.1,5.6,0.0,69.0,210.0,11.1,18.4
2022-04-03 20:00:00,1017.5,5.6,0.0,66.0,190.0,11.7,22.3
2022-04-03 21:00:00,1016.8,6.6,0.0,71.0,190.0,11.7,22.3
2022-04-03 22:00:00,1016.0,6.6,0.0,71.0,200.0,11.7,20.5
2022-04-03 23:00:00,1015.1,6.6,0.3,71.0,200.0,11.7,22.3
2022-04-04 00:00:00,1014.3,7.2,0.0,74.0,200.0,11.7,14.8
2022-04-04 01:00:00,1013.1,6.6,0.3,71.0,200.0,11.7,29.5
2022-04-04 02:00:00,1012.1,6.0,0.0,71.0,210.0,11.1,27.7
2022-04-04 03:00:00,1011.5,6.2,0.0,74.0,200.0,10.6,29.5
2022-04-04 04:00:00,1010.5,6.7,0.3,83.0,190.0,9.4,27.7
2022-04-04 05:00:00,1009.2,6.7,1.4,83.0,180.0,9.4,29.5
2022-04-04 06:00:00,1007.7,6.7,0.8,83.0,180.0,9.4,29.5
2022-04-04 07:00:00,1006.4,7.2,0.8,86.0,180.0,9.4,24.1
2022-04-04 08:00:00,1005.0,7.2,1.0,89.0,180.0,8.9,29.5
2022-04-04 09:00:00,1003.8,7.2,3.0,89.0,180.0,8.9,38.9
2022-04-04 10:00:00,1002.9,7.8,4.6,90.0,180.0,9.4,33.5
2022-04-04 11:00:00,1002.5,7.8,4.6,90.0,190.0,9.4,38.9
2022-04-04 12:00:00,1002.2,8.3,3.6,93.0,190.0,9.4,35.3
2022-04-04 13:00:00,1003.0,8.3,1.0,89.0,240.0,10.0,22.3
2022-04-04 14:00:00,1004.2,6.7,0.8,86.0,250.0,8.9,25.9
2022-04-04 15:00:00,1004.8,6.7,0.5,93.0,230.0,7.8,9.4
2022-04-04 16:00:00,1004.6,6.8,0.3,90.0,190.0,8.3,13.0
2022-04-04 17:00:00,1005.8,6.1,1.0,80.0,250.0,9.4,25.9
2022-04-04 18:00:00,1006.9,6.0,0.0,71.0,260.0,11.1,35.3
