DT,dwpt,prcp,temp,rhum,wspd,pres,wdir
2022-01-01 00:00:00,-2.9,0.0,1.0,75.0,11.0,1018.0,50.0
2022-01-01 01:00:00,-2.8,0.0,1.1,75.0,11.2,1018.4,50.0
2022-01-01 02:00:00,-3.9,0.0,0.6,72.0,9.4,1019.3,50.0
2022-01-01 03:00:00,-5.0,0.0,-0.6,72.0,9.4,1020.1,50.0
2022-01-01 04:00:00,-5.0,0.0,-0.6,72.0,0.0,1021.0,0.0
2022-01-01 05:00:00,-5.0,0.0,-1.7,78.0,0.0,1021.5,0.0
2022-01-01 06:00:00,-5.0,0.0,-2.8,85.0,0.0,1022.2,0.0
2022-01-01 07:00:00,-5.0,0.0,-2.8,85.0,0.0,1022.7,0.0
2022-01-01 08:00:00,-5.0,0.0,-2.8,85.0,5.4,1023.0,340.0
2022-01-01 09:00:00,-5.0,0.0,-3.3,88.0,0.0,1023.6,0.0
2022-01-01 10:00:00,-5.0,0.0,-3.3,88.0,0.0,1024.3,0.0
2022-01-01 11:00:00,-5.6,0.0,-3.3,84.0,0.0,1024.9,0.0
2022-01-01 12:00:00,-6.1,0.0,-3.9,85.0,0.0,1024.9,0.0
2022-01-01 13:00:00,-6.1,0.0,-3.9,85.0,0.0,1025.4,0.0
2022-01-01 14:00:00,-6.1,0.0,-3.9,85.0,0.0,1025.7,0.0
2022-01-01 15:00:00,-6.7,0.0,-4.4,84.0,7.6,1026.1,340.0
2022-01-01 16:00:00,-5.6,0.0,-2.8,81.0,0.0,1026.2,0.0
2022-01-01 17:00:00,-5.6,0.0,-2.8,81.0,5.4,1026.6,10.0
2022-01-01 18:00:00,-5.5,0.0,-2.2,78.0,0.0,1026.9,0.0
2022-01-01 19:00:00,-5.5,0.0,-1.7,75.0,0.0,1027.4,0.0
2022-01-01 20:00:00,-5.6,0.0,-0.6,69.0,0.0,1026.5,0.0
2022-01-01 21:00:00,-3.9,0.0,0.0,75.0,5.4,1026.0,140.0
2022-01-01 22:00:00,-3.3,0.0,0.6,75.0,0.0,1025.3,0.0
2022-01-01 23:00:00,-2.8,0.0,1.7,72.0,0.0,1024.8,0.0
2022-01-02 00:00:00,-2.8,0.0,1.1,75.0,0.0,1024.4,0.0
2022-01-02 01:00:00,-3.3,0.0,-0.6,82.0,9.4,1024.0,360.0
2022-01-02 02:00:00,-3.3,0.0,-1.1,85.0,0.0,1023.6,0.0
2022-01-02 03:00:00,-2.8,0.0,-1.1,88.0,0.0,1023.0,0.0
2022-01-02 04:00:00,-3.3,0.0,-1.1,85.0,9.4,1022.9,340.0
2022-01-02 05:00:00,-2.8,0.0,-0.6,85.0,0.0,1022.6,0.0
2022-01-02 06:00:00,-2.8,0.0,-1.1,88.0,0.0,1022.0,0.0
2022-01-02 07:00:00,-2.8,0.0,-1.1,88.0,0.0,1021.4,0.0
2022-01-02 08:00:00,-2.8,0.0,-1.1,88.0,0.0,1021.0,0.0
2022-01-02 09:00:00,-3.3,0.0,-1.7,89.0,0.0,1020.3,0.0
2022-01-02 10:00:00,-3.3,0.0,-1.7,89.0,0.0,1020.0,0.0
2022-01-02 11:00:00,-2.2,0.0,-1.1,92.0,0.0,1019.3,0.0
2022-01-02 12:00:00,-2.2,0.0,-0.6,89.0,0.0,1018.7,0.0
2022-01-02 13:00:00,-2.2,0.0,-0.6,89.0,0.0,1017.7,0.0
2022-01-02 14:00:00,-1.8,0.0,0.0,88.0,0.0,1017.3,0.0
2022-01-02 15:00:00,-1.8,0.0,0.0,88.0,5.4,1016.8,20.0
2022-01-02 16:00:00,-1.8,0.0,0.0,88.0,0.0,1016.1,0.0
2022-01-02 17:00:00,-1.2,0.0,0.6,88.0,5.4,1015.1,340.0
2022-01-02 18:00:00,-0.7,0.0,1.1,88.0,5.4,1014.3,340.0
2022-01-02 19:00:00,0.0,0.0,3.3,79.0,5.4,1013.3,120.0
2022-01-02 20:00:00,-1.2,0.0,7.8,53.0,24.1,1011.9,190.0
2022-01-02 21:00:00,-1.0,0.0,8.9,50.0,33.5,1010.7,190.0
2022-01-02 22:00:00,0.1,0.3,8.9,54.0,33.5,1009.7,190.0
2022-01-02 23:00:00,0.1,1.9,8.9,54.0,27.7,1008.4,190.0
2022-01-03 00:00:00,1.7,0.3,8.3,63.0,40.7,1007.5,190.0
2022-01-03 01:00:00,1.1,0.3,9.4,56.0,37.1,1005.9,180.0
2022-01-03 02:00:00,0.6,0.3,9.4,54.0,37.1,1004.6,190.0
2022-01-03 03:00:00,2.7,0.8,8.3,68.0,33.5,1003.5,190.0
2022-01-03 04:00:00,2.9,2.3,8.9,66.0,40.7,1002.7,190.0
2022-01-03 05:00:00,3.9,0.3,8.3,74.0,31.7,1001.6,200.0
2022-01-03 06:00:00,3.9,0.3,8.9,71.0,35.3,1000.4,190.0
2022-01-03 07:00:00,5.1,0.8,8.9,77.0,44.6,999.9,200.0
2022-01-03 08:00:00,5.0,1.0,7.2,86.0,18.4,1000.0,260.0
2022-01-03 09:00:00,4.4,0.5,6.7,85.0,24.1,998.0,230.0
2022-01-03 10:00:00,5.6,6.1,7.8,86.0,24.1,998.1,160.0
2022-01-03 11:00:00,5.7,7.4,7.2,90.0,11.2,999.0,240.0
2022-01-03 12:00:00,3.3,4.8,6.1,82.0,25.9,999.0,250.0
2022-01-03 13:00:00,3.3,2.5,5.0,89.0,13.0,999.4,200.0
2022-01-03 14:00:00,2.9,1.8,5.0,86.0,14.8,999.5,180.0
2022-01-03 15:00:00,2.7,2.8,4.4,89.0,13.0,1000.0,150.0
2022-01-03 16:00:00,3.3,1.0,5.0,89.0,24.1,1000.4,160.0
2022-01-03 17:00:00,2.9,2.8,5.0,86.0,18.4,1001.2,180.0
2022-01-03 18:00:00,2.3,0.7,4.4,86.0,22.3,1002.0,170.0
2022-01-03 19:00:00,2.3,1.3,4.4,86.0,13.0,1002.6,170.0
2022-01-03 20:00:00,2.9,0.6,5.0,86.0,16.6,1002.1,160.0
2022-01-03 21:00:00,2.9,1.3,5.0,86.0,18.4,1002.6,230.0
2022-01-03 22:00:00,1.7,0.4,5.0,79.0,20.5,1002.4,220.0
2022-01-03 23:00:00,2.8,0.0,5.6,82.0,7.6,1003.1,170.0
2022-01-04 00:00:00,2.2,1.2,5.0,82.0,24.1,1003.7,200.0
2022-01-04 01:00:00,1.2,1.8,3.3,86.0,18.4,1004.8,190.0
2022-01-04 02:00:00,0.6,0.1,2.2,89.0,16.6,1004.9,170.0
2022-01-04 03:00:00,1.0,0.8,2.2,92.0,0.0,1006.2,0.0
2022-01-04 04:00:00,1.0,0.3,2.2,92.0,7.6,1007.2,160.0
2022-01-04 05:00:00,0.6,0.0,2.2,89.0,5.4,1008.3,30.0
2022-01-04 06:00:00,1.2,0.5,2.8,89.0,5.4,1009.2,130.0
2022-01-04 07:00:00,1.8,0.3,2.8,93.0,9.4,1010.6,130.0
2022-01-04 08:00:00,1.7,0.0,3.3,89.0,11.2,1011.7,150.0
2022-01-04 09:00:00,1.7,0.0,3.3,89.0,0.0,1012.9,0.0
2022-01-04 10:00:00,1.7,0.0,3.3,89.0,11.2,1013.7,130.0
2022-01-04 11:00:00,1.7,0.0,3.3,89.0,7.6,1015.1,150.0
2022-01-04 12:00:00,1.8,0.0,4.4,83.0,18.4,1015.1,180.0
2022-01-04 13:00:00,2.3,0.5,4.4,86.0,14.8,1015.9,220.0
2022-01-04 14:00:00,2.3,0.3,4.4,86.0,13.0,1016.7,210.0
2022-01-04 15:00:00,2.3,0.0,3.9,89.0,0.0,1017.1,0.0
2022-01-04 16:00:00,2.3,0.0,3.9,89.0,9.4,1018.0,150.0
2022-01-04 17:00:00,2.7,0.4,4.4,89.0,5.4,1018.1,200.0
2022-01-04 18:00:00,3.3,0.1,5.0,89.0,13.0,1018.4,160.0
2022-01-04 19:00:00,4.4,0.3,6.7,85.0,0.0,1018.4,0.0
2022-01-04 20:00:00,4.4,0.1,6.1,89.0,16.6,1017.8,170.0
2022-01-04 21:00:00,5.1,0.3,7.8,83.0,14.8,1017.5,190.0
2022-01-04 22:00:00,5.1,0.3,7.8,83.0,13.0,1017.1,160.0
2022-01-04 23:00:00,6.1,0.2,7.2,93.0,11.2,1016.9,150.0
2022-01-05 00:00:00,6.1,1.0,7.2,93.0,11.2,1016.2,150.0
2022-01-05 01:00:00,6.1,1.3,7.2,93.0,16.6,1015.5,160.0
2022-01-05 02:00:00,5.7,0.5,7.2,90.0,13.0,1014.9,140.0
2022-01-05 03:00:00,5.6,0.3,6.7,93.0,7.6,1014.5,140.0
2022-01-05 04:00:00,5.6,0.5,6.7,93.0,11.2,1014.3,150.0
2022-01-05 05:00:00,5.7,0.1,7.2,90.0,0.0,1014.2,0.0
2022-01-05 06:00:00,6.1,0.0,7.2,93.0,11.2,1015.3,240.0
2022-01-05 07:00:00,6.1,0.3,7.2,93.0,9.4,1016.2,240.0
2022-01-05 08:00:00,5.6,0.0,6.7,93.0,0.0,1017.3,0.0
2022-01-05 09:00:00,5.7,0.0,6.1,97.0,0.0,1018.9,0.0
2022-01-05 10:00:00,5.1,0.0,6.1,93.0,0.0,1019.9,0.0
2022-01-05 11:00:00,5.0,0.0,6.7,89.0,9.4,1020.3,230.0
2022-01-05 12:00:00,5.1,0.0,6.1,93.0,9.4,1021.5,250.0
2022-01-05 13:00:00,5.1,0.0,6.1,93.0,9.4,1021.6,230.0
2022-01-05 14:00:00,5.1,0.2,6.1,93.0,5.4,1021.9,290.0
2022-01-05 15:00:00,4.4,0.3,5.6,92.0,0.0,1022.4,0.0
2022-01-05 16:00:00,3.9,0.5,5.6,89.0,0.0,1022.5,0.0
2022-01-05 17:00:00,4.4,0.3,5.0,96.0,0.0,1022.7,0.0
2022-01-05 18:00:00,5.1,0.8,6.1,93.0,0.0,1022.8,0.0
2022-01-05 19:00:00,5.1,1.0,6.1,93.0,11.2,1022.6,130.0
2022-01-05 20:00:00,5.0,1.3,6.7,89.0,5.4,1022.1,110.0
2022-01-05 21:00:00,5.0,1.3,6.7,89.0,0.0,1021.7,0.0
2022-01-05 22:00:00,5.1,1.8,6.1,93.0,7.6,1020.2,90.0
2022-01-05 23:00:00,4.4,2.3,6.1,89.0,5.4,1019.6,70.0
2022-01-06 00:00:00,4.4,1.0,5.6,92.0,7.6,1018.8,50.0
2022-01-06 01:00:00,4.0,0.8,5.0,93.0,0.0,1017.8,0.0
2022-01-06 02:00:00,4.0,1.5,4.0,100.0,9.0,1017.0,340.0
2022-01-06 03:00:00,4.0,1.0,4.4,97.0,7.6,1016.6,340.0
2022-01-06 04:00:00,4.0,1.5,4.4,97.0,5.4,1016.6,310.0
2022-01-06 05:00:00,4.0,1.0,5.0,93.0,0.0,1016.4,0.0
2022-01-06 06:00:00,4.0,0.3,5.0,93.0,0.0,1015.5,0.0
2022-01-06 07:00:00,4.4,0.1,5.0,96.0,0.0,1014.4,0.0
2022-01-06 08:00:00,4.4,0.2,5.6,92.0,0.0,1013.0,0.0
2022-01-06 09:00:00,5.0,0.5,5.6,96.0,0.0,1012.5,0.0
2022-01-06 10:00:00,9.9,0.8,12.2,86.0,20.5,1011.2,190.0
2022-01-06 11:00:00,9.9,0.5,12.2,86.0,27.7,1011.3,190.0
2022-01-06 12:00:00,9.9,0.8,12.2,86.0,24.1,1011.2,200.0
2022-01-06 13:00:00,9.4,0.8,12.2,83.0,16.6,1010.8,200.0
2022-01-06 14:00:00,10.6,1.5,12.2,90.0,14.8,1010.7,210.0
2022-01-06 15:00:00,10.6,3.0,12.2,90.0,20.5,1011.0,220.0
2022-01-06 16:00:00,10.6,0.3,12.2,90.0,25.9,1010.8,200.0
2022-01-06 17:00:00,10.0,0.0,12.8,83.0,29.5,1010.6,190.0
2022-01-06 18:00:00,9.9,0.7,12.2,86.0,35.3,1010.8,190.0
2022-01-06 19:00:00,9.4,0.8,12.8,80.0,29.5,1010.6,190.0
2022-01-06 20:00:00,9.4,0.0,12.8,80.0,31.7,1009.6,190.0
2022-01-06 21:00:00,10.0,0.1,12.8,83.0,37.1,1008.4,180.0
2022-01-06 22:00:00,9.9,0.1,12.2,86.0,35.3,1007.7,180.0
2022-01-06 23:00:00,9.4,0.0,12.2,83.0,25.9,1007.4,200.0
2022-01-07 00:00:00,8.3,0.0,12.2,77.0,35.3,1006.7,200.0
2022-01-07 01:00:00,8.3,0.0,11.1,83.0,24.1,1006.4,190.0
2022-01-07 02:00:00,7.8,0.0,11.1,80.0,18.4,1005.6,200.0
2022-01-07 03:00:00,6.6,0.0,11.1,74.0,20.5,1004.1,190.0
2022-01-07 04:00:00,6.0,0.0,11.1,71.0,16.6,1003.0,200.0
2022-01-07 05:00:00,6.6,0.6,11.1,74.0,16.6,1002.1,190.0
2022-01-07 06:00:00,6.7,1.8,10.6,77.0,22.3,1000.4,190.0
2022-01-07 07:00:00,6.7,0.5,10.6,77.0,25.9,999.5,190.0
2022-01-07 08:00:00,8.3,1.3,10.0,89.0,24.1,998.8,190.0
2022-01-07 09:00:00,7.8,1.0,10.0,86.0,25.9,997.4,190.0
2022-01-07 10:00:00,7.8,0.3,10.0,86.0,22.3,996.6,190.0
2022-01-07 11:00:00,7.8,0.0,10.0,86.0,27.7,996.1,170.0
2022-01-07 12:00:00,8.3,1.8,10.0,89.0,25.9,995.1,170.0
2022-01-07 13:00:00,7.8,1.0,10.6,83.0,31.7,993.7,170.0
2022-01-07 14:00:00,8.4,1.8,10.6,86.0,31.7,992.7,170.0
2022-01-07 15:00:00,7.8,1.0,10.6,83.0,35.3,993.1,210.0
2022-01-07 16:00:00,5.1,0.5,8.3,80.0,38.9,998.2,240.0
2022-01-07 17:00:00,4.0,0.9,7.2,80.0,33.5,1001.6,230.0
2022-01-07 18:00:00,4.0,0.0,7.2,80.0,33.5,1004.3,230.0
2022-01-07 19:00:00,4.0,0.1,7.2,80.0,22.3,1006.9,220.0
2022-01-07 20:00:00,3.8,0.0,7.8,76.0,22.3,1008.4,250.0
2022-01-07 21:00:00,1.7,0.0,7.2,68.0,20.5,1009.3,260.0
2022-01-07 22:00:00,2.3,0.0,7.2,71.0,20.5,1010.1,250.0
2022-01-07 23:00:00,2.2,0.0,6.7,73.0,16.6,1010.9,260.0
2022-01-08 00:00:00,1.6,0.0,6.1,73.0,11.2,1011.8,240.0
2022-01-08 01:00:00,2.2,0.0,6.1,76.0,16.6,1012.7,220.0
2022-01-08 02:00:00,2.2,0.0,5.6,79.0,13.0,1013.2,190.0
2022-01-08 03:00:00,2.2,0.0,5.6,79.0,13.0,1014.0,230.0
2022-01-08 04:00:00,2.8,0.1,5.6,82.0,14.8,1015.0,230.0
2022-01-08 05:00:00,2.9,0.1,5.0,86.0,11.2,1015.8,190.0
2022-01-08 06:00:00,2.2,0.0,5.0,82.0,7.6,1016.3,220.0
2022-01-08 07:00:00,2.3,0.0,3.9,89.0,11.2,1016.8,260.0
2022-01-08 08:00:00,2.3,0.0,4.4,86.0,13.0,1017.6,190.0
2022-01-08 09:00:00,2.9,0.0,5.0,86.0,13.0,1018.3,160.0
2022-01-08 10:00:00,2.9,0.0,5.0,86.0,0.0,1019.2,0.0
2022-01-08 11:00:00,2.9,0.0,5.0,86.0,0.0,1020.1,0.0
2022-01-08 12:00:00,2.7,0.3,4.4,89.0,7.6,1020.4,250.0
2022-01-08 13:00:00,2.9,0.0,5.0,86.0,7.6,1020.5,220.0
2022-01-08 14:00:00,3.3,0.0,5.0,89.0,11.2,1021.5,220.0
2022-01-08 15:00:00,2.9,0.0,5.0,86.0,0.0,1022.0,0.0
2022-01-08 16:00:00,2.7,0.0,4.4,89.0,0.0,1022.7,0.0
2022-01-08 17:00:00,3.3,0.0,5.0,89.0,0.0,1023.9,0.0
2022-01-08 18:00:00,3.3,0.0,6.1,82.0,0.0,1024.5,0.0
2022-01-08 19:00:00,3.8,0.0,7.8,76.0,0.0,1025.1,0.0
2022-01-08 20:00:00,3.8,0.0,7.8,76.0,0.0,1024.9,0.0
2022-01-08 21:00:00,4.3,0.0,8.9,73.0,0.0,1024.3,0.0
2022-01-08 22:00:00,4.0,0.0,9.4,69.0,0.0,1024.0,0.0
2022-01-08 23:00:00,4.0,0.0,9.4,69.0,0.0,1024.2,0.0
2022-01-09 00:00:00,3.9,0.0,8.3,74.0,5.4,1024.5,360.0
2022-01-09 01:00:00,2.8,0.0,6.7,76.0,7.6,1024.6,10.0
2022-01-09 02:00:00,2.8,0.0,5.6,82.0,9.4,1024.5,340.0
2022-01-09 03:00:00,2.3,0.0,4.4,86.0,11.2,1024.5,340.0
2022-01-09 04:00:00,2.3,0.0,3.9,89.0,11.2,1024.8,340.0
2022-01-09 05:00:00,1.7,0.0,3.3,89.0,13.0,1024.8,350.0
2022-01-09 06:00:00,1.0,0.0,2.2,92.0,9.4,1025.0,350.0
2022-01-09 07:00:00,1.0,0.0,2.2,92.0,13.0,1025.1,340.0
2022-01-09 08:00:00,0.6,0.0,2.2,89.0,11.2,1025.0,350.0
2022-01-09 09:00:00,0.5,0.0,1.7,92.0,9.4,1024.6,350.0
2022-01-09 10:00:00,0.5,0.0,1.7,92.0,9.4,1024.5,350.0
2022-01-09 11:00:00,-0.7,0.0,1.1,88.0,9.4,1024.8,340.0
2022-01-09 12:00:00,-0.6,0.0,0.6,92.0,0.0,1024.8,0.0
2022-01-09 13:00:00,-0.7,0.0,1.1,88.0,11.2,1024.7,350.0
2022-01-09 14:00:00,-0.6,0.0,0.6,92.0,7.6,1024.8,360.0
2022-01-09 15:00:00,-0.6,0.0,0.6,92.0,0.0,1025.3,0.0
2022-01-09 16:00:00,-2.2,0.0,-1.1,92.0,7.6,1025.4,270.0
2022-01-09 17:00:00,-1.2,0.0,0.6,88.0,0.0,1025.8,0.0
2022-01-09 18:00:00,1.7,0.0,3.3,89.0,0.0,1026.5,0.0
2022-01-09 19:00:00,2.2,0.0,6.7,73.0,7.6,1026.4,340.0
2022-01-09 20:00:00,2.2,0.0,8.9,63.0,7.6,1025.9,360.0
2022-01-09 21:00:00,1.6,0.0,10.0,56.0,0.0,1025.6,0.0
2022-01-09 22:00:00,2.1,0.0,11.1,54.0,0.0,1025.2,0.0
2022-01-09 23:00:00,2.2,0.0,11.7,52.0,5.4,1025.1,10.0
2022-01-10 00:00:00,2.9,0.0,10.6,59.0,7.6,1025.1,330.0
2022-01-10 01:00:00,1.6,0.0,10.0,56.0,7.6,1025.3,350.0
2022-01-10 02:00:00,1.7,0.0,7.2,68.0,9.4,1025.3,340.0
2022-01-10 03:00:00,1.1,0.0,3.9,82.0,9.4,1025.7,360.0
2022-01-10 04:00:00,1.1,0.0,3.9,82.0,11.2,1025.5,360.0
2022-01-10 05:00:00,0.6,0.0,3.9,79.0,13.0,1025.6,340.0
2022-01-10 06:00:00,0.0,0.0,3.3,79.0,13.0,1025.8,350.0
2022-01-10 07:00:00,-0.6,0.0,2.2,82.0,9.4,1026.4,350.0
2022-01-10 08:00:00,-0.7,0.0,2.8,78.0,5.4,1026.9,360.0
2022-01-10 09:00:00,-0.7,0.0,1.1,88.0,0.0,1027.0,0.0
2022-01-10 10:00:00,-1.2,0.0,0.6,88.0,7.6,1027.0,10.0
2022-01-10 11:00:00,-1.2,0.0,0.6,88.0,5.4,1027.5,250.0
2022-01-10 12:00:00,-0.6,0.0,0.6,92.0,0.0,1027.4,0.0
2022-01-10 13:00:00,-0.7,0.0,1.1,88.0,0.0,1027.7,0.0
2022-01-10 14:00:00,-0.1,0.2,1.1,92.0,0.0,1028.1,0.0
2022-01-10 15:00:00,0.5,0.8,1.7,92.0,0.0,1029.2,0.0
2022-01-10 16:00:00,1.0,0.8,2.2,92.0,5.4,1029.6,100.0
2022-01-10 17:00:00,1.8,0.5,2.8,93.0,0.0,1030.8,0.0
2022-01-10 18:00:00,1.7,0.5,3.3,89.0,0.0,1031.2,0.0
2022-01-10 19:00:00,2.3,0.0,3.9,89.0,7.6,1031.3,360.0
2022-01-10 20:00:00,3.3,0.0,5.0,89.0,5.4,1030.3,330.0
2022-01-10 21:00:00,3.3,0.0,6.1,82.0,5.4,1029.9,330.0
2022-01-10 22:00:00,4.0,0.0,7.2,80.0,7.6,1029.6,340.0
2022-01-10 23:00:00,4.3,0.0,7.2,82.0,5.4,1029.3,340.0
2022-01-11 00:00:00,5.1,0.0,7.8,83.0,0.0,1028.7,0.0
2022-01-11 01:00:00,4.4,0.0,6.1,89.0,5.4,1029.0,60.0
2022-01-11 02:00:00,4.4,0.0,6.1,89.0,5.4,1028.7,290.0
2022-01-11 03:00:00,4.4,0.0,5.6,92.0,0.0,1027.7,0.0
2022-01-11 04:00:00,4.4,0.0,5.0,96.0,0.0,1027.5,0.0
2022-01-11 05:00:00,5.1,0.0,6.1,93.0,0.0,1027.5,0.0
2022-01-11 06:00:00,5.1,0.0,6.1,93.0,0.0,1027.1,0.0
2022-01-11 07:00:00,5.0,0.0,5.6,96.0,5.4,1027.0,160.0
2022-01-11 08:00:00,5.1,0.0,6.1,93.0,0.0,1027.5,0.0
2022-01-11 09:00:00,4.4,0.0,5.6,92.0,0.0,1027.6,0.0
2022-01-11 10:00:00,4.4,0.0,5.6,92.0,7.6,1027.1,40.0
2022-01-11 11:00:00,4.4,0.0,5.0,96.0,0.0,1027.0,0.0
2022-01-11 12:00:00,4.4,0.0,5.6,92.0,0.0,1027.1,0.0
2022-01-11 13:00:00,5.1,0.2,6.1,93.0,0.0,1026.7,0.0
2022-01-11 14:00:00,5.1,0.8,6.1,93.0,0.0,1026.7,0.0
2022-01-11 15:00:00,5.1,0.8,6.1,93.0,0.0,1026.7,0.0
2022-01-11 16:00:00,5.1,0.3,6.1,93.0,0.0,1026.6,0.0
2022-01-11 17:00:00,5.6,0.4,6.7,93.0,0.0,1026.2,0.0
2022-01-11 18:00:00,6.1,0.1,7.2,93.0,0.0,1026.8,0.0
2022-01-11 19:00:00,6.8,0.1,8.3,90.0,0.0,1026.6,0.0
2022-01-11 20:00:00,7.2,0.0,8.9,89.0,5.4,1025.6,20.0
2022-01-11 21:00:00,7.2,0.0,9.4,86.0,0.0,1025.1,0.0
2022-01-11 22:00:00,8.4,0.0,10.6,86.0,0.0,1024.1,0.0
2022-01-11 23:00:00,8.4,0.0,10.6,86.0,5.4,1023.9,50.0
2022-01-12 00:00:00,8.4,0.0,10.6,86.0,5.4,1023.8,360.0
2022-01-12 01:00:00,8.4,0.0,10.6,86.0,0.0,1023.6,0.0
2022-01-12 02:00:00,8.4,0.0,11.7,80.0,14.8,1023.2,140.0
2022-01-12 03:00:00,8.3,0.0,12.2,77.0,14.8,1022.9,140.0
2022-01-12 04:00:00,8.4,0.0,11.7,80.0,14.8,1022.9,140.0
2022-01-12 05:00:00,8.4,0.0,13.3,72.0,18.4,1022.8,180.0
2022-01-12 06:00:00,8.4,0.0,13.3,72.0,11.2,1023.0,190.0
2022-01-12 07:00:00,8.3,0.0,12.8,74.0,0.0,1023.4,0.0
2022-01-12 08:00:00,7.8,0.0,11.7,77.0,14.8,1023.3,220.0
2022-01-12 09:00:00,7.8,0.0,11.7,77.0,0.0,1023.7,0.0
2022-01-12 10:00:00,7.8,0.0,11.7,77.0,0.0,1023.4,0.0
2022-01-12 11:00:00,7.8,0.0,11.7,77.0,0.0,1023.7,0.0
2022-01-12 12:00:00,7.8,0.0,11.1,80.0,0.0,1023.0,0.0
2022-01-12 13:00:00,7.2,0.0,9.4,86.0,0.0,1022.4,0.0
2022-01-12 14:00:00,7.2,0.0,9.4,86.0,7.6,1022.5,30.0
2022-01-12 15:00:00,7.2,0.0,8.9,89.0,0.0,1022.1,0.0
2022-01-12 16:00:00,6.8,0.0,8.3,90.0,0.0,1022.0,0.0
2022-01-12 17:00:00,6.1,0.0,7.2,93.0,0.0,1022.0,0.0
2022-01-12 18:00:00,7.8,0.0,10.0,86.0,0.0,1022.1,0.0
2022-01-12 19:00:00,6.6,0.0,11.1,74.0,0.0,1022.0,0.0
2022-01-12 20:00:00,6.2,0.0,12.8,64.0,0.0,1021.2,0.0
2022-01-12 21:00:00,6.6,0.0,13.3,64.0,0.0,1020.6,0.0
2022-01-12 22:00:00,6.7,0.0,14.4,60.0,9.4,1020.0,110.0
2022-01-12 23:00:00,7.9,0.0,13.9,67.0,7.6,1019.4,120.0
2022-01-13 00:00:00,7.7,0.0,13.3,69.0,5.4,1018.9,60.0
2022-01-13 01:00:00,6.7,0.0,10.6,77.0,9.4,1018.5,350.0
2022-01-13 02:00:00,5.6,0.0,8.3,83.0,0.0,1018.2,0.0
2022-01-13 03:00:00,5.1,0.0,6.1,93.0,11.2,1018.9,270.0
2022-01-13 04:00:00,5.1,0.0,6.1,93.0,0.0,1019.0,0.0
2022-01-13 05:00:00,4.0,0.0,5.0,93.0,0.0,1019.2,0.0
2022-01-13 06:00:00,5.1,0.0,6.1,93.0,7.6,1018.7,90.0
2022-01-13 07:00:00,5.0,0.0,6.7,89.0,14.8,1018.6,100.0
2022-01-13 08:00:00,5.7,0.0,7.2,90.0,7.6,1018.3,300.0
2022-01-13 09:00:00,5.6,0.3,6.7,93.0,0.0,1018.1,0.0
2022-01-13 10:00:00,5.1,0.0,6.1,93.0,0.0,1017.7,0.0
2022-01-13 11:00:00,5.0,0.2,6.7,89.0,7.0,1017.6,10.0
2022-01-13 12:00:00,6.7,1.0,7.8,93.0,0.0,1017.1,0.0
2022-01-13 13:00:00,7.8,0.0,10.6,83.0,22.3,1017.2,190.0
2022-01-13 14:00:00,7.8,0.3,10.0,86.0,16.6,1018.0,180.0
2022-01-13 15:00:00,7.2,0.0,9.4,86.0,18.4,1018.3,160.0
2022-01-13 16:00:00,7.2,0.0,9.4,86.0,24.1,1018.8,160.0
2022-01-13 17:00:00,7.8,0.2,9.4,90.0,14.8,1019.9,160.0
2022-01-13 18:00:00,7.8,0.0,10.0,86.0,20.5,1020.9,160.0
2022-01-13 19:00:00,7.8,0.1,10.0,86.0,16.6,1021.5,150.0
2022-01-13 20:00:00,8.3,0.3,10.0,89.0,20.5,1021.9,150.0
2022-01-13 21:00:00,8.9,0.1,10.6,89.0,14.8,1022.0,170.0
2022-01-13 22:00:00,8.9,0.0,10.6,89.0,16.6,1022.6,160.0
2022-01-13 23:00:00,8.8,0.0,11.1,86.0,18.4,1023.3,160.0
2022-01-14 00:00:00,8.8,0.0,11.1,86.0,13.0,1024.7,150.0
2022-01-14 01:00:00,8.9,0.0,10.6,89.0,9.4,1025.6,150.0
2022-01-14 02:00:00,8.9,0.0,10.6,89.0,9.4,1026.6,160.0
2022-01-14 03:00:00,8.9,0.3,10.6,89.0,9.4,1027.3,200.0
2022-01-14 04:00:00,8.9,0.0,10.0,93.0,9.4,1028.1,200.0
2022-01-14 05:00:00,8.3,0.0,10.0,89.0,0.0,1028.7,0.0
2022-01-14 06:00:00,8.3,0.0,9.4,93.0,0.0,1029.2,0.0
2022-01-14 07:00:00,7.8,0.0,8.9,93.0,0.0,1029.4,0.0
2022-01-14 08:00:00,8.3,0.0,8.9,96.0,0.0,1029.9,0.0
2022-01-14 09:00:00,7.8,0.0,8.9,93.0,5.4,1030.6,350.0
2022-01-14 10:00:00,8.3,0.0,8.9,96.0,0.0,1031.4,0.0
2022-01-14 11:00:00,6.8,0.0,7.2,97.0,0.0,1031.7,0.0
2022-01-14 12:00:00,7.2,0.0,8.3,93.0,0.0,1031.7,0.0
2022-01-14 13:00:00,7.2,0.0,8.3,93.0,9.4,1032.0,60.0
2022-01-14 14:00:00,6.7,0.0,7.8,93.0,7.6,1031.6,310.0
2022-01-14 15:00:00,6.1,0.0,7.2,93.0,5.4,1031.9,30.0
2022-01-14 16:00:00,6.1,0.0,7.2,93.0,5.4,1032.0,50.0
2022-01-14 17:00:00,7.2,0.0,8.3,93.0,0.0,1032.0,0.0
