DT,dwpt,prcp,rhum,pres,San_Antonio,temp,wspd,wdir
2022-05-30 16:00:00,19.3,0.0,45.0,1006.0,0.578838,32.8,35.3,170.0
2022-05-30 17:00:00,18.9,0.0,44.0,1005.8,0.606616,32.8,22.3,160.0
2022-05-30 18:00:00,18.5,0.0,39.0,1005.4,0.659866,34.4,29.5,180.0
2022-05-30 19:00:00,18.5,0.0,39.0,1005.4,0.668857,34.4,29.5,180.0
2022-05-30 20:00:00,19.1,0.0,38.0,1004.0,0.724931,35.6,24.1,180.0
2022-05-30 21:00:00,17.6,0.0,37.0,1004.1,0.733518,34.4,29.5,150.0
2022-05-30 22:00:00,17.6,0.0,37.0,1004.1,0.795586,34.4,29.5,150.0
2022-05-30 23:00:00,18.3,0.0,41.0,1003.8,0.846992,33.3,33.5,130.0
2022-05-31 00:00:00,18.3,0.0,41.0,1003.8,0.849239,33.3,35.3,150.0
2022-05-31 01:00:00,20.0,0.0,57.0,1005.6,0.834198,29.4,37.1,130.0
2022-05-31 02:00:00,21.1,0.0,67.0,1006.7,0.802386,27.8,37.1,130.0
2022-05-31 03:00:00,21.1,0.0,67.0,1006.7,0.72787,27.8,31.7,140.0
2022-05-31 04:00:00,21.8,0.0,77.0,1008.3,0.646554,26.1,33.5,140.0
2022-05-31 05:00:00,22.2,0.0,79.0,1008.5,0.570367,26.1,25.9,140.0
2022-05-31 06:00:00,22.2,0.0,79.0,1008.3,0.582815,26.1,25.9,130.0
2022-05-31 07:00:00,22.2,0.0,79.0,1008.3,0.542992,26.1,25.9,130.0
2022-05-31 08:00:00,22.2,0.0,79.0,1008.2,0.518845,26.1,18.4,150.0
2022-05-31 09:00:00,21.7,0.0,79.0,1008.4,0.497176,25.6,16.6,150.0
2022-05-31 10:00:00,21.7,0.0,79.0,1008.6,0.470493,25.6,14.8,150.0
2022-05-31 11:00:00,22.3,0.0,82.0,1009.0,0.497464,25.6,20.5,150.0
2022-05-31 12:00:00,22.3,0.0,82.0,1009.0,0.523974,25.6,20.5,150.0
2022-05-31 13:00:00,22.9,0.0,85.0,1009.0,0.505071,25.6,25.9,150.0
2022-05-31 14:00:00,22.1,0.0,65.0,1009.8,0.516252,29.4,22.3,150.0
2022-05-31 15:00:00,21.7,0.0,61.0,1009.8,0.555901,30.0,22.3,150.0
2022-05-31 16:00:00,20.5,0.0,50.0,1009.5,0.56178,32.2,31.7,150.0
2022-05-31 17:00:00,20.5,0.0,50.0,1009.5,0.60967,32.2,33.5,150.0
2022-05-31 18:00:00,19.9,0.0,44.0,1009.1,0.644306,33.9,27.7,150.0
2022-05-31 19:00:00,18.2,0.0,35.0,1007.9,0.694963,36.1,25.9,150.0
2022-05-31 20:00:00,17.8,0.0,34.0,1007.5,0.733114,36.1,27.7,130.0
2022-05-31 21:00:00,17.8,0.0,34.0,1007.2,0.792704,36.1,27.7,130.0
2022-05-31 22:00:00,17.7,0.0,36.0,1007.0,0.826418,35.0,29.5,130.0
2022-05-31 23:00:00,17.7,0.0,36.0,1007.0,0.866759,35.0,29.5,130.0
2022-06-01 00:00:00,19.3,0.0,48.0,1007.9,0.852063,31.7,35.3,120.0
2022-06-01 01:00:00,20.0,0.0,55.0,1008.6,0.805037,30.0,27.7,130.0
2022-06-01 02:00:00,20.6,0.0,63.0,1009.8,0.793684,28.3,29.5,130.0
2022-06-01 03:00:00,20.6,0.0,63.0,1009.8,0.72787,28.3,29.5,130.0
2022-06-01 04:00:00,21.0,0.0,71.0,1010.9,0.662575,26.7,25.9,130.0
2022-06-01 05:00:00,21.7,0.0,79.0,1011.1,0.590883,25.6,22.3,140.0
2022-06-01 06:00:00,22.3,0.0,82.0,1010.8,0.509509,25.6,22.3,140.0
2022-06-01 07:00:00,22.3,0.0,82.0,1010.8,0.487782,25.6,24.1,150.0
2022-06-01 08:00:00,22.3,0.0,82.0,1010.8,0.465307,25.6,24.1,150.0
2022-06-01 09:00:00,22.3,0.0,82.0,1011.0,0.448479,25.6,16.6,150.0
2022-06-01 10:00:00,22.3,0.0,82.0,1011.0,0.498041,25.6,16.6,150.0
2022-06-01 11:00:00,22.3,0.0,82.0,1011.3,0.52432,25.6,16.6,140.0
2022-06-01 12:00:00,22.9,0.0,85.0,1011.6,0.526049,25.6,13.0,150.0
2022-06-01 13:00:00,22.9,0.0,85.0,1011.6,0.523744,25.6,13.0,150.0
2022-06-01 14:00:00,22.9,0.0,70.0,1012.3,0.5219,28.9,18.4,120.0
2022-06-01 15:00:00,22.1,0.0,65.0,1012.2,0.537748,29.4,13.0,160.0
2022-06-01 16:00:00,21.6,0.0,57.0,1011.8,0.578492,31.1,14.8,140.0
2022-06-01 17:00:00,21.6,0.0,57.0,1011.8,0.571923,31.1,14.8,140.0
2022-06-01 18:00:00,19.4,0.0,40.0,1010.2,0.64494,35.0,16.6,140.0
2022-06-01 19:00:00,18.2,0.0,36.0,1009.3,0.66148,35.6,20.5,130.0
2022-06-01 20:00:00,18.3,0.0,34.0,1009.0,0.714615,36.7,18.4,110.0
2022-06-01 21:00:00,22.3,0.0,56.0,1009.3,0.791436,32.2,18.4,110.0
2022-06-01 22:00:00,22.3,0.0,56.0,1009.3,0.857019,32.2,27.7,100.0
2022-06-01 23:00:00,21.1,0.0,52.0,1007.6,0.882895,32.2,35.3,100.0
2022-06-02 00:00:00,20.5,0.0,55.0,1007.8,0.863301,30.6,25.9,100.0
2022-06-02 01:00:00,19.4,0.0,53.0,1009.6,0.838117,30.0,25.9,100.0
2022-06-02 02:00:00,19.4,0.0,53.0,1009.6,0.796508,30.0,33.5,130.0
2022-06-02 03:00:00,20.1,0.0,63.0,1012.6,0.72908,27.8,18.4,140.0
2022-06-02 04:00:00,20.5,0.0,69.0,1012.3,0.642059,26.7,24.1,140.0
2022-06-02 05:00:00,20.5,0.0,69.0,1012.3,0.564258,26.7,24.1,140.0
2022-06-02 06:00:00,21.1,0.0,74.0,1012.5,0.5287,26.1,20.5,170.0
2022-06-02 07:00:00,21.1,0.0,76.0,1012.6,0.472453,25.6,14.8,170.0
2022-06-02 08:00:00,21.1,0.0,79.0,1011.9,0.447268,25.0,13.0,160.0
2022-06-02 09:00:00,21.1,0.0,82.0,1011.6,0.437125,24.4,13.0,170.0
2022-06-02 10:00:00,21.1,0.0,82.0,1012.0,0.480809,24.4,11.2,200.0
2022-06-02 11:00:00,21.1,0.0,82.0,1012.0,0.47107,24.4,11.2,200.0
2022-06-02 12:00:00,21.7,0.0,85.0,1011.9,0.475507,24.4,11.2,190.0
2022-06-02 13:00:00,21.7,0.0,79.0,1013.2,0.468073,25.6,0.0,0.0
2022-06-02 14:00:00,20.1,0.0,65.0,1013.8,0.493718,27.2,13.0,210.0
2022-06-02 15:00:00,20.1,0.0,59.0,1013.9,0.498674,28.9,7.6,210.0
2022-06-02 16:00:00,18.8,0.0,48.0,1013.5,0.564373,31.1,9.4,90.0
2022-06-02 17:00:00,18.8,0.0,48.0,1013.5,0.593649,31.1,9.4,90.0
2022-06-02 18:00:00,18.9,0.0,44.0,1013.2,0.636353,32.8,20.5,70.0
2022-06-02 19:00:00,20.1,0.0,49.0,1011.6,0.725046,32.2,7.6,60.0
2022-06-02 20:00:00,18.9,0.0,40.0,1010.7,0.742047,34.4,11.2,30.0
2022-06-02 21:00:00,18.5,0.0,39.0,1009.9,0.77651,34.4,7.6,30.0
2022-06-02 22:00:00,18.5,0.0,39.0,1009.9,0.802444,34.4,7.6,70.0
2022-06-02 23:00:00,18.0,0.0,39.0,1009.0,0.850104,33.9,14.8,80.0
2022-06-03 00:00:00,17.3,0.0,41.0,1008.9,0.811837,32.2,14.8,70.0
2022-06-03 01:00:00,17.7,0.0,46.0,1009.0,0.814258,30.6,22.3,80.0
2022-06-03 02:00:00,18.2,0.0,51.0,1010.3,0.786883,29.4,16.6,60.0
2022-06-03 03:00:00,18.2,0.0,51.0,1010.3,0.751095,29.4,16.6,60.0
2022-06-03 04:00:00,18.2,0.0,58.0,1011.6,0.683379,27.2,16.6,70.0
2022-06-03 05:00:00,18.8,0.0,62.0,1012.7,0.616067,26.7,16.6,80.0
2022-06-03 06:00:00,19.0,0.0,65.0,1012.4,0.546277,26.1,14.8,100.0
2022-06-03 07:00:00,19.0,0.0,65.0,1011.5,0.482884,26.1,11.2,90.0
2022-06-03 08:00:00,19.0,0.0,65.0,1011.5,0.462828,26.1,11.2,90.0
2022-06-03 09:00:00,19.5,0.0,69.0,1011.4,0.43678,25.6,5.4,50.0
2022-06-03 10:00:00,19.4,0.0,71.0,1011.5,0.487148,25.0,11.2,50.0
2022-06-03 11:00:00,19.5,0.0,74.0,1011.7,0.471473,24.4,9.4,70.0
2022-06-03 12:00:00,19.5,0.0,74.0,1011.7,0.483114,24.4,9.4,70.0
2022-06-03 13:00:00,20.1,0.0,67.0,1012.3,0.491989,26.7,11.2,90.0
2022-06-03 14:00:00,19.3,0.0,60.0,1012.6,0.514004,27.8,7.6,90.0
2022-06-03 15:00:00,19.4,0.0,55.0,1012.5,0.548294,29.4,11.2,80.0
2022-06-03 16:00:00,19.5,0.0,50.0,1012.4,0.595436,31.1,5.4,80.0
2022-06-03 17:00:00,19.5,0.0,47.0,1011.8,0.656236,32.2,11.2,10.0
2022-06-03 18:00:00,19.5,0.0,47.0,1011.8,0.636872,32.2,11.2,10.0
2022-06-03 19:00:00,19.0,0.0,43.0,1010.1,0.698709,33.3,11.2,360.0
2022-06-03 20:00:00,18.2,0.0,42.0,1009.6,0.744583,32.8,13.0,70.0
2022-06-03 21:00:00,17.1,0.0,38.0,1008.9,0.753343,33.3,11.2,50.0
2022-06-03 22:00:00,17.1,0.0,38.0,1008.9,0.771323,33.3,11.2,50.0
2022-06-03 23:00:00,17.1,0.0,38.0,1007.9,0.825207,33.3,20.5,80.0
2022-06-04 00:00:00,16.7,0.0,42.0,1008.1,0.822787,31.1,20.5,90.0
2022-06-04 01:00:00,16.2,0.0,45.0,1008.6,0.797314,29.4,16.6,100.0
2022-06-04 02:00:00,16.1,0.0,46.0,1009.2,0.758414,28.9,9.4,70.0
2022-06-04 03:00:00,16.1,0.0,46.0,1009.2,0.713405,28.9,9.4,70.0
2022-06-04 04:00:00,19.0,0.0,61.0,1010.2,0.649723,27.2,13.0,170.0
2022-06-04 05:00:00,17.8,0.0,62.0,1010.5,0.577513,25.6,7.6,150.0
2022-06-04 06:00:00,18.9,0.0,69.0,1010.2,0.512448,25.0,7.6,100.0
2022-06-04 07:00:00,18.9,0.0,69.0,1010.2,0.470263,25.0,7.6,100.0
2022-06-04 08:00:00,19.0,0.0,74.0,1009.7,0.450784,23.9,5.4,110.0
2022-06-04 09:00:00,19.0,0.0,74.0,1010.3,0.434647,23.9,5.4,200.0
2022-06-04 10:00:00,19.4,0.0,71.0,1010.7,0.417819,25.0,7.6,200.0
2022-06-04 11:00:00,19.4,0.0,84.0,1012.1,0.419721,22.2,7.6,340.0
2022-06-04 12:00:00,19.4,2.5,84.0,1012.1,0.377132,22.2,27.7,340.0
2022-06-04 13:00:00,17.7,0.0,71.0,1011.4,0.385777,23.3,0.0,0.0
2022-06-04 14:00:00,17.9,0.0,69.0,1010.4,0.403873,23.9,7.6,110.0
2022-06-04 15:00:00,17.2,0.0,56.0,1010.1,0.420874,26.7,7.6,280.0
2022-06-04 16:00:00,16.8,0.0,45.0,1009.8,0.431362,30.0,7.6,280.0
2022-06-04 17:00:00,16.8,0.0,45.0,1009.8,0.512102,30.0,7.6,170.0
2022-06-04 18:00:00,16.7,0.0,36.0,1008.3,0.580798,33.9,13.0,190.0
2022-06-04 19:00:00,16.3,0.0,35.0,1007.3,0.632319,33.9,7.6,190.0
2022-06-04 20:00:00,16.9,0.0,33.0,1006.5,0.689373,35.6,18.4,180.0
2022-06-04 21:00:00,15.9,0.0,31.0,1005.6,0.754553,35.6,9.4,180.0
2022-06-04 22:00:00,15.9,0.0,31.0,1005.6,0.817888,35.6,9.4,140.0
2022-06-04 23:00:00,15.9,0.0,32.0,1004.5,0.835293,35.0,0.0,0.0
2022-06-05 00:00:00,15.8,0.0,33.0,1004.6,0.819156,34.4,9.4,140.0
2022-06-05 01:00:00,16.9,0.0,40.0,1005.2,0.810224,32.2,18.4,120.0
2022-06-05 02:00:00,20.0,0.0,57.0,1006.3,0.775818,29.4,18.4,120.0
2022-06-05 03:00:00,20.0,0.0,57.0,1006.3,0.742681,29.4,33.5,120.0
2022-06-05 04:00:00,20.0,0.0,69.0,1007.3,0.695424,26.1,14.8,160.0
2022-06-05 05:00:00,20.0,0.0,74.0,1007.1,0.627651,25.0,13.0,140.0
2022-06-05 06:00:00,20.7,0.0,77.0,1006.5,0.565929,25.0,11.2,150.0
2022-06-05 07:00:00,20.7,0.0,77.0,1006.5,0.49879,25.0,11.2,150.0
2022-06-05 08:00:00,20.5,0.0,79.0,1005.7,0.458103,24.4,9.4,180.0
2022-06-05 09:00:00,20.6,0.0,82.0,1005.9,0.425484,23.9,11.2,160.0
2022-06-05 10:00:00,20.6,0.0,85.0,1006.3,0.397994,23.3,7.6,190.0
2022-06-05 11:00:00,20.6,0.0,85.0,1006.7,0.389119,23.3,9.4,170.0
2022-06-05 12:00:00,20.6,0.0,85.0,1006.7,0.361342,23.3,9.4,170.0
2022-06-05 13:00:00,20.0,0.0,69.0,1007.1,0.379495,26.1,11.2,170.0
2022-06-05 14:00:00,18.8,0.0,58.0,1006.8,0.42704,27.8,14.8,170.0
2022-06-05 15:00:00,18.8,0.0,53.0,1006.8,0.489569,29.4,20.5,150.0
2022-06-05 16:00:00,18.0,0.0,44.0,1006.4,0.552098,31.7,16.6,180.0
2022-06-05 17:00:00,18.0,0.0,44.0,1006.4,0.59411,31.7,16.6,180.0
2022-06-05 18:00:00,17.3,0.0,33.0,1004.6,0.654391,36.1,20.5,160.0
2022-06-05 19:00:00,16.8,0.0,32.0,1003.9,0.700611,36.1,18.4,180.0
2022-06-05 20:00:00,15.0,0.0,26.0,1003.2,0.747522,37.8,18.4,180.0
2022-06-05 21:00:00,15.0,0.0,26.0,1003.2,0.789592,37.8,25.9,170.0
2022-06-05 22:00:00,13.1,0.0,23.0,1001.9,0.868834,37.8,31.7,160.0
2022-06-05 23:00:00,14.5,0.0,26.0,1001.7,0.889696,37.2,24.1,160.0
2022-06-06 00:00:00,16.3,0.0,33.0,1002.3,0.893615,35.0,25.9,150.0
2022-06-06 01:00:00,16.2,0.0,37.0,1003.0,0.895228,32.8,25.9,150.0
2022-06-06 02:00:00,16.2,0.0,37.0,1003.0,0.857192,32.8,35.3,150.0
2022-06-06 03:00:00,17.8,0.0,51.0,1004.2,0.811261,28.9,29.5,140.0
2022-06-06 04:00:00,19.3,0.0,64.0,1005.0,0.730348,26.7,27.7,130.0
2022-06-06 05:00:00,20.6,0.0,74.0,1005.3,0.639292,25.6,24.1,140.0
2022-06-06 06:00:00,20.6,0.0,74.0,1005.3,0.589673,25.6,24.1,140.0
2022-06-06 07:00:00,21.1,0.0,82.0,1005.0,0.517865,24.4,18.4,130.0
2022-06-06 08:00:00,21.1,0.0,79.0,1005.0,0.486745,25.0,18.4,150.0
2022-06-06 09:00:00,21.1,0.0,82.0,1004.5,0.466229,24.4,25.9,160.0
2022-06-06 10:00:00,21.1,0.0,82.0,1004.5,0.463578,24.4,25.9,160.0
2022-06-06 11:00:00,21.1,0.0,82.0,1004.8,0.474239,24.4,16.6,160.0
2022-06-06 12:00:00,21.1,0.0,82.0,1004.8,0.484094,24.4,16.6,160.0
2022-06-06 13:00:00,20.7,0.0,72.0,1005.8,0.478965,26.1,22.3,180.0
2022-06-06 14:00:00,20.6,0.0,65.0,1006.1,0.506455,27.8,25.9,190.0
2022-06-06 15:00:00,20.0,0.0,55.0,1005.7,0.535904,30.0,22.3,160.0
2022-06-06 16:00:00,20.0,0.0,55.0,1005.7,0.578147,30.0,22.3,160.0
2022-06-06 17:00:00,19.5,0.0,47.0,1005.3,0.649262,32.2,20.5,160.0
2022-06-06 18:00:00,19.5,0.0,39.0,1003.9,0.69698,35.6,22.3,190.0
2022-06-06 19:00:00,18.8,0.0,33.0,1002.8,0.736342,37.8,27.7,170.0
2022-06-06 20:00:00,18.2,0.0,30.0,1002.2,0.766482,38.9,27.7,150.0
2022-06-06 21:00:00,18.2,0.0,30.0,1002.2,0.801867,38.9,27.7,150.0
2022-06-06 22:00:00,17.0,0.0,27.0,1001.3,0.874885,39.4,20.5,160.0
2022-06-06 23:00:00,17.7,0.0,29.0,1001.3,0.937759,38.9,20.5,160.0
2022-06-07 00:00:00,21.1,0.0,43.0,1002.0,0.976544,35.6,33.5,130.0
2022-06-07 01:00:00,21.1,0.0,52.0,1003.1,0.940929,32.2,31.7,130.0
2022-06-07 02:00:00,21.1,0.0,52.0,1003.1,0.898513,32.2,31.7,130.0
2022-06-07 03:00:00,21.6,0.0,69.0,1005.1,0.845032,27.8,29.5,130.0
2022-06-07 04:00:00,21.0,0.0,71.0,1005.6,0.747176,26.7,29.5,130.0
2022-06-07 05:00:00,21.0,0.0,71.0,1005.6,0.663612,26.7,25.9,160.0
2022-06-07 06:00:00,21.7,0.0,79.0,1005.7,0.600795,25.6,25.9,140.0
2022-06-07 07:00:00,21.7,0.0,82.0,1006.1,0.546335,25.0,16.6,160.0
2022-06-07 08:00:00,21.1,0.0,79.0,1006.3,0.513774,25.0,22.3,170.0
2022-06-07 09:00:00,21.1,0.0,79.0,1006.5,0.489396,25.0,22.3,160.0
2022-06-07 10:00:00,21.1,0.0,76.0,1006.9,0.457642,25.6,14.8,180.0
2022-06-07 11:00:00,21.1,0.0,79.0,1007.4,0.484613,25.0,20.5,170.0
2022-06-07 12:00:00,21.1,0.0,79.0,1007.4,0.481962,25.0,20.5,170.0
2022-06-07 13:00:00,21.1,0.0,79.0,1007.5,0.479772,25.0,25.9,170.0
2022-06-07 14:00:00,21.0,0.0,71.0,1008.3,0.489915,26.7,20.5,180.0
2022-06-07 15:00:00,20.0,0.0,55.0,1008.5,0.532446,30.0,18.4,160.0
2022-06-07 16:00:00,20.0,0.0,55.0,1008.5,0.580798,30.0,18.4,160.0
2022-06-07 17:00:00,18.8,0.0,41.0,1007.9,0.623213,33.9,24.1,170.0
2022-06-07 18:00:00,18.2,0.0,36.0,1007.3,0.703781,35.6,25.9,130.0
2022-06-07 19:00:00,16.6,0.0,28.0,1006.8,0.763485,38.3,20.5,160.0
2022-06-07 20:00:00,15.3,0.0,25.0,1006.2,0.803654,38.9,18.4,170.0
2022-06-07 21:00:00,15.3,0.0,25.0,1006.2,0.799965,38.9,18.4,170.0
2022-06-07 22:00:00,15.9,0.0,26.0,1005.5,0.832008,38.9,27.7,120.0
2022-06-07 23:00:00,17.8,0.0,32.0,1005.5,0.875692,37.2,27.7,120.0
2022-06-08 00:00:00,17.2,0.0,36.0,1006.5,0.928481,34.4,29.5,130.0
2022-06-08 01:00:00,17.2,0.0,36.0,1006.5,0.90174,34.4,29.5,130.0
2022-06-08 02:00:00,20.0,0.0,57.0,1008.2,0.865894,29.4,25.9,130.0
2022-06-08 03:00:00,21.1,0.0,67.0,1009.4,0.807169,27.8,31.7,140.0
2022-06-08 04:00:00,21.7,0.0,74.0,1010.0,0.733114,26.7,29.5,130.0
2022-06-08 05:00:00,21.8,0.0,77.0,1009.8,0.635373,26.1,27.7,150.0
2022-06-08 06:00:00,21.8,0.0,77.0,1009.8,0.569156,26.1,27.7,150.0
2022-06-08 07:00:00,21.1,0.0,76.0,1009.5,0.507722,25.6,18.4,180.0
2022-06-08 08:00:00,21.1,0.0,76.0,1009.6,0.4747,25.6,22.3,180.0
2022-06-08 09:00:00,21.1,0.0,76.0,1010.0,0.454991,25.6,24.1,170.0
2022-06-08 10:00:00,21.1,0.0,76.0,1010.1,0.452974,25.6,20.5,170.0
2022-06-08 11:00:00,21.1,0.0,76.0,1010.1,0.498271,25.6,20.5,170.0
2022-06-08 12:00:00,20.6,0.0,74.0,1010.9,0.488935,25.6,18.4,180.0
2022-06-08 13:00:00,20.7,0.0,72.0,1011.4,0.483748,26.1,20.5,190.0
2022-06-08 14:00:00,20.1,0.0,61.0,1011.0,0.499539,28.3,20.5,190.0
2022-06-08 15:00:00,20.0,0.0,57.0,1010.5,0.529161,29.4,16.6,160.0
2022-06-08 16:00:00,20.0,0.0,57.0,1010.5,0.538497,29.4,16.6,160.0
2022-06-08 17:00:00,19.0,0.0,43.0,1010.9,0.603792,33.3,14.8,210.0
2022-06-08 18:00:00,18.1,0.0,37.0,1010.5,0.652259,35.0,11.2,210.0
2022-06-08 19:00:00,16.8,0.0,32.0,1009.7,0.695367,36.1,14.8,140.0
2022-06-08 20:00:00,17.3,0.0,31.0,1009.6,0.780659,37.2,14.8,140.0
2022-06-08 21:00:00,17.3,0.0,31.0,1009.6,0.854311,37.2,20.5,110.0
2022-06-08 22:00:00,16.7,0.0,29.0,1008.4,0.883587,37.8,20.5,80.0
2022-06-08 23:00:00,16.8,0.0,31.0,1008.4,0.926694,36.7,18.4,80.0
2022-06-09 00:00:00,17.3,0.0,35.0,1009.0,0.922545,35.0,22.3,110.0
2022-06-09 01:00:00,17.8,0.0,41.0,1009.6,0.88497,32.8,14.8,100.0
2022-06-09 02:00:00,17.8,0.0,41.0,1009.6,0.857596,32.8,14.8,100.0
2022-06-09 03:00:00,21.7,0.0,65.0,1011.6,0.812414,28.9,24.1,150.0
2022-06-09 04:00:00,21.6,0.0,69.0,1012.0,0.753631,27.8,20.5,150.0
2022-06-09 05:00:00,21.8,0.0,70.0,1012.0,0.666148,27.8,20.5,150.0
2022-06-09 06:00:00,21.7,0.0,74.0,1012.3,0.614281,26.7,13.0,160.0
2022-06-09 07:00:00,22.1,0.0,76.0,1012.3,0.556362,26.7,18.4,180.0
2022-06-09 08:00:00,22.1,0.0,76.0,1012.3,0.516886,26.7,18.4,180.0
2022-06-09 09:00:00,21.7,0.0,79.0,1012.9,0.489281,25.6,13.0,180.0
2022-06-09 10:00:00,21.7,0.0,79.0,1013.4,0.479541,25.6,9.4,180.0
2022-06-09 11:00:00,21.7,0.0,79.0,1013.4,0.48565,25.6,9.4,180.0
2022-06-09 12:00:00,21.8,0.0,77.0,1015.0,0.474066,26.1,11.2,140.0
2022-06-09 13:00:00,21.7,0.0,72.0,1015.7,0.470493,27.2,9.4,130.0
2022-06-09 14:00:00,20.6,0.0,65.0,1015.8,0.495735,27.8,7.6,140.0
2022-06-09 15:00:00,20.0,0.0,57.0,1015.5,0.517289,29.4,14.8,130.0
2022-06-09 16:00:00,20.0,0.0,57.0,1015.5,0.560281,29.4,14.8,130.0
2022-06-09 17:00:00,19.3,0.0,45.0,1014.9,0.64592,32.8,9.4,170.0
2022-06-09 18:00:00,18.8,0.0,41.0,1013.8,0.673813,33.9,7.6,154.0
2022-06-09 19:00:00,18.8,0.0,41.0,1013.8,0.72666,33.9,7.6,120.0
2022-06-09 20:00:00,17.6,0.0,37.0,1012.9,0.776452,34.4,14.8,120.0
2022-06-09 21:00:00,17.3,0.0,33.0,1011.0,0.81737,36.1,13.0,130.0
2022-06-09 22:00:00,17.3,0.0,32.0,1010.4,0.786077,36.7,20.5,110.0
2022-06-09 23:00:00,16.8,0.0,31.0,1009.9,0.823421,36.7,20.5,150.0
2022-06-10 00:00:00,16.8,0.0,34.0,1010.1,0.912114,35.0,22.3,130.0
2022-06-10 01:00:00,16.8,0.0,34.0,1010.1,0.881628,35.0,22.3,130.0
2022-06-10 02:00:00,20.0,0.0,50.0,1011.1,0.858806,31.7,31.7,150.0
2022-06-10 03:00:00,20.6,0.0,57.0,1011.7,0.823767,30.0,29.5,150.0
2022-06-10 04:00:00,21.8,0.0,68.0,1011.8,0.740606,28.3,29.5,150.0
2022-06-10 05:00:00,22.8,0.0,77.0,1011.9,0.655717,27.2,18.4,160.0
2022-06-10 06:00:00,22.8,0.0,77.0,1011.9,0.593361,27.2,18.4,160.0
2022-06-10 07:00:00,22.2,0.0,79.0,1012.1,0.526395,26.1,11.2,180.0
2022-06-10 08:00:00,22.3,0.0,82.0,1012.8,0.49441,25.6,9.4,160.0
2022-06-10 09:00:00,22.3,0.0,82.0,1012.8,0.458564,25.6,9.4,160.0
2022-06-10 10:00:00,22.9,0.0,88.0,1013.0,0.464096,25.0,13.0,170.0
2022-06-10 11:00:00,22.3,0.0,82.0,1012.3,0.472914,25.6,11.2,190.0
2022-06-10 12:00:00,22.2,0.0,79.0,1012.4,0.469053,26.1,16.6,210.0
2022-06-10 13:00:00,22.2,0.0,74.0,1012.4,0.483921,27.2,14.8,210.0
2022-06-10 14:00:00,21.7,0.0,65.0,1013.0,0.528527,28.9,11.2,210.0
2022-06-10 15:00:00,21.7,0.0,65.0,1013.0,0.560396,28.9,11.2,210.0
2022-06-10 16:00:00,21.1,0.0,52.0,1012.5,0.613128,32.2,7.6,240.0
2022-06-10 17:00:00,21.0,0.0,47.0,1012.0,0.6537,33.9,0.0,0.0
2022-06-10 18:00:00,20.0,0.0,43.0,1011.2,0.70234,34.4,7.6,0.0
2022-06-10 19:00:00,20.0,0.0,43.0,1011.2,0.749078,34.4,7.6,190.0
2022-06-10 20:00:00,18.2,0.0,36.0,1010.1,0.752881,35.6,13.0,190.0
2022-06-10 21:00:00,16.7,0.0,29.0,1008.2,0.797775,37.8,13.0,210.0
2022-06-10 22:00:00,16.7,0.0,29.0,1007.5,0.800023,37.8,13.0,180.0
2022-06-10 23:00:00,15.6,0.0,27.0,1007.2,0.849355,37.8,9.4,200.0
2022-06-11 00:00:00,16.3,0.0,30.0,1007.3,0.910443,36.7,7.6,140.0
2022-06-11 01:00:00,16.3,0.0,30.0,1007.3,0.897764,36.7,7.6,140.0
2022-06-11 02:00:00,20.7,0.0,49.0,1008.4,0.84532,32.8,11.2,140.0
2022-06-11 03:00:00,22.7,0.0,61.0,1009.8,0.825265,31.1,25.9,140.0
2022-06-11 04:00:00,22.7,0.0,65.0,1010.2,0.784578,30.0,16.6,150.0
2022-06-11 05:00:00,22.7,0.0,65.0,1010.2,0.717785,30.0,16.6,150.0
2022-06-11 06:00:00,22.3,0.0,70.0,1010.0,0.651164,28.3,18.4,170.0
2022-06-11 07:00:00,21.7,0.0,72.0,1009.8,0.578147,27.2,11.2,170.0
2022-06-11 08:00:00,21.0,0.0,71.0,1009.7,0.52772,26.7,14.8,190.0
2022-06-11 09:00:00,21.1,0.0,74.0,1009.9,0.479023,26.1,9.4,180.0
2022-06-11 10:00:00,21.1,0.0,74.0,1009.9,0.448479,26.1,9.4,180.0
2022-06-11 11:00:00,21.1,0.0,76.0,1010.1,0.422314,25.6,11.2,180.0
2022-06-11 12:00:00,21.7,0.0,74.0,1010.6,0.403815,26.7,11.2,190.0
2022-06-11 13:00:00,21.1,0.0,67.0,1010.8,0.426579,27.8,16.6,190.0
2022-06-11 14:00:00,20.6,0.0,59.0,1010.9,0.486226,29.4,16.6,190.0
2022-06-11 15:00:00,20.6,0.0,59.0,1010.9,0.545182,29.4,16.6,190.0
2022-06-11 16:00:00,19.4,0.0,44.0,1010.5,0.604714,33.3,11.2,210.0
2022-06-11 17:00:00,18.1,0.0,37.0,1009.8,0.657734,35.0,9.4,200.0
2022-06-11 18:00:00,18.2,0.0,35.0,1009.0,0.726717,36.1,5.4,150.0
2022-06-11 19:00:00,18.2,0.0,35.0,1009.0,0.770113,36.1,5.4,150.0
2022-06-11 20:00:00,14.8,0.0,22.0,1006.6,0.756512,40.6,14.8,130.0
2022-06-11 21:00:00,15.3,0.0,25.0,1006.5,0.810627,38.9,9.4,174.0
2022-06-11 22:00:00,15.1,0.0,24.0,1006.1,0.864223,39.4,7.6,180.0
2022-06-11 23:00:00,14.7,0.0,24.0,1005.7,0.889638,38.9,24.1,130.0
2022-06-12 00:00:00,14.4,0.0,25.0,1005.9,0.939142,37.8,16.6,130.0
