DT,prcp,dwpt,pres,rhum,wdir,temp,wspd
2022-05-31 00:00:00,0.0,16.1,1015.1,52.0,50.0,26.8,14.8
2022-05-31 01:00:00,0.0,15.9,1014.7,51.0,70.0,26.9,22.3
2022-05-31 02:00:00,0.0,15.7,1014.3,50.0,90.0,27.0,18.4
2022-05-31 03:00:00,0.0,16.5,1014.0,55.0,90.0,26.3,22.3
2022-05-31 04:00:00,0.0,16.5,1014.4,59.0,80.0,25.1,18.4
2022-05-31 05:00:00,0.0,16.5,1015.1,64.0,90.0,23.7,11.2
2022-05-31 06:00:00,0.0,16.6,1015.7,70.0,110.0,22.3,9.4
2022-05-31 07:00:00,0.0,16.6,1016.3,74.0,0.0,21.4,0.0
2022-05-31 08:00:00,0.0,16.0,1016.7,78.0,0.0,20.0,0.0
2022-05-31 09:00:00,0.0,15.5,1017.1,83.0,340.0,18.4,5.4
2022-05-31 10:00:00,0.0,15.5,1016.8,84.0,0.0,18.2,0.0
2022-05-31 11:00:00,0.0,16.0,1016.0,83.0,310.0,19.0,7.6
2022-05-31 12:00:00,0.0,15.9,1015.6,82.0,290.0,19.0,7.6
2022-05-31 13:00:00,0.0,16.2,1014.8,81.0,10.0,19.5,7.6
2022-05-31 14:00:00,0.0,16.4,1014.6,83.0,330.0,19.4,5.4
2022-05-31 15:00:00,0.0,16.0,1015.0,83.0,300.0,19.0,7.6
2022-05-31 16:00:00,0.0,15.7,1015.4,84.0,320.0,18.5,7.6
2022-05-31 17:00:00,0.0,17.0,1017.0,69.0,80.0,23.0,9.0
2022-05-31 18:00:00,0.0,16.9,1016.0,69.0,80.0,22.9,9.4
2022-05-31 19:00:00,0.0,16.6,1016.7,62.0,90.0,24.4,9.4
2022-05-31 20:00:00,0.0,16.4,1016.3,55.0,70.0,26.1,16.6
2022-05-31 21:00:00,0.0,16.8,1016.7,55.0,120.0,26.6,16.6
2022-05-31 22:00:00,0.0,17.0,1016.3,54.0,70.0,27.1,11.2
2022-05-31 23:00:00,0.0,17.0,1016.0,54.0,70.0,27.1,18.4
2022-06-01 00:00:00,0.0,18.0,1015.3,57.0,70.0,27.3,22.3
2022-06-01 01:00:00,0.0,18.0,1015.3,58.0,60.0,27.0,31.7
2022-06-01 02:00:00,0.0,17.7,1015.3,58.0,60.0,26.6,29.5
2022-06-01 03:00:00,0.0,16.4,1015.4,58.0,90.0,25.2,22.3
2022-06-01 04:00:00,0.0,16.4,1015.4,58.0,90.0,25.2,22.3
2022-06-01 05:00:00,0.0,16.4,1015.7,64.0,70.0,23.6,18.4
2022-06-01 06:00:00,0.0,16.9,1016.3,68.0,360.0,23.1,7.6
2022-06-01 07:00:00,0.0,17.4,1017.0,74.0,360.0,22.3,5.4
2022-06-01 08:00:00,0.0,17.4,1017.2,75.0,2.0,22.0,7.6
2022-06-01 09:00:00,0.0,16.7,1016.9,78.0,0.0,20.7,0.0
2022-06-01 10:00:00,0.0,16.7,1016.9,78.0,0.0,20.7,0.0
2022-06-01 11:00:00,0.0,17.6,1016.1,78.0,70.0,21.6,9.4
2022-06-01 12:00:00,0.1,16.1,1016.0,82.0,300.0,19.2,5.4
2022-06-01 13:00:00,0.0,17.1,1015.6,83.0,330.0,20.1,7.6
2022-06-01 14:00:00,0.2,17.0,1015.6,83.0,310.0,20.0,7.6
2022-06-01 15:00:00,0.1,16.9,1016.0,85.0,0.0,19.5,0.0
2022-06-01 16:00:00,0.2,18.0,1016.7,88.0,0.0,20.0,0.0
2022-06-01 17:00:00,0.3,18.4,1017.1,88.0,0.0,20.5,0.0
2022-06-01 18:00:00,0.2,17.9,1017.7,70.0,0.0,23.7,0.0
2022-06-01 19:00:00,0.3,17.9,1017.7,70.0,0.0,23.7,0.0
2022-06-01 20:00:00,0.4,17.6,1017.6,64.0,80.0,24.9,16.6
2022-06-01 21:00:00,0.1,18.0,1017.2,60.0,40.0,26.4,13.0
2022-06-01 22:00:00,0.0,16.7,1016.5,52.0,70.0,27.4,14.8
2022-06-01 23:00:00,0.0,16.7,1016.5,52.0,70.0,27.4,14.8
2022-06-02 00:00:00,0.0,16.7,1016.0,52.0,90.0,27.4,14.8
2022-06-02 01:00:00,0.0,16.6,1015.9,52.0,70.0,27.3,20.5
2022-06-02 02:00:00,0.0,17.0,1015.5,55.0,90.0,26.8,20.5
2022-06-02 03:00:00,0.0,16.6,1015.6,56.0,70.0,26.1,13.0
2022-06-02 04:00:00,0.0,16.9,1015.6,60.0,70.0,25.2,14.8
2022-06-02 05:00:00,0.0,16.7,1016.4,65.0,80.0,23.7,11.2
2022-06-02 06:00:00,0.0,16.7,1017.0,68.0,30.0,22.9,7.6
2022-06-02 07:00:00,0.0,16.8,1017.3,70.0,60.0,22.5,5.4
2022-06-02 08:00:00,0.0,16.4,1017.7,77.0,280.0,20.6,5.4
2022-06-02 09:00:00,0.0,17.1,1017.6,76.0,80.0,21.5,9.4
2022-06-02 10:00:00,0.0,16.5,1017.2,78.0,0.0,20.5,0.0
2022-06-02 11:00:00,0.0,15.7,1016.7,80.0,330.0,19.2,5.4
2022-06-02 12:00:00,0.0,15.4,1016.7,80.0,310.0,18.9,5.4
2022-06-02 13:00:00,0.0,15.9,1016.3,83.0,330.0,18.9,7.6
2022-06-02 14:00:00,0.0,15.5,1016.3,80.0,300.0,19.0,5.4
2022-06-02 15:00:00,0.0,15.7,1016.7,84.0,310.0,18.5,9.4
2022-06-02 16:00:00,0.0,16.3,1017.0,81.0,330.0,19.7,7.6
2022-06-02 17:00:00,0.0,16.8,1017.4,81.0,310.0,20.2,7.6
2022-06-02 18:00:00,0.0,17.5,1017.7,72.0,0.0,22.8,0.0
2022-06-02 19:00:00,0.0,17.8,1018.0,69.0,0.0,23.8,0.0
2022-06-02 20:00:00,0.0,19.1,1018.1,74.0,90.0,24.0,13.0
2022-06-02 21:00:00,0.0,18.8,1017.6,66.0,100.0,25.6,14.8
2022-06-02 22:00:00,0.0,18.3,1017.3,61.0,80.0,26.4,24.1
2022-06-02 23:00:00,0.0,18.9,1016.7,62.0,60.0,26.8,24.1
2022-06-03 00:00:00,0.0,19.0,1016.3,60.0,70.0,27.4,18.4
2022-06-03 01:00:00,0.0,18.7,1016.3,63.0,60.0,26.3,16.6
2022-06-03 02:00:00,0.0,18.1,1016.1,63.0,50.0,25.7,11.2
2022-06-03 03:00:00,0.0,18.2,1015.7,66.0,60.0,25.0,18.4
2022-06-03 04:00:00,0.0,17.8,1016.4,69.0,80.0,23.8,13.0
2022-06-03 05:00:00,0.0,17.8,1016.8,72.0,50.0,23.1,7.6
2022-06-03 06:00:00,0.0,17.8,1017.0,73.0,60.0,22.9,5.4
2022-06-03 07:00:00,0.0,17.5,1017.7,72.0,20.0,22.8,5.4
2022-06-03 08:00:00,0.0,17.5,1018.0,74.0,70.0,22.4,5.4
2022-06-03 09:00:00,0.0,17.1,1017.9,74.0,0.0,21.9,0.0
2022-06-03 10:00:00,0.0,16.7,1017.3,80.0,310.0,20.3,9.4
2022-06-03 11:00:00,0.0,17.1,1016.5,78.0,320.0,21.1,5.4
2022-06-03 12:00:00,0.0,16.3,1016.2,82.0,300.0,19.5,9.4
2022-06-03 13:00:00,0.0,16.8,1016.0,83.0,330.0,19.8,5.4
2022-06-03 14:00:00,0.0,15.9,1016.1,84.0,310.0,18.7,7.6
2022-06-03 15:00:00,0.0,16.1,1016.4,83.0,320.0,19.1,7.6
2022-06-03 16:00:00,0.0,15.7,1016.9,83.0,310.0,18.6,5.4
2022-06-03 17:00:00,0.0,16.7,1016.8,79.0,310.0,20.5,7.6
2022-06-03 18:00:00,0.2,16.9,1017.3,68.0,0.0,23.1,0.0
2022-06-03 19:00:00,0.1,17.3,1017.2,64.0,100.0,24.6,5.4
2022-06-03 20:00:00,0.1,16.7,1017.1,55.0,70.0,26.5,5.4
2022-06-03 21:00:00,0.0,17.3,1017.2,58.0,90.0,26.2,14.8
2022-06-03 22:00:00,0.0,17.2,1016.9,53.0,60.0,27.6,13.0
2022-06-03 23:00:00,0.0,17.1,1016.1,52.0,80.0,27.9,13.0
2022-06-04 00:00:00,0.0,17.2,1016.2,52.0,90.0,28.0,11.2
2022-06-04 01:00:00,0.0,17.8,1016.0,57.0,160.0,27.0,14.8
2022-06-04 02:00:00,0.0,17.3,1015.6,53.0,80.0,27.7,16.6
2022-06-04 03:00:00,0.0,16.5,1015.6,54.0,90.0,26.6,14.8
2022-06-04 04:00:00,0.0,16.4,1016.1,56.0,80.0,25.8,18.4
2022-06-04 05:00:00,0.0,16.9,1016.8,66.0,70.0,23.6,13.0
2022-06-04 06:00:00,0.0,16.9,1017.3,72.0,0.0,22.2,0.0
2022-06-04 07:00:00,0.0,17.1,1017.7,74.0,0.0,21.9,0.0
2022-06-04 08:00:00,0.0,16.0,1018.0,79.0,0.0,19.7,0.0
2022-06-04 09:00:00,0.0,16.5,1018.4,81.0,280.0,19.9,7.6
2022-06-04 10:00:00,0.0,16.4,1017.8,72.0,340.0,21.7,5.4
2022-06-04 11:00:00,0.0,15.9,1016.9,71.0,330.0,21.4,7.6
2022-06-04 12:00:00,0.0,15.1,1017.0,78.0,300.0,19.0,9.0
2022-06-04 13:00:00,0.0,14.9,1016.3,79.0,290.0,18.6,7.6
2022-06-04 14:00:00,0.0,15.3,1016.0,79.0,340.0,19.0,7.6
2022-06-04 15:00:00,0.0,14.7,1016.4,79.0,330.0,18.4,5.4
2022-06-04 16:00:00,0.0,15.0,1016.8,79.0,320.0,18.7,9.4
2022-06-04 17:00:00,0.0,16.1,1017.1,77.0,320.0,20.3,5.4
2022-06-04 18:00:00,0.0,16.6,1017.0,68.0,20.0,22.8,5.4
2022-06-04 19:00:00,0.0,16.6,1017.3,62.0,100.0,24.4,14.8
2022-06-04 20:00:00,0.0,15.7,1017.4,55.0,110.0,25.4,11.2
2022-06-04 21:00:00,0.0,15.7,1017.3,52.0,20.0,26.3,9.4
2022-06-04 22:00:00,0.0,15.7,1016.8,47.0,40.0,28.1,11.2
2022-06-04 23:00:00,0.0,15.9,1016.1,49.0,80.0,27.6,11.2
2022-06-05 00:00:00,0.0,16.1,1015.9,48.0,100.0,28.1,11.2
2022-06-05 01:00:00,0.0,16.0,1015.6,49.0,190.0,27.7,9.4
2022-06-05 02:00:00,0.0,15.8,1015.6,52.0,110.0,26.4,13.0
2022-06-05 03:00:00,0.0,16.2,1015.3,53.0,90.0,26.6,5.4
2022-06-05 04:00:00,0.0,16.2,1015.7,56.0,90.0,25.6,16.6
2022-06-05 05:00:00,0.0,16.5,1016.1,64.0,80.0,23.7,14.8
2022-06-05 06:00:00,0.0,15.9,1016.8,68.0,0.0,22.1,0.0
2022-06-05 07:00:00,0.0,14.8,1017.4,73.0,280.0,19.8,9.4
2022-06-05 08:00:00,0.0,15.6,1018.0,75.0,290.0,20.2,5.4
2022-06-05 09:00:00,0.0,15.6,1018.0,78.0,310.0,19.5,9.4
2022-06-05 10:00:00,0.0,15.2,1017.6,80.0,300.0,18.7,11.2
2022-06-05 11:00:00,0.0,15.1,1017.3,80.0,290.0,18.6,11.2
2022-06-05 12:00:00,0.0,15.3,1016.7,82.0,300.0,18.4,11.2
2022-06-05 13:00:00,0.0,14.9,1016.3,81.0,300.0,18.2,9.4
2022-06-05 14:00:00,0.0,14.6,1016.1,82.0,290.0,17.7,11.2
2022-06-05 15:00:00,0.0,14.7,1016.1,81.0,300.0,18.0,9.4
2022-06-05 16:00:00,0.0,15.1,1016.4,81.0,310.0,18.4,7.6
2022-06-05 17:00:00,0.0,16.1,1016.8,79.0,300.0,19.8,7.6
2022-06-05 18:00:00,0.0,16.2,1017.0,67.0,0.0,22.6,0.0
2022-06-05 19:00:00,0.0,16.5,1017.1,60.0,70.0,24.8,9.4
2022-06-05 20:00:00,0.0,16.0,1016.7,54.0,80.0,26.0,13.0
2022-06-05 21:00:00,0.0,16.2,1016.2,50.0,140.0,27.5,11.2
2022-06-05 22:00:00,0.0,16.6,1016.0,51.0,110.0,27.7,18.4
2022-06-05 23:00:00,0.0,16.9,1015.3,50.0,130.0,28.3,16.6
2022-06-06 00:00:00,0.0,17.4,1015.0,53.0,100.0,27.9,13.0
2022-06-06 01:00:00,0.1,18.3,1014.6,55.0,160.0,28.2,16.6
2022-06-06 02:00:00,0.0,18.4,1014.6,57.0,140.0,27.7,7.6
2022-06-06 03:00:00,0.0,18.3,1015.1,60.0,180.0,26.7,9.4
2022-06-06 04:00:00,0.0,18.1,1015.3,59.0,210.0,26.8,9.4
2022-06-06 05:00:00,0.0,18.5,1016.4,69.0,70.0,24.6,13.0
2022-06-06 06:00:00,0.0,18.0,1016.7,73.0,60.0,23.1,9.4
2022-06-06 07:00:00,0.0,18.3,1017.2,77.0,0.0,22.5,0.0
2022-06-06 08:00:00,0.0,18.2,1017.6,77.0,0.0,22.4,0.0
2022-06-06 09:00:00,0.0,17.9,1017.8,80.0,0.0,21.5,0.0
2022-06-06 10:00:00,0.0,17.5,1017.9,84.0,0.0,20.3,0.0
2022-06-06 11:00:00,0.0,17.0,1017.2,85.0,320.0,19.6,5.4
2022-06-06 12:00:00,0.0,16.8,1016.9,82.0,0.0,20.0,0.0
2022-06-06 13:00:00,0.0,16.6,1016.5,84.0,0.0,19.4,0.0
2022-06-06 14:00:00,0.0,15.9,1016.7,86.0,290.0,18.3,5.4
2022-06-06 15:00:00,0.0,16.2,1016.8,87.0,310.0,18.4,7.6
2022-06-06 16:00:00,0.0,16.1,1017.0,86.0,320.0,18.5,5.4
2022-06-06 17:00:00,0.0,17.8,1017.3,84.0,0.0,20.6,0.0
2022-06-06 18:00:00,0.0,17.9,1017.7,72.0,0.0,23.2,0.0
2022-06-06 19:00:00,0.0,16.8,1017.9,62.0,0.0,24.6,0.0
2022-06-06 20:00:00,0.0,16.9,1017.5,53.0,70.0,27.3,9.4
2022-06-06 21:00:00,0.2,16.9,1017.6,54.0,170.0,27.0,7.6
2022-06-06 22:00:00,0.4,17.7,1017.2,53.0,90.0,28.2,9.4
2022-06-06 23:00:00,0.2,17.6,1016.5,54.0,0.0,27.7,0.0
2022-06-07 00:00:00,0.0,18.0,1015.9,54.0,140.0,28.2,7.6
2022-06-07 01:00:00,0.0,18.3,1015.5,56.0,120.0,27.9,5.4
2022-06-07 02:00:00,0.0,19.0,1015.3,59.0,310.0,27.7,14.8
2022-06-07 03:00:00,0.0,18.8,1015.6,59.0,80.0,27.5,14.8
2022-06-07 04:00:00,0.0,18.4,1016.1,63.0,40.0,26.0,18.4
2022-06-07 05:00:00,0.0,18.0,1016.7,67.0,70.0,24.5,14.8
2022-06-07 06:00:00,0.0,17.7,1017.3,71.0,60.0,23.3,9.4
2022-06-07 07:00:00,0.0,17.2,1018.1,75.0,0.0,21.8,0.0
2022-06-07 08:00:00,0.0,16.5,1017.9,81.0,0.0,19.9,0.0
2022-06-07 09:00:00,0.0,16.5,1017.9,81.0,0.0,19.9,0.0
2022-06-07 10:00:00,0.0,16.1,1017.3,85.0,0.0,18.7,0.0
2022-06-07 11:00:00,0.0,16.1,1017.3,85.0,0.0,18.7,0.0
2022-06-07 12:00:00,0.0,15.7,1016.7,84.0,0.0,18.5,0.0
2022-06-07 13:00:00,0.0,15.7,1016.7,84.0,0.0,18.5,0.0
2022-06-07 14:00:00,0.0,15.9,1016.7,86.0,320.0,18.3,5.4
2022-06-07 15:00:00,0.0,16.5,1016.7,84.0,0.0,19.3,0.0
2022-06-07 16:00:00,0.0,16.3,1017.0,84.0,310.0,19.1,5.4
2022-06-07 17:00:00,0.0,17.3,1017.8,84.0,0.0,20.1,0.0
2022-06-07 18:00:00,0.0,17.2,1017.9,62.0,80.0,25.0,7.6
2022-06-07 19:00:00,0.0,17.2,1017.9,62.0,80.0,25.0,7.6
2022-06-07 20:00:00,0.0,18.8,1018.4,74.0,0.0,23.7,0.0
2022-06-07 21:00:00,0.3,17.4,1018.0,55.0,70.0,27.2,13.0
2022-06-07 22:00:00,0.0,17.2,1017.7,55.0,90.0,27.0,24.1
2022-06-07 23:00:00,0.0,16.5,1017.3,50.0,90.0,27.9,20.5
2022-06-08 00:00:00,0.0,16.6,1016.7,52.0,90.0,27.3,22.3
2022-06-08 01:00:00,0.0,16.6,1016.7,52.0,90.0,27.3,22.3
2022-06-08 02:00:00,0.0,17.0,1016.7,56.0,100.0,26.5,22.3
2022-06-08 03:00:00,0.0,17.0,1016.7,56.0,100.0,26.5,22.3
2022-06-08 04:00:00,0.0,17.0,1016.8,60.0,90.0,25.3,18.4
2022-06-08 05:00:00,0.0,17.1,1017.3,69.0,4.0,23.1,14.8
2022-06-08 06:00:00,0.0,17.1,1017.3,69.0,70.0,23.1,13.0
2022-06-08 07:00:00,0.0,16.2,1018.8,80.0,0.0,19.7,0.0
2022-06-08 08:00:00,0.0,16.2,1018.8,80.0,0.0,19.7,0.0
2022-06-08 09:00:00,0.0,16.2,1018.0,85.0,0.0,18.8,0.0
2022-06-08 10:00:00,0.0,16.2,1018.0,85.0,0.0,18.8,0.0
2022-06-08 11:00:00,0.0,15.9,1017.6,83.0,310.0,18.9,5.4
2022-06-08 12:00:00,0.0,16.2,1016.7,83.0,320.0,19.2,9.4
2022-06-08 13:00:00,0.0,16.2,1016.7,83.0,320.0,19.2,9.4
2022-06-08 14:00:00,0.0,16.2,1016.7,81.0,320.0,19.5,7.6
2022-06-08 15:00:00,0.0,16.3,1016.7,80.0,320.0,19.9,7.6
2022-06-08 16:00:00,0.0,16.4,1017.5,85.0,300.0,19.0,7.6
2022-06-08 17:00:00,0.0,16.4,1017.5,85.0,300.0,19.0,7.6
2022-06-08 18:00:00,0.1,16.3,1017.7,57.0,50.0,25.4,9.4
2022-06-08 19:00:00,0.1,16.3,1017.7,57.0,50.0,25.4,9.4
2022-06-08 20:00:00,0.0,16.3,1017.3,54.0,80.0,26.4,22.3
2022-06-08 21:00:00,0.0,15.5,1017.0,48.0,90.0,27.5,14.8
2022-06-08 22:00:00,0.0,16.2,1016.7,50.0,60.0,27.5,20.5
2022-06-08 23:00:00,0.0,16.6,1016.3,51.0,80.0,27.7,22.3
2022-06-09 00:00:00,0.0,16.9,1016.3,51.0,70.0,28.0,18.4
2022-06-09 01:00:00,0.2,17.3,1015.5,53.0,80.0,27.8,18.4
2022-06-09 02:00:00,0.2,17.3,1015.3,55.0,100.0,27.1,14.8
2022-06-09 03:00:00,0.0,17.3,1015.3,55.0,70.0,27.1,14.8
2022-06-09 04:00:00,0.0,17.7,1017.0,68.0,50.0,24.0,14.8
2022-06-09 05:00:00,0.0,17.7,1018.0,68.0,50.0,24.0,14.8
2022-06-09 06:00:00,0.0,17.7,1017.0,71.0,60.0,23.2,13.0
2022-06-09 07:00:00,0.0,17.2,1017.6,71.0,80.0,22.7,9.4
2022-06-09 08:00:00,0.0,17.0,1017.9,72.0,60.0,22.3,5.4
2022-06-09 09:00:00,0.0,16.7,1017.9,80.0,0.0,20.3,0.0
2022-06-09 10:00:00,0.0,16.0,1017.7,84.0,0.0,18.8,0.0
2022-06-09 11:00:00,0.0,15.6,1017.0,85.0,300.0,18.2,5.4
2022-06-09 12:00:00,0.0,15.5,1016.7,86.0,300.0,17.9,5.4
2022-06-09 13:00:00,0.0,15.2,1016.3,86.0,0.0,17.6,0.0
2022-06-09 14:00:00,0.0,15.1,1016.3,84.0,0.0,17.8,0.0
2022-06-09 15:00:00,0.0,15.2,1016.7,84.0,0.0,17.9,0.0
2022-06-09 16:00:00,0.0,16.6,1017.4,83.0,0.0,19.6,0.0
2022-06-09 17:00:00,0.0,16.0,1017.7,64.0,70.0,23.2,5.4
2022-06-09 18:00:00,0.0,16.0,1017.6,57.0,80.0,25.1,9.4
2022-06-09 19:00:00,0.0,16.0,1017.6,57.0,80.0,25.1,9.4
2022-06-09 20:00:00,0.0,15.6,1017.2,49.0,3.0,27.2,5.4
2022-06-09 21:00:00,0.0,15.6,1017.2,49.0,40.0,27.2,11.2
2022-06-09 22:00:00,0.0,14.0,1016.2,41.0,80.0,28.5,20.5
2022-06-09 23:00:00,0.2,14.0,1016.2,41.0,80.0,28.5,20.5
2022-06-10 00:00:00,0.3,15.4,1015.6,46.0,90.0,28.1,25.9
2022-06-10 01:00:00,0.3,15.0,1015.6,45.0,100.0,28.0,20.5
2022-06-10 02:00:00,0.3,17.3,1015.3,53.0,50.0,27.7,20.5
2022-06-10 03:00:00,0.0,16.7,1015.1,55.0,80.0,26.5,20.5
2022-06-10 04:00:00,0.0,17.7,1016.4,66.0,90.0,24.5,22.3
2022-06-10 05:00:00,0.0,17.7,1016.4,66.0,90.0,24.5,22.3
2022-06-10 06:00:00,0.0,17.9,1017.0,72.0,60.0,23.2,14.8
2022-06-10 07:00:00,0.0,17.6,1017.6,74.0,0.0,22.5,0.0
2022-06-10 08:00:00,0.0,17.2,1017.8,75.0,2.0,21.8,0.0
2022-06-10 09:00:00,0.0,17.3,1017.6,79.0,0.0,21.1,0.0
2022-06-10 10:00:00,0.0,17.3,1017.6,79.0,0.0,21.1,0.0
2022-06-10 11:00:00,0.0,17.1,1017.2,83.0,0.0,20.1,0.0
2022-06-10 12:00:00,0.0,18.0,1016.4,78.0,90.0,22.0,9.4
2022-06-10 13:00:00,0.0,15.4,1016.3,81.0,0.0,18.7,0.0
2022-06-10 14:00:00,0.0,15.4,1016.3,81.0,0.0,18.7,0.0
2022-06-10 15:00:00,0.0,15.8,1016.4,85.0,0.0,18.4,0.0
2022-06-10 16:00:00,0.0,14.7,1018.0,83.0,280.0,17.6,7.6
2022-06-10 17:00:00,0.0,16.1,1018.0,64.0,80.0,23.3,9.4
2022-06-10 18:00:00,0.0,15.8,1018.0,57.0,80.0,24.9,14.8
2022-06-10 19:00:00,0.0,15.8,1018.0,57.0,80.0,24.9,14.8
2022-06-10 20:00:00,0.0,16.1,1018.0,52.0,100.0,26.8,20.5
2022-06-10 21:00:00,0.0,16.1,1018.0,52.0,70.0,26.8,20.5
2022-06-10 22:00:00,0.0,16.4,1018.0,49.0,70.0,28.1,22.3
2022-06-10 23:00:00,0.0,16.4,1017.0,49.0,70.0,28.1,22.3
2022-06-11 00:00:00,0.0,17.0,1017.0,52.0,40.0,27.7,16.6
2022-06-11 01:00:00,0.0,16.0,1017.0,51.0,90.0,27.0,18.4
2022-06-11 02:00:00,0.0,17.4,1017.0,59.0,60.0,26.0,11.2
2022-06-11 03:00:00,0.0,17.4,1017.0,59.0,60.0,26.0,11.2
2022-06-11 04:00:00,0.0,17.3,1017.1,67.0,70.0,23.8,14.8
2022-06-11 05:00:00,0.1,17.3,1017.1,67.0,70.0,23.8,14.8
2022-06-11 06:00:00,0.0,16.9,1017.7,68.0,50.0,23.1,13.0
2022-06-11 07:00:00,0.0,16.5,1018.6,71.0,350.0,22.0,7.6
2022-06-11 08:00:00,0.0,16.5,1018.6,71.0,350.0,22.0,7.6
2022-06-11 09:00:00,0.0,15.4,1018.7,77.0,300.0,19.5,5.4
2022-06-11 10:00:00,0.0,16.2,1018.6,80.0,0.0,19.8,0.0
2022-06-11 11:00:00,0.0,17.0,1017.8,72.0,50.0,22.3,9.4
2022-06-11 12:00:00,0.0,16.6,1016.9,72.0,50.0,21.9,9.4
2022-06-11 13:00:00,0.0,16.6,1016.9,73.0,0.0,21.6,0.0
2022-06-11 14:00:00,0.0,16.6,1016.9,73.0,0.0,21.6,0.0
2022-06-11 15:00:00,0.0,16.7,1017.7,84.0,0.0,19.5,0.0
2022-06-11 16:00:00,0.0,17.8,1018.5,83.0,60.0,20.8,9.4
2022-06-11 17:00:00,0.0,17.3,1018.6,68.0,90.0,23.5,7.6
2022-06-11 18:00:00,0.0,17.3,1018.6,68.0,90.0,23.5,7.6
2022-06-11 19:00:00,0.0,17.1,1018.7,64.0,110.0,24.3,11.2
2022-06-11 20:00:00,0.0,17.1,1018.6,57.0,100.0,26.3,18.4
2022-06-11 21:00:00,0.0,16.8,1018.7,55.0,120.0,26.6,14.8
2022-06-11 22:00:00,0.0,15.8,1018.2,48.0,60.0,27.8,18.4
2022-06-11 23:00:00,0.0,16.9,1017.8,51.0,50.0,28.0,20.5
2022-06-12 00:00:00,0.0,17.0,1017.1,51.0,50.0,28.1,18.4
2022-06-12 01:00:00,0.0,16.3,1017.1,49.0,70.0,28.0,16.6
2022-06-12 02:00:00,0.0,16.7,1016.9,52.0,90.0,27.4,22.3
2022-06-12 03:00:00,0.0,16.0,1017.4,53.0,100.0,26.3,18.4
2022-06-12 04:00:00,0.0,16.8,1017.8,59.0,110.0,25.4,18.4
2022-06-12 05:00:00,0.1,16.9,1018.5,63.0,90.0,24.4,18.4
2022-06-12 06:00:00,0.3,17.4,1018.6,66.0,110.0,24.1,18.4
2022-06-12 07:00:00,0.2,17.6,1019.3,67.0,80.0,24.1,14.8
2022-06-12 08:00:00,0.3,18.4,1019.5,73.0,90.0,23.5,14.8
2022-06-12 09:00:00,0.3,19.0,1019.6,81.0,80.0,22.4,18.4
2022-06-12 10:00:00,0.3,18.7,1019.5,81.0,80.0,22.1,18.4
2022-06-12 11:00:00,0.4,18.4,1018.8,80.0,90.0,22.0,7.6
2022-06-12 12:00:00,0.3,18.0,1018.5,78.0,90.0,22.0,7.6
2022-06-12 13:00:00,0.2,18.0,1018.1,83.0,0.0,21.0,0.0
2022-06-12 14:00:00,0.2,18.0,1018.2,83.0,0.0,21.0,0.0
2022-06-12 15:00:00,0.3,17.7,1018.2,77.0,60.0,21.9,7.6
2022-06-12 16:00:00,0.2,17.0,1018.7,79.0,0.0,20.8,0.0
2022-06-12 17:00:00,0.1,18.0,1019.0,80.0,0.0,21.6,0.0
2022-06-12 18:00:00,0.0,18.0,1019.6,69.0,70.0,24.0,7.6
2022-06-12 19:00:00,0.0,17.7,1019.8,63.0,70.0,25.2,16.6
2022-06-12 20:00:00,0.0,17.5,1019.8,57.0,100.0,26.7,20.5
2022-06-12 21:00:00,0.1,17.8,1019.2,55.0,80.0,27.7,24.1
2022-06-12 22:00:00,0.4,17.8,1019.2,55.0,80.0,27.7,24.1
2022-06-12 23:00:00,0.3,19.0,1019.2,58.0,50.0,28.0,25.9
2022-06-13 00:00:00,0.2,18.5,1018.6,59.0,110.0,27.2,24.1
2022-06-13 01:00:00,0.1,19.5,1018.7,71.0,50.0,25.1,13.0
2022-06-13 02:00:00,0.3,18.5,1018.0,69.0,60.0,24.6,16.6
2022-06-13 03:00:00,0.3,18.1,1018.1,68.0,90.0,24.4,11.2
2022-06-13 04:00:00,0.2,18.1,1018.1,68.0,90.0,24.4,11.2
2022-06-13 05:00:00,0.2,18.0,1018.7,69.0,60.0,24.0,13.0
2022-06-13 06:00:00,0.0,17.7,1018.9,69.0,90.0,23.7,14.8
2022-06-13 07:00:00,0.0,17.4,1019.8,67.0,90.0,23.9,14.8
2022-06-13 08:00:00,0.0,18.4,1020.2,72.0,90.0,23.7,11.2
2022-06-13 09:00:00,0.0,18.6,1020.5,77.0,30.0,22.8,11.2
2022-06-13 10:00:00,0.0,18.7,1019.8,78.0,0.0,22.7,0.0
2022-06-13 11:00:00,0.0,18.1,1019.6,82.0,0.0,21.3,0.0
2022-06-13 12:00:00,0.0,18.6,1019.2,79.0,110.0,22.4,7.6
2022-06-13 13:00:00,0.0,18.1,1019.3,76.0,80.0,22.5,18.4
2022-06-13 14:00:00,0.0,18.2,1018.9,82.0,90.0,21.4,9.4
2022-06-13 15:00:00,0.0,17.2,1019.3,72.0,0.0,22.5,0.0
2022-06-13 16:00:00,0.0,16.9,1019.4,71.0,70.0,22.4,9.4
2022-06-13 17:00:00,0.0,17.6,1020.3,67.0,90.0,24.1,18.4
2022-06-13 18:00:00,0.0,17.6,1020.3,67.0,90.0,24.1,18.4
2022-06-13 19:00:00,0.2,17.8,1020.3,65.0,60.0,24.8,14.8
