DT,prcp,dwpt,wspd,rhum,wdir,temp,San_Antonio,pres
2022-05-30 16:00:00,0.0,19.3,35.3,45.0,170.0,32.8,0.578838,1006.0
2022-05-30 17:00:00,0.0,18.9,22.3,44.0,160.0,32.8,0.606616,1005.8
2022-05-30 18:00:00,0.0,18.5,29.5,39.0,180.0,34.4,0.659866,1005.4
2022-05-30 19:00:00,0.0,18.5,29.5,39.0,180.0,34.4,0.668857,1005.4
2022-05-30 20:00:00,0.0,19.1,24.1,38.0,180.0,35.6,0.724931,1004.0
2022-05-30 21:00:00,0.0,17.6,29.5,37.0,150.0,34.4,0.733518,1004.1
2022-05-30 22:00:00,0.0,17.6,29.5,37.0,150.0,34.4,0.795586,1004.1
2022-05-30 23:00:00,0.0,18.3,33.5,41.0,130.0,33.3,0.846992,1003.8
2022-05-31 00:00:00,0.0,18.3,35.3,41.0,150.0,33.3,0.849239,1003.8
2022-05-31 01:00:00,0.0,20.0,37.1,57.0,130.0,29.4,0.834198,1005.6
2022-05-31 02:00:00,0.0,21.1,37.1,67.0,130.0,27.8,0.802386,1006.7
2022-05-31 03:00:00,0.0,21.1,31.7,67.0,140.0,27.8,0.72787,1006.7
2022-05-31 04:00:00,0.0,21.8,33.5,77.0,140.0,26.1,0.646554,1008.3
2022-05-31 05:00:00,0.0,22.2,25.9,79.0,140.0,26.1,0.570367,1008.5
2022-05-31 06:00:00,0.0,22.2,25.9,79.0,130.0,26.1,0.582815,1008.3
2022-05-31 07:00:00,0.0,22.2,25.9,79.0,130.0,26.1,0.542992,1008.3
2022-05-31 08:00:00,0.0,22.2,18.4,79.0,150.0,26.1,0.518845,1008.2
2022-05-31 09:00:00,0.0,21.7,16.6,79.0,150.0,25.6,0.497176,1008.4
2022-05-31 10:00:00,0.0,21.7,14.8,79.0,150.0,25.6,0.470493,1008.6
2022-05-31 11:00:00,0.0,22.3,20.5,82.0,150.0,25.6,0.497464,1009.0
2022-05-31 12:00:00,0.0,22.3,20.5,82.0,150.0,25.6,0.523974,1009.0
2022-05-31 13:00:00,0.0,22.9,25.9,85.0,150.0,25.6,0.505071,1009.0
2022-05-31 14:00:00,0.0,22.1,22.3,65.0,150.0,29.4,0.516252,1009.8
2022-05-31 15:00:00,0.0,21.7,22.3,61.0,150.0,30.0,0.555901,1009.8
2022-05-31 16:00:00,0.0,20.5,31.7,50.0,150.0,32.2,0.56178,1009.5
2022-05-31 17:00:00,0.0,20.5,33.5,50.0,150.0,32.2,0.60967,1009.5
2022-05-31 18:00:00,0.0,19.9,27.7,44.0,150.0,33.9,0.644306,1009.1
2022-05-31 19:00:00,0.0,18.2,25.9,35.0,150.0,36.1,0.694963,1007.9
2022-05-31 20:00:00,0.0,17.8,27.7,34.0,130.0,36.1,0.733114,1007.5
2022-05-31 21:00:00,0.0,17.8,27.7,34.0,130.0,36.1,0.792704,1007.2
2022-05-31 22:00:00,0.0,17.7,29.5,36.0,130.0,35.0,0.826418,1007.0
2022-05-31 23:00:00,0.0,17.7,29.5,36.0,130.0,35.0,0.866759,1007.0
2022-06-01 00:00:00,0.0,19.3,35.3,48.0,120.0,31.7,0.852063,1007.9
2022-06-01 01:00:00,0.0,20.0,27.7,55.0,130.0,30.0,0.805037,1008.6
2022-06-01 02:00:00,0.0,20.6,29.5,63.0,130.0,28.3,0.793684,1009.8
2022-06-01 03:00:00,0.0,20.6,29.5,63.0,130.0,28.3,0.72787,1009.8
2022-06-01 04:00:00,0.0,21.0,25.9,71.0,130.0,26.7,0.662575,1010.9
2022-06-01 05:00:00,0.0,21.7,22.3,79.0,140.0,25.6,0.590883,1011.1
2022-06-01 06:00:00,0.0,22.3,22.3,82.0,140.0,25.6,0.509509,1010.8
2022-06-01 07:00:00,0.0,22.3,24.1,82.0,150.0,25.6,0.487782,1010.8
2022-06-01 08:00:00,0.0,22.3,24.1,82.0,150.0,25.6,0.465307,1010.8
2022-06-01 09:00:00,0.0,22.3,16.6,82.0,150.0,25.6,0.448479,1011.0
2022-06-01 10:00:00,0.0,22.3,16.6,82.0,150.0,25.6,0.498041,1011.0
2022-06-01 11:00:00,0.0,22.3,16.6,82.0,140.0,25.6,0.52432,1011.3
2022-06-01 12:00:00,0.0,22.9,13.0,85.0,150.0,25.6,0.526049,1011.6
2022-06-01 13:00:00,0.0,22.9,13.0,85.0,150.0,25.6,0.523744,1011.6
2022-06-01 14:00:00,0.0,22.9,18.4,70.0,120.0,28.9,0.5219,1012.3
2022-06-01 15:00:00,0.0,22.1,13.0,65.0,160.0,29.4,0.537748,1012.2
2022-06-01 16:00:00,0.0,21.6,14.8,57.0,140.0,31.1,0.578492,1011.8
2022-06-01 17:00:00,0.0,21.6,14.8,57.0,140.0,31.1,0.571923,1011.8
2022-06-01 18:00:00,0.0,19.4,16.6,40.0,140.0,35.0,0.64494,1010.2
2022-06-01 19:00:00,0.0,18.2,20.5,36.0,130.0,35.6,0.66148,1009.3
2022-06-01 20:00:00,0.0,18.3,18.4,34.0,110.0,36.7,0.714615,1009.0
2022-06-01 21:00:00,0.0,22.3,18.4,56.0,110.0,32.2,0.791436,1009.3
2022-06-01 22:00:00,0.0,22.3,27.7,56.0,100.0,32.2,0.857019,1009.3
2022-06-01 23:00:00,0.0,21.1,35.3,52.0,100.0,32.2,0.882895,1007.6
2022-06-02 00:00:00,0.0,20.5,25.9,55.0,100.0,30.6,0.863301,1007.8
2022-06-02 01:00:00,0.0,19.4,25.9,53.0,100.0,30.0,0.838117,1009.6
2022-06-02 02:00:00,0.0,19.4,33.5,53.0,130.0,30.0,0.796508,1009.6
2022-06-02 03:00:00,0.0,20.1,18.4,63.0,140.0,27.8,0.72908,1012.6
2022-06-02 04:00:00,0.0,20.5,24.1,69.0,140.0,26.7,0.642059,1012.3
2022-06-02 05:00:00,0.0,20.5,24.1,69.0,140.0,26.7,0.564258,1012.3
2022-06-02 06:00:00,0.0,21.1,20.5,74.0,170.0,26.1,0.5287,1012.5
2022-06-02 07:00:00,0.0,21.1,14.8,76.0,170.0,25.6,0.472453,1012.6
2022-06-02 08:00:00,0.0,21.1,13.0,79.0,160.0,25.0,0.447268,1011.9
2022-06-02 09:00:00,0.0,21.1,13.0,82.0,170.0,24.4,0.437125,1011.6
2022-06-02 10:00:00,0.0,21.1,11.2,82.0,200.0,24.4,0.480809,1012.0
2022-06-02 11:00:00,0.0,21.1,11.2,82.0,200.0,24.4,0.47107,1012.0
2022-06-02 12:00:00,0.0,21.7,11.2,85.0,190.0,24.4,0.475507,1011.9
2022-06-02 13:00:00,0.0,21.7,0.0,79.0,0.0,25.6,0.468073,1013.2
2022-06-02 14:00:00,0.0,20.1,13.0,65.0,210.0,27.2,0.493718,1013.8
2022-06-02 15:00:00,0.0,20.1,7.6,59.0,210.0,28.9,0.498674,1013.9
2022-06-02 16:00:00,0.0,18.8,9.4,48.0,90.0,31.1,0.564373,1013.5
2022-06-02 17:00:00,0.0,18.8,9.4,48.0,90.0,31.1,0.593649,1013.5
2022-06-02 18:00:00,0.0,18.9,20.5,44.0,70.0,32.8,0.636353,1013.2
2022-06-02 19:00:00,0.0,20.1,7.6,49.0,60.0,32.2,0.725046,1011.6
2022-06-02 20:00:00,0.0,18.9,11.2,40.0,30.0,34.4,0.742047,1010.7
2022-06-02 21:00:00,0.0,18.5,7.6,39.0,30.0,34.4,0.77651,1009.9
2022-06-02 22:00:00,0.0,18.5,7.6,39.0,70.0,34.4,0.802444,1009.9
2022-06-02 23:00:00,0.0,18.0,14.8,39.0,80.0,33.9,0.850104,1009.0
2022-06-03 00:00:00,0.0,17.3,14.8,41.0,70.0,32.2,0.811837,1008.9
2022-06-03 01:00:00,0.0,17.7,22.3,46.0,80.0,30.6,0.814258,1009.0
2022-06-03 02:00:00,0.0,18.2,16.6,51.0,60.0,29.4,0.786883,1010.3
2022-06-03 03:00:00,0.0,18.2,16.6,51.0,60.0,29.4,0.751095,1010.3
2022-06-03 04:00:00,0.0,18.2,16.6,58.0,70.0,27.2,0.683379,1011.6
2022-06-03 05:00:00,0.0,18.8,16.6,62.0,80.0,26.7,0.616067,1012.7
2022-06-03 06:00:00,0.0,19.0,14.8,65.0,100.0,26.1,0.546277,1012.4
2022-06-03 07:00:00,0.0,19.0,11.2,65.0,90.0,26.1,0.482884,1011.5
2022-06-03 08:00:00,0.0,19.0,11.2,65.0,90.0,26.1,0.462828,1011.5
2022-06-03 09:00:00,0.0,19.5,5.4,69.0,50.0,25.6,0.43678,1011.4
2022-06-03 10:00:00,0.0,19.4,11.2,71.0,50.0,25.0,0.487148,1011.5
2022-06-03 11:00:00,0.0,19.5,9.4,74.0,70.0,24.4,0.471473,1011.7
2022-06-03 12:00:00,0.0,19.5,9.4,74.0,70.0,24.4,0.483114,1011.7
2022-06-03 13:00:00,0.0,20.1,11.2,67.0,90.0,26.7,0.491989,1012.3
2022-06-03 14:00:00,0.0,19.3,7.6,60.0,90.0,27.8,0.514004,1012.6
2022-06-03 15:00:00,0.0,19.4,11.2,55.0,80.0,29.4,0.548294,1012.5
2022-06-03 16:00:00,0.0,19.5,5.4,50.0,80.0,31.1,0.595436,1012.4
2022-06-03 17:00:00,0.0,19.5,11.2,47.0,10.0,32.2,0.656236,1011.8
2022-06-03 18:00:00,0.0,19.5,11.2,47.0,10.0,32.2,0.636872,1011.8
2022-06-03 19:00:00,0.0,19.0,11.2,43.0,360.0,33.3,0.698709,1010.1
2022-06-03 20:00:00,0.0,18.2,13.0,42.0,70.0,32.8,0.744583,1009.6
2022-06-03 21:00:00,0.0,17.1,11.2,38.0,50.0,33.3,0.753343,1008.9
2022-06-03 22:00:00,0.0,17.1,11.2,38.0,50.0,33.3,0.771323,1008.9
2022-06-03 23:00:00,0.0,17.1,20.5,38.0,80.0,33.3,0.825207,1007.9
2022-06-04 00:00:00,0.0,16.7,20.5,42.0,90.0,31.1,0.822787,1008.1
2022-06-04 01:00:00,0.0,16.2,16.6,45.0,100.0,29.4,0.797314,1008.6
2022-06-04 02:00:00,0.0,16.1,9.4,46.0,70.0,28.9,0.758414,1009.2
2022-06-04 03:00:00,0.0,16.1,9.4,46.0,70.0,28.9,0.713405,1009.2
2022-06-04 04:00:00,0.0,19.0,13.0,61.0,170.0,27.2,0.649723,1010.2
2022-06-04 05:00:00,0.0,17.8,7.6,62.0,150.0,25.6,0.577513,1010.5
2022-06-04 06:00:00,0.0,18.9,7.6,69.0,100.0,25.0,0.512448,1010.2
2022-06-04 07:00:00,0.0,18.9,7.6,69.0,100.0,25.0,0.470263,1010.2
2022-06-04 08:00:00,0.0,19.0,5.4,74.0,110.0,23.9,0.450784,1009.7
2022-06-04 09:00:00,0.0,19.0,5.4,74.0,200.0,23.9,0.434647,1010.3
2022-06-04 10:00:00,0.0,19.4,7.6,71.0,200.0,25.0,0.417819,1010.7
2022-06-04 11:00:00,0.0,19.4,7.6,84.0,340.0,22.2,0.419721,1012.1
2022-06-04 12:00:00,2.5,19.4,27.7,84.0,340.0,22.2,0.377132,1012.1
2022-06-04 13:00:00,0.0,17.7,0.0,71.0,0.0,23.3,0.385777,1011.4
2022-06-04 14:00:00,0.0,17.9,7.6,69.0,110.0,23.9,0.403873,1010.4
2022-06-04 15:00:00,0.0,17.2,7.6,56.0,280.0,26.7,0.420874,1010.1
2022-06-04 16:00:00,0.0,16.8,7.6,45.0,280.0,30.0,0.431362,1009.8
2022-06-04 17:00:00,0.0,16.8,7.6,45.0,170.0,30.0,0.512102,1009.8
2022-06-04 18:00:00,0.0,16.7,13.0,36.0,190.0,33.9,0.580798,1008.3
2022-06-04 19:00:00,0.0,16.3,7.6,35.0,190.0,33.9,0.632319,1007.3
2022-06-04 20:00:00,0.0,16.9,18.4,33.0,180.0,35.6,0.689373,1006.5
2022-06-04 21:00:00,0.0,15.9,9.4,31.0,180.0,35.6,0.754553,1005.6
2022-06-04 22:00:00,0.0,15.9,9.4,31.0,140.0,35.6,0.817888,1005.6
2022-06-04 23:00:00,0.0,15.9,0.0,32.0,0.0,35.0,0.835293,1004.5
2022-06-05 00:00:00,0.0,15.8,9.4,33.0,140.0,34.4,0.819156,1004.6
2022-06-05 01:00:00,0.0,16.9,18.4,40.0,120.0,32.2,0.810224,1005.2
2022-06-05 02:00:00,0.0,20.0,18.4,57.0,120.0,29.4,0.775818,1006.3
2022-06-05 03:00:00,0.0,20.0,33.5,57.0,120.0,29.4,0.742681,1006.3
2022-06-05 04:00:00,0.0,20.0,14.8,69.0,160.0,26.1,0.695424,1007.3
2022-06-05 05:00:00,0.0,20.0,13.0,74.0,140.0,25.0,0.627651,1007.1
2022-06-05 06:00:00,0.0,20.7,11.2,77.0,150.0,25.0,0.565929,1006.5
2022-06-05 07:00:00,0.0,20.7,11.2,77.0,150.0,25.0,0.49879,1006.5
2022-06-05 08:00:00,0.0,20.5,9.4,79.0,180.0,24.4,0.458103,1005.7
2022-06-05 09:00:00,0.0,20.6,11.2,82.0,160.0,23.9,0.425484,1005.9
2022-06-05 10:00:00,0.0,20.6,7.6,85.0,190.0,23.3,0.397994,1006.3
2022-06-05 11:00:00,0.0,20.6,9.4,85.0,170.0,23.3,0.389119,1006.7
2022-06-05 12:00:00,0.0,20.6,9.4,85.0,170.0,23.3,0.361342,1006.7
2022-06-05 13:00:00,0.0,20.0,11.2,69.0,170.0,26.1,0.379495,1007.1
2022-06-05 14:00:00,0.0,18.8,14.8,58.0,170.0,27.8,0.42704,1006.8
2022-06-05 15:00:00,0.0,18.8,20.5,53.0,150.0,29.4,0.489569,1006.8
2022-06-05 16:00:00,0.0,18.0,16.6,44.0,180.0,31.7,0.552098,1006.4
2022-06-05 17:00:00,0.0,18.0,16.6,44.0,180.0,31.7,0.59411,1006.4
2022-06-05 18:00:00,0.0,17.3,20.5,33.0,160.0,36.1,0.654391,1004.6
2022-06-05 19:00:00,0.0,16.8,18.4,32.0,180.0,36.1,0.700611,1003.9
2022-06-05 20:00:00,0.0,15.0,18.4,26.0,180.0,37.8,0.747522,1003.2
2022-06-05 21:00:00,0.0,15.0,25.9,26.0,170.0,37.8,0.789592,1003.2
2022-06-05 22:00:00,0.0,13.1,31.7,23.0,160.0,37.8,0.868834,1001.9
2022-06-05 23:00:00,0.0,14.5,24.1,26.0,160.0,37.2,0.889696,1001.7
2022-06-06 00:00:00,0.0,16.3,25.9,33.0,150.0,35.0,0.893615,1002.3
2022-06-06 01:00:00,0.0,16.2,25.9,37.0,150.0,32.8,0.895228,1003.0
2022-06-06 02:00:00,0.0,16.2,35.3,37.0,150.0,32.8,0.857192,1003.0
2022-06-06 03:00:00,0.0,17.8,29.5,51.0,140.0,28.9,0.811261,1004.2
2022-06-06 04:00:00,0.0,19.3,27.7,64.0,130.0,26.7,0.730348,1005.0
2022-06-06 05:00:00,0.0,20.6,24.1,74.0,140.0,25.6,0.639292,1005.3
2022-06-06 06:00:00,0.0,20.6,24.1,74.0,140.0,25.6,0.589673,1005.3
2022-06-06 07:00:00,0.0,21.1,18.4,82.0,130.0,24.4,0.517865,1005.0
2022-06-06 08:00:00,0.0,21.1,18.4,79.0,150.0,25.0,0.486745,1005.0
2022-06-06 09:00:00,0.0,21.1,25.9,82.0,160.0,24.4,0.466229,1004.5
2022-06-06 10:00:00,0.0,21.1,25.9,82.0,160.0,24.4,0.463578,1004.5
2022-06-06 11:00:00,0.0,21.1,16.6,82.0,160.0,24.4,0.474239,1004.8
2022-06-06 12:00:00,0.0,21.1,16.6,82.0,160.0,24.4,0.484094,1004.8
2022-06-06 13:00:00,0.0,20.7,22.3,72.0,180.0,26.1,0.478965,1005.8
2022-06-06 14:00:00,0.0,20.6,25.9,65.0,190.0,27.8,0.506455,1006.1
2022-06-06 15:00:00,0.0,20.0,22.3,55.0,160.0,30.0,0.535904,1005.7
2022-06-06 16:00:00,0.0,20.0,22.3,55.0,160.0,30.0,0.578147,1005.7
2022-06-06 17:00:00,0.0,19.5,20.5,47.0,160.0,32.2,0.649262,1005.3
2022-06-06 18:00:00,0.0,19.5,22.3,39.0,190.0,35.6,0.69698,1003.9
2022-06-06 19:00:00,0.0,18.8,27.7,33.0,170.0,37.8,0.736342,1002.8
2022-06-06 20:00:00,0.0,18.2,27.7,30.0,150.0,38.9,0.766482,1002.2
2022-06-06 21:00:00,0.0,18.2,27.7,30.0,150.0,38.9,0.801867,1002.2
2022-06-06 22:00:00,0.0,17.0,20.5,27.0,160.0,39.4,0.874885,1001.3
2022-06-06 23:00:00,0.0,17.7,20.5,29.0,160.0,38.9,0.937759,1001.3
2022-06-07 00:00:00,0.0,21.1,33.5,43.0,130.0,35.6,0.976544,1002.0
2022-06-07 01:00:00,0.0,21.1,31.7,52.0,130.0,32.2,0.940929,1003.1
2022-06-07 02:00:00,0.0,21.1,31.7,52.0,130.0,32.2,0.898513,1003.1
2022-06-07 03:00:00,0.0,21.6,29.5,69.0,130.0,27.8,0.845032,1005.1
2022-06-07 04:00:00,0.0,21.0,29.5,71.0,130.0,26.7,0.747176,1005.6
2022-06-07 05:00:00,0.0,21.0,25.9,71.0,160.0,26.7,0.663612,1005.6
2022-06-07 06:00:00,0.0,21.7,25.9,79.0,140.0,25.6,0.600795,1005.7
2022-06-07 07:00:00,0.0,21.7,16.6,82.0,160.0,25.0,0.546335,1006.1
2022-06-07 08:00:00,0.0,21.1,22.3,79.0,170.0,25.0,0.513774,1006.3
2022-06-07 09:00:00,0.0,21.1,22.3,79.0,160.0,25.0,0.489396,1006.5
2022-06-07 10:00:00,0.0,21.1,14.8,76.0,180.0,25.6,0.457642,1006.9
2022-06-07 11:00:00,0.0,21.1,20.5,79.0,170.0,25.0,0.484613,1007.4
2022-06-07 12:00:00,0.0,21.1,20.5,79.0,170.0,25.0,0.481962,1007.4
2022-06-07 13:00:00,0.0,21.1,25.9,79.0,170.0,25.0,0.479772,1007.5
2022-06-07 14:00:00,0.0,21.0,20.5,71.0,180.0,26.7,0.489915,1008.3
2022-06-07 15:00:00,0.0,20.0,18.4,55.0,160.0,30.0,0.532446,1008.5
2022-06-07 16:00:00,0.0,20.0,18.4,55.0,160.0,30.0,0.580798,1008.5
2022-06-07 17:00:00,0.0,18.8,24.1,41.0,170.0,33.9,0.623213,1007.9
2022-06-07 18:00:00,0.0,18.2,25.9,36.0,130.0,35.6,0.703781,1007.3
2022-06-07 19:00:00,0.0,16.6,20.5,28.0,160.0,38.3,0.763485,1006.8
2022-06-07 20:00:00,0.0,15.3,18.4,25.0,170.0,38.9,0.803654,1006.2
2022-06-07 21:00:00,0.0,15.3,18.4,25.0,170.0,38.9,0.799965,1006.2
2022-06-07 22:00:00,0.0,15.9,27.7,26.0,120.0,38.9,0.832008,1005.5
2022-06-07 23:00:00,0.0,17.8,27.7,32.0,120.0,37.2,0.875692,1005.5
2022-06-08 00:00:00,0.0,17.2,29.5,36.0,130.0,34.4,0.928481,1006.5
2022-06-08 01:00:00,0.0,17.2,29.5,36.0,130.0,34.4,0.90174,1006.5
2022-06-08 02:00:00,0.0,20.0,25.9,57.0,130.0,29.4,0.865894,1008.2
2022-06-08 03:00:00,0.0,21.1,31.7,67.0,140.0,27.8,0.807169,1009.4
2022-06-08 04:00:00,0.0,21.7,29.5,74.0,130.0,26.7,0.733114,1010.0
2022-06-08 05:00:00,0.0,21.8,27.7,77.0,150.0,26.1,0.635373,1009.8
2022-06-08 06:00:00,0.0,21.8,27.7,77.0,150.0,26.1,0.569156,1009.8
2022-06-08 07:00:00,0.0,21.1,18.4,76.0,180.0,25.6,0.507722,1009.5
2022-06-08 08:00:00,0.0,21.1,22.3,76.0,180.0,25.6,0.4747,1009.6
2022-06-08 09:00:00,0.0,21.1,24.1,76.0,170.0,25.6,0.454991,1010.0
2022-06-08 10:00:00,0.0,21.1,20.5,76.0,170.0,25.6,0.452974,1010.1
2022-06-08 11:00:00,0.0,21.1,20.5,76.0,170.0,25.6,0.498271,1010.1
2022-06-08 12:00:00,0.0,20.6,18.4,74.0,180.0,25.6,0.488935,1010.9
2022-06-08 13:00:00,0.0,20.7,20.5,72.0,190.0,26.1,0.483748,1011.4
2022-06-08 14:00:00,0.0,20.1,20.5,61.0,190.0,28.3,0.499539,1011.0
2022-06-08 15:00:00,0.0,20.0,16.6,57.0,160.0,29.4,0.529161,1010.5
2022-06-08 16:00:00,0.0,20.0,16.6,57.0,160.0,29.4,0.538497,1010.5
2022-06-08 17:00:00,0.0,19.0,14.8,43.0,210.0,33.3,0.603792,1010.9
2022-06-08 18:00:00,0.0,18.1,11.2,37.0,210.0,35.0,0.652259,1010.5
2022-06-08 19:00:00,0.0,16.8,14.8,32.0,140.0,36.1,0.695367,1009.7
2022-06-08 20:00:00,0.0,17.3,14.8,31.0,140.0,37.2,0.780659,1009.6
2022-06-08 21:00:00,0.0,17.3,20.5,31.0,110.0,37.2,0.854311,1009.6
2022-06-08 22:00:00,0.0,16.7,20.5,29.0,80.0,37.8,0.883587,1008.4
2022-06-08 23:00:00,0.0,16.8,18.4,31.0,80.0,36.7,0.926694,1008.4
2022-06-09 00:00:00,0.0,17.3,22.3,35.0,110.0,35.0,0.922545,1009.0
2022-06-09 01:00:00,0.0,17.8,14.8,41.0,100.0,32.8,0.88497,1009.6
2022-06-09 02:00:00,0.0,17.8,14.8,41.0,100.0,32.8,0.857596,1009.6
2022-06-09 03:00:00,0.0,21.7,24.1,65.0,150.0,28.9,0.812414,1011.6
2022-06-09 04:00:00,0.0,21.6,20.5,69.0,150.0,27.8,0.753631,1012.0
2022-06-09 05:00:00,0.0,21.8,20.5,70.0,150.0,27.8,0.666148,1012.0
2022-06-09 06:00:00,0.0,21.7,13.0,74.0,160.0,26.7,0.614281,1012.3
2022-06-09 07:00:00,0.0,22.1,18.4,76.0,180.0,26.7,0.556362,1012.3
2022-06-09 08:00:00,0.0,22.1,18.4,76.0,180.0,26.7,0.516886,1012.3
2022-06-09 09:00:00,0.0,21.7,13.0,79.0,180.0,25.6,0.489281,1012.9
2022-06-09 10:00:00,0.0,21.7,9.4,79.0,180.0,25.6,0.479541,1013.4
2022-06-09 11:00:00,0.0,21.7,9.4,79.0,180.0,25.6,0.48565,1013.4
2022-06-09 12:00:00,0.0,21.8,11.2,77.0,140.0,26.1,0.474066,1015.0
2022-06-09 13:00:00,0.0,21.7,9.4,72.0,130.0,27.2,0.470493,1015.7
2022-06-09 14:00:00,0.0,20.6,7.6,65.0,140.0,27.8,0.495735,1015.8
2022-06-09 15:00:00,0.0,20.0,14.8,57.0,130.0,29.4,0.517289,1015.5
2022-06-09 16:00:00,0.0,20.0,14.8,57.0,130.0,29.4,0.560281,1015.5
2022-06-09 17:00:00,0.0,19.3,9.4,45.0,170.0,32.8,0.64592,1014.9
2022-06-09 18:00:00,0.0,18.8,7.6,41.0,154.0,33.9,0.673813,1013.8
2022-06-09 19:00:00,0.0,18.8,7.6,41.0,120.0,33.9,0.72666,1013.8
2022-06-09 20:00:00,0.0,17.6,14.8,37.0,120.0,34.4,0.776452,1012.9
2022-06-09 21:00:00,0.0,17.3,13.0,33.0,130.0,36.1,0.81737,1011.0
2022-06-09 22:00:00,0.0,17.3,20.5,32.0,110.0,36.7,0.786077,1010.4
2022-06-09 23:00:00,0.0,16.8,20.5,31.0,150.0,36.7,0.823421,1009.9
2022-06-10 00:00:00,0.0,16.8,22.3,34.0,130.0,35.0,0.912114,1010.1
2022-06-10 01:00:00,0.0,16.8,22.3,34.0,130.0,35.0,0.881628,1010.1
2022-06-10 02:00:00,0.0,20.0,31.7,50.0,150.0,31.7,0.858806,1011.1
2022-06-10 03:00:00,0.0,20.6,29.5,57.0,150.0,30.0,0.823767,1011.7
2022-06-10 04:00:00,0.0,21.8,29.5,68.0,150.0,28.3,0.740606,1011.8
2022-06-10 05:00:00,0.0,22.8,18.4,77.0,160.0,27.2,0.655717,1011.9
2022-06-10 06:00:00,0.0,22.8,18.4,77.0,160.0,27.2,0.593361,1011.9
2022-06-10 07:00:00,0.0,22.2,11.2,79.0,180.0,26.1,0.526395,1012.1
2022-06-10 08:00:00,0.0,22.3,9.4,82.0,160.0,25.6,0.49441,1012.8
2022-06-10 09:00:00,0.0,22.3,9.4,82.0,160.0,25.6,0.458564,1012.8
2022-06-10 10:00:00,0.0,22.9,13.0,88.0,170.0,25.0,0.464096,1013.0
2022-06-10 11:00:00,0.0,22.3,11.2,82.0,190.0,25.6,0.472914,1012.3
2022-06-10 12:00:00,0.0,22.2,16.6,79.0,210.0,26.1,0.469053,1012.4
2022-06-10 13:00:00,0.0,22.2,14.8,74.0,210.0,27.2,0.483921,1012.4
2022-06-10 14:00:00,0.0,21.7,11.2,65.0,210.0,28.9,0.528527,1013.0
2022-06-10 15:00:00,0.0,21.7,11.2,65.0,210.0,28.9,0.560396,1013.0
2022-06-10 16:00:00,0.0,21.1,7.6,52.0,240.0,32.2,0.613128,1012.5
2022-06-10 17:00:00,0.0,21.0,0.0,47.0,0.0,33.9,0.6537,1012.0
2022-06-10 18:00:00,0.0,20.0,7.6,43.0,0.0,34.4,0.70234,1011.2
2022-06-10 19:00:00,0.0,20.0,7.6,43.0,190.0,34.4,0.749078,1011.2
2022-06-10 20:00:00,0.0,18.2,13.0,36.0,190.0,35.6,0.752881,1010.1
2022-06-10 21:00:00,0.0,16.7,13.0,29.0,210.0,37.8,0.797775,1008.2
2022-06-10 22:00:00,0.0,16.7,13.0,29.0,180.0,37.8,0.800023,1007.5
2022-06-10 23:00:00,0.0,15.6,9.4,27.0,200.0,37.8,0.849355,1007.2
2022-06-11 00:00:00,0.0,16.3,7.6,30.0,140.0,36.7,0.910443,1007.3
2022-06-11 01:00:00,0.0,16.3,7.6,30.0,140.0,36.7,0.897764,1007.3
2022-06-11 02:00:00,0.0,20.7,11.2,49.0,140.0,32.8,0.84532,1008.4
2022-06-11 03:00:00,0.0,22.7,25.9,61.0,140.0,31.1,0.825265,1009.8
2022-06-11 04:00:00,0.0,22.7,16.6,65.0,150.0,30.0,0.784578,1010.2
2022-06-11 05:00:00,0.0,22.7,16.6,65.0,150.0,30.0,0.717785,1010.2
2022-06-11 06:00:00,0.0,22.3,18.4,70.0,170.0,28.3,0.651164,1010.0
2022-06-11 07:00:00,0.0,21.7,11.2,72.0,170.0,27.2,0.578147,1009.8
2022-06-11 08:00:00,0.0,21.0,14.8,71.0,190.0,26.7,0.52772,1009.7
2022-06-11 09:00:00,0.0,21.1,9.4,74.0,180.0,26.1,0.479023,1009.9
2022-06-11 10:00:00,0.0,21.1,9.4,74.0,180.0,26.1,0.448479,1009.9
2022-06-11 11:00:00,0.0,21.1,11.2,76.0,180.0,25.6,0.422314,1010.1
2022-06-11 12:00:00,0.0,21.7,11.2,74.0,190.0,26.7,0.403815,1010.6
2022-06-11 13:00:00,0.0,21.1,16.6,67.0,190.0,27.8,0.426579,1010.8
2022-06-11 14:00:00,0.0,20.6,16.6,59.0,190.0,29.4,0.486226,1010.9
2022-06-11 15:00:00,0.0,20.6,16.6,59.0,190.0,29.4,0.545182,1010.9
2022-06-11 16:00:00,0.0,19.4,11.2,44.0,210.0,33.3,0.604714,1010.5
2022-06-11 17:00:00,0.0,18.1,9.4,37.0,200.0,35.0,0.657734,1009.8
2022-06-11 18:00:00,0.0,18.2,5.4,35.0,150.0,36.1,0.726717,1009.0
2022-06-11 19:00:00,0.0,18.2,5.4,35.0,150.0,36.1,0.770113,1009.0
2022-06-11 20:00:00,0.0,14.8,14.8,22.0,130.0,40.6,0.756512,1006.6
2022-06-11 21:00:00,0.0,15.3,9.4,25.0,174.0,38.9,0.810627,1006.5
2022-06-11 22:00:00,0.0,15.1,7.6,24.0,180.0,39.4,0.864223,1006.1
2022-06-11 23:00:00,0.0,14.7,24.1,24.0,130.0,38.9,0.889638,1005.7
2022-06-12 00:00:00,0.0,14.4,16.6,25.0,130.0,37.8,0.939142,1005.9
