DT,prcp,dwpt,rhum,pres,temp,wdir,wspd,San_Antonio
2022-05-30 16:00:00,0.0,19.3,45.0,1006.0,32.8,170.0,35.3,0.578838
2022-05-30 17:00:00,0.0,18.9,44.0,1005.8,32.8,160.0,22.3,0.606616
2022-05-30 18:00:00,0.0,18.5,39.0,1005.4,34.4,180.0,29.5,0.659866
2022-05-30 19:00:00,0.0,18.5,39.0,1005.4,34.4,180.0,29.5,0.668857
2022-05-30 20:00:00,0.0,19.1,38.0,1004.0,35.6,180.0,24.1,0.724931
2022-05-30 21:00:00,0.0,17.6,37.0,1004.1,34.4,150.0,29.5,0.733518
2022-05-30 22:00:00,0.0,17.6,37.0,1004.1,34.4,150.0,29.5,0.795586
2022-05-30 23:00:00,0.0,18.3,41.0,1003.8,33.3,130.0,33.5,0.846992
2022-05-31 00:00:00,0.0,18.3,41.0,1003.8,33.3,150.0,35.3,0.849239
2022-05-31 01:00:00,0.0,20.0,57.0,1005.6,29.4,130.0,37.1,0.834198
2022-05-31 02:00:00,0.0,21.1,67.0,1006.7,27.8,130.0,37.1,0.802386
2022-05-31 03:00:00,0.0,21.1,67.0,1006.7,27.8,140.0,31.7,0.72787
2022-05-31 04:00:00,0.0,21.8,77.0,1008.3,26.1,140.0,33.5,0.646554
2022-05-31 05:00:00,0.0,22.2,79.0,1008.5,26.1,140.0,25.9,0.570367
2022-05-31 06:00:00,0.0,22.2,79.0,1008.3,26.1,130.0,25.9,0.582815
2022-05-31 07:00:00,0.0,22.2,79.0,1008.3,26.1,130.0,25.9,0.542992
2022-05-31 08:00:00,0.0,22.2,79.0,1008.2,26.1,150.0,18.4,0.518845
2022-05-31 09:00:00,0.0,21.7,79.0,1008.4,25.6,150.0,16.6,0.497176
2022-05-31 10:00:00,0.0,21.7,79.0,1008.6,25.6,150.0,14.8,0.470493
2022-05-31 11:00:00,0.0,22.3,82.0,1009.0,25.6,150.0,20.5,0.497464
2022-05-31 12:00:00,0.0,22.3,82.0,1009.0,25.6,150.0,20.5,0.523974
2022-05-31 13:00:00,0.0,22.9,85.0,1009.0,25.6,150.0,25.9,0.505071
2022-05-31 14:00:00,0.0,22.1,65.0,1009.8,29.4,150.0,22.3,0.516252
2022-05-31 15:00:00,0.0,21.7,61.0,1009.8,30.0,150.0,22.3,0.555901
2022-05-31 16:00:00,0.0,20.5,50.0,1009.5,32.2,150.0,31.7,0.56178
2022-05-31 17:00:00,0.0,20.5,50.0,1009.5,32.2,150.0,33.5,0.60967
2022-05-31 18:00:00,0.0,19.9,44.0,1009.1,33.9,150.0,27.7,0.644306
2022-05-31 19:00:00,0.0,18.2,35.0,1007.9,36.1,150.0,25.9,0.694963
2022-05-31 20:00:00,0.0,17.8,34.0,1007.5,36.1,130.0,27.7,0.733114
2022-05-31 21:00:00,0.0,17.8,34.0,1007.2,36.1,130.0,27.7,0.792704
2022-05-31 22:00:00,0.0,17.7,36.0,1007.0,35.0,130.0,29.5,0.826418
2022-05-31 23:00:00,0.0,17.7,36.0,1007.0,35.0,130.0,29.5,0.866759
2022-06-01 00:00:00,0.0,19.3,48.0,1007.9,31.7,120.0,35.3,0.852063
2022-06-01 01:00:00,0.0,20.0,55.0,1008.6,30.0,130.0,27.7,0.805037
2022-06-01 02:00:00,0.0,20.6,63.0,1009.8,28.3,130.0,29.5,0.793684
2022-06-01 03:00:00,0.0,20.6,63.0,1009.8,28.3,130.0,29.5,0.72787
2022-06-01 04:00:00,0.0,21.0,71.0,1010.9,26.7,130.0,25.9,0.662575
2022-06-01 05:00:00,0.0,21.7,79.0,1011.1,25.6,140.0,22.3,0.590883
2022-06-01 06:00:00,0.0,22.3,82.0,1010.8,25.6,140.0,22.3,0.509509
2022-06-01 07:00:00,0.0,22.3,82.0,1010.8,25.6,150.0,24.1,0.487782
2022-06-01 08:00:00,0.0,22.3,82.0,1010.8,25.6,150.0,24.1,0.465307
2022-06-01 09:00:00,0.0,22.3,82.0,1011.0,25.6,150.0,16.6,0.448479
2022-06-01 10:00:00,0.0,22.3,82.0,1011.0,25.6,150.0,16.6,0.498041
2022-06-01 11:00:00,0.0,22.3,82.0,1011.3,25.6,140.0,16.6,0.52432
2022-06-01 12:00:00,0.0,22.9,85.0,1011.6,25.6,150.0,13.0,0.526049
2022-06-01 13:00:00,0.0,22.9,85.0,1011.6,25.6,150.0,13.0,0.523744
2022-06-01 14:00:00,0.0,22.9,70.0,1012.3,28.9,120.0,18.4,0.5219
2022-06-01 15:00:00,0.0,22.1,65.0,1012.2,29.4,160.0,13.0,0.537748
2022-06-01 16:00:00,0.0,21.6,57.0,1011.8,31.1,140.0,14.8,0.578492
2022-06-01 17:00:00,0.0,21.6,57.0,1011.8,31.1,140.0,14.8,0.571923
2022-06-01 18:00:00,0.0,19.4,40.0,1010.2,35.0,140.0,16.6,0.64494
2022-06-01 19:00:00,0.0,18.2,36.0,1009.3,35.6,130.0,20.5,0.66148
2022-06-01 20:00:00,0.0,18.3,34.0,1009.0,36.7,110.0,18.4,0.714615
2022-06-01 21:00:00,0.0,22.3,56.0,1009.3,32.2,110.0,18.4,0.791436
2022-06-01 22:00:00,0.0,22.3,56.0,1009.3,32.2,100.0,27.7,0.857019
2022-06-01 23:00:00,0.0,21.1,52.0,1007.6,32.2,100.0,35.3,0.882895
2022-06-02 00:00:00,0.0,20.5,55.0,1007.8,30.6,100.0,25.9,0.863301
2022-06-02 01:00:00,0.0,19.4,53.0,1009.6,30.0,100.0,25.9,0.838117
2022-06-02 02:00:00,0.0,19.4,53.0,1009.6,30.0,130.0,33.5,0.796508
2022-06-02 03:00:00,0.0,20.1,63.0,1012.6,27.8,140.0,18.4,0.72908
2022-06-02 04:00:00,0.0,20.5,69.0,1012.3,26.7,140.0,24.1,0.642059
2022-06-02 05:00:00,0.0,20.5,69.0,1012.3,26.7,140.0,24.1,0.564258
2022-06-02 06:00:00,0.0,21.1,74.0,1012.5,26.1,170.0,20.5,0.5287
2022-06-02 07:00:00,0.0,21.1,76.0,1012.6,25.6,170.0,14.8,0.472453
2022-06-02 08:00:00,0.0,21.1,79.0,1011.9,25.0,160.0,13.0,0.447268
2022-06-02 09:00:00,0.0,21.1,82.0,1011.6,24.4,170.0,13.0,0.437125
2022-06-02 10:00:00,0.0,21.1,82.0,1012.0,24.4,200.0,11.2,0.480809
2022-06-02 11:00:00,0.0,21.1,82.0,1012.0,24.4,200.0,11.2,0.47107
2022-06-02 12:00:00,0.0,21.7,85.0,1011.9,24.4,190.0,11.2,0.475507
2022-06-02 13:00:00,0.0,21.7,79.0,1013.2,25.6,0.0,0.0,0.468073
2022-06-02 14:00:00,0.0,20.1,65.0,1013.8,27.2,210.0,13.0,0.493718
2022-06-02 15:00:00,0.0,20.1,59.0,1013.9,28.9,210.0,7.6,0.498674
2022-06-02 16:00:00,0.0,18.8,48.0,1013.5,31.1,90.0,9.4,0.564373
2022-06-02 17:00:00,0.0,18.8,48.0,1013.5,31.1,90.0,9.4,0.593649
2022-06-02 18:00:00,0.0,18.9,44.0,1013.2,32.8,70.0,20.5,0.636353
2022-06-02 19:00:00,0.0,20.1,49.0,1011.6,32.2,60.0,7.6,0.725046
2022-06-02 20:00:00,0.0,18.9,40.0,1010.7,34.4,30.0,11.2,0.742047
2022-06-02 21:00:00,0.0,18.5,39.0,1009.9,34.4,30.0,7.6,0.77651
2022-06-02 22:00:00,0.0,18.5,39.0,1009.9,34.4,70.0,7.6,0.802444
2022-06-02 23:00:00,0.0,18.0,39.0,1009.0,33.9,80.0,14.8,0.850104
2022-06-03 00:00:00,0.0,17.3,41.0,1008.9,32.2,70.0,14.8,0.811837
2022-06-03 01:00:00,0.0,17.7,46.0,1009.0,30.6,80.0,22.3,0.814258
2022-06-03 02:00:00,0.0,18.2,51.0,1010.3,29.4,60.0,16.6,0.786883
2022-06-03 03:00:00,0.0,18.2,51.0,1010.3,29.4,60.0,16.6,0.751095
2022-06-03 04:00:00,0.0,18.2,58.0,1011.6,27.2,70.0,16.6,0.683379
2022-06-03 05:00:00,0.0,18.8,62.0,1012.7,26.7,80.0,16.6,0.616067
2022-06-03 06:00:00,0.0,19.0,65.0,1012.4,26.1,100.0,14.8,0.546277
2022-06-03 07:00:00,0.0,19.0,65.0,1011.5,26.1,90.0,11.2,0.482884
2022-06-03 08:00:00,0.0,19.0,65.0,1011.5,26.1,90.0,11.2,0.462828
2022-06-03 09:00:00,0.0,19.5,69.0,1011.4,25.6,50.0,5.4,0.43678
2022-06-03 10:00:00,0.0,19.4,71.0,1011.5,25.0,50.0,11.2,0.487148
2022-06-03 11:00:00,0.0,19.5,74.0,1011.7,24.4,70.0,9.4,0.471473
2022-06-03 12:00:00,0.0,19.5,74.0,1011.7,24.4,70.0,9.4,0.483114
2022-06-03 13:00:00,0.0,20.1,67.0,1012.3,26.7,90.0,11.2,0.491989
2022-06-03 14:00:00,0.0,19.3,60.0,1012.6,27.8,90.0,7.6,0.514004
2022-06-03 15:00:00,0.0,19.4,55.0,1012.5,29.4,80.0,11.2,0.548294
2022-06-03 16:00:00,0.0,19.5,50.0,1012.4,31.1,80.0,5.4,0.595436
2022-06-03 17:00:00,0.0,19.5,47.0,1011.8,32.2,10.0,11.2,0.656236
2022-06-03 18:00:00,0.0,19.5,47.0,1011.8,32.2,10.0,11.2,0.636872
2022-06-03 19:00:00,0.0,19.0,43.0,1010.1,33.3,360.0,11.2,0.698709
2022-06-03 20:00:00,0.0,18.2,42.0,1009.6,32.8,70.0,13.0,0.744583
2022-06-03 21:00:00,0.0,17.1,38.0,1008.9,33.3,50.0,11.2,0.753343
2022-06-03 22:00:00,0.0,17.1,38.0,1008.9,33.3,50.0,11.2,0.771323
2022-06-03 23:00:00,0.0,17.1,38.0,1007.9,33.3,80.0,20.5,0.825207
2022-06-04 00:00:00,0.0,16.7,42.0,1008.1,31.1,90.0,20.5,0.822787
2022-06-04 01:00:00,0.0,16.2,45.0,1008.6,29.4,100.0,16.6,0.797314
2022-06-04 02:00:00,0.0,16.1,46.0,1009.2,28.9,70.0,9.4,0.758414
2022-06-04 03:00:00,0.0,16.1,46.0,1009.2,28.9,70.0,9.4,0.713405
2022-06-04 04:00:00,0.0,19.0,61.0,1010.2,27.2,170.0,13.0,0.649723
2022-06-04 05:00:00,0.0,17.8,62.0,1010.5,25.6,150.0,7.6,0.577513
2022-06-04 06:00:00,0.0,18.9,69.0,1010.2,25.0,100.0,7.6,0.512448
2022-06-04 07:00:00,0.0,18.9,69.0,1010.2,25.0,100.0,7.6,0.470263
2022-06-04 08:00:00,0.0,19.0,74.0,1009.7,23.9,110.0,5.4,0.450784
2022-06-04 09:00:00,0.0,19.0,74.0,1010.3,23.9,200.0,5.4,0.434647
2022-06-04 10:00:00,0.0,19.4,71.0,1010.7,25.0,200.0,7.6,0.417819
2022-06-04 11:00:00,0.0,19.4,84.0,1012.1,22.2,340.0,7.6,0.419721
2022-06-04 12:00:00,2.5,19.4,84.0,1012.1,22.2,340.0,27.7,0.377132
2022-06-04 13:00:00,0.0,17.7,71.0,1011.4,23.3,0.0,0.0,0.385777
2022-06-04 14:00:00,0.0,17.9,69.0,1010.4,23.9,110.0,7.6,0.403873
2022-06-04 15:00:00,0.0,17.2,56.0,1010.1,26.7,280.0,7.6,0.420874
2022-06-04 16:00:00,0.0,16.8,45.0,1009.8,30.0,280.0,7.6,0.431362
2022-06-04 17:00:00,0.0,16.8,45.0,1009.8,30.0,170.0,7.6,0.512102
2022-06-04 18:00:00,0.0,16.7,36.0,1008.3,33.9,190.0,13.0,0.580798
2022-06-04 19:00:00,0.0,16.3,35.0,1007.3,33.9,190.0,7.6,0.632319
2022-06-04 20:00:00,0.0,16.9,33.0,1006.5,35.6,180.0,18.4,0.689373
2022-06-04 21:00:00,0.0,15.9,31.0,1005.6,35.6,180.0,9.4,0.754553
2022-06-04 22:00:00,0.0,15.9,31.0,1005.6,35.6,140.0,9.4,0.817888
2022-06-04 23:00:00,0.0,15.9,32.0,1004.5,35.0,0.0,0.0,0.835293
2022-06-05 00:00:00,0.0,15.8,33.0,1004.6,34.4,140.0,9.4,0.819156
2022-06-05 01:00:00,0.0,16.9,40.0,1005.2,32.2,120.0,18.4,0.810224
2022-06-05 02:00:00,0.0,20.0,57.0,1006.3,29.4,120.0,18.4,0.775818
2022-06-05 03:00:00,0.0,20.0,57.0,1006.3,29.4,120.0,33.5,0.742681
2022-06-05 04:00:00,0.0,20.0,69.0,1007.3,26.1,160.0,14.8,0.695424
2022-06-05 05:00:00,0.0,20.0,74.0,1007.1,25.0,140.0,13.0,0.627651
2022-06-05 06:00:00,0.0,20.7,77.0,1006.5,25.0,150.0,11.2,0.565929
2022-06-05 07:00:00,0.0,20.7,77.0,1006.5,25.0,150.0,11.2,0.49879
2022-06-05 08:00:00,0.0,20.5,79.0,1005.7,24.4,180.0,9.4,0.458103
2022-06-05 09:00:00,0.0,20.6,82.0,1005.9,23.9,160.0,11.2,0.425484
2022-06-05 10:00:00,0.0,20.6,85.0,1006.3,23.3,190.0,7.6,0.397994
2022-06-05 11:00:00,0.0,20.6,85.0,1006.7,23.3,170.0,9.4,0.389119
2022-06-05 12:00:00,0.0,20.6,85.0,1006.7,23.3,170.0,9.4,0.361342
2022-06-05 13:00:00,0.0,20.0,69.0,1007.1,26.1,170.0,11.2,0.379495
2022-06-05 14:00:00,0.0,18.8,58.0,1006.8,27.8,170.0,14.8,0.42704
2022-06-05 15:00:00,0.0,18.8,53.0,1006.8,29.4,150.0,20.5,0.489569
2022-06-05 16:00:00,0.0,18.0,44.0,1006.4,31.7,180.0,16.6,0.552098
2022-06-05 17:00:00,0.0,18.0,44.0,1006.4,31.7,180.0,16.6,0.59411
2022-06-05 18:00:00,0.0,17.3,33.0,1004.6,36.1,160.0,20.5,0.654391
2022-06-05 19:00:00,0.0,16.8,32.0,1003.9,36.1,180.0,18.4,0.700611
2022-06-05 20:00:00,0.0,15.0,26.0,1003.2,37.8,180.0,18.4,0.747522
2022-06-05 21:00:00,0.0,15.0,26.0,1003.2,37.8,170.0,25.9,0.789592
2022-06-05 22:00:00,0.0,13.1,23.0,1001.9,37.8,160.0,31.7,0.868834
2022-06-05 23:00:00,0.0,14.5,26.0,1001.7,37.2,160.0,24.1,0.889696
2022-06-06 00:00:00,0.0,16.3,33.0,1002.3,35.0,150.0,25.9,0.893615
2022-06-06 01:00:00,0.0,16.2,37.0,1003.0,32.8,150.0,25.9,0.895228
2022-06-06 02:00:00,0.0,16.2,37.0,1003.0,32.8,150.0,35.3,0.857192
2022-06-06 03:00:00,0.0,17.8,51.0,1004.2,28.9,140.0,29.5,0.811261
2022-06-06 04:00:00,0.0,19.3,64.0,1005.0,26.7,130.0,27.7,0.730348
2022-06-06 05:00:00,0.0,20.6,74.0,1005.3,25.6,140.0,24.1,0.639292
2022-06-06 06:00:00,0.0,20.6,74.0,1005.3,25.6,140.0,24.1,0.589673
2022-06-06 07:00:00,0.0,21.1,82.0,1005.0,24.4,130.0,18.4,0.517865
2022-06-06 08:00:00,0.0,21.1,79.0,1005.0,25.0,150.0,18.4,0.486745
2022-06-06 09:00:00,0.0,21.1,82.0,1004.5,24.4,160.0,25.9,0.466229
2022-06-06 10:00:00,0.0,21.1,82.0,1004.5,24.4,160.0,25.9,0.463578
2022-06-06 11:00:00,0.0,21.1,82.0,1004.8,24.4,160.0,16.6,0.474239
2022-06-06 12:00:00,0.0,21.1,82.0,1004.8,24.4,160.0,16.6,0.484094
2022-06-06 13:00:00,0.0,20.7,72.0,1005.8,26.1,180.0,22.3,0.478965
2022-06-06 14:00:00,0.0,20.6,65.0,1006.1,27.8,190.0,25.9,0.506455
2022-06-06 15:00:00,0.0,20.0,55.0,1005.7,30.0,160.0,22.3,0.535904
2022-06-06 16:00:00,0.0,20.0,55.0,1005.7,30.0,160.0,22.3,0.578147
2022-06-06 17:00:00,0.0,19.5,47.0,1005.3,32.2,160.0,20.5,0.649262
2022-06-06 18:00:00,0.0,19.5,39.0,1003.9,35.6,190.0,22.3,0.69698
2022-06-06 19:00:00,0.0,18.8,33.0,1002.8,37.8,170.0,27.7,0.736342
2022-06-06 20:00:00,0.0,18.2,30.0,1002.2,38.9,150.0,27.7,0.766482
2022-06-06 21:00:00,0.0,18.2,30.0,1002.2,38.9,150.0,27.7,0.801867
2022-06-06 22:00:00,0.0,17.0,27.0,1001.3,39.4,160.0,20.5,0.874885
2022-06-06 23:00:00,0.0,17.7,29.0,1001.3,38.9,160.0,20.5,0.937759
2022-06-07 00:00:00,0.0,21.1,43.0,1002.0,35.6,130.0,33.5,0.976544
2022-06-07 01:00:00,0.0,21.1,52.0,1003.1,32.2,130.0,31.7,0.940929
2022-06-07 02:00:00,0.0,21.1,52.0,1003.1,32.2,130.0,31.7,0.898513
2022-06-07 03:00:00,0.0,21.6,69.0,1005.1,27.8,130.0,29.5,0.845032
2022-06-07 04:00:00,0.0,21.0,71.0,1005.6,26.7,130.0,29.5,0.747176
2022-06-07 05:00:00,0.0,21.0,71.0,1005.6,26.7,160.0,25.9,0.663612
2022-06-07 06:00:00,0.0,21.7,79.0,1005.7,25.6,140.0,25.9,0.600795
2022-06-07 07:00:00,0.0,21.7,82.0,1006.1,25.0,160.0,16.6,0.546335
2022-06-07 08:00:00,0.0,21.1,79.0,1006.3,25.0,170.0,22.3,0.513774
2022-06-07 09:00:00,0.0,21.1,79.0,1006.5,25.0,160.0,22.3,0.489396
2022-06-07 10:00:00,0.0,21.1,76.0,1006.9,25.6,180.0,14.8,0.457642
2022-06-07 11:00:00,0.0,21.1,79.0,1007.4,25.0,170.0,20.5,0.484613
2022-06-07 12:00:00,0.0,21.1,79.0,1007.4,25.0,170.0,20.5,0.481962
2022-06-07 13:00:00,0.0,21.1,79.0,1007.5,25.0,170.0,25.9,0.479772
2022-06-07 14:00:00,0.0,21.0,71.0,1008.3,26.7,180.0,20.5,0.489915
2022-06-07 15:00:00,0.0,20.0,55.0,1008.5,30.0,160.0,18.4,0.532446
2022-06-07 16:00:00,0.0,20.0,55.0,1008.5,30.0,160.0,18.4,0.580798
2022-06-07 17:00:00,0.0,18.8,41.0,1007.9,33.9,170.0,24.1,0.623213
2022-06-07 18:00:00,0.0,18.2,36.0,1007.3,35.6,130.0,25.9,0.703781
2022-06-07 19:00:00,0.0,16.6,28.0,1006.8,38.3,160.0,20.5,0.763485
2022-06-07 20:00:00,0.0,15.3,25.0,1006.2,38.9,170.0,18.4,0.803654
2022-06-07 21:00:00,0.0,15.3,25.0,1006.2,38.9,170.0,18.4,0.799965
2022-06-07 22:00:00,0.0,15.9,26.0,1005.5,38.9,120.0,27.7,0.832008
2022-06-07 23:00:00,0.0,17.8,32.0,1005.5,37.2,120.0,27.7,0.875692
2022-06-08 00:00:00,0.0,17.2,36.0,1006.5,34.4,130.0,29.5,0.928481
2022-06-08 01:00:00,0.0,17.2,36.0,1006.5,34.4,130.0,29.5,0.90174
2022-06-08 02:00:00,0.0,20.0,57.0,1008.2,29.4,130.0,25.9,0.865894
2022-06-08 03:00:00,0.0,21.1,67.0,1009.4,27.8,140.0,31.7,0.807169
2022-06-08 04:00:00,0.0,21.7,74.0,1010.0,26.7,130.0,29.5,0.733114
2022-06-08 05:00:00,0.0,21.8,77.0,1009.8,26.1,150.0,27.7,0.635373
2022-06-08 06:00:00,0.0,21.8,77.0,1009.8,26.1,150.0,27.7,0.569156
2022-06-08 07:00:00,0.0,21.1,76.0,1009.5,25.6,180.0,18.4,0.507722
2022-06-08 08:00:00,0.0,21.1,76.0,1009.6,25.6,180.0,22.3,0.4747
2022-06-08 09:00:00,0.0,21.1,76.0,1010.0,25.6,170.0,24.1,0.454991
2022-06-08 10:00:00,0.0,21.1,76.0,1010.1,25.6,170.0,20.5,0.452974
2022-06-08 11:00:00,0.0,21.1,76.0,1010.1,25.6,170.0,20.5,0.498271
2022-06-08 12:00:00,0.0,20.6,74.0,1010.9,25.6,180.0,18.4,0.488935
2022-06-08 13:00:00,0.0,20.7,72.0,1011.4,26.1,190.0,20.5,0.483748
2022-06-08 14:00:00,0.0,20.1,61.0,1011.0,28.3,190.0,20.5,0.499539
2022-06-08 15:00:00,0.0,20.0,57.0,1010.5,29.4,160.0,16.6,0.529161
2022-06-08 16:00:00,0.0,20.0,57.0,1010.5,29.4,160.0,16.6,0.538497
2022-06-08 17:00:00,0.0,19.0,43.0,1010.9,33.3,210.0,14.8,0.603792
2022-06-08 18:00:00,0.0,18.1,37.0,1010.5,35.0,210.0,11.2,0.652259
2022-06-08 19:00:00,0.0,16.8,32.0,1009.7,36.1,140.0,14.8,0.695367
2022-06-08 20:00:00,0.0,17.3,31.0,1009.6,37.2,140.0,14.8,0.780659
2022-06-08 21:00:00,0.0,17.3,31.0,1009.6,37.2,110.0,20.5,0.854311
2022-06-08 22:00:00,0.0,16.7,29.0,1008.4,37.8,80.0,20.5,0.883587
2022-06-08 23:00:00,0.0,16.8,31.0,1008.4,36.7,80.0,18.4,0.926694
2022-06-09 00:00:00,0.0,17.3,35.0,1009.0,35.0,110.0,22.3,0.922545
2022-06-09 01:00:00,0.0,17.8,41.0,1009.6,32.8,100.0,14.8,0.88497
2022-06-09 02:00:00,0.0,17.8,41.0,1009.6,32.8,100.0,14.8,0.857596
2022-06-09 03:00:00,0.0,21.7,65.0,1011.6,28.9,150.0,24.1,0.812414
2022-06-09 04:00:00,0.0,21.6,69.0,1012.0,27.8,150.0,20.5,0.753631
2022-06-09 05:00:00,0.0,21.8,70.0,1012.0,27.8,150.0,20.5,0.666148
2022-06-09 06:00:00,0.0,21.7,74.0,1012.3,26.7,160.0,13.0,0.614281
2022-06-09 07:00:00,0.0,22.1,76.0,1012.3,26.7,180.0,18.4,0.556362
2022-06-09 08:00:00,0.0,22.1,76.0,1012.3,26.7,180.0,18.4,0.516886
2022-06-09 09:00:00,0.0,21.7,79.0,1012.9,25.6,180.0,13.0,0.489281
2022-06-09 10:00:00,0.0,21.7,79.0,1013.4,25.6,180.0,9.4,0.479541
2022-06-09 11:00:00,0.0,21.7,79.0,1013.4,25.6,180.0,9.4,0.48565
2022-06-09 12:00:00,0.0,21.8,77.0,1015.0,26.1,140.0,11.2,0.474066
2022-06-09 13:00:00,0.0,21.7,72.0,1015.7,27.2,130.0,9.4,0.470493
2022-06-09 14:00:00,0.0,20.6,65.0,1015.8,27.8,140.0,7.6,0.495735
2022-06-09 15:00:00,0.0,20.0,57.0,1015.5,29.4,130.0,14.8,0.517289
2022-06-09 16:00:00,0.0,20.0,57.0,1015.5,29.4,130.0,14.8,0.560281
2022-06-09 17:00:00,0.0,19.3,45.0,1014.9,32.8,170.0,9.4,0.64592
2022-06-09 18:00:00,0.0,18.8,41.0,1013.8,33.9,154.0,7.6,0.673813
2022-06-09 19:00:00,0.0,18.8,41.0,1013.8,33.9,120.0,7.6,0.72666
2022-06-09 20:00:00,0.0,17.6,37.0,1012.9,34.4,120.0,14.8,0.776452
2022-06-09 21:00:00,0.0,17.3,33.0,1011.0,36.1,130.0,13.0,0.81737
2022-06-09 22:00:00,0.0,17.3,32.0,1010.4,36.7,110.0,20.5,0.786077
2022-06-09 23:00:00,0.0,16.8,31.0,1009.9,36.7,150.0,20.5,0.823421
2022-06-10 00:00:00,0.0,16.8,34.0,1010.1,35.0,130.0,22.3,0.912114
2022-06-10 01:00:00,0.0,16.8,34.0,1010.1,35.0,130.0,22.3,0.881628
2022-06-10 02:00:00,0.0,20.0,50.0,1011.1,31.7,150.0,31.7,0.858806
2022-06-10 03:00:00,0.0,20.6,57.0,1011.7,30.0,150.0,29.5,0.823767
2022-06-10 04:00:00,0.0,21.8,68.0,1011.8,28.3,150.0,29.5,0.740606
2022-06-10 05:00:00,0.0,22.8,77.0,1011.9,27.2,160.0,18.4,0.655717
2022-06-10 06:00:00,0.0,22.8,77.0,1011.9,27.2,160.0,18.4,0.593361
2022-06-10 07:00:00,0.0,22.2,79.0,1012.1,26.1,180.0,11.2,0.526395
2022-06-10 08:00:00,0.0,22.3,82.0,1012.8,25.6,160.0,9.4,0.49441
2022-06-10 09:00:00,0.0,22.3,82.0,1012.8,25.6,160.0,9.4,0.458564
2022-06-10 10:00:00,0.0,22.9,88.0,1013.0,25.0,170.0,13.0,0.464096
2022-06-10 11:00:00,0.0,22.3,82.0,1012.3,25.6,190.0,11.2,0.472914
2022-06-10 12:00:00,0.0,22.2,79.0,1012.4,26.1,210.0,16.6,0.469053
2022-06-10 13:00:00,0.0,22.2,74.0,1012.4,27.2,210.0,14.8,0.483921
2022-06-10 14:00:00,0.0,21.7,65.0,1013.0,28.9,210.0,11.2,0.528527
2022-06-10 15:00:00,0.0,21.7,65.0,1013.0,28.9,210.0,11.2,0.560396
2022-06-10 16:00:00,0.0,21.1,52.0,1012.5,32.2,240.0,7.6,0.613128
2022-06-10 17:00:00,0.0,21.0,47.0,1012.0,33.9,0.0,0.0,0.6537
2022-06-10 18:00:00,0.0,20.0,43.0,1011.2,34.4,0.0,7.6,0.70234
2022-06-10 19:00:00,0.0,20.0,43.0,1011.2,34.4,190.0,7.6,0.749078
2022-06-10 20:00:00,0.0,18.2,36.0,1010.1,35.6,190.0,13.0,0.752881
2022-06-10 21:00:00,0.0,16.7,29.0,1008.2,37.8,210.0,13.0,0.797775
2022-06-10 22:00:00,0.0,16.7,29.0,1007.5,37.8,180.0,13.0,0.800023
2022-06-10 23:00:00,0.0,15.6,27.0,1007.2,37.8,200.0,9.4,0.849355
2022-06-11 00:00:00,0.0,16.3,30.0,1007.3,36.7,140.0,7.6,0.910443
2022-06-11 01:00:00,0.0,16.3,30.0,1007.3,36.7,140.0,7.6,0.897764
2022-06-11 02:00:00,0.0,20.7,49.0,1008.4,32.8,140.0,11.2,0.84532
2022-06-11 03:00:00,0.0,22.7,61.0,1009.8,31.1,140.0,25.9,0.825265
2022-06-11 04:00:00,0.0,22.7,65.0,1010.2,30.0,150.0,16.6,0.784578
2022-06-11 05:00:00,0.0,22.7,65.0,1010.2,30.0,150.0,16.6,0.717785
2022-06-11 06:00:00,0.0,22.3,70.0,1010.0,28.3,170.0,18.4,0.651164
2022-06-11 07:00:00,0.0,21.7,72.0,1009.8,27.2,170.0,11.2,0.578147
2022-06-11 08:00:00,0.0,21.0,71.0,1009.7,26.7,190.0,14.8,0.52772
2022-06-11 09:00:00,0.0,21.1,74.0,1009.9,26.1,180.0,9.4,0.479023
2022-06-11 10:00:00,0.0,21.1,74.0,1009.9,26.1,180.0,9.4,0.448479
2022-06-11 11:00:00,0.0,21.1,76.0,1010.1,25.6,180.0,11.2,0.422314
2022-06-11 12:00:00,0.0,21.7,74.0,1010.6,26.7,190.0,11.2,0.403815
2022-06-11 13:00:00,0.0,21.1,67.0,1010.8,27.8,190.0,16.6,0.426579
2022-06-11 14:00:00,0.0,20.6,59.0,1010.9,29.4,190.0,16.6,0.486226
2022-06-11 15:00:00,0.0,20.6,59.0,1010.9,29.4,190.0,16.6,0.545182
2022-06-11 16:00:00,0.0,19.4,44.0,1010.5,33.3,210.0,11.2,0.604714
2022-06-11 17:00:00,0.0,18.1,37.0,1009.8,35.0,200.0,9.4,0.657734
2022-06-11 18:00:00,0.0,18.2,35.0,1009.0,36.1,150.0,5.4,0.726717
2022-06-11 19:00:00,0.0,18.2,35.0,1009.0,36.1,150.0,5.4,0.770113
2022-06-11 20:00:00,0.0,14.8,22.0,1006.6,40.6,130.0,14.8,0.756512
2022-06-11 21:00:00,0.0,15.3,25.0,1006.5,38.9,174.0,9.4,0.810627
2022-06-11 22:00:00,0.0,15.1,24.0,1006.1,39.4,180.0,7.6,0.864223
2022-06-11 23:00:00,0.0,14.7,24.0,1005.7,38.9,130.0,24.1,0.889638
2022-06-12 00:00:00,0.0,14.4,25.0,1005.9,37.8,130.0,16.6,0.939142
