DT,dwpt,pres,prcp,temp,wspd,wdir,rhum
2022-01-01 00:00:00,-2.2,1017.3,0.0,4.4,16.6,50.0,62.0
2022-01-01 01:00:00,-1.8,1018.0,0.0,2.2,11.2,40.0,75.0
2022-01-01 02:00:00,-3.2,1018.9,0.0,1.1,7.6,20.0,73.0
2022-01-01 03:00:00,-4.3,1019.8,0.0,-0.6,9.4,360.0,76.0
2022-01-01 04:00:00,-5.0,1020.8,0.0,-1.7,13.0,350.0,78.0
2022-01-01 05:00:00,-5.0,1021.4,0.0,-2.2,9.4,330.0,81.0
2022-01-01 06:00:00,-5.5,1022.1,0.0,-2.2,11.2,340.0,78.0
2022-01-01 07:00:00,-6.1,1022.7,0.0,-2.8,9.4,20.0,78.0
2022-01-01 08:00:00,-6.6,1022.8,0.0,-2.8,7.6,10.0,75.0
2022-01-01 09:00:00,-6.8,1023.4,0.0,-3.3,5.4,360.0,77.0
2022-01-01 10:00:00,-7.2,1024.2,0.0,-3.9,5.4,350.0,78.0
2022-01-01 11:00:00,-7.3,1024.7,0.0,-3.3,5.4,350.0,74.0
2022-01-01 12:00:00,-7.8,1024.8,0.0,-4.4,0.0,0.0,77.0
2022-01-01 13:00:00,-5.0,1025.1,0.0,-3.3,0.0,0.0,88.0
2022-01-01 14:00:00,-6.0,1025.6,0.0,-2.2,0.0,0.0,75.0
2022-01-01 15:00:00,-6.0,1025.9,0.0,-2.2,0.0,0.0,75.0
2022-01-01 16:00:00,-6.1,1026.0,0.0,-1.7,0.0,0.0,72.0
2022-01-01 17:00:00,-5.5,1026.1,0.0,-1.7,0.0,0.0,75.0
2022-01-01 18:00:00,-5.0,1026.6,0.0,-1.7,5.4,320.0,78.0
2022-01-01 19:00:00,-4.4,1026.9,0.0,0.0,5.4,10.0,72.0
2022-01-01 20:00:00,-4.0,1026.4,0.0,1.1,0.0,0.0,69.0
2022-01-01 21:00:00,-2.1,1025.4,0.0,2.2,0.0,0.0,73.0
2022-01-01 22:00:00,-1.7,1024.9,0.0,3.9,0.0,0.0,67.0
2022-01-01 23:00:00,-1.0,1024.1,0.0,4.4,0.0,0.0,68.0
2022-01-02 00:00:00,-1.7,1023.9,0.0,3.3,7.6,160.0,70.0
2022-01-02 01:00:00,-2.1,1023.6,0.0,1.1,9.4,340.0,79.0
2022-01-02 02:00:00,-2.1,1023.5,0.0,0.6,0.0,0.0,82.0
2022-01-02 03:00:00,-2.2,1022.9,0.0,0.0,0.0,0.0,85.0
2022-01-02 04:00:00,-2.2,1022.5,0.0,0.0,0.0,0.0,85.0
2022-01-02 05:00:00,-2.2,1022.5,0.0,-0.6,0.0,0.0,89.0
2022-01-02 06:00:00,-2.2,1021.8,0.0,-0.6,0.0,0.0,89.0
2022-01-02 07:00:00,-2.2,1020.9,0.0,-0.6,0.0,0.0,89.0
2022-01-02 08:00:00,-2.8,1020.6,0.0,-1.1,0.0,0.0,88.0
2022-01-02 09:00:00,-2.2,1020.3,0.0,-1.1,7.6,350.0,92.0
2022-01-02 10:00:00,-1.8,1019.6,0.0,0.0,7.6,130.0,88.0
2022-01-02 11:00:00,-1.8,1019.3,0.0,0.0,5.4,150.0,88.0
2022-01-02 12:00:00,-1.0,1018.5,0.0,1.7,16.6,180.0,82.0
2022-01-02 13:00:00,-0.7,1017.5,0.0,2.8,13.0,190.0,78.0
2022-01-02 14:00:00,-0.7,1016.9,0.0,2.8,14.8,140.0,78.0
2022-01-02 15:00:00,-0.5,1016.7,0.0,3.3,16.6,140.0,76.0
2022-01-02 16:00:00,-0.7,1016.0,0.0,2.8,18.4,140.0,78.0
2022-01-02 17:00:00,-0.7,1015.4,0.0,2.8,16.6,130.0,78.0
2022-01-02 18:00:00,0.1,1014.0,0.0,3.9,14.8,150.0,76.0
2022-01-02 19:00:00,-0.5,1013.1,0.0,6.7,27.7,180.0,60.0
2022-01-02 20:00:00,0.0,1012.1,0.0,7.8,22.3,180.0,58.0
2022-01-02 21:00:00,-0.5,1010.8,0.0,9.4,33.5,190.0,50.0
2022-01-02 22:00:00,-1.8,1009.8,0.0,10.6,35.3,180.0,42.0
2022-01-02 23:00:00,-0.5,1008.6,0.0,10.6,33.5,180.0,46.0
2022-01-03 00:00:00,-0.5,1007.5,0.0,10.6,37.1,180.0,46.0
2022-01-03 01:00:00,0.0,1006.3,0.0,10.6,42.5,180.0,48.0
2022-01-03 02:00:00,0.6,1005.0,0.4,10.6,40.7,180.0,50.0
2022-01-03 03:00:00,3.3,1003.5,0.3,10.0,50.0,170.0,63.0
2022-01-03 04:00:00,2.8,1002.8,0.3,10.0,29.5,190.0,61.0
2022-01-03 05:00:00,2.8,1001.9,0.8,10.0,31.7,180.0,61.0
2022-01-03 06:00:00,3.3,1001.1,0.2,10.0,37.1,190.0,63.0
2022-01-03 07:00:00,3.3,1000.1,0.3,10.0,40.7,180.0,63.0
2022-01-03 08:00:00,4.4,999.9,0.3,9.4,44.6,190.0,71.0
2022-01-03 09:00:00,5.1,1000.1,2.8,8.3,29.5,200.0,80.0
2022-01-03 10:00:00,5.6,999.5,7.1,8.3,38.9,190.0,83.0
2022-01-03 11:00:00,6.1,999.0,8.4,8.3,27.7,190.0,86.0
2022-01-03 12:00:00,6.8,999.3,9.9,8.3,18.4,230.0,90.0
2022-01-03 13:00:00,3.3,999.9,6.9,6.1,20.5,230.0,82.0
2022-01-03 14:00:00,3.3,1000.2,4.1,5.6,11.2,240.0,85.0
2022-01-03 15:00:00,3.3,1000.7,1.8,6.1,18.4,210.0,82.0
2022-01-03 16:00:00,3.3,1000.6,0.8,5.6,13.0,180.0,85.0
2022-01-03 17:00:00,2.9,1001.8,2.3,5.0,22.3,180.0,86.0
2022-01-03 18:00:00,2.9,1003.5,2.5,5.0,18.4,200.0,86.0
2022-01-03 19:00:00,2.9,1002.8,2.0,5.0,20.5,170.0,86.0
2022-01-03 20:00:00,2.9,1002.9,2.5,5.0,13.0,200.0,86.0
2022-01-03 21:00:00,3.3,1003.1,2.0,5.0,16.6,190.0,89.0
2022-01-03 22:00:00,2.9,1003.0,0.8,5.0,13.0,170.0,86.0
2022-01-03 23:00:00,2.9,1003.7,0.3,5.0,16.6,170.0,86.0
2022-01-04 00:00:00,2.3,1004.5,0.3,3.9,18.4,170.0,89.0
2022-01-04 01:00:00,1.2,1005.4,3.3,2.8,5.4,220.0,89.0
2022-01-04 02:00:00,1.7,1005.5,0.4,3.3,20.5,160.0,89.0
2022-01-04 03:00:00,2.3,1006.3,0.4,3.3,13.0,170.0,93.0
2022-01-04 04:00:00,2.9,1008.0,0.2,3.9,9.4,170.0,93.0
2022-01-04 05:00:00,2.7,1008.7,0.5,4.4,14.8,180.0,89.0
2022-01-04 06:00:00,2.3,1009.7,0.2,3.9,14.8,180.0,89.0
2022-01-04 07:00:00,2.3,1011.3,0.3,3.9,9.4,180.0,89.0
2022-01-04 08:00:00,2.3,1012.6,0.0,4.4,20.5,190.0,86.0
2022-01-04 09:00:00,2.3,1013.4,0.2,3.9,16.6,160.0,89.0
2022-01-04 10:00:00,2.7,1014.4,0.8,4.4,13.0,160.0,89.0
2022-01-04 11:00:00,2.7,1016.1,0.8,4.4,18.4,190.0,89.0
2022-01-04 12:00:00,2.3,1016.1,0.3,4.4,24.1,190.0,86.0
2022-01-04 13:00:00,2.9,1016.2,0.1,5.0,16.6,160.0,86.0
2022-01-04 14:00:00,2.9,1017.1,0.3,5.0,24.1,190.0,86.0
2022-01-04 15:00:00,3.3,1017.8,0.1,5.6,25.9,190.0,85.0
2022-01-04 16:00:00,3.3,1018.3,1.0,5.6,20.5,190.0,85.0
2022-01-04 17:00:00,3.3,1018.5,0.3,5.6,22.3,170.0,85.0
2022-01-04 18:00:00,3.9,1018.7,0.3,5.6,14.8,150.0,89.0
2022-01-04 19:00:00,4.4,1018.7,0.3,6.1,13.0,170.0,89.0
2022-01-04 20:00:00,5.7,1018.2,0.5,7.2,22.3,180.0,90.0
2022-01-04 21:00:00,5.6,1017.9,0.8,7.8,18.4,190.0,86.0
2022-01-04 22:00:00,6.1,1017.6,0.3,7.8,16.6,180.0,89.0
2022-01-04 23:00:00,6.1,1017.4,0.5,7.8,18.4,190.0,89.0
2022-01-05 00:00:00,6.1,1016.4,1.5,7.8,16.6,160.0,89.0
2022-01-05 01:00:00,5.7,1016.1,1.3,7.2,22.3,160.0,90.0
2022-01-05 02:00:00,5.0,1014.5,0.5,6.7,24.1,160.0,89.0
2022-01-05 03:00:00,5.6,1014.5,0.8,6.7,13.0,170.0,93.0
2022-01-05 04:00:00,5.7,1014.5,0.5,7.2,14.8,170.0,90.0
2022-01-05 05:00:00,6.1,1014.3,0.3,7.8,16.6,170.0,89.0
2022-01-05 06:00:00,6.8,1015.2,0.3,8.3,18.4,180.0,90.0
2022-01-05 07:00:00,7.2,1016.4,0.1,8.3,14.8,200.0,93.0
2022-01-05 08:00:00,7.2,1017.5,0.3,8.3,5.4,310.0,93.0
2022-01-05 09:00:00,6.8,1019.1,0.0,8.3,9.4,290.0,90.0
2022-01-05 10:00:00,6.1,1020.0,0.0,8.3,5.4,310.0,86.0
2022-01-05 11:00:00,5.6,1020.7,0.0,7.8,7.6,220.0,86.0
2022-01-05 12:00:00,5.6,1021.7,0.0,7.8,9.4,270.0,86.0
2022-01-05 13:00:00,5.7,1021.9,0.3,7.2,7.6,210.0,90.0
2022-01-05 14:00:00,5.6,1022.0,0.9,6.7,7.6,180.0,93.0
2022-01-05 15:00:00,6.1,1022.4,0.5,6.7,0.0,0.0,96.0
2022-01-05 16:00:00,4.3,1022.6,0.6,7.2,0.0,0.0,82.0
2022-01-05 17:00:00,5.0,1022.7,0.5,6.7,14.8,160.0,89.0
2022-01-05 18:00:00,5.0,1022.8,0.8,6.7,14.8,150.0,89.0
2022-01-05 19:00:00,5.6,1022.7,1.5,6.7,7.6,120.0,93.0
2022-01-05 20:00:00,5.1,1021.7,0.8,6.1,0.0,0.0,93.0
2022-01-05 21:00:00,5.1,1020.8,0.8,6.1,0.0,0.0,93.0
2022-01-05 22:00:00,5.0,1020.2,2.3,6.7,0.0,0.0,89.0
2022-01-05 23:00:00,5.1,1018.8,2.3,6.1,9.4,120.0,93.0
2022-01-06 00:00:00,5.6,1018.4,2.0,6.7,0.0,0.0,93.0
2022-01-06 01:00:00,5.6,1017.7,1.0,6.7,0.0,0.0,93.0
2022-01-06 02:00:00,5.0,1016.8,0.7,6.7,5.4,360.0,89.0
2022-01-06 03:00:00,5.6,1016.6,0.5,6.7,0.0,0.0,93.0
2022-01-06 04:00:00,7.2,1016.4,0.3,8.3,11.2,180.0,93.0
2022-01-06 05:00:00,8.9,1016.2,0.3,10.0,20.5,190.0,93.0
2022-01-06 06:00:00,10.0,1015.6,0.3,11.1,22.3,190.0,93.0
2022-01-06 07:00:00,10.6,1014.9,0.3,12.2,25.9,190.0,90.0
2022-01-06 08:00:00,10.7,1014.0,0.1,12.8,22.3,180.0,87.0
2022-01-06 09:00:00,11.0,1013.2,0.3,12.8,31.7,180.0,89.0
2022-01-06 10:00:00,11.0,1012.4,0.3,12.8,33.5,180.0,89.0
2022-01-06 11:00:00,11.0,1013.0,0.4,12.8,35.3,190.0,89.0
2022-01-06 12:00:00,11.0,1012.6,0.8,12.8,25.9,190.0,89.0
2022-01-06 13:00:00,10.7,1011.9,1.5,12.8,31.7,180.0,87.0
2022-01-06 14:00:00,10.7,1011.7,0.0,13.3,33.5,180.0,84.0
2022-01-06 15:00:00,10.7,1011.9,0.5,13.3,31.7,170.0,84.0
2022-01-06 16:00:00,10.7,1011.9,0.5,12.8,27.7,170.0,87.0
2022-01-06 17:00:00,10.7,1011.9,1.3,12.8,27.7,180.0,87.0
2022-01-06 18:00:00,9.9,1011.9,0.3,13.3,20.5,170.0,80.0
2022-01-06 19:00:00,9.4,1011.8,0.0,13.3,18.4,160.0,77.0
2022-01-06 20:00:00,10.0,1010.7,0.0,12.8,18.4,170.0,83.0
2022-01-06 21:00:00,10.0,1009.6,0.0,12.8,16.6,160.0,83.0
2022-01-06 22:00:00,9.4,1008.7,0.4,13.3,27.7,170.0,77.0
2022-01-06 23:00:00,8.4,1008.0,0.0,13.3,24.1,180.0,72.0
2022-01-07 00:00:00,7.7,1007.0,0.0,13.3,35.3,190.0,69.0
2022-01-07 01:00:00,7.9,1006.5,0.0,12.8,37.1,190.0,72.0
2022-01-07 02:00:00,7.3,1005.8,0.0,12.8,31.7,200.0,69.0
2022-01-07 03:00:00,6.7,1004.4,0.0,12.2,31.7,180.0,69.0
2022-01-07 04:00:00,6.0,1003.6,0.0,12.2,25.9,170.0,66.0
2022-01-07 05:00:00,6.2,1002.4,0.6,11.7,25.9,170.0,69.0
2022-01-07 06:00:00,6.6,1000.8,1.4,11.7,37.1,180.0,71.0
2022-01-07 07:00:00,6.6,999.6,1.8,11.1,33.5,180.0,74.0
2022-01-07 08:00:00,7.2,998.8,2.1,11.1,33.5,180.0,77.0
2022-01-07 09:00:00,7.8,997.9,2.3,10.6,33.5,180.0,83.0
2022-01-07 10:00:00,7.8,996.9,2.3,10.6,37.1,190.0,83.0
2022-01-07 11:00:00,7.8,996.9,0.5,11.1,38.9,190.0,80.0
2022-01-07 12:00:00,7.8,995.9,6.1,11.1,40.7,180.0,80.0
2022-01-07 13:00:00,7.8,994.1,0.3,11.7,42.5,170.0,77.0
2022-01-07 14:00:00,8.3,993.5,0.3,11.1,38.9,180.0,83.0
2022-01-07 15:00:00,6.2,995.5,0.5,10.6,48.2,210.0,74.0
2022-01-07 16:00:00,5.1,1000.2,1.3,8.9,33.5,230.0,77.0
2022-01-07 17:00:00,3.8,1003.2,0.9,7.8,24.1,210.0,76.0
2022-01-07 18:00:00,3.3,1005.6,0.0,7.2,27.7,200.0,76.0
2022-01-07 19:00:00,3.8,1007.7,0.0,7.8,22.3,200.0,76.0
2022-01-07 20:00:00,3.8,1009.2,0.0,7.8,18.4,190.0,76.0
2022-01-07 21:00:00,2.7,1009.8,0.1,8.3,14.8,210.0,68.0
2022-01-07 22:00:00,2.9,1010.3,0.0,8.9,11.2,290.0,66.0
2022-01-07 23:00:00,1.6,1011.2,0.0,7.8,16.6,300.0,65.0
2022-01-08 00:00:00,1.7,1012.0,0.0,8.3,9.4,260.0,63.0
2022-01-08 01:00:00,0.6,1012.8,0.0,6.7,11.2,240.0,65.0
2022-01-08 02:00:00,1.2,1013.7,0.0,6.7,9.4,240.0,68.0
2022-01-08 03:00:00,1.7,1014.2,0.0,5.6,9.4,180.0,76.0
2022-01-08 04:00:00,1.6,1015.3,0.0,6.1,13.0,200.0,73.0
2022-01-08 05:00:00,1.6,1016.0,0.0,6.1,20.5,200.0,73.0
2022-01-08 06:00:00,2.2,1016.4,0.2,6.1,14.8,200.0,76.0
2022-01-08 07:00:00,2.2,1016.9,0.0,5.6,11.2,200.0,79.0
2022-01-08 08:00:00,2.2,1017.8,0.0,5.6,14.8,180.0,79.0
2022-01-08 09:00:00,2.8,1018.6,0.0,5.6,18.4,170.0,82.0
2022-01-08 10:00:00,2.7,1019.6,0.0,6.1,16.6,200.0,79.0
2022-01-08 11:00:00,3.3,1020.1,0.1,5.6,18.4,180.0,85.0
2022-01-08 12:00:00,3.3,1020.7,0.0,5.6,16.6,210.0,85.0
2022-01-08 13:00:00,2.9,1020.6,0.0,5.0,13.0,200.0,86.0
2022-01-08 14:00:00,3.3,1021.6,0.0,5.6,13.0,170.0,85.0
2022-01-08 15:00:00,3.3,1022.1,0.0,5.6,14.8,170.0,85.0
2022-01-08 16:00:00,2.9,1022.9,0.0,5.0,11.2,170.0,86.0
2022-01-08 17:00:00,3.3,1023.8,0.0,6.1,9.4,170.0,82.0
2022-01-08 18:00:00,4.0,1024.5,0.0,7.2,9.4,170.0,80.0
2022-01-08 19:00:00,3.9,1024.8,0.0,8.3,7.6,200.0,74.0
2022-01-08 20:00:00,2.7,1024.4,0.0,9.4,13.0,200.0,63.0
2022-01-08 21:00:00,2.8,1024.1,0.0,10.0,9.4,190.0,61.0
2022-01-08 22:00:00,2.1,1023.7,0.0,10.0,9.4,130.0,58.0
2022-01-08 23:00:00,1.6,1023.8,0.0,10.0,7.6,160.0,56.0
2022-01-09 00:00:00,2.2,1023.9,0.0,10.6,0.0,0.0,56.0
2022-01-09 01:00:00,1.8,1024.2,0.0,8.9,7.6,40.0,61.0
2022-01-09 02:00:00,1.7,1024.2,0.0,7.2,9.4,30.0,68.0
2022-01-09 03:00:00,1.8,1024.1,0.0,4.4,5.4,250.0,83.0
2022-01-09 04:00:00,1.2,1024.2,0.0,3.3,0.0,0.0,86.0
2022-01-09 05:00:00,1.2,1024.3,0.0,2.8,0.0,0.0,89.0
2022-01-09 06:00:00,0.5,1024.7,0.0,1.7,0.0,0.0,92.0
2022-01-09 07:00:00,0.1,1024.8,0.0,1.7,0.0,0.0,89.0
2022-01-09 08:00:00,-0.1,1024.8,0.0,1.1,0.0,0.0,92.0
2022-01-09 09:00:00,-0.1,1024.3,0.0,1.1,0.0,0.0,92.0
2022-01-09 10:00:00,-0.7,1024.3,0.0,1.1,0.0,0.0,88.0
2022-01-09 11:00:00,-0.6,1024.7,0.0,0.0,5.4,250.0,96.0
2022-01-09 12:00:00,-0.6,1024.7,0.0,0.0,5.4,230.0,96.0
2022-01-09 13:00:00,-1.1,1024.5,0.0,0.0,0.0,0.0,92.0
2022-01-09 14:00:00,-1.7,1025.0,0.0,-0.6,0.0,0.0,92.0
2022-01-09 15:00:00,-2.2,1025.0,0.0,-1.1,7.6,90.0,92.0
2022-01-09 16:00:00,-1.1,1025.4,0.0,-1.1,0.0,0.0,100.0
2022-01-09 17:00:00,-0.6,1025.7,0.0,-0.6,0.0,0.0,100.0
2022-01-09 18:00:00,1.8,1026.3,0.0,2.8,0.0,0.0,93.0
2022-01-09 19:00:00,2.2,1026.4,0.0,5.6,0.0,0.0,79.0
2022-01-09 20:00:00,2.3,1025.8,0.0,7.2,0.0,0.0,71.0
2022-01-09 21:00:00,2.2,1025.5,0.0,8.9,0.0,0.0,63.0
2022-01-09 22:00:00,2.3,1025.2,0.0,9.4,5.4,20.0,61.0
2022-01-09 23:00:00,1.7,1024.9,0.0,10.6,5.4,10.0,54.0
2022-01-10 00:00:00,2.3,1025.0,0.0,9.4,7.6,360.0,61.0
2022-01-10 01:00:00,1.6,1025.5,0.0,6.7,0.0,0.0,70.0
2022-01-10 02:00:00,0.7,1025.3,0.0,3.3,0.0,0.0,83.0
2022-01-10 03:00:00,1.1,1025.5,0.0,3.9,5.4,250.0,82.0
2022-01-10 04:00:00,0.6,1025.2,0.0,2.2,7.6,120.0,89.0
2022-01-10 05:00:00,0.1,1025.7,0.0,1.7,7.6,170.0,89.0
2022-01-10 06:00:00,-0.6,1026.0,0.0,0.6,0.0,0.0,92.0
2022-01-10 07:00:00,-0.6,1026.4,0.0,0.6,0.0,0.0,92.0
2022-01-10 08:00:00,-1.1,1027.0,0.0,0.0,5.4,140.0,92.0
2022-01-10 09:00:00,-1.1,1026.9,0.0,0.0,7.6,160.0,92.0
2022-01-10 10:00:00,-1.7,1026.9,0.0,-0.6,5.4,140.0,92.0
2022-01-10 11:00:00,-1.1,1027.4,0.0,0.0,0.0,0.0,92.0
2022-01-10 12:00:00,-1.1,1027.4,0.0,0.0,5.4,160.0,92.0
2022-01-10 13:00:00,-0.6,1027.6,0.0,0.6,0.0,0.0,92.0
2022-01-10 14:00:00,-0.6,1028.9,0.3,0.6,14.8,190.0,92.0
2022-01-10 15:00:00,0.5,1029.3,0.3,1.7,7.6,130.0,92.0
2022-01-10 16:00:00,1.0,1030.4,0.5,2.2,13.0,290.0,92.0
2022-01-10 17:00:00,1.2,1030.5,0.3,2.8,7.6,330.0,89.0
2022-01-10 18:00:00,1.7,1031.1,0.5,3.3,7.6,340.0,89.0
2022-01-10 19:00:00,2.9,1031.1,0.0,3.9,0.0,0.0,93.0
2022-01-10 20:00:00,2.9,1030.1,0.0,5.0,0.0,0.0,86.0
2022-01-10 21:00:00,3.3,1029.8,0.0,6.1,0.0,0.0,82.0
2022-01-10 22:00:00,4.3,1029.6,0.0,7.2,0.0,0.0,82.0
2022-01-10 23:00:00,4.3,1029.2,0.0,7.2,7.6,340.0,82.0
2022-01-11 00:00:00,4.4,1028.8,0.0,7.8,5.4,30.0,79.0
2022-01-11 01:00:00,3.9,1028.9,0.0,5.6,7.6,340.0,89.0
2022-01-11 02:00:00,4.4,1028.4,0.0,6.1,5.4,260.0,89.0
2022-01-11 03:00:00,4.4,1027.7,0.0,6.1,0.0,0.0,89.0
2022-01-11 04:00:00,4.0,1027.4,0.0,5.0,0.0,0.0,93.0
2022-01-11 05:00:00,4.4,1027.5,0.0,5.6,0.0,0.0,92.0
2022-01-11 06:00:00,5.1,1027.1,0.0,6.1,0.0,0.0,93.0
2022-01-11 07:00:00,5.1,1026.7,0.0,6.1,9.4,170.0,93.0
2022-01-11 08:00:00,4.4,1027.6,0.0,6.1,0.0,0.0,89.0
2022-01-11 09:00:00,5.0,1027.5,0.0,6.7,11.2,140.0,89.0
2022-01-11 10:00:00,5.6,1026.9,0.0,7.8,14.8,160.0,86.0
2022-01-11 11:00:00,5.6,1027.7,0.0,8.9,18.4,170.0,80.0
2022-01-11 12:00:00,5.6,1027.5,0.0,8.9,11.2,190.0,80.0
2022-01-11 13:00:00,5.6,1026.7,0.0,8.9,9.4,180.0,80.0
2022-01-11 14:00:00,5.6,1026.6,0.5,8.9,5.4,220.0,80.0
2022-01-11 15:00:00,6.1,1026.4,0.3,7.8,9.4,160.0,89.0
2022-01-11 16:00:00,6.8,1026.6,0.3,8.3,7.6,150.0,90.0
2022-01-11 17:00:00,6.7,1026.1,0.0,9.4,14.8,160.0,83.0
2022-01-11 18:00:00,6.7,1027.0,0.1,10.0,13.0,170.0,80.0
2022-01-11 19:00:00,7.2,1026.6,0.0,9.4,11.2,150.0,86.0
2022-01-11 20:00:00,8.3,1025.6,0.0,11.1,11.2,160.0,83.0
2022-01-11 21:00:00,7.3,1025.2,0.0,13.3,20.5,200.0,67.0
2022-01-11 22:00:00,7.7,1024.6,0.0,13.3,11.2,180.0,69.0
2022-01-11 23:00:00,7.7,1024.5,0.0,13.3,13.0,200.0,69.0
2022-01-12 00:00:00,7.9,1023.9,0.0,13.9,16.6,180.0,67.0
2022-01-12 01:00:00,7.9,1023.9,0.0,12.2,11.2,130.0,75.0
2022-01-12 02:00:00,8.4,1023.5,0.0,13.3,14.8,140.0,72.0
2022-01-12 03:00:00,7.7,1023.6,0.0,13.3,13.0,180.0,69.0
2022-01-12 04:00:00,7.9,1023.2,0.0,14.4,18.4,170.0,65.0
2022-01-12 05:00:00,7.8,1023.2,0.0,15.0,24.1,180.0,62.0
2022-01-12 06:00:00,7.2,1023.2,0.0,13.9,29.5,190.0,64.0
2022-01-12 07:00:00,7.2,1023.7,0.0,14.4,25.9,190.0,62.0
2022-01-12 08:00:00,6.7,1024.0,0.0,13.9,22.3,170.0,62.0
2022-01-12 09:00:00,6.6,1024.1,0.0,13.3,14.8,190.0,64.0
2022-01-12 10:00:00,6.7,1023.8,0.0,13.9,13.0,180.0,62.0
2022-01-12 11:00:00,6.6,1023.7,0.0,13.3,16.6,190.0,64.0
2022-01-12 12:00:00,6.2,1023.1,0.0,13.3,14.8,170.0,62.0
2022-01-12 13:00:00,5.7,1022.5,0.0,12.8,13.0,180.0,62.0
2022-01-12 14:00:00,4.4,1022.2,0.0,12.2,16.6,180.0,59.0
2022-01-12 15:00:00,4.9,1022.1,0.0,10.6,13.0,150.0,68.0
2022-01-12 16:00:00,3.8,1022.1,0.0,10.6,14.8,170.0,63.0
2022-01-12 17:00:00,4.5,1022.0,0.0,10.6,14.8,160.0,66.0
2022-01-12 18:00:00,3.8,1022.0,0.0,10.6,11.2,180.0,63.0
2022-01-12 19:00:00,4.4,1022.0,0.0,11.7,11.2,190.0,61.0
2022-01-12 20:00:00,4.5,1021.2,0.0,13.9,9.4,180.0,53.0
2022-01-12 21:00:00,4.4,1020.5,0.0,15.0,14.8,180.0,49.0
2022-01-12 22:00:00,4.4,1020.1,0.0,15.0,11.2,180.0,49.0
2022-01-12 23:00:00,5.5,1019.3,0.0,13.9,13.0,160.0,57.0
2022-01-13 00:00:00,4.4,1018.8,0.0,14.4,0.0,0.0,51.0
2022-01-13 01:00:00,5.1,1018.0,0.0,11.7,0.0,0.0,64.0
2022-01-13 02:00:00,4.4,1018.1,0.0,10.0,5.4,210.0,68.0
2022-01-13 03:00:00,4.0,1018.5,0.0,7.2,9.4,250.0,80.0
2022-01-13 04:00:00,4.0,1019.0,0.0,7.2,7.6,240.0,80.0
2022-01-13 05:00:00,3.9,1019.2,0.0,6.1,9.4,150.0,86.0
2022-01-13 06:00:00,5.1,1018.9,0.0,8.3,16.6,150.0,80.0
2022-01-13 07:00:00,4.3,1018.8,0.0,7.2,0.0,0.0,82.0
2022-01-13 08:00:00,4.4,1018.0,0.0,10.0,11.2,180.0,68.0
2022-01-13 09:00:00,5.0,1018.1,0.3,10.0,11.2,170.0,71.0
2022-01-13 10:00:00,4.4,1017.7,0.9,7.8,7.6,130.0,79.0
2022-01-13 11:00:00,5.6,1017.2,0.2,10.0,18.4,190.0,74.0
2022-01-13 12:00:00,7.2,1017.6,0.3,9.4,16.6,180.0,86.0
2022-01-13 13:00:00,7.2,1018.0,0.0,10.0,22.3,180.0,83.0
2022-01-13 14:00:00,7.8,1018.8,0.0,10.6,9.4,170.0,83.0
2022-01-13 15:00:00,7.3,1019.0,0.0,10.6,16.6,160.0,80.0
2022-01-13 16:00:00,7.3,1019.6,0.0,10.6,20.5,170.0,80.0
2022-01-13 17:00:00,7.3,1020.4,0.2,10.6,24.1,180.0,80.0
2022-01-13 18:00:00,7.8,1021.5,0.0,10.6,16.6,170.0,83.0
2022-01-13 19:00:00,7.8,1022.1,0.2,10.6,16.6,180.0,83.0
2022-01-13 20:00:00,7.8,1022.2,0.0,11.1,24.1,170.0,80.0
2022-01-13 21:00:00,8.9,1022.3,0.3,10.6,24.1,170.0,89.0
2022-01-13 22:00:00,8.9,1023.1,0.5,10.6,18.4,180.0,89.0
2022-01-13 23:00:00,9.4,1024.1,1.0,10.6,9.4,180.0,92.0
2022-01-14 00:00:00,9.4,1025.0,0.5,10.6,16.6,170.0,92.0
2022-01-14 01:00:00,8.9,1025.9,0.0,10.6,16.6,170.0,89.0
2022-01-14 02:00:00,9.4,1026.9,0.0,10.6,14.8,180.0,92.0
2022-01-14 03:00:00,8.9,1027.6,0.0,10.6,9.4,160.0,89.0
2022-01-14 04:00:00,8.9,1028.2,0.0,10.6,9.4,160.0,89.0
2022-01-14 05:00:00,8.9,1028.8,0.0,10.0,11.2,150.0,93.0
2022-01-14 06:00:00,8.9,1029.5,0.0,10.0,7.6,170.0,93.0
2022-01-14 07:00:00,7.8,1029.5,0.0,9.4,7.6,140.0,90.0
2022-01-14 08:00:00,7.2,1029.8,0.0,8.3,0.0,0.0,93.0
2022-01-14 09:00:00,4.4,1030.6,0.0,5.6,0.0,0.0,92.0
2022-01-14 10:00:00,4.4,1031.3,0.0,5.0,7.6,100.0,96.0
2022-01-14 11:00:00,5.0,1031.5,0.0,5.6,0.0,0.0,96.0
2022-01-14 12:00:00,3.4,1031.7,0.0,4.4,7.6,270.0,93.0
2022-01-14 13:00:00,2.9,1031.8,0.0,3.3,5.4,110.0,97.0
2022-01-14 14:00:00,4.0,1031.3,0.0,4.4,0.0,0.0,97.0
2022-01-14 15:00:00,5.0,1031.9,0.0,5.6,5.4,310.0,96.0
2022-01-14 16:00:00,5.0,1032.0,0.0,5.6,7.6,150.0,96.0
2022-01-14 17:00:00,6.1,1032.2,0.0,6.7,5.4,250.0,96.0
