DT,dwpt,prcp,rhum,pres,wdir,temp,wspd,Donalsonville
2022-01-01 05:00:00,22.8,0.0,99.0,1017.0,190.0,22.7,13.0,0.172414
2022-01-01 06:00:00,22.5,0.0,99.0,1016.0,200.0,22.7,13.0,0.172414
2022-01-01 07:00:00,22.3,0.0,100.0,1016.0,190.0,22.3,11.2,0.155172
2022-01-01 08:00:00,22.2,0.0,98.0,1016.0,190.0,22.5,13.0,0.155172
2022-01-01 09:00:00,21.9,0.0,98.0,1016.0,190.0,22.2,14.8,0.137931
2022-01-01 10:00:00,21.9,0.0,100.0,1016.0,190.0,21.9,11.2,0.137931
2022-01-01 11:00:00,20.2,0.0,91.0,1016.0,190.0,21.6,11.2,0.137931
2022-01-01 12:00:00,19.8,0.0,94.0,1016.0,180.0,21.3,11.2,0.137931
2022-01-01 13:00:00,20.8,0.0,99.0,1017.0,180.0,20.6,11.2,0.137931
2022-01-01 14:00:00,21.1,0.0,99.0,1017.0,190.0,21.3,13.0,0.103448
2022-01-01 15:00:00,20.9,0.0,92.0,1017.0,190.0,22.3,20.5,0.051724
2022-01-01 16:00:00,20.1,0.0,73.0,1016.0,170.0,25.3,22.3,-0.137931
2022-01-01 17:00:00,19.3,0.0,64.0,1015.0,200.0,26.7,35.3,-0.224138
2022-01-01 18:00:00,18.5,0.0,56.0,1014.0,210.0,28.1,27.7,-0.224138
2022-01-01 19:00:00,18.3,0.0,54.0,1013.0,200.0,28.5,25.9,-0.155172
2022-01-01 20:00:00,18.1,0.0,57.0,1014.0,200.0,27.4,27.7,-0.051724
2022-01-01 21:00:00,17.9,0.0,57.0,1014.0,220.0,27.2,22.3,-0.034483
2022-01-01 22:00:00,18.0,0.0,59.0,1014.0,210.0,26.7,14.8,0.12069
2022-01-01 23:00:00,18.2,0.0,67.0,1013.0,210.0,24.7,22.3,0.189655
2022-01-02 00:00:00,18.6,0.0,73.0,1014.0,200.0,23.7,14.8,0.206897
2022-01-02 01:00:00,20.0,0.0,88.0,1014.0,180.0,22.1,16.6,0.189655
2022-01-02 02:00:00,21.1,0.0,96.0,1014.0,190.0,21.8,16.6,0.189655
2022-01-02 03:00:00,21.5,0.0,96.0,1014.0,190.0,22.2,22.3,0.172414
2022-01-02 04:00:00,21.8,0.0,98.0,1014.0,200.0,22.1,18.4,0.172414
2022-01-02 05:00:00,21.7,0.0,99.0,1013.0,190.0,21.9,16.6,0.155172
2022-01-02 06:00:00,21.7,0.0,99.0,1013.0,200.0,21.9,16.6,0.155172
2022-01-02 07:00:00,21.8,0.0,100.0,1013.0,190.0,21.8,16.6,0.155172
2022-01-02 08:00:00,21.8,0.0,99.0,1012.0,180.0,22.0,16.6,0.155172
2022-01-02 09:00:00,21.8,0.0,100.0,1012.0,190.0,21.8,13.0,0.137931
2022-01-02 10:00:00,21.9,0.0,99.0,1012.0,190.0,22.1,13.0,0.137931
2022-01-02 11:00:00,21.6,0.0,97.0,1012.0,200.0,22.1,16.6,0.137931
2022-01-02 12:00:00,21.6,0.0,98.0,1012.0,180.0,21.9,11.2,0.137931
2022-01-02 13:00:00,21.6,0.0,100.0,1013.0,190.0,21.6,11.2,0.155172
2022-01-02 14:00:00,22.3,0.2,94.0,1014.0,210.0,23.3,11.2,0.12069
2022-01-02 15:00:00,22.2,0.3,86.0,1014.0,210.0,24.7,20.5,0.051724
2022-01-02 16:00:00,22.2,0.2,85.0,1013.0,220.0,24.9,16.6,0.068966
2022-01-02 17:00:00,22.0,0.3,74.0,1012.0,220.0,27.0,24.1,-0.051724
2022-01-02 18:00:00,21.6,1.6,73.0,1010.0,230.0,26.8,24.1,-0.034483
2022-01-02 19:00:00,21.4,1.2,66.0,1010.0,220.0,28.4,29.5,-0.017241
2022-01-02 20:00:00,22.0,4.6,71.0,1010.0,220.0,27.7,37.1,0.068966
2022-01-02 21:00:00,22.4,0.4,81.0,1010.0,210.0,25.9,29.5,0.12069
2022-01-02 22:00:00,20.2,2.3,87.0,1010.0,270.0,22.5,24.1,0.189655
2022-01-02 23:00:00,20.0,9.7,100.0,1010.0,260.0,20.4,27.7,0.172414
2022-01-03 00:00:00,19.7,34.5,96.0,1010.0,230.0,19.7,25.9,0.189655
2022-01-03 01:00:00,19.3,18.8,96.0,1009.0,230.0,20.0,14.8,0.189655
2022-01-03 02:00:00,19.4,1.0,97.0,1009.0,210.0,20.1,18.4,0.172414
2022-01-03 03:00:00,18.7,1.3,98.0,1010.0,200.0,20.5,20.5,0.172414
2022-01-03 04:00:00,18.5,2.0,98.0,1010.0,280.0,18.8,51.8,0.172414
2022-01-03 05:00:00,11.7,0.1,93.0,1015.0,290.0,12.8,50.0,0.155172
2022-01-03 06:00:00,9.2,0.0,88.0,1016.0,290.0,11.1,38.9,0.137931
2022-01-03 07:00:00,6.8,0.0,87.0,1017.0,290.0,8.8,29.5,0.12069
2022-01-03 08:00:00,4.9,0.0,86.0,1018.0,290.0,7.1,27.7,0.12069
2022-01-03 09:00:00,3.3,0.0,83.0,1019.0,290.0,6.0,40.7,0.12069
2022-01-03 10:00:00,1.8,0.0,82.0,1020.0,300.0,4.6,40.7,0.137931
2022-01-03 11:00:00,1.0,0.0,83.0,1021.0,290.0,3.6,31.7,0.172414
2022-01-03 12:00:00,0.7,0.0,83.0,1022.0,310.0,3.3,31.7,0.189655
2022-01-03 13:00:00,0.2,0.0,82.0,1024.0,310.0,3.0,31.7,0.396552
2022-01-03 14:00:00,0.4,0.0,81.0,1025.0,320.0,3.3,25.9,0.465517
2022-01-03 15:00:00,0.5,0.0,79.0,1026.0,310.0,3.8,24.1,0.482759
2022-01-03 16:00:00,0.6,0.0,77.0,1026.0,320.0,4.3,22.3,0.465517
2022-01-03 17:00:00,1.0,0.0,74.0,1025.0,310.0,5.3,20.5,0.431034
2022-01-03 18:00:00,1.1,0.0,73.0,1025.0,320.0,5.6,22.3,0.431034
2022-01-03 19:00:00,1.4,0.0,70.0,1024.0,320.0,6.5,24.1,0.37931
2022-01-03 20:00:00,1.2,0.0,66.0,1025.0,330.0,7.1,24.1,0.12069
2022-01-03 21:00:00,1.1,0.0,60.0,1025.0,360.0,8.4,18.4,0.137931
2022-01-03 22:00:00,1.0,0.0,62.0,1025.0,350.0,7.8,20.5,0.293103
2022-01-03 23:00:00,1.0,0.0,68.0,1026.0,350.0,6.5,16.6,0.551724
2022-01-04 00:00:00,1.5,0.0,77.0,1026.0,330.0,5.2,11.2,0.655172
2022-01-04 01:00:00,1.3,0.0,79.0,1026.0,350.0,4.6,18.4,0.396552
2022-01-04 02:00:00,1.1,0.0,79.0,1027.0,360.0,4.4,11.2,0.396552
2022-01-04 03:00:00,0.9,0.0,81.0,1027.0,350.0,3.9,9.4,0.37931
2022-01-04 04:00:00,1.8,0.0,95.0,1027.0,290.0,2.5,9.4,0.37931
2022-01-04 05:00:00,1.7,0.0,95.0,1027.0,300.0,2.4,11.2,0.37931
2022-01-04 06:00:00,1.4,0.0,95.0,1027.0,360.0,2.1,11.2,0.362069
2022-01-04 07:00:00,0.8,0.0,92.0,1027.0,10.0,2.0,9.4,0.362069
2022-01-04 08:00:00,0.6,0.0,92.0,1027.0,360.0,1.8,9.4,0.362069
2022-01-04 09:00:00,0.7,0.0,96.0,1027.0,360.0,1.3,5.4,0.344828
2022-01-04 10:00:00,0.6,0.0,97.0,1026.0,40.0,1.0,11.2,0.37931
2022-01-04 11:00:00,0.5,0.0,97.0,1027.0,40.0,0.9,11.2,0.396552
2022-01-04 12:00:00,0.4,0.0,97.0,1027.0,30.0,0.8,9.4,0.448276
2022-01-04 13:00:00,0.9,0.0,97.0,1028.0,50.0,1.3,9.4,0.689655
2022-01-04 14:00:00,1.9,0.0,93.0,1028.0,50.0,2.9,7.6,0.689655
2022-01-04 15:00:00,3.5,0.0,89.0,1028.0,60.0,5.2,13.0,0.551724
2022-01-04 16:00:00,4.5,0.0,79.0,1027.0,90.0,7.9,14.8,0.448276
2022-01-04 17:00:00,5.2,0.0,70.0,1026.0,70.0,10.4,11.2,0.465517
2022-01-04 18:00:00,5.7,0.0,66.0,1024.0,30.0,11.9,7.6,0.465517
2022-01-04 19:00:00,6.1,0.0,63.0,1024.0,90.0,13.0,13.0,0.344828
2022-01-04 20:00:00,6.9,0.0,64.0,1023.0,90.0,13.6,13.0,0.448276
2022-01-04 21:00:00,7.0,0.0,63.0,1023.0,70.0,13.9,16.6,0.310345
2022-01-04 22:00:00,7.3,0.0,64.0,1022.0,90.0,14.0,11.2,0.344828
2022-01-04 23:00:00,7.5,0.0,79.0,1023.0,100.0,11.0,9.4,0.517241
2022-01-05 00:00:00,8.3,0.0,87.0,1022.0,0.0,10.4,0.0,0.603448
2022-01-05 01:00:00,8.4,0.0,95.0,1022.0,260.0,9.2,9.4,0.362069
2022-01-05 02:00:00,7.8,0.0,98.0,1023.0,0.0,8.1,0.0,0.344828
2022-01-05 03:00:00,8.4,0.0,100.0,1022.0,280.0,8.4,5.4,0.344828
2022-01-05 04:00:00,8.5,0.0,96.0,1022.0,310.0,9.1,9.4,0.327586
2022-01-05 05:00:00,8.7,0.0,98.0,1021.0,0.0,9.0,0.0,0.310345
2022-01-05 06:00:00,8.7,0.0,95.0,1021.0,330.0,9.5,7.6,0.293103
2022-01-05 07:00:00,9.1,0.1,97.0,1020.0,0.0,9.6,0.0,0.275862
2022-01-05 08:00:00,9.2,0.2,96.0,1020.0,300.0,9.8,11.2,0.275862
2022-01-05 09:00:00,9.2,0.0,95.0,1020.0,310.0,10.0,9.4,0.258621
2022-01-05 10:00:00,9.2,0.0,94.0,1020.0,330.0,10.1,7.6,0.241379
2022-01-05 11:00:00,9.2,0.1,93.0,1020.0,360.0,10.3,7.6,0.293103
2022-01-05 12:00:00,9.1,0.0,91.0,1020.0,330.0,10.5,11.2,0.344828
2022-01-05 13:00:00,8.8,0.0,90.0,1020.0,360.0,10.4,9.4,0.568966
2022-01-05 14:00:00,8.6,0.0,85.0,1020.0,350.0,11.0,7.6,0.534483
2022-01-05 15:00:00,8.6,0.0,75.0,1020.0,20.0,12.9,9.4,0.344828
2022-01-05 16:00:00,8.2,0.0,62.0,1019.0,360.0,15.4,14.8,0.189655
2022-01-05 17:00:00,7.6,0.0,55.0,1018.0,300.0,16.7,14.8,0.12069
2022-01-05 18:00:00,7.0,0.0,50.0,1017.0,280.0,17.5,14.8,0.103448
2022-01-05 19:00:00,7.0,0.0,50.0,1016.0,280.0,17.5,18.4,0.241379
2022-01-05 20:00:00,7.0,0.0,52.0,1016.0,280.0,16.9,13.0,0.293103
2022-01-05 21:00:00,6.5,0.0,44.0,1016.0,290.0,19.0,13.0,0.293103
2022-01-05 22:00:00,7.0,0.0,49.0,1016.0,290.0,17.9,14.8,0.396552
2022-01-05 23:00:00,7.8,0.0,61.0,1017.0,360.0,15.3,7.6,0.448276
2022-01-06 00:00:00,9.0,0.0,76.0,1017.0,0.0,13.1,0.0,0.5
2022-01-06 01:00:00,9.6,0.0,92.0,1017.0,0.0,10.8,0.0,0.241379
2022-01-06 02:00:00,8.5,0.0,96.0,1017.0,0.0,9.1,0.0,0.241379
2022-01-06 03:00:00,8.6,0.0,98.0,1017.0,0.0,8.9,0.0,0.241379
2022-01-06 04:00:00,7.4,0.0,100.0,1017.0,0.0,7.4,0.0,0.224138
2022-01-06 05:00:00,7.1,0.0,97.0,1017.0,210.0,7.5,5.4,0.224138
2022-01-06 06:00:00,7.1,0.0,97.0,1016.0,0.0,7.5,0.0,0.224138
2022-01-06 07:00:00,7.3,0.0,91.0,1017.0,0.0,6.0,0.0,0.206897
2022-01-06 08:00:00,6.5,0.0,92.0,1017.0,290.0,6.6,7.6,0.206897
2022-01-06 09:00:00,7.3,0.0,88.0,1017.0,0.0,6.3,0.0,0.206897
2022-01-06 10:00:00,7.3,0.0,91.0,1017.0,0.0,5.5,0.0,0.224138
2022-01-06 11:00:00,6.2,0.0,94.0,1017.0,150.0,5.1,5.4,0.258621
2022-01-06 12:00:00,5.9,0.0,96.0,1017.0,90.0,4.4,7.6,0.327586
2022-01-06 13:00:00,9.0,0.0,100.0,1017.0,0.0,4.8,0.0,0.534483
2022-01-06 14:00:00,8.6,0.0,100.0,1017.0,100.0,8.6,5.4,0.482759
2022-01-06 15:00:00,9.6,0.0,81.0,1017.0,140.0,12.8,9.4,0.310345
2022-01-06 16:00:00,9.5,0.0,63.0,1016.0,150.0,16.6,14.8,0.155172
2022-01-06 17:00:00,8.4,0.0,47.0,1015.0,190.0,20.1,16.6,0.12069
2022-01-06 18:00:00,8.0,0.0,43.0,1013.0,210.0,21.1,25.9,0.086207
2022-01-06 19:00:00,8.9,0.0,46.0,1013.0,190.0,21.0,20.5,0.310345
2022-01-06 20:00:00,10.4,0.0,53.0,1013.0,210.0,20.3,13.0,0.431034
2022-01-06 21:00:00,12.0,0.1,61.0,1014.0,240.0,19.7,14.8,0.465517
2022-01-06 22:00:00,14.6,0.6,82.0,1014.0,230.0,17.7,14.8,0.482759
2022-01-06 23:00:00,14.9,4.3,87.0,1013.0,220.0,15.6,7.6,0.465517
2022-01-07 00:00:00,15.3,1.0,91.0,1014.0,140.0,14.9,16.6,0.5
2022-01-07 01:00:00,15.7,0.5,93.0,1014.0,180.0,14.3,7.6,0.258621
2022-01-07 02:00:00,16.0,0.2,94.0,1014.0,200.0,14.2,9.4,0.224138
2022-01-07 03:00:00,15.8,0.1,93.0,1015.0,210.0,15.5,11.2,0.206897
2022-01-07 04:00:00,13.0,0.0,94.0,1015.0,250.0,15.9,11.2,0.189655
2022-01-07 05:00:00,13.3,0.0,94.0,1017.0,340.0,14.3,24.1,0.172414
2022-01-07 06:00:00,12.2,0.0,94.0,1017.0,320.0,13.1,18.4,0.172414
2022-01-07 07:00:00,7.7,0.0,82.0,1019.0,350.0,10.6,24.1,0.155172
2022-01-07 08:00:00,5.3,0.0,82.0,1020.0,350.0,8.2,18.4,0.172414
2022-01-07 09:00:00,3.9,0.0,84.0,1020.0,350.0,6.4,22.3,0.172414
2022-01-07 10:00:00,3.3,0.0,88.0,1022.0,350.0,5.1,14.8,0.189655
2022-01-07 11:00:00,2.7,0.0,89.0,1022.0,360.0,4.4,16.6,0.224138
2022-01-07 12:00:00,2.2,0.0,90.0,1023.0,360.0,3.7,14.8,0.310345
2022-01-07 13:00:00,1.6,0.0,88.0,1024.0,10.0,3.4,16.6,0.551724
2022-01-07 14:00:00,1.4,0.0,81.0,1026.0,10.0,4.4,18.4,0.517241
2022-01-07 15:00:00,1.0,0.0,70.0,1026.0,40.0,6.1,20.5,0.327586
2022-01-07 16:00:00,0.0,0.0,58.0,1025.0,50.0,7.8,20.5,0.189655
2022-01-07 17:00:00,-0.7,0.0,49.0,1024.0,40.0,9.5,14.8,0.12069
2022-01-07 18:00:00,-1.0,0.0,44.0,1024.0,10.0,10.8,16.6,0.086207
2022-01-07 19:00:00,-1.7,0.0,39.0,1023.0,30.0,11.8,20.5,0.068966
2022-01-07 20:00:00,-0.9,0.0,39.0,1023.0,20.0,12.7,11.2,0.068966
2022-01-07 21:00:00,-1.1,0.0,38.0,1024.0,10.0,12.9,13.0,0.12069
2022-01-07 22:00:00,-1.4,0.0,38.0,1024.0,60.0,12.6,14.8,0.258621
2022-01-07 23:00:00,0.3,0.0,52.0,1025.0,70.0,9.7,9.4,0.448276
2022-01-08 00:00:00,0.1,0.0,53.0,1026.0,30.0,9.2,7.6,0.517241
2022-01-08 01:00:00,2.6,0.0,71.0,1026.0,0.0,7.5,0.0,0.310345
2022-01-08 02:00:00,3.1,0.0,89.0,1026.0,90.0,4.8,5.4,0.275862
2022-01-08 03:00:00,2.3,0.0,82.0,1027.0,80.0,5.1,9.4,0.258621
2022-01-08 04:00:00,1.7,0.0,79.0,1027.0,100.0,5.0,7.6,0.275862
2022-01-08 05:00:00,0.7,0.0,71.0,1026.0,40.0,5.5,5.4,0.258621
2022-01-08 06:00:00,1.2,0.0,81.0,1027.0,50.0,4.2,7.6,0.241379
2022-01-08 07:00:00,0.9,0.0,82.0,1027.0,60.0,3.7,7.6,0.241379
2022-01-08 08:00:00,0.7,0.0,80.0,1027.0,60.0,3.8,13.0,0.258621
2022-01-08 09:00:00,0.8,0.0,84.0,1027.0,60.0,3.2,9.4,0.241379
2022-01-08 10:00:00,0.3,0.0,86.0,1028.0,80.0,2.4,7.6,0.258621
2022-01-08 11:00:00,0.0,0.0,84.0,1029.0,70.0,2.4,13.0,0.293103
2022-01-08 12:00:00,-0.2,0.0,85.0,1029.0,60.0,2.1,11.2,0.310345
2022-01-08 13:00:00,-0.6,0.0,81.0,1030.0,60.0,2.3,13.0,0.344828
2022-01-08 14:00:00,-0.1,0.0,72.0,1031.0,60.0,4.5,14.8,0.275862
2022-01-08 15:00:00,-0.5,0.0,57.0,1031.0,80.0,7.5,16.6,0.086207
2022-01-08 16:00:00,-0.2,0.0,47.0,1031.0,80.0,10.7,14.8,-0.017241
2022-01-08 17:00:00,0.7,0.0,40.0,1030.0,90.0,14.1,16.6,-0.12069
2022-01-08 18:00:00,3.2,0.0,42.0,1029.0,80.0,16.1,22.3,-0.224138
2022-01-08 19:00:00,5.8,0.0,45.0,1028.0,70.0,17.9,18.4,-0.258621
2022-01-08 20:00:00,6.8,0.0,47.0,1028.0,60.0,18.3,18.4,-0.189655
2022-01-08 21:00:00,8.0,0.0,54.0,1028.0,90.0,17.4,18.4,0.034483
2022-01-08 22:00:00,8.7,0.0,56.0,1029.0,70.0,17.6,14.8,0.155172
2022-01-08 23:00:00,9.2,0.0,69.0,1029.0,70.0,14.8,14.8,0.189655
2022-01-09 00:00:00,9.1,0.0,80.0,1030.0,80.0,12.5,13.0,0.241379
2022-01-09 01:00:00,9.4,0.0,87.0,1030.0,80.0,11.5,11.2,0.241379
2022-01-09 02:00:00,9.4,0.0,94.0,1030.0,80.0,10.3,14.8,0.241379
2022-01-09 03:00:00,10.0,0.0,96.0,1030.0,90.0,10.6,13.0,0.224138
2022-01-09 04:00:00,11.0,0.0,97.0,1030.0,80.0,11.5,13.0,0.224138
2022-01-09 05:00:00,10.0,0.0,86.0,1029.0,80.0,10.9,14.8,0.224138
2022-01-09 06:00:00,11.6,0.0,88.0,1029.0,70.0,11.0,16.6,0.189655
2022-01-09 07:00:00,11.5,0.0,92.0,1028.0,80.0,11.8,14.8,0.189655
2022-01-09 08:00:00,11.6,0.0,93.0,1027.0,110.0,11.8,18.4,0.189655
2022-01-09 09:00:00,11.7,0.0,93.0,1027.0,100.0,12.2,9.4,0.189655
2022-01-09 10:00:00,12.3,0.0,94.0,1027.0,70.0,11.5,7.6,0.189655
2022-01-09 11:00:00,13.0,0.0,93.0,1027.0,80.0,12.2,11.2,0.189655
2022-01-09 12:00:00,12.9,0.0,95.0,1028.0,90.0,12.0,13.0,0.206897
2022-01-09 13:00:00,12.8,0.0,99.0,1028.0,90.0,12.1,11.2,0.206897
2022-01-09 14:00:00,12.7,0.0,99.0,1028.0,20.0,12.9,7.6,0.206897
2022-01-09 15:00:00,13.6,0.0,96.0,1028.0,0.0,14.2,0.0,0.189655
2022-01-09 16:00:00,15.0,0.0,86.0,1027.0,180.0,17.4,13.0,0.103448
2022-01-09 17:00:00,16.2,0.0,80.0,1025.0,180.0,19.7,18.4,-0.017241
2022-01-09 18:00:00,16.6,0.0,72.0,1025.0,190.0,21.9,20.5,-0.189655
2022-01-09 19:00:00,17.2,0.0,67.0,1023.0,190.0,23.7,20.5,-0.224138
2022-01-09 20:00:00,17.5,0.0,61.0,1023.0,200.0,25.6,25.9,-0.103448
2022-01-09 21:00:00,17.8,0.0,69.0,1023.0,190.0,23.8,18.4,0.068966
2022-01-09 22:00:00,18.0,0.0,71.0,1023.0,190.0,23.6,16.6,0.12069
2022-01-09 23:00:00,18.3,0.0,79.0,1023.0,200.0,22.1,11.2,0.189655
2022-01-10 00:00:00,18.7,0.0,87.0,1023.0,180.0,20.9,9.4,0.224138
2022-01-10 01:00:00,18.9,3.1,93.0,1023.0,190.0,20.1,11.2,0.224138
2022-01-10 02:00:00,19.0,2.5,97.0,1024.0,210.0,19.5,11.2,0.224138
2022-01-10 03:00:00,17.0,0.4,100.0,1024.0,220.0,19.1,13.0,0.224138
2022-01-10 04:00:00,16.9,4.6,99.0,1023.0,310.0,17.1,24.1,0.206897
2022-01-10 05:00:00,17.0,5.6,98.0,1022.0,120.0,15.9,9.4,0.189655
2022-01-10 06:00:00,17.0,0.5,98.0,1023.0,190.0,15.9,13.0,0.172414
2022-01-10 07:00:00,17.0,0.0,98.0,1023.0,260.0,15.2,9.4,0.155172
2022-01-10 08:00:00,17.3,0.0,98.0,1023.0,250.0,15.0,7.6,0.155172
2022-01-10 09:00:00,17.9,0.0,99.0,1023.0,240.0,15.3,11.2,0.137931
2022-01-10 10:00:00,17.7,0.1,99.0,1023.0,270.0,15.5,7.6,0.155172
2022-01-10 11:00:00,16.9,0.0,96.0,1024.0,270.0,15.6,7.6,0.189655
2022-01-10 12:00:00,14.0,0.5,100.0,1024.0,350.0,14.1,20.5,0.241379
2022-01-10 13:00:00,12.0,0.0,94.0,1026.0,360.0,12.9,22.3,0.448276
2022-01-10 14:00:00,10.6,0.0,87.0,1027.0,360.0,12.7,24.1,0.5
2022-01-10 15:00:00,11.1,0.0,87.0,1028.0,360.0,13.2,24.1,0.396552
2022-01-10 16:00:00,7.8,0.0,74.0,1028.0,340.0,12.3,20.5,0.155172
2022-01-10 17:00:00,3.7,0.0,52.0,1027.0,340.0,13.4,22.3,0.155172
2022-01-10 18:00:00,1.7,0.0,44.0,1027.0,360.0,13.7,25.9,0.172414
2022-01-10 19:00:00,2.3,0.0,47.0,1026.0,360.0,13.4,18.4,0.206897
2022-01-10 20:00:00,1.2,0.0,41.0,1027.0,360.0,14.3,24.1,0.12069
2022-01-10 21:00:00,0.1,0.0,40.0,1027.0,10.0,13.4,24.1,0.293103
2022-01-10 22:00:00,0.0,0.0,40.0,1027.0,20.0,13.3,16.6,0.344828
2022-01-10 23:00:00,1.7,0.0,52.0,1028.0,340.0,11.2,9.4,0.5
2022-01-11 00:00:00,-0.2,0.0,51.0,1028.0,350.0,9.4,13.0,0.448276
2022-01-11 01:00:00,-1.2,0.0,51.0,1029.0,350.0,8.4,11.2,0.327586
2022-01-11 02:00:00,-1.8,0.0,51.0,1030.0,350.0,7.7,9.4,0.310345
2022-01-11 03:00:00,-3.0,0.0,48.0,1030.0,10.0,7.3,14.8,0.310345
2022-01-11 04:00:00,-3.9,0.0,47.0,1030.0,10.0,6.6,14.8,0.310345
2022-01-11 05:00:00,-4.1,0.0,49.0,1030.0,10.0,5.8,9.4,0.293103
2022-01-11 06:00:00,-4.6,0.0,48.0,1030.0,20.0,5.6,14.8,0.293103
2022-01-11 07:00:00,-4.2,0.0,53.0,1031.0,20.0,4.6,9.4,0.293103
2022-01-11 08:00:00,-3.9,0.0,57.0,1031.0,20.0,3.8,9.4,0.293103
2022-01-11 09:00:00,-3.8,0.0,61.0,1031.0,360.0,3.0,7.6,0.275862
2022-01-11 10:00:00,-3.6,0.0,64.0,1031.0,360.0,2.5,7.6,0.293103
2022-01-11 11:00:00,-3.6,0.0,66.0,1032.0,340.0,2.1,7.6,0.327586
2022-01-11 12:00:00,-3.5,0.0,69.0,1032.0,0.0,1.6,0.0,0.413793
2022-01-11 13:00:00,-4.1,0.0,64.0,1032.0,350.0,2.0,7.6,0.637931
2022-01-11 14:00:00,-3.5,0.0,58.0,1033.0,10.0,4.0,11.2,0.586207
2022-01-11 15:00:00,-6.0,0.0,41.0,1033.0,30.0,6.3,24.1,0.362069
2022-01-11 16:00:00,-6.0,0.0,36.0,1032.0,60.0,8.2,22.3,0.241379
2022-01-11 17:00:00,-4.6,0.0,36.0,1031.0,80.0,9.8,20.5,0.12069
2022-01-11 18:00:00,-4.3,0.0,35.0,1031.0,50.0,10.5,11.2,0.086207
2022-01-11 19:00:00,-3.1,0.0,35.0,1030.0,60.0,11.9,16.6,-0.034483
2022-01-11 20:00:00,-2.3,0.0,36.0,1030.0,80.0,12.4,13.0,-0.12069
2022-01-11 21:00:00,-2.6,0.0,35.0,1030.0,70.0,12.5,14.8,-0.034483
2022-01-11 22:00:00,-1.8,0.0,38.0,1030.0,60.0,12.1,16.6,0.068966
2022-01-11 23:00:00,-1.4,0.0,46.0,1030.0,50.0,9.7,13.0,0.258621
2022-01-12 00:00:00,0.3,0.0,59.0,1031.0,30.0,7.8,11.2,0.327586
2022-01-12 01:00:00,-0.1,0.0,61.0,1031.0,40.0,6.9,11.2,0.344828
2022-01-12 02:00:00,-0.2,0.0,63.0,1031.0,30.0,6.3,13.0,0.362069
2022-01-12 03:00:00,-0.6,0.0,65.0,1031.0,30.0,5.5,11.2,0.344828
2022-01-12 04:00:00,-0.3,0.0,72.0,1030.0,60.0,4.3,5.4,0.310345
2022-01-12 05:00:00,-0.2,0.0,78.0,1030.0,60.0,3.3,9.4,0.327586
2022-01-12 06:00:00,-0.1,0.0,78.0,1029.0,60.0,3.4,9.4,0.310345
2022-01-12 07:00:00,0.8,0.0,83.0,1028.0,70.0,3.4,11.2,0.310345
2022-01-12 08:00:00,1.0,0.0,84.0,1029.0,40.0,3.4,7.6,0.310345
2022-01-12 09:00:00,2.2,0.0,91.0,1028.0,20.0,3.5,7.6,0.293103
2022-01-12 10:00:00,2.3,0.0,91.0,1028.0,60.0,3.6,11.2,0.310345
2022-01-12 11:00:00,2.4,0.0,87.0,1028.0,40.0,4.4,11.2,0.344828
2022-01-12 12:00:00,2.2,0.0,90.0,1028.0,30.0,3.7,9.4,0.431034
2022-01-12 13:00:00,2.2,0.0,91.0,1028.0,40.0,3.5,7.6,0.465517
2022-01-12 14:00:00,2.0,0.0,81.0,1028.0,60.0,5.0,13.0,0.413793
2022-01-12 15:00:00,2.8,0.0,78.0,1028.0,50.0,6.4,11.2,0.37931
2022-01-12 16:00:00,3.6,0.0,73.0,1027.0,60.0,8.2,13.0,0.206897
2022-01-12 17:00:00,4.1,0.0,61.0,1025.0,60.0,11.4,14.8,0.0
2022-01-12 18:00:00,5.2,0.0,56.0,1025.0,30.0,13.8,9.4,0.12069
2022-01-12 19:00:00,5.9,0.0,58.0,1024.0,40.0,14.0,5.4,0.103448
2022-01-12 20:00:00,6.0,0.0,57.0,1024.0,50.0,14.4,11.2,0.103448
2022-01-12 21:00:00,6.4,0.0,59.0,1023.0,20.0,14.3,5.4,0.224138
2022-01-12 22:00:00,6.5,0.0,59.0,1023.0,10.0,14.4,7.6,0.224138
2022-01-12 23:00:00,6.9,0.0,67.0,1023.0,30.0,12.9,5.4,0.275862
2022-01-13 00:00:00,7.3,0.0,74.0,1023.0,60.0,11.8,9.4,0.293103
2022-01-13 01:00:00,7.7,0.0,79.0,1022.0,40.0,11.2,9.4,0.310345
2022-01-13 02:00:00,8.0,0.0,86.0,1022.0,320.0,10.2,7.6,0.293103
2022-01-13 03:00:00,7.9,0.0,92.0,1022.0,0.0,9.1,0.0,0.293103
2022-01-13 04:00:00,6.7,0.0,97.0,1022.0,0.0,7.1,0.0,0.275862
2022-01-13 05:00:00,6.0,0.0,97.0,1021.0,0.0,6.4,0.0,0.258621
2022-01-13 06:00:00,4.9,0.0,89.0,1021.0,320.0,5.9,7.6,0.241379
2022-01-13 07:00:00,5.2,0.0,84.0,1021.0,290.0,5.3,5.4,0.241379
2022-01-13 08:00:00,4.9,0.0,86.0,1020.0,0.0,4.4,0.0,0.258621
2022-01-13 09:00:00,4.5,0.0,95.0,1020.0,300.0,4.2,7.6,0.241379
2022-01-13 10:00:00,4.1,0.0,95.0,1020.0,310.0,4.4,5.4,0.258621
2022-01-13 11:00:00,3.7,0.0,95.0,1019.0,0.0,4.2,0.0,0.293103
