DT,prcp,dwpt,pres,temp,rhum,wdir,San_Antonio,wspd
2022-05-30 16:00:00,0.0,19.3,1006.0,32.8,45.0,170.0,0.578838,35.3
2022-05-30 17:00:00,0.0,18.9,1005.8,32.8,44.0,160.0,0.606616,22.3
2022-05-30 18:00:00,0.0,18.5,1005.4,34.4,39.0,180.0,0.659866,29.5
2022-05-30 19:00:00,0.0,18.5,1005.4,34.4,39.0,180.0,0.668857,29.5
2022-05-30 20:00:00,0.0,19.1,1004.0,35.6,38.0,180.0,0.724931,24.1
2022-05-30 21:00:00,0.0,17.6,1004.1,34.4,37.0,150.0,0.733518,29.5
2022-05-30 22:00:00,0.0,17.6,1004.1,34.4,37.0,150.0,0.795586,29.5
2022-05-30 23:00:00,0.0,18.3,1003.8,33.3,41.0,130.0,0.846992,33.5
2022-05-31 00:00:00,0.0,18.3,1003.8,33.3,41.0,150.0,0.849239,35.3
2022-05-31 01:00:00,0.0,20.0,1005.6,29.4,57.0,130.0,0.834198,37.1
2022-05-31 02:00:00,0.0,21.1,1006.7,27.8,67.0,130.0,0.802386,37.1
2022-05-31 03:00:00,0.0,21.1,1006.7,27.8,67.0,140.0,0.72787,31.7
2022-05-31 04:00:00,0.0,21.8,1008.3,26.1,77.0,140.0,0.646554,33.5
2022-05-31 05:00:00,0.0,22.2,1008.5,26.1,79.0,140.0,0.570367,25.9
2022-05-31 06:00:00,0.0,22.2,1008.3,26.1,79.0,130.0,0.582815,25.9
2022-05-31 07:00:00,0.0,22.2,1008.3,26.1,79.0,130.0,0.542992,25.9
2022-05-31 08:00:00,0.0,22.2,1008.2,26.1,79.0,150.0,0.518845,18.4
2022-05-31 09:00:00,0.0,21.7,1008.4,25.6,79.0,150.0,0.497176,16.6
2022-05-31 10:00:00,0.0,21.7,1008.6,25.6,79.0,150.0,0.470493,14.8
2022-05-31 11:00:00,0.0,22.3,1009.0,25.6,82.0,150.0,0.497464,20.5
2022-05-31 12:00:00,0.0,22.3,1009.0,25.6,82.0,150.0,0.523974,20.5
2022-05-31 13:00:00,0.0,22.9,1009.0,25.6,85.0,150.0,0.505071,25.9
2022-05-31 14:00:00,0.0,22.1,1009.8,29.4,65.0,150.0,0.516252,22.3
2022-05-31 15:00:00,0.0,21.7,1009.8,30.0,61.0,150.0,0.555901,22.3
2022-05-31 16:00:00,0.0,20.5,1009.5,32.2,50.0,150.0,0.56178,31.7
2022-05-31 17:00:00,0.0,20.5,1009.5,32.2,50.0,150.0,0.60967,33.5
2022-05-31 18:00:00,0.0,19.9,1009.1,33.9,44.0,150.0,0.644306,27.7
2022-05-31 19:00:00,0.0,18.2,1007.9,36.1,35.0,150.0,0.694963,25.9
2022-05-31 20:00:00,0.0,17.8,1007.5,36.1,34.0,130.0,0.733114,27.7
2022-05-31 21:00:00,0.0,17.8,1007.2,36.1,34.0,130.0,0.792704,27.7
2022-05-31 22:00:00,0.0,17.7,1007.0,35.0,36.0,130.0,0.826418,29.5
2022-05-31 23:00:00,0.0,17.7,1007.0,35.0,36.0,130.0,0.866759,29.5
2022-06-01 00:00:00,0.0,19.3,1007.9,31.7,48.0,120.0,0.852063,35.3
2022-06-01 01:00:00,0.0,20.0,1008.6,30.0,55.0,130.0,0.805037,27.7
2022-06-01 02:00:00,0.0,20.6,1009.8,28.3,63.0,130.0,0.793684,29.5
2022-06-01 03:00:00,0.0,20.6,1009.8,28.3,63.0,130.0,0.72787,29.5
2022-06-01 04:00:00,0.0,21.0,1010.9,26.7,71.0,130.0,0.662575,25.9
2022-06-01 05:00:00,0.0,21.7,1011.1,25.6,79.0,140.0,0.590883,22.3
2022-06-01 06:00:00,0.0,22.3,1010.8,25.6,82.0,140.0,0.509509,22.3
2022-06-01 07:00:00,0.0,22.3,1010.8,25.6,82.0,150.0,0.487782,24.1
2022-06-01 08:00:00,0.0,22.3,1010.8,25.6,82.0,150.0,0.465307,24.1
2022-06-01 09:00:00,0.0,22.3,1011.0,25.6,82.0,150.0,0.448479,16.6
2022-06-01 10:00:00,0.0,22.3,1011.0,25.6,82.0,150.0,0.498041,16.6
2022-06-01 11:00:00,0.0,22.3,1011.3,25.6,82.0,140.0,0.52432,16.6
2022-06-01 12:00:00,0.0,22.9,1011.6,25.6,85.0,150.0,0.526049,13.0
2022-06-01 13:00:00,0.0,22.9,1011.6,25.6,85.0,150.0,0.523744,13.0
2022-06-01 14:00:00,0.0,22.9,1012.3,28.9,70.0,120.0,0.5219,18.4
2022-06-01 15:00:00,0.0,22.1,1012.2,29.4,65.0,160.0,0.537748,13.0
2022-06-01 16:00:00,0.0,21.6,1011.8,31.1,57.0,140.0,0.578492,14.8
2022-06-01 17:00:00,0.0,21.6,1011.8,31.1,57.0,140.0,0.571923,14.8
2022-06-01 18:00:00,0.0,19.4,1010.2,35.0,40.0,140.0,0.64494,16.6
2022-06-01 19:00:00,0.0,18.2,1009.3,35.6,36.0,130.0,0.66148,20.5
2022-06-01 20:00:00,0.0,18.3,1009.0,36.7,34.0,110.0,0.714615,18.4
2022-06-01 21:00:00,0.0,22.3,1009.3,32.2,56.0,110.0,0.791436,18.4
2022-06-01 22:00:00,0.0,22.3,1009.3,32.2,56.0,100.0,0.857019,27.7
2022-06-01 23:00:00,0.0,21.1,1007.6,32.2,52.0,100.0,0.882895,35.3
2022-06-02 00:00:00,0.0,20.5,1007.8,30.6,55.0,100.0,0.863301,25.9
2022-06-02 01:00:00,0.0,19.4,1009.6,30.0,53.0,100.0,0.838117,25.9
2022-06-02 02:00:00,0.0,19.4,1009.6,30.0,53.0,130.0,0.796508,33.5
2022-06-02 03:00:00,0.0,20.1,1012.6,27.8,63.0,140.0,0.72908,18.4
2022-06-02 04:00:00,0.0,20.5,1012.3,26.7,69.0,140.0,0.642059,24.1
2022-06-02 05:00:00,0.0,20.5,1012.3,26.7,69.0,140.0,0.564258,24.1
2022-06-02 06:00:00,0.0,21.1,1012.5,26.1,74.0,170.0,0.5287,20.5
2022-06-02 07:00:00,0.0,21.1,1012.6,25.6,76.0,170.0,0.472453,14.8
2022-06-02 08:00:00,0.0,21.1,1011.9,25.0,79.0,160.0,0.447268,13.0
2022-06-02 09:00:00,0.0,21.1,1011.6,24.4,82.0,170.0,0.437125,13.0
2022-06-02 10:00:00,0.0,21.1,1012.0,24.4,82.0,200.0,0.480809,11.2
2022-06-02 11:00:00,0.0,21.1,1012.0,24.4,82.0,200.0,0.47107,11.2
2022-06-02 12:00:00,0.0,21.7,1011.9,24.4,85.0,190.0,0.475507,11.2
2022-06-02 13:00:00,0.0,21.7,1013.2,25.6,79.0,0.0,0.468073,0.0
2022-06-02 14:00:00,0.0,20.1,1013.8,27.2,65.0,210.0,0.493718,13.0
2022-06-02 15:00:00,0.0,20.1,1013.9,28.9,59.0,210.0,0.498674,7.6
2022-06-02 16:00:00,0.0,18.8,1013.5,31.1,48.0,90.0,0.564373,9.4
2022-06-02 17:00:00,0.0,18.8,1013.5,31.1,48.0,90.0,0.593649,9.4
2022-06-02 18:00:00,0.0,18.9,1013.2,32.8,44.0,70.0,0.636353,20.5
2022-06-02 19:00:00,0.0,20.1,1011.6,32.2,49.0,60.0,0.725046,7.6
2022-06-02 20:00:00,0.0,18.9,1010.7,34.4,40.0,30.0,0.742047,11.2
2022-06-02 21:00:00,0.0,18.5,1009.9,34.4,39.0,30.0,0.77651,7.6
2022-06-02 22:00:00,0.0,18.5,1009.9,34.4,39.0,70.0,0.802444,7.6
2022-06-02 23:00:00,0.0,18.0,1009.0,33.9,39.0,80.0,0.850104,14.8
2022-06-03 00:00:00,0.0,17.3,1008.9,32.2,41.0,70.0,0.811837,14.8
2022-06-03 01:00:00,0.0,17.7,1009.0,30.6,46.0,80.0,0.814258,22.3
2022-06-03 02:00:00,0.0,18.2,1010.3,29.4,51.0,60.0,0.786883,16.6
2022-06-03 03:00:00,0.0,18.2,1010.3,29.4,51.0,60.0,0.751095,16.6
2022-06-03 04:00:00,0.0,18.2,1011.6,27.2,58.0,70.0,0.683379,16.6
2022-06-03 05:00:00,0.0,18.8,1012.7,26.7,62.0,80.0,0.616067,16.6
2022-06-03 06:00:00,0.0,19.0,1012.4,26.1,65.0,100.0,0.546277,14.8
2022-06-03 07:00:00,0.0,19.0,1011.5,26.1,65.0,90.0,0.482884,11.2
2022-06-03 08:00:00,0.0,19.0,1011.5,26.1,65.0,90.0,0.462828,11.2
2022-06-03 09:00:00,0.0,19.5,1011.4,25.6,69.0,50.0,0.43678,5.4
2022-06-03 10:00:00,0.0,19.4,1011.5,25.0,71.0,50.0,0.487148,11.2
2022-06-03 11:00:00,0.0,19.5,1011.7,24.4,74.0,70.0,0.471473,9.4
2022-06-03 12:00:00,0.0,19.5,1011.7,24.4,74.0,70.0,0.483114,9.4
2022-06-03 13:00:00,0.0,20.1,1012.3,26.7,67.0,90.0,0.491989,11.2
2022-06-03 14:00:00,0.0,19.3,1012.6,27.8,60.0,90.0,0.514004,7.6
2022-06-03 15:00:00,0.0,19.4,1012.5,29.4,55.0,80.0,0.548294,11.2
2022-06-03 16:00:00,0.0,19.5,1012.4,31.1,50.0,80.0,0.595436,5.4
2022-06-03 17:00:00,0.0,19.5,1011.8,32.2,47.0,10.0,0.656236,11.2
2022-06-03 18:00:00,0.0,19.5,1011.8,32.2,47.0,10.0,0.636872,11.2
2022-06-03 19:00:00,0.0,19.0,1010.1,33.3,43.0,360.0,0.698709,11.2
2022-06-03 20:00:00,0.0,18.2,1009.6,32.8,42.0,70.0,0.744583,13.0
2022-06-03 21:00:00,0.0,17.1,1008.9,33.3,38.0,50.0,0.753343,11.2
2022-06-03 22:00:00,0.0,17.1,1008.9,33.3,38.0,50.0,0.771323,11.2
2022-06-03 23:00:00,0.0,17.1,1007.9,33.3,38.0,80.0,0.825207,20.5
2022-06-04 00:00:00,0.0,16.7,1008.1,31.1,42.0,90.0,0.822787,20.5
2022-06-04 01:00:00,0.0,16.2,1008.6,29.4,45.0,100.0,0.797314,16.6
2022-06-04 02:00:00,0.0,16.1,1009.2,28.9,46.0,70.0,0.758414,9.4
2022-06-04 03:00:00,0.0,16.1,1009.2,28.9,46.0,70.0,0.713405,9.4
2022-06-04 04:00:00,0.0,19.0,1010.2,27.2,61.0,170.0,0.649723,13.0
2022-06-04 05:00:00,0.0,17.8,1010.5,25.6,62.0,150.0,0.577513,7.6
2022-06-04 06:00:00,0.0,18.9,1010.2,25.0,69.0,100.0,0.512448,7.6
2022-06-04 07:00:00,0.0,18.9,1010.2,25.0,69.0,100.0,0.470263,7.6
2022-06-04 08:00:00,0.0,19.0,1009.7,23.9,74.0,110.0,0.450784,5.4
2022-06-04 09:00:00,0.0,19.0,1010.3,23.9,74.0,200.0,0.434647,5.4
2022-06-04 10:00:00,0.0,19.4,1010.7,25.0,71.0,200.0,0.417819,7.6
2022-06-04 11:00:00,0.0,19.4,1012.1,22.2,84.0,340.0,0.419721,7.6
2022-06-04 12:00:00,2.5,19.4,1012.1,22.2,84.0,340.0,0.377132,27.7
2022-06-04 13:00:00,0.0,17.7,1011.4,23.3,71.0,0.0,0.385777,0.0
2022-06-04 14:00:00,0.0,17.9,1010.4,23.9,69.0,110.0,0.403873,7.6
2022-06-04 15:00:00,0.0,17.2,1010.1,26.7,56.0,280.0,0.420874,7.6
2022-06-04 16:00:00,0.0,16.8,1009.8,30.0,45.0,280.0,0.431362,7.6
2022-06-04 17:00:00,0.0,16.8,1009.8,30.0,45.0,170.0,0.512102,7.6
2022-06-04 18:00:00,0.0,16.7,1008.3,33.9,36.0,190.0,0.580798,13.0
2022-06-04 19:00:00,0.0,16.3,1007.3,33.9,35.0,190.0,0.632319,7.6
2022-06-04 20:00:00,0.0,16.9,1006.5,35.6,33.0,180.0,0.689373,18.4
2022-06-04 21:00:00,0.0,15.9,1005.6,35.6,31.0,180.0,0.754553,9.4
2022-06-04 22:00:00,0.0,15.9,1005.6,35.6,31.0,140.0,0.817888,9.4
2022-06-04 23:00:00,0.0,15.9,1004.5,35.0,32.0,0.0,0.835293,0.0
2022-06-05 00:00:00,0.0,15.8,1004.6,34.4,33.0,140.0,0.819156,9.4
2022-06-05 01:00:00,0.0,16.9,1005.2,32.2,40.0,120.0,0.810224,18.4
2022-06-05 02:00:00,0.0,20.0,1006.3,29.4,57.0,120.0,0.775818,18.4
2022-06-05 03:00:00,0.0,20.0,1006.3,29.4,57.0,120.0,0.742681,33.5
2022-06-05 04:00:00,0.0,20.0,1007.3,26.1,69.0,160.0,0.695424,14.8
2022-06-05 05:00:00,0.0,20.0,1007.1,25.0,74.0,140.0,0.627651,13.0
2022-06-05 06:00:00,0.0,20.7,1006.5,25.0,77.0,150.0,0.565929,11.2
2022-06-05 07:00:00,0.0,20.7,1006.5,25.0,77.0,150.0,0.49879,11.2
2022-06-05 08:00:00,0.0,20.5,1005.7,24.4,79.0,180.0,0.458103,9.4
2022-06-05 09:00:00,0.0,20.6,1005.9,23.9,82.0,160.0,0.425484,11.2
2022-06-05 10:00:00,0.0,20.6,1006.3,23.3,85.0,190.0,0.397994,7.6
2022-06-05 11:00:00,0.0,20.6,1006.7,23.3,85.0,170.0,0.389119,9.4
2022-06-05 12:00:00,0.0,20.6,1006.7,23.3,85.0,170.0,0.361342,9.4
2022-06-05 13:00:00,0.0,20.0,1007.1,26.1,69.0,170.0,0.379495,11.2
2022-06-05 14:00:00,0.0,18.8,1006.8,27.8,58.0,170.0,0.42704,14.8
2022-06-05 15:00:00,0.0,18.8,1006.8,29.4,53.0,150.0,0.489569,20.5
2022-06-05 16:00:00,0.0,18.0,1006.4,31.7,44.0,180.0,0.552098,16.6
2022-06-05 17:00:00,0.0,18.0,1006.4,31.7,44.0,180.0,0.59411,16.6
2022-06-05 18:00:00,0.0,17.3,1004.6,36.1,33.0,160.0,0.654391,20.5
2022-06-05 19:00:00,0.0,16.8,1003.9,36.1,32.0,180.0,0.700611,18.4
2022-06-05 20:00:00,0.0,15.0,1003.2,37.8,26.0,180.0,0.747522,18.4
2022-06-05 21:00:00,0.0,15.0,1003.2,37.8,26.0,170.0,0.789592,25.9
2022-06-05 22:00:00,0.0,13.1,1001.9,37.8,23.0,160.0,0.868834,31.7
2022-06-05 23:00:00,0.0,14.5,1001.7,37.2,26.0,160.0,0.889696,24.1
2022-06-06 00:00:00,0.0,16.3,1002.3,35.0,33.0,150.0,0.893615,25.9
2022-06-06 01:00:00,0.0,16.2,1003.0,32.8,37.0,150.0,0.895228,25.9
2022-06-06 02:00:00,0.0,16.2,1003.0,32.8,37.0,150.0,0.857192,35.3
2022-06-06 03:00:00,0.0,17.8,1004.2,28.9,51.0,140.0,0.811261,29.5
2022-06-06 04:00:00,0.0,19.3,1005.0,26.7,64.0,130.0,0.730348,27.7
2022-06-06 05:00:00,0.0,20.6,1005.3,25.6,74.0,140.0,0.639292,24.1
2022-06-06 06:00:00,0.0,20.6,1005.3,25.6,74.0,140.0,0.589673,24.1
2022-06-06 07:00:00,0.0,21.1,1005.0,24.4,82.0,130.0,0.517865,18.4
2022-06-06 08:00:00,0.0,21.1,1005.0,25.0,79.0,150.0,0.486745,18.4
2022-06-06 09:00:00,0.0,21.1,1004.5,24.4,82.0,160.0,0.466229,25.9
2022-06-06 10:00:00,0.0,21.1,1004.5,24.4,82.0,160.0,0.463578,25.9
2022-06-06 11:00:00,0.0,21.1,1004.8,24.4,82.0,160.0,0.474239,16.6
2022-06-06 12:00:00,0.0,21.1,1004.8,24.4,82.0,160.0,0.484094,16.6
2022-06-06 13:00:00,0.0,20.7,1005.8,26.1,72.0,180.0,0.478965,22.3
2022-06-06 14:00:00,0.0,20.6,1006.1,27.8,65.0,190.0,0.506455,25.9
2022-06-06 15:00:00,0.0,20.0,1005.7,30.0,55.0,160.0,0.535904,22.3
2022-06-06 16:00:00,0.0,20.0,1005.7,30.0,55.0,160.0,0.578147,22.3
2022-06-06 17:00:00,0.0,19.5,1005.3,32.2,47.0,160.0,0.649262,20.5
2022-06-06 18:00:00,0.0,19.5,1003.9,35.6,39.0,190.0,0.69698,22.3
2022-06-06 19:00:00,0.0,18.8,1002.8,37.8,33.0,170.0,0.736342,27.7
2022-06-06 20:00:00,0.0,18.2,1002.2,38.9,30.0,150.0,0.766482,27.7
2022-06-06 21:00:00,0.0,18.2,1002.2,38.9,30.0,150.0,0.801867,27.7
2022-06-06 22:00:00,0.0,17.0,1001.3,39.4,27.0,160.0,0.874885,20.5
2022-06-06 23:00:00,0.0,17.7,1001.3,38.9,29.0,160.0,0.937759,20.5
2022-06-07 00:00:00,0.0,21.1,1002.0,35.6,43.0,130.0,0.976544,33.5
2022-06-07 01:00:00,0.0,21.1,1003.1,32.2,52.0,130.0,0.940929,31.7
2022-06-07 02:00:00,0.0,21.1,1003.1,32.2,52.0,130.0,0.898513,31.7
2022-06-07 03:00:00,0.0,21.6,1005.1,27.8,69.0,130.0,0.845032,29.5
2022-06-07 04:00:00,0.0,21.0,1005.6,26.7,71.0,130.0,0.747176,29.5
2022-06-07 05:00:00,0.0,21.0,1005.6,26.7,71.0,160.0,0.663612,25.9
2022-06-07 06:00:00,0.0,21.7,1005.7,25.6,79.0,140.0,0.600795,25.9
2022-06-07 07:00:00,0.0,21.7,1006.1,25.0,82.0,160.0,0.546335,16.6
2022-06-07 08:00:00,0.0,21.1,1006.3,25.0,79.0,170.0,0.513774,22.3
2022-06-07 09:00:00,0.0,21.1,1006.5,25.0,79.0,160.0,0.489396,22.3
2022-06-07 10:00:00,0.0,21.1,1006.9,25.6,76.0,180.0,0.457642,14.8
2022-06-07 11:00:00,0.0,21.1,1007.4,25.0,79.0,170.0,0.484613,20.5
2022-06-07 12:00:00,0.0,21.1,1007.4,25.0,79.0,170.0,0.481962,20.5
2022-06-07 13:00:00,0.0,21.1,1007.5,25.0,79.0,170.0,0.479772,25.9
2022-06-07 14:00:00,0.0,21.0,1008.3,26.7,71.0,180.0,0.489915,20.5
2022-06-07 15:00:00,0.0,20.0,1008.5,30.0,55.0,160.0,0.532446,18.4
2022-06-07 16:00:00,0.0,20.0,1008.5,30.0,55.0,160.0,0.580798,18.4
2022-06-07 17:00:00,0.0,18.8,1007.9,33.9,41.0,170.0,0.623213,24.1
2022-06-07 18:00:00,0.0,18.2,1007.3,35.6,36.0,130.0,0.703781,25.9
2022-06-07 19:00:00,0.0,16.6,1006.8,38.3,28.0,160.0,0.763485,20.5
2022-06-07 20:00:00,0.0,15.3,1006.2,38.9,25.0,170.0,0.803654,18.4
2022-06-07 21:00:00,0.0,15.3,1006.2,38.9,25.0,170.0,0.799965,18.4
2022-06-07 22:00:00,0.0,15.9,1005.5,38.9,26.0,120.0,0.832008,27.7
2022-06-07 23:00:00,0.0,17.8,1005.5,37.2,32.0,120.0,0.875692,27.7
2022-06-08 00:00:00,0.0,17.2,1006.5,34.4,36.0,130.0,0.928481,29.5
2022-06-08 01:00:00,0.0,17.2,1006.5,34.4,36.0,130.0,0.90174,29.5
2022-06-08 02:00:00,0.0,20.0,1008.2,29.4,57.0,130.0,0.865894,25.9
2022-06-08 03:00:00,0.0,21.1,1009.4,27.8,67.0,140.0,0.807169,31.7
2022-06-08 04:00:00,0.0,21.7,1010.0,26.7,74.0,130.0,0.733114,29.5
2022-06-08 05:00:00,0.0,21.8,1009.8,26.1,77.0,150.0,0.635373,27.7
2022-06-08 06:00:00,0.0,21.8,1009.8,26.1,77.0,150.0,0.569156,27.7
2022-06-08 07:00:00,0.0,21.1,1009.5,25.6,76.0,180.0,0.507722,18.4
2022-06-08 08:00:00,0.0,21.1,1009.6,25.6,76.0,180.0,0.4747,22.3
2022-06-08 09:00:00,0.0,21.1,1010.0,25.6,76.0,170.0,0.454991,24.1
2022-06-08 10:00:00,0.0,21.1,1010.1,25.6,76.0,170.0,0.452974,20.5
2022-06-08 11:00:00,0.0,21.1,1010.1,25.6,76.0,170.0,0.498271,20.5
2022-06-08 12:00:00,0.0,20.6,1010.9,25.6,74.0,180.0,0.488935,18.4
2022-06-08 13:00:00,0.0,20.7,1011.4,26.1,72.0,190.0,0.483748,20.5
2022-06-08 14:00:00,0.0,20.1,1011.0,28.3,61.0,190.0,0.499539,20.5
2022-06-08 15:00:00,0.0,20.0,1010.5,29.4,57.0,160.0,0.529161,16.6
2022-06-08 16:00:00,0.0,20.0,1010.5,29.4,57.0,160.0,0.538497,16.6
2022-06-08 17:00:00,0.0,19.0,1010.9,33.3,43.0,210.0,0.603792,14.8
2022-06-08 18:00:00,0.0,18.1,1010.5,35.0,37.0,210.0,0.652259,11.2
2022-06-08 19:00:00,0.0,16.8,1009.7,36.1,32.0,140.0,0.695367,14.8
2022-06-08 20:00:00,0.0,17.3,1009.6,37.2,31.0,140.0,0.780659,14.8
2022-06-08 21:00:00,0.0,17.3,1009.6,37.2,31.0,110.0,0.854311,20.5
2022-06-08 22:00:00,0.0,16.7,1008.4,37.8,29.0,80.0,0.883587,20.5
2022-06-08 23:00:00,0.0,16.8,1008.4,36.7,31.0,80.0,0.926694,18.4
2022-06-09 00:00:00,0.0,17.3,1009.0,35.0,35.0,110.0,0.922545,22.3
2022-06-09 01:00:00,0.0,17.8,1009.6,32.8,41.0,100.0,0.88497,14.8
2022-06-09 02:00:00,0.0,17.8,1009.6,32.8,41.0,100.0,0.857596,14.8
2022-06-09 03:00:00,0.0,21.7,1011.6,28.9,65.0,150.0,0.812414,24.1
2022-06-09 04:00:00,0.0,21.6,1012.0,27.8,69.0,150.0,0.753631,20.5
2022-06-09 05:00:00,0.0,21.8,1012.0,27.8,70.0,150.0,0.666148,20.5
2022-06-09 06:00:00,0.0,21.7,1012.3,26.7,74.0,160.0,0.614281,13.0
2022-06-09 07:00:00,0.0,22.1,1012.3,26.7,76.0,180.0,0.556362,18.4
2022-06-09 08:00:00,0.0,22.1,1012.3,26.7,76.0,180.0,0.516886,18.4
2022-06-09 09:00:00,0.0,21.7,1012.9,25.6,79.0,180.0,0.489281,13.0
2022-06-09 10:00:00,0.0,21.7,1013.4,25.6,79.0,180.0,0.479541,9.4
2022-06-09 11:00:00,0.0,21.7,1013.4,25.6,79.0,180.0,0.48565,9.4
2022-06-09 12:00:00,0.0,21.8,1015.0,26.1,77.0,140.0,0.474066,11.2
2022-06-09 13:00:00,0.0,21.7,1015.7,27.2,72.0,130.0,0.470493,9.4
2022-06-09 14:00:00,0.0,20.6,1015.8,27.8,65.0,140.0,0.495735,7.6
2022-06-09 15:00:00,0.0,20.0,1015.5,29.4,57.0,130.0,0.517289,14.8
2022-06-09 16:00:00,0.0,20.0,1015.5,29.4,57.0,130.0,0.560281,14.8
2022-06-09 17:00:00,0.0,19.3,1014.9,32.8,45.0,170.0,0.64592,9.4
2022-06-09 18:00:00,0.0,18.8,1013.8,33.9,41.0,154.0,0.673813,7.6
2022-06-09 19:00:00,0.0,18.8,1013.8,33.9,41.0,120.0,0.72666,7.6
2022-06-09 20:00:00,0.0,17.6,1012.9,34.4,37.0,120.0,0.776452,14.8
2022-06-09 21:00:00,0.0,17.3,1011.0,36.1,33.0,130.0,0.81737,13.0
2022-06-09 22:00:00,0.0,17.3,1010.4,36.7,32.0,110.0,0.786077,20.5
2022-06-09 23:00:00,0.0,16.8,1009.9,36.7,31.0,150.0,0.823421,20.5
2022-06-10 00:00:00,0.0,16.8,1010.1,35.0,34.0,130.0,0.912114,22.3
2022-06-10 01:00:00,0.0,16.8,1010.1,35.0,34.0,130.0,0.881628,22.3
2022-06-10 02:00:00,0.0,20.0,1011.1,31.7,50.0,150.0,0.858806,31.7
2022-06-10 03:00:00,0.0,20.6,1011.7,30.0,57.0,150.0,0.823767,29.5
2022-06-10 04:00:00,0.0,21.8,1011.8,28.3,68.0,150.0,0.740606,29.5
2022-06-10 05:00:00,0.0,22.8,1011.9,27.2,77.0,160.0,0.655717,18.4
2022-06-10 06:00:00,0.0,22.8,1011.9,27.2,77.0,160.0,0.593361,18.4
2022-06-10 07:00:00,0.0,22.2,1012.1,26.1,79.0,180.0,0.526395,11.2
2022-06-10 08:00:00,0.0,22.3,1012.8,25.6,82.0,160.0,0.49441,9.4
2022-06-10 09:00:00,0.0,22.3,1012.8,25.6,82.0,160.0,0.458564,9.4
2022-06-10 10:00:00,0.0,22.9,1013.0,25.0,88.0,170.0,0.464096,13.0
2022-06-10 11:00:00,0.0,22.3,1012.3,25.6,82.0,190.0,0.472914,11.2
2022-06-10 12:00:00,0.0,22.2,1012.4,26.1,79.0,210.0,0.469053,16.6
2022-06-10 13:00:00,0.0,22.2,1012.4,27.2,74.0,210.0,0.483921,14.8
2022-06-10 14:00:00,0.0,21.7,1013.0,28.9,65.0,210.0,0.528527,11.2
2022-06-10 15:00:00,0.0,21.7,1013.0,28.9,65.0,210.0,0.560396,11.2
2022-06-10 16:00:00,0.0,21.1,1012.5,32.2,52.0,240.0,0.613128,7.6
2022-06-10 17:00:00,0.0,21.0,1012.0,33.9,47.0,0.0,0.6537,0.0
2022-06-10 18:00:00,0.0,20.0,1011.2,34.4,43.0,0.0,0.70234,7.6
2022-06-10 19:00:00,0.0,20.0,1011.2,34.4,43.0,190.0,0.749078,7.6
2022-06-10 20:00:00,0.0,18.2,1010.1,35.6,36.0,190.0,0.752881,13.0
2022-06-10 21:00:00,0.0,16.7,1008.2,37.8,29.0,210.0,0.797775,13.0
2022-06-10 22:00:00,0.0,16.7,1007.5,37.8,29.0,180.0,0.800023,13.0
2022-06-10 23:00:00,0.0,15.6,1007.2,37.8,27.0,200.0,0.849355,9.4
2022-06-11 00:00:00,0.0,16.3,1007.3,36.7,30.0,140.0,0.910443,7.6
2022-06-11 01:00:00,0.0,16.3,1007.3,36.7,30.0,140.0,0.897764,7.6
2022-06-11 02:00:00,0.0,20.7,1008.4,32.8,49.0,140.0,0.84532,11.2
2022-06-11 03:00:00,0.0,22.7,1009.8,31.1,61.0,140.0,0.825265,25.9
2022-06-11 04:00:00,0.0,22.7,1010.2,30.0,65.0,150.0,0.784578,16.6
2022-06-11 05:00:00,0.0,22.7,1010.2,30.0,65.0,150.0,0.717785,16.6
2022-06-11 06:00:00,0.0,22.3,1010.0,28.3,70.0,170.0,0.651164,18.4
2022-06-11 07:00:00,0.0,21.7,1009.8,27.2,72.0,170.0,0.578147,11.2
2022-06-11 08:00:00,0.0,21.0,1009.7,26.7,71.0,190.0,0.52772,14.8
2022-06-11 09:00:00,0.0,21.1,1009.9,26.1,74.0,180.0,0.479023,9.4
2022-06-11 10:00:00,0.0,21.1,1009.9,26.1,74.0,180.0,0.448479,9.4
2022-06-11 11:00:00,0.0,21.1,1010.1,25.6,76.0,180.0,0.422314,11.2
2022-06-11 12:00:00,0.0,21.7,1010.6,26.7,74.0,190.0,0.403815,11.2
2022-06-11 13:00:00,0.0,21.1,1010.8,27.8,67.0,190.0,0.426579,16.6
2022-06-11 14:00:00,0.0,20.6,1010.9,29.4,59.0,190.0,0.486226,16.6
2022-06-11 15:00:00,0.0,20.6,1010.9,29.4,59.0,190.0,0.545182,16.6
2022-06-11 16:00:00,0.0,19.4,1010.5,33.3,44.0,210.0,0.604714,11.2
2022-06-11 17:00:00,0.0,18.1,1009.8,35.0,37.0,200.0,0.657734,9.4
2022-06-11 18:00:00,0.0,18.2,1009.0,36.1,35.0,150.0,0.726717,5.4
2022-06-11 19:00:00,0.0,18.2,1009.0,36.1,35.0,150.0,0.770113,5.4
2022-06-11 20:00:00,0.0,14.8,1006.6,40.6,22.0,130.0,0.756512,14.8
2022-06-11 21:00:00,0.0,15.3,1006.5,38.9,25.0,174.0,0.810627,9.4
2022-06-11 22:00:00,0.0,15.1,1006.1,39.4,24.0,180.0,0.864223,7.6
2022-06-11 23:00:00,0.0,14.7,1005.7,38.9,24.0,130.0,0.889638,24.1
2022-06-12 00:00:00,0.0,14.4,1005.9,37.8,25.0,130.0,0.939142,16.6
