DT,dwpt,prcp,pres,temp,rhum,wdir,wspd
2022-05-31 00:00:00,15.8,0.0,1015.3,28.9,45.0,82.0,10.8
2022-05-31 01:00:00,15.5,0.0,1014.8,29.0,44.0,80.0,10.4
2022-05-31 02:00:00,15.3,0.0,1014.5,28.4,45.0,69.0,11.2
2022-05-31 03:00:00,15.8,0.0,1014.5,27.5,49.0,67.0,13.0
2022-05-31 04:00:00,17.0,0.0,1014.5,26.5,56.0,75.0,15.8
2022-05-31 05:00:00,17.9,0.0,1015.0,25.2,64.0,86.0,15.1
2022-05-31 06:00:00,19.7,0.0,1015.7,24.4,75.0,81.0,11.9
2022-05-31 07:00:00,20.2,0.0,1016.5,23.9,80.0,81.0,9.7
2022-05-31 08:00:00,20.3,0.0,1017.0,23.8,81.0,83.0,9.4
2022-05-31 09:00:00,20.4,0.0,1017.0,23.5,83.0,60.0,9.0
2022-05-31 10:00:00,20.2,0.0,1016.7,23.4,82.0,67.0,9.4
2022-05-31 11:00:00,20.2,0.0,1016.2,23.1,84.0,69.0,8.3
2022-05-31 12:00:00,20.4,0.0,1015.6,22.7,87.0,63.0,7.2
2022-05-31 13:00:00,20.5,0.0,1015.1,22.6,88.0,66.0,7.2
2022-05-31 14:00:00,20.4,0.0,1015.2,22.7,87.0,59.0,6.8
2022-05-31 15:00:00,20.5,0.0,1015.2,22.4,89.0,60.0,6.5
2022-05-31 16:00:00,20.5,0.0,1015.7,22.2,90.0,56.0,6.1
2022-05-31 17:00:00,18.9,0.0,1016.0,23.6,75.0,69.0,10.4
2022-05-31 18:00:00,18.2,0.0,1016.2,25.5,64.0,81.0,12.6
2022-05-31 19:00:00,16.6,0.0,1016.3,27.0,53.0,94.0,14.4
2022-05-31 20:00:00,15.8,0.0,1016.2,28.2,47.0,97.0,15.5
2022-05-31 21:00:00,15.3,0.0,1015.9,29.2,43.0,98.0,15.8
2022-05-31 22:00:00,14.6,0.0,1015.6,30.1,39.0,98.0,15.8
2022-05-31 23:00:00,14.8,0.0,1015.2,30.8,38.0,104.0,14.8
2022-06-01 00:00:00,16.4,0.0,1014.9,30.0,44.0,93.0,14.8
2022-06-01 01:00:00,17.4,0.0,1014.8,28.9,50.0,74.0,14.4
2022-06-01 02:00:00,17.4,0.0,1014.7,28.2,52.0,62.0,13.0
2022-06-01 03:00:00,16.9,0.0,1014.9,27.3,53.0,60.0,11.9
2022-06-01 04:00:00,17.0,0.0,1015.2,26.2,57.0,68.0,13.3
2022-06-01 05:00:00,18.1,0.0,1015.7,24.9,66.0,69.0,14.4
2022-06-01 06:00:00,19.5,0.0,1016.7,24.2,75.0,64.0,13.3
2022-06-01 07:00:00,19.9,0.0,1017.3,23.8,79.0,64.0,11.9
2022-06-01 08:00:00,20.3,0.0,1017.7,23.6,82.0,67.0,11.5
2022-06-01 09:00:00,20.6,0.0,1017.8,23.3,85.0,66.0,11.2
2022-06-01 10:00:00,20.9,0.0,1017.3,23.0,88.0,68.0,9.4
2022-06-01 11:00:00,20.7,0.0,1016.7,23.0,87.0,62.0,10.1
2022-06-01 12:00:00,20.7,0.0,1016.3,22.8,88.0,59.0,9.0
2022-06-01 13:00:00,20.3,0.0,1016.1,22.8,86.0,61.0,9.0
2022-06-01 14:00:00,20.2,0.0,1016.0,22.7,86.0,58.0,9.4
2022-06-01 15:00:00,20.2,0.0,1016.3,22.5,87.0,57.0,9.4
2022-06-01 16:00:00,20.9,0.0,1016.7,22.6,90.0,59.0,8.6
2022-06-01 17:00:00,19.8,0.0,1017.2,23.4,80.0,65.0,13.7
2022-06-01 18:00:00,19.5,0.0,1017.4,25.1,71.0,78.0,13.7
2022-06-01 19:00:00,18.7,0.0,1017.4,26.8,61.0,85.0,16.6
2022-06-01 20:00:00,18.3,0.0,1017.5,27.9,56.0,87.0,17.3
2022-06-01 21:00:00,17.4,0.0,1017.1,29.2,49.0,95.0,16.6
2022-06-01 22:00:00,16.8,0.0,1016.8,30.0,45.0,93.0,16.9
2022-06-01 23:00:00,16.2,0.0,1016.3,30.1,43.0,92.0,16.6
2022-06-02 00:00:00,15.5,0.0,1015.9,29.8,42.0,91.0,14.8
2022-06-02 01:00:00,15.7,0.0,1015.7,30.0,42.0,90.0,13.7
2022-06-02 02:00:00,15.4,0.0,1015.5,28.9,44.0,59.0,9.7
2022-06-02 03:00:00,15.7,0.0,1015.7,28.1,47.0,66.0,12.6
2022-06-02 04:00:00,16.0,0.0,1015.9,26.7,52.0,73.0,15.1
2022-06-02 05:00:00,18.7,0.0,1016.7,25.0,68.0,70.0,14.4
2022-06-02 06:00:00,20.0,0.0,1017.3,24.1,78.0,66.0,12.6
2022-06-02 07:00:00,19.9,0.0,1017.9,23.8,79.0,71.0,12.2
2022-06-02 08:00:00,19.7,0.0,1018.4,23.6,79.0,74.0,11.9
2022-06-02 09:00:00,20.2,0.0,1018.0,23.2,83.0,76.0,10.4
2022-06-02 10:00:00,20.2,0.0,1017.6,23.1,84.0,80.0,8.3
2022-06-02 11:00:00,20.0,0.0,1017.4,23.0,83.0,75.0,7.6
2022-06-02 12:00:00,20.3,0.0,1016.9,22.8,86.0,71.0,6.8
2022-06-02 13:00:00,20.2,0.0,1016.7,22.5,87.0,68.0,6.5
2022-06-02 14:00:00,20.6,0.0,1016.6,22.3,90.0,62.0,6.5
2022-06-02 15:00:00,20.8,0.0,1016.8,22.2,92.0,58.0,6.8
2022-06-02 16:00:00,20.8,0.0,1017.2,22.2,92.0,55.0,6.5
2022-06-02 17:00:00,19.3,0.0,1017.8,23.6,77.0,65.0,7.9
2022-06-02 18:00:00,18.5,0.0,1018.0,25.6,65.0,79.0,11.9
2022-06-02 19:00:00,17.8,0.0,1017.8,27.3,56.0,85.0,13.3
2022-06-02 20:00:00,17.1,0.0,1017.5,28.5,50.0,87.0,13.0
2022-06-02 21:00:00,16.4,0.0,1017.3,29.6,45.0,90.0,13.0
2022-06-02 22:00:00,16.1,0.0,1017.0,30.0,43.0,96.0,10.4
2022-06-02 23:00:00,15.7,0.0,1016.4,30.0,42.0,93.0,7.2
2022-06-03 00:00:00,17.0,0.0,1016.2,29.5,47.0,87.0,4.7
2022-06-03 01:00:00,17.9,0.0,1015.9,29.1,51.0,67.0,4.7
2022-06-03 02:00:00,17.9,0.0,1015.9,28.7,52.0,62.0,7.6
2022-06-03 03:00:00,17.8,0.0,1016.0,27.4,56.0,56.0,9.7
2022-06-03 04:00:00,18.0,0.0,1016.3,26.4,60.0,68.0,11.9
2022-06-03 05:00:00,18.6,0.0,1016.8,25.2,67.0,71.0,13.7
2022-06-03 06:00:00,20.0,0.0,1017.2,24.3,77.0,66.0,13.3
2022-06-03 07:00:00,20.6,0.0,1017.7,23.9,82.0,69.0,12.2
2022-06-03 08:00:00,20.6,0.0,1018.2,23.5,84.0,70.0,11.2
2022-06-03 09:00:00,20.7,0.0,1018.3,23.4,85.0,70.0,10.8
2022-06-03 10:00:00,20.6,0.0,1017.8,23.1,86.0,65.0,10.4
2022-06-03 11:00:00,20.6,0.0,1017.1,22.9,87.0,73.0,8.3
2022-06-03 12:00:00,20.8,0.0,1016.7,22.7,89.0,70.0,7.9
2022-06-03 13:00:00,21.1,0.0,1016.4,22.5,92.0,59.0,6.5
2022-06-03 14:00:00,21.1,0.0,1016.4,22.3,93.0,52.0,6.1
2022-06-03 15:00:00,21.3,0.0,1016.7,22.1,95.0,44.0,6.5
2022-06-03 16:00:00,21.2,0.0,1016.9,22.4,93.0,38.0,5.0
2022-06-03 17:00:00,20.0,0.0,1017.2,23.2,82.0,57.0,6.8
2022-06-03 18:00:00,19.5,0.0,1017.6,24.9,72.0,69.0,7.6
2022-06-03 19:00:00,18.7,0.0,1017.8,26.6,62.0,73.0,6.5
2022-06-03 20:00:00,17.7,0.0,1017.6,27.9,54.0,73.0,4.0
2022-06-03 21:00:00,17.5,0.0,1017.5,28.6,51.0,34.0,0.7
2022-06-03 22:00:00,17.7,0.0,1017.3,28.8,51.0,210.0,1.8
2022-06-03 23:00:00,18.9,0.1,1016.9,28.8,55.0,215.0,4.3
2022-06-04 00:00:00,19.2,0.3,1016.7,28.2,58.0,223.0,6.1
2022-06-04 01:00:00,18.7,0.2,1016.5,28.3,56.0,224.0,5.0
2022-06-04 02:00:00,18.9,0.0,1016.2,27.6,59.0,160.0,9.4
2022-06-04 03:00:00,18.6,0.0,1016.2,27.6,58.0,119.0,5.8
2022-06-04 04:00:00,18.4,0.0,1016.4,26.8,60.0,75.0,9.4
2022-06-04 05:00:00,18.2,0.0,1016.9,25.5,64.0,59.0,13.0
2022-06-04 06:00:00,19.3,0.0,1017.5,24.5,73.0,64.0,12.2
2022-06-04 07:00:00,19.8,0.0,1017.8,23.9,78.0,62.0,10.1
2022-06-04 08:00:00,20.0,0.0,1018.3,23.7,80.0,62.0,10.4
2022-06-04 09:00:00,20.3,0.0,1018.3,23.4,83.0,65.0,9.0
2022-06-04 10:00:00,20.6,0.0,1018.1,23.1,86.0,71.0,7.9
2022-06-04 11:00:00,20.9,0.0,1017.6,22.8,89.0,70.0,6.8
2022-06-04 12:00:00,20.7,0.0,1017.0,22.6,89.0,65.0,6.5
2022-06-04 13:00:00,21.0,0.0,1016.7,22.4,92.0,60.0,5.8
2022-06-04 14:00:00,21.1,0.0,1016.6,22.1,94.0,55.0,5.8
2022-06-04 15:00:00,21.1,0.0,1016.7,21.9,95.0,58.0,5.8
2022-06-04 16:00:00,21.0,0.0,1017.1,21.8,95.0,56.0,5.4
2022-06-04 17:00:00,19.5,0.0,1017.4,23.1,80.0,61.0,7.6
2022-06-04 18:00:00,18.4,0.0,1017.6,24.9,67.0,72.0,10.1
2022-06-04 19:00:00,17.2,0.0,1017.5,26.7,56.0,78.0,11.2
2022-06-04 20:00:00,16.1,0.0,1017.4,28.1,48.0,80.0,10.8
2022-06-04 21:00:00,15.2,0.0,1017.4,29.0,43.0,83.0,8.6
2022-06-04 22:00:00,14.4,0.0,1017.0,29.8,39.0,75.0,5.8
2022-06-04 23:00:00,16.1,0.0,1016.6,29.6,44.0,165.0,2.2
2022-06-05 00:00:00,17.0,0.0,1016.4,29.1,48.0,230.0,5.0
2022-06-05 01:00:00,16.7,0.0,1016.2,28.4,49.0,243.0,3.2
2022-06-05 02:00:00,17.4,0.0,1015.9,27.5,54.0,12.0,2.2
2022-06-05 03:00:00,17.8,0.0,1015.7,27.0,57.0,5.0,5.0
2022-06-05 04:00:00,16.6,0.0,1015.8,26.4,55.0,78.0,9.7
2022-06-05 05:00:00,17.9,0.0,1016.4,25.2,64.0,55.0,11.2
2022-06-05 06:00:00,18.5,0.0,1017.0,24.3,70.0,38.0,10.1
2022-06-05 07:00:00,19.1,0.0,1017.8,23.8,75.0,42.0,6.8
2022-06-05 08:00:00,19.5,0.0,1018.5,23.4,79.0,56.0,6.1
2022-06-05 09:00:00,20.2,0.0,1018.3,23.1,84.0,44.0,7.2
2022-06-05 10:00:00,20.1,0.0,1018.2,22.8,85.0,48.0,7.2
2022-06-05 11:00:00,20.1,0.0,1017.7,22.6,86.0,50.0,7.2
2022-06-05 12:00:00,20.1,0.0,1017.0,22.4,87.0,48.0,8.3
2022-06-05 13:00:00,20.4,0.0,1016.6,22.1,90.0,49.0,7.2
2022-06-05 14:00:00,20.6,0.0,1016.3,22.1,91.0,53.0,7.2
2022-06-05 15:00:00,20.4,0.0,1016.3,21.9,91.0,56.0,7.6
2022-06-05 16:00:00,20.3,0.0,1016.4,21.8,91.0,53.0,7.2
2022-06-05 17:00:00,19.1,0.0,1016.9,23.1,78.0,55.0,8.6
2022-06-05 18:00:00,18.2,0.0,1017.0,25.0,66.0,72.0,8.3
2022-06-05 19:00:00,16.8,0.0,1017.0,26.9,54.0,97.0,8.3
2022-06-05 20:00:00,16.1,0.0,1016.9,28.5,47.0,134.0,8.3
2022-06-05 21:00:00,15.7,0.0,1016.8,29.6,43.0,161.0,9.4
2022-06-05 22:00:00,16.7,0.0,1016.3,29.9,45.0,165.0,7.6
2022-06-05 23:00:00,17.8,0.0,1015.9,29.6,49.0,192.0,5.0
2022-06-06 00:00:00,18.1,0.0,1015.8,28.9,52.0,244.0,6.8
2022-06-06 01:00:00,18.2,0.0,1015.6,28.7,53.0,241.0,9.4
2022-06-06 02:00:00,18.9,0.1,1015.4,27.6,59.0,243.0,11.2
2022-06-06 03:00:00,19.4,0.1,1015.5,26.8,64.0,243.0,10.1
2022-06-06 04:00:00,19.6,0.1,1015.8,26.0,68.0,241.0,6.1
2022-06-06 05:00:00,20.3,0.0,1016.7,24.8,76.0,112.0,4.7
2022-06-06 06:00:00,19.9,0.0,1017.4,24.8,74.0,70.0,7.9
2022-06-06 07:00:00,19.8,0.0,1018.0,24.5,75.0,73.0,9.7
2022-06-06 08:00:00,20.6,0.0,1018.4,23.9,82.0,74.0,8.6
2022-06-06 09:00:00,21.1,0.0,1018.6,23.6,86.0,75.0,7.6
2022-06-06 10:00:00,21.3,0.0,1018.1,23.6,87.0,90.0,7.9
2022-06-06 11:00:00,21.6,0.0,1017.6,23.3,90.0,94.0,6.5
2022-06-06 12:00:00,21.9,0.0,1017.3,23.1,93.0,84.0,4.7
2022-06-06 13:00:00,21.7,0.0,1017.1,22.9,93.0,73.0,4.3
2022-06-06 14:00:00,21.7,0.0,1016.9,22.7,94.0,59.0,4.3
2022-06-06 15:00:00,21.6,0.0,1017.1,22.6,94.0,61.0,4.7
2022-06-06 16:00:00,21.7,0.0,1017.2,22.7,94.0,68.0,4.3
2022-06-06 17:00:00,20.7,0.0,1017.8,24.0,82.0,83.0,7.6
2022-06-06 18:00:00,19.9,0.0,1018.0,25.8,70.0,98.0,8.6
2022-06-06 19:00:00,18.9,0.0,1018.0,27.6,59.0,109.0,8.6
2022-06-06 20:00:00,17.8,0.0,1017.8,29.0,51.0,126.0,7.6
2022-06-06 21:00:00,18.5,0.0,1017.7,28.7,54.0,153.0,7.2
2022-06-06 22:00:00,19.0,0.0,1017.7,28.6,56.0,160.0,4.7
2022-06-06 23:00:00,19.3,0.0,1017.1,28.6,57.0,142.0,1.4
2022-06-07 00:00:00,19.7,0.1,1016.8,28.2,60.0,348.0,3.6
2022-06-07 01:00:00,20.0,0.4,1016.5,27.7,63.0,343.0,6.1
2022-06-07 02:00:00,19.9,0.5,1016.3,26.8,66.0,162.0,6.1
2022-06-07 03:00:00,19.8,0.0,1016.3,26.9,65.0,91.0,6.8
2022-06-07 04:00:00,19.0,0.0,1016.4,26.6,63.0,69.0,12.2
2022-06-07 05:00:00,18.9,0.0,1017.1,25.7,66.0,70.0,14.0
2022-06-07 06:00:00,20.1,0.0,1017.5,24.8,75.0,73.0,11.5
2022-06-07 07:00:00,20.8,0.0,1018.2,24.3,81.0,78.0,9.7
2022-06-07 08:00:00,20.8,0.0,1018.5,24.1,82.0,81.0,9.7
2022-06-07 09:00:00,21.0,0.0,1018.6,23.9,84.0,84.0,9.4
2022-06-07 10:00:00,20.8,0.0,1018.1,23.7,84.0,82.0,9.0
2022-06-07 11:00:00,20.7,0.0,1017.7,23.6,84.0,81.0,8.6
2022-06-07 12:00:00,20.8,0.0,1017.1,23.5,85.0,87.0,13.0
2022-06-07 13:00:00,20.9,0.0,1016.8,23.4,86.0,86.0,11.5
2022-06-07 14:00:00,20.9,0.0,1016.8,23.2,87.0,84.0,10.4
2022-06-07 15:00:00,20.7,0.0,1016.9,23.0,87.0,82.0,9.0
2022-06-07 16:00:00,20.8,0.0,1017.4,22.9,88.0,78.0,7.9
2022-06-07 17:00:00,19.8,0.0,1017.8,24.3,76.0,92.0,11.5
2022-06-07 18:00:00,19.0,0.0,1018.0,25.8,66.0,88.0,12.6
2022-06-07 19:00:00,17.2,0.0,1018.0,27.6,53.0,99.0,11.2
2022-06-07 20:00:00,15.8,0.0,1017.9,29.3,44.0,114.0,11.5
2022-06-07 21:00:00,16.3,0.0,1017.7,29.9,44.0,114.0,10.8
2022-06-07 22:00:00,17.5,0.0,1017.6,29.3,49.0,96.0,13.3
2022-06-07 23:00:00,17.2,0.0,1017.2,29.0,49.0,77.0,12.2
2022-06-08 00:00:00,16.5,0.0,1016.9,28.9,47.0,62.0,9.4
2022-06-08 01:00:00,16.0,0.0,1016.6,29.1,45.0,68.0,6.8
2022-06-08 02:00:00,15.7,0.0,1016.3,29.2,44.0,80.0,7.2
2022-06-08 03:00:00,14.5,0.0,1016.5,28.3,43.0,71.0,13.0
2022-06-08 04:00:00,15.5,0.0,1016.9,27.1,49.0,77.0,13.7
2022-06-08 05:00:00,17.7,0.0,1017.2,25.5,62.0,81.0,13.0
2022-06-08 06:00:00,18.7,0.0,1017.8,24.8,69.0,85.0,10.8
2022-06-08 07:00:00,19.9,0.0,1018.2,24.2,77.0,85.0,11.2
2022-06-08 08:00:00,20.4,0.0,1018.7,24.1,80.0,99.0,9.7
2022-06-08 09:00:00,20.8,0.0,1018.8,23.7,84.0,111.0,7.6
2022-06-08 10:00:00,20.7,0.0,1018.5,23.4,85.0,98.0,5.4
2022-06-08 11:00:00,20.9,0.0,1018.0,23.2,87.0,78.0,5.0
2022-06-08 12:00:00,20.3,0.0,1017.6,23.2,84.0,75.0,6.5
2022-06-08 13:00:00,20.3,0.0,1016.9,23.4,83.0,62.0,7.6
2022-06-08 14:00:00,20.0,0.0,1017.1,23.4,81.0,58.0,8.3
2022-06-08 15:00:00,19.7,0.0,1017.2,23.3,80.0,63.0,7.6
2022-06-08 16:00:00,19.6,0.0,1017.3,23.2,80.0,67.0,8.3
2022-06-08 17:00:00,19.4,0.0,1017.7,23.7,77.0,73.0,13.0
2022-06-08 18:00:00,19.4,0.0,1018.0,25.0,71.0,88.0,14.8
2022-06-08 19:00:00,18.9,0.0,1017.7,26.5,63.0,99.0,18.0
2022-06-08 20:00:00,17.7,0.0,1017.6,27.9,54.0,106.0,16.6
2022-06-08 21:00:00,17.2,0.0,1017.3,29.3,48.0,117.0,15.5
2022-06-08 22:00:00,16.8,0.0,1016.9,30.0,45.0,120.0,14.8
2022-06-08 23:00:00,16.2,0.0,1016.5,30.1,43.0,119.0,14.4
2022-06-09 00:00:00,16.9,0.0,1016.6,29.4,47.0,142.0,4.0
2022-06-09 01:00:00,18.2,0.0,1016.3,28.4,54.0,111.0,1.8
2022-06-09 02:00:00,18.3,0.0,1016.2,27.9,56.0,116.0,4.0
2022-06-09 03:00:00,18.2,0.0,1016.0,27.2,58.0,119.0,7.2
2022-06-09 04:00:00,17.8,0.0,1016.2,26.7,58.0,111.0,10.8
2022-06-09 05:00:00,17.8,0.0,1016.2,25.9,61.0,98.0,15.5
2022-06-09 06:00:00,18.7,0.0,1017.0,25.0,68.0,96.0,14.0
2022-06-09 07:00:00,19.3,0.0,1017.7,24.5,73.0,90.0,9.0
2022-06-09 08:00:00,19.9,0.0,1018.2,24.0,78.0,75.0,8.6
2022-06-09 09:00:00,20.0,0.0,1018.1,23.7,80.0,76.0,10.4
2022-06-09 10:00:00,20.6,0.0,1018.0,23.9,82.0,113.0,6.1
2022-06-09 11:00:00,21.0,0.0,1017.6,23.7,85.0,98.0,5.0
2022-06-09 12:00:00,21.1,0.1,1017.1,23.4,87.0,84.0,5.8
2022-06-09 13:00:00,20.2,0.0,1016.9,23.4,82.0,79.0,5.8
2022-06-09 14:00:00,19.7,0.0,1016.7,23.3,80.0,74.0,6.1
2022-06-09 15:00:00,20.3,0.0,1017.1,22.6,87.0,82.0,5.0
2022-06-09 16:00:00,20.0,0.0,1017.4,22.7,85.0,69.0,3.6
2022-06-09 17:00:00,18.4,0.0,1018.0,23.8,72.0,48.0,5.8
2022-06-09 18:00:00,16.7,0.0,1018.1,25.6,58.0,78.0,9.4
2022-06-09 19:00:00,15.4,0.0,1017.8,27.4,48.0,90.0,7.9
2022-06-09 20:00:00,14.8,0.0,1017.7,28.6,43.0,140.0,5.8
2022-06-09 21:00:00,14.1,0.0,1017.5,29.5,39.0,175.0,7.2
2022-06-09 22:00:00,16.1,0.0,1017.3,28.9,46.0,208.0,14.0
2022-06-09 23:00:00,16.9,0.0,1017.0,28.0,51.0,223.0,15.1
2022-06-10 00:00:00,16.7,0.0,1016.8,27.4,52.0,219.0,12.6
2022-06-10 01:00:00,18.1,0.0,1016.1,27.4,57.0,161.0,6.5
2022-06-10 02:00:00,17.6,0.0,1015.8,27.8,54.0,113.0,6.5
2022-06-10 03:00:00,17.3,0.0,1015.8,27.7,53.0,83.0,8.6
2022-06-10 04:00:00,17.8,0.0,1016.1,26.8,58.0,65.0,11.9
2022-06-10 05:00:00,18.8,0.0,1016.9,25.1,68.0,64.0,14.0
2022-06-10 06:00:00,19.5,0.0,1017.5,24.2,75.0,66.0,13.0
2022-06-10 07:00:00,19.9,0.0,1018.0,23.8,79.0,62.0,12.2
2022-06-10 08:00:00,20.0,0.0,1018.2,23.7,80.0,67.0,12.2
2022-06-10 09:00:00,20.0,0.0,1018.3,23.7,80.0,74.0,12.2
2022-06-10 10:00:00,20.1,0.0,1017.8,23.6,81.0,78.0,12.2
2022-06-10 11:00:00,20.1,0.0,1017.5,23.5,81.0,78.0,12.2
2022-06-10 12:00:00,20.1,0.0,1017.1,23.3,82.0,81.0,11.2
2022-06-10 13:00:00,20.1,0.0,1016.6,23.1,83.0,83.0,9.7
2022-06-10 14:00:00,20.2,0.0,1016.4,22.9,85.0,81.0,9.0
2022-06-10 15:00:00,20.3,0.0,1016.6,22.8,86.0,77.0,9.0
2022-06-10 16:00:00,20.0,0.0,1016.8,22.8,84.0,78.0,9.7
2022-06-10 17:00:00,18.2,0.0,1017.4,23.8,71.0,76.0,13.7
2022-06-10 18:00:00,17.2,0.0,1017.6,25.5,60.0,78.0,15.1
2022-06-10 19:00:00,16.1,0.0,1017.7,27.1,51.0,82.0,16.6
2022-06-10 20:00:00,15.4,0.0,1017.6,28.5,45.0,85.0,15.5
2022-06-10 21:00:00,15.6,0.0,1017.5,29.5,43.0,90.0,14.0
2022-06-10 22:00:00,15.5,0.0,1016.7,30.2,41.0,106.0,16.6
2022-06-10 23:00:00,16.0,0.0,1016.5,30.3,42.0,110.0,15.8
2022-06-11 00:00:00,15.9,0.0,1016.1,30.6,41.0,105.0,14.8
2022-06-11 01:00:00,16.3,0.0,1015.8,29.9,44.0,95.0,15.1
2022-06-11 02:00:00,17.1,0.0,1015.9,28.9,49.0,86.0,14.0
2022-06-11 03:00:00,17.3,0.0,1015.9,28.1,52.0,70.0,11.5
2022-06-11 04:00:00,17.6,0.0,1016.4,26.8,57.0,71.0,16.2
2022-06-11 05:00:00,18.5,0.0,1017.1,25.3,66.0,63.0,16.9
2022-06-11 06:00:00,18.9,0.0,1017.9,24.7,70.0,60.0,15.5
2022-06-11 07:00:00,18.8,0.0,1018.4,24.4,71.0,62.0,14.4
2022-06-11 08:00:00,19.9,0.0,1018.8,24.0,78.0,64.0,11.9
2022-06-11 09:00:00,19.9,0.0,1018.7,23.8,79.0,63.0,11.9
2022-06-11 10:00:00,19.8,0.0,1018.4,23.5,80.0,61.0,10.1
2022-06-11 11:00:00,20.1,0.0,1017.8,23.3,82.0,61.0,9.7
2022-06-11 12:00:00,20.2,0.0,1017.4,23.2,83.0,64.0,9.0
2022-06-11 13:00:00,20.2,0.0,1016.9,23.3,83.0,63.0,9.0
2022-06-11 14:00:00,19.9,0.0,1016.9,23.3,81.0,66.0,9.0
2022-06-11 15:00:00,20.1,0.0,1017.0,23.3,82.0,64.0,8.6
2022-06-11 16:00:00,20.1,0.0,1017.6,23.3,82.0,66.0,8.6
2022-06-11 17:00:00,19.2,0.0,1018.3,23.9,75.0,71.0,12.6
2022-06-11 18:00:00,18.6,0.0,1018.7,25.7,65.0,81.0,15.8
2022-06-11 19:00:00,17.6,0.0,1018.6,27.4,55.0,86.0,16.9
2022-06-11 20:00:00,17.1,0.0,1018.5,28.5,50.0,88.0,17.3
2022-06-11 21:00:00,16.3,0.0,1018.3,29.9,44.0,90.0,20.5
2022-06-11 22:00:00,17.0,0.0,1018.0,29.9,46.0,83.0,20.9
2022-06-11 23:00:00,17.5,0.0,1017.8,29.7,48.0,74.0,21.2
2022-06-12 00:00:00,16.8,0.0,1017.3,30.0,45.0,72.0,20.9
2022-06-12 01:00:00,17.1,0.0,1017.2,29.6,47.0,75.0,21.6
2022-06-12 02:00:00,17.3,0.0,1017.0,29.1,49.0,76.0,22.7
2022-06-12 03:00:00,17.4,0.0,1017.0,28.2,52.0,76.0,22.3
2022-06-12 04:00:00,17.2,0.0,1017.6,26.7,56.0,78.0,23.4
2022-06-12 05:00:00,19.4,0.0,1018.3,25.0,71.0,80.0,21.2
2022-06-12 06:00:00,20.0,0.0,1019.1,24.5,76.0,82.0,16.9
2022-06-12 07:00:00,20.3,0.0,1019.7,24.4,78.0,78.0,15.8
2022-06-12 08:00:00,20.1,0.0,1020.3,24.2,78.0,71.0,15.1
2022-06-12 09:00:00,20.2,0.0,1020.2,23.7,81.0,70.0,16.2
2022-06-12 10:00:00,20.1,0.0,1020.0,23.5,81.0,71.0,15.8
2022-06-12 11:00:00,20.2,0.0,1019.8,23.2,83.0,74.0,14.8
2022-06-12 12:00:00,20.1,0.0,1019.5,22.9,84.0,80.0,12.2
2022-06-12 13:00:00,20.2,0.0,1019.0,23.1,84.0,77.0,10.8
2022-06-12 14:00:00,20.4,0.0,1018.7,23.3,84.0,81.0,11.2
2022-06-12 15:00:00,20.2,0.0,1018.9,23.0,84.0,68.0,12.6
2022-06-12 16:00:00,20.2,0.0,1019.3,22.7,86.0,66.0,13.0
2022-06-12 17:00:00,19.5,0.0,1019.4,24.0,76.0,68.0,16.6
2022-06-12 18:00:00,18.4,0.0,1019.5,26.0,63.0,78.0,21.2
2022-06-12 19:00:00,17.7,0.0,1019.4,27.9,54.0,88.0,22.3
2022-06-12 20:00:00,16.8,0.0,1019.5,29.3,47.0,92.0,21.2
2022-06-12 21:00:00,16.8,0.0,1019.3,30.0,45.0,90.0,25.2
2022-06-12 22:00:00,18.2,0.0,1019.0,29.7,50.0,86.0,25.6
2022-06-12 23:00:00,19.1,0.0,1018.8,29.7,53.0,85.0,24.1
2022-06-13 00:00:00,19.3,0.0,1018.5,29.6,54.0,80.0,22.3
2022-06-13 01:00:00,19.0,0.0,1018.2,29.9,52.0,76.0,21.2
2022-06-13 02:00:00,19.1,0.0,1018.2,28.7,56.0,74.0,22.3
2022-06-13 03:00:00,19.1,0.0,1018.1,27.6,60.0,67.0,22.0
2022-06-13 04:00:00,19.2,0.0,1018.3,26.6,64.0,70.0,20.9
2022-06-13 05:00:00,19.8,0.0,1018.8,25.2,72.0,71.0,19.1
2022-06-13 06:00:00,20.6,0.0,1019.3,24.5,79.0,69.0,18.0
2022-06-13 07:00:00,20.7,0.0,1020.0,24.4,80.0,75.0,17.3
2022-06-13 08:00:00,20.5,0.0,1020.7,24.4,79.0,78.0,13.7
2022-06-13 09:00:00,20.8,0.0,1021.0,24.3,81.0,77.0,13.3
2022-06-13 10:00:00,20.6,0.0,1020.6,24.3,80.0,78.0,13.3
2022-06-13 11:00:00,20.9,0.0,1019.9,24.0,83.0,75.0,11.9
2022-06-13 12:00:00,21.0,0.0,1019.7,23.9,84.0,76.0,11.5
2022-06-13 13:00:00,20.9,0.0,1019.3,23.6,85.0,73.0,11.5
2022-06-13 14:00:00,20.9,0.0,1018.9,23.6,85.0,72.0,12.2
2022-06-13 15:00:00,21.1,0.0,1018.7,23.4,87.0,67.0,13.0
2022-06-13 16:00:00,21.0,0.0,1019.2,23.3,87.0,64.0,11.2
2022-06-13 17:00:00,20.2,0.0,1019.9,24.3,78.0,72.0,14.0
2022-06-13 18:00:00,19.9,0.0,1020.3,26.0,69.0,78.0,18.7
2022-06-13 19:00:00,19.1,0.0,1020.3,27.6,60.0,77.0,19.1
